Dates,KIM
2018-06-20,16.450000762939453
2018-06-21,16.940000534057617
2018-06-25,17.3700008392334
2018-06-22,17.829999923706055
2018-06-26,17.56999969482422
2018-06-27,17.450000762939453
2018-06-28,17.1299991607666
2018-06-29,17.010000228881836
2018-07-02,16.700000762939453
2018-07-03,16.260000228881836
2018-07-05,16.649999618530273
2018-07-16,16.920000076293945
2018-09-18,16.920000076293945
2019-01-24,16.799999237060547
2019-09-05,16.65999984741211
2018-11-21,16.450000762939453
2020-01-13,16.610000610351562
2020-04-01,16.469999313354492
2020-06-19,16.559999465942383
2019-10-29,16.579999923706055
2020-01-16,16.510000228881836
2020-06-22,16.75
2018-10-03,16.639999389648438
2018-07-31,16.809999465942383
2019-03-12,16.719999313354492
2019-02-08,16.969999313354492
2019-01-07,16.68000030517578
2018-12-06,16.049999237060547
2019-08-19,16.40999984741211
2019-07-18,16.639999389648438
2019-05-15,16.639999389648438
2019-09-20,16.780000686645508
2019-11-01,17.09000015258789
2020-04-07,16.700000762939453
2020-06-25,16.489999771118164
2020-06-16,16.469999313354492
2019-11-04,16.389999389648438
2020-01-22,16.270000457763672
2019-11-07,16.18000030517578
2020-04-13,16.3799991607666
2019-07-01,16.709999084472656
2019-05-30,16.790000915527344
2018-08-15,17.049999237060547
2018-10-18,17.239999771118164
2019-03-27,17.079999923706055
2019-01-22,17.010000228881836
2018-12-21,17.0
2019-09-03,17.06999969482422
2018-11-19,17.09000015258789
2019-08-02,17.260000228881836
2020-01-28,17.25
2020-04-16,17.030000686645508
2019-11-13,17.110000610351562
2020-01-31,16.8799991607666
2018-12-04,17.260000228881836
2018-11-02,17.3799991607666
2019-07-16,17.59000015258789
2018-08-30,17.31999969482422
2018-10-01,17.239999771118164
2019-06-14,17.18000030517578
2019-05-13,17.020000457763672
2019-04-11,16.690000534057617
2019-02-06,16.989999771118164
2019-09-18,16.950000762939453
2020-02-03,16.670000076293945
2020-04-22,16.829999923706055
2019-11-19,16.829999923706055
2020-02-06,16.479999542236328
2019-11-22,16.6200008392334
2019-03-25,16.450000762939453
2019-02-21,16.459999084472656
2018-12-19,16.520000457763672
2018-07-12,16.3700008392334
2018-09-14,16.18000030517578
2018-08-13,15.770000457763672
2018-10-16,15.770000457763672
2019-07-31,15.920000076293945
2019-05-28,16.079999923706055
2019-04-26,15.760000228881836
2020-04-28,15.529999732971191
2019-11-25,15.119999885559082
2020-02-12,14.800000190734863
2020-05-01,15.0
2020-05-04,15.130000114440918
2019-06-12,15.199999809265137
2019-04-09,15.130000114440918
2019-03-08,15.170000076293945
2019-02-04,14.90999984741211
2018-07-27,15.020000457763672
2018-08-28,15.069999694824219
2019-01-03,15.789999961853027
2019-08-15,15.6899995803833
2018-10-31,15.970000267028809
2019-09-16,16.299999237060547
2020-02-18,16.170000076293945
2020-05-07,15.880000114440918
2018-08-17,15.670000076293945
2019-12-04,15.90999984741211
2020-02-21,16.100000381469727
2018-12-17,16.170000076293945
2019-08-30,16.280000686645508
2018-11-15,16.329999923706055
2019-07-29,16.149999618530273
2019-06-27,16.209999084472656
2019-04-24,15.729999542236328
2018-07-10,15.550000190734863
2018-09-12,15.720000267028809
2019-02-19,15.609999656677246
2019-01-18,15.430000305175781
2020-02-24,15.5
2020-05-13,15.550000190734863
2019-12-10,15.579999923706055
2020-02-27,15.649999618530273
2019-12-13,15.880000114440918
2020-05-19,15.960000038146973
2019-03-06,16.459999084472656
2018-11-30,16.559999465942383
2019-08-13,16.170000076293945
2019-07-12,16.989999771118164
2019-06-10,16.93000030517578
2019-05-09,16.860000610351562
2018-07-25,16.850000381469727
2018-09-27,16.290000915527344
2018-10-29,16.270000457763672
2019-10-16,16.440000534057617
2019-12-16,15.529999732971191
2020-03-04,15.449999809265137
2020-05-22,15.0600004196167
2019-10-01,14.779999732971191
2019-12-19,14.529999732971191
2018-09-10,14.359999656677246
2019-05-24,14.859999656677246
2018-08-09,15.149999618530273
2019-04-22,14.779999732971191
2019-03-21,14.5
2019-01-16,14.569999694824219
2019-08-28,14.619999885559082
2018-11-13,14.859999656677246
2018-10-12,15.4399995803833
2019-06-25,15.699999809265137
2020-03-10,15.65999984741211
2020-05-28,15.800000190734863
2019-10-07,15.859999656677246
2020-03-13,15.930000305175781
2019-10-10,16.139999389648438
2020-03-16,16.290000915527344
2020-06-03,16.59000015258789
2018-11-28,16.559999465942383
2018-09-25,16.469999313354492
2018-07-23,16.280000686645508
2018-08-24,16.479999542236328
2019-07-10,16.649999618530273
2019-05-07,17.049999237060547
2019-04-05,17.25
2019-03-04,17.0
2019-01-31,17.149999618530273
2019-09-12,17.1200008392334
2019-12-31,17.290000915527344
2020-03-19,17.399999618530273
2020-01-03,17.299999237060547
2020-06-09,17.549999237060547
2019-02-15,17.799999237060547
2019-01-14,17.850000381469727
2018-07-06,17.690000534057617
2018-08-07,17.770000457763672
2018-10-10,17.760000228881836
2018-12-13,17.739999771118164
2019-08-26,17.760000228881836
2019-07-25,17.450000762939453
2019-05-22,17.68000030517578
2019-03-19,17.770000457763672
2020-01-06,17.729999542236328
2020-03-25,17.549999237060547
2020-06-12,17.479999542236328
2019-10-22,17.610000610351562
2020-01-09,17.34000015258789
2020-06-15,17.209999084472656
2019-10-25,17.520000457763672
2020-03-31,17.31999969482422
2020-06-18,17.299999237060547
2019-04-03,17.389999389648438
2018-08-22,17.6299991607666
2018-10-25,17.739999771118164
2019-01-29,17.860000610351562
2018-12-28,17.90999984741211
2018-11-26,17.709999084472656
2019-08-09,17.540000915527344
2019-07-08,17.639999389648438
2019-06-06,17.719999313354492
2019-09-10,18.200000762939453
2020-01-15,18.149999618530273
2020-04-03,18.219999313354492
2019-10-31,18.530000686645508
2020-04-06,18.489999771118164
2020-06-24,18.6299991607666
2018-11-09,18.139999389648438
2019-07-23,18.149999618530273
2019-06-21,18.299999237060547
2019-05-20,18.219999313354492
2019-04-18,18.15999984741211
2018-09-06,18.399999618530273
2018-10-08,18.299999237060547
2019-02-13,18.270000457763672
2018-12-11,18.5
2019-09-25,18.270000457763672
2020-01-21,18.280000686645508
2020-04-09,17.920000076293945
2019-11-06,17.399999618530273
2020-01-24,17.209999084472656
2020-01-27,17.5
2020-04-15,17.200000762939453
2018-12-26,17.540000915527344
2019-08-07,17.6299991607666
2019-06-04,17.809999465942383
2018-09-21,17.729999542236328
2018-07-19,17.3700008392334
2018-08-20,17.399999618530273
2018-10-23,17.600000381469727
2019-05-03,18.100000381469727
2019-04-01,18.079999923706055
2019-02-28,18.260000228881836
2019-11-12,17.969999313354492
2020-01-30,17.959999084472656
2019-11-15,17.989999771118164
2020-04-21,18.149999618530273
2019-04-16,18.100000381469727
2019-03-15,18.270000457763672
2019-02-11,18.100000381469727
2019-01-10,17.989999771118164
2019-08-22,18.100000381469727
2018-11-07,17.979999542236328
2018-08-03,18.219999313354492
2018-09-04,18.170000076293945
2019-06-19,18.040000915527344
2019-09-23,18.15999984741211
2019-11-18,17.770000457763672
2020-02-05,17.34000015258789
2020-04-24,17.350000381469727
2019-03-29,17.450000762939453
2019-11-21,17.510000228881836
2020-04-27,17.780000686645508
2020-02-11,18.219999313354492
2020-04-30,18.450000762939453
2019-05-01,18.3700008392334
2019-02-26,18.43000030517578
2019-01-25,18.329999923706055
2018-12-24,18.43000030517578
2019-09-06,18.760000228881836
2018-07-17,18.850000381469727
2018-09-19,19.149999618530273
2019-08-05,18.920000076293945
2019-10-08,19.200000762939453
2019-12-11,19.06999969482422
2019-11-27,18.969999313354492
2020-02-14,18.649999618530273
2020-05-06,18.610000610351562
2019-01-08,18.270000457763672
2018-12-07,18.459999084472656
2019-08-20,18.309999465942383
2018-11-05,17.989999771118164
2019-07-19,18.25
2018-10-04,18.25
2019-06-17,18.450000762939453
2019-05-16,18.639999389648438
2018-08-01,18.719999313354492
2019-03-13,18.739999771118164
2019-12-03,18.3799991607666
2020-02-20,18.399999618530273
2019-12-06,18.350000381469727
2020-05-12,18.350000381469727
2019-12-09,18.149999618530273
2020-02-26,18.25
2020-05-15,17.899999618530273
2019-03-28,18.190000534057617
2018-09-17,18.649999618530273
2018-08-16,18.700000762939453
2018-10-19,18.809999465942383
2019-04-29,18.75
2019-01-23,18.950000762939453
2019-09-04,19.329999923706055
2018-11-20,19.200000762939453
2019-07-02,18.979999542236328
2019-05-31,18.969999313354492
2019-12-12,18.770000457763672
2020-05-18,18.700000762939453
2019-09-27,18.8799991607666
2020-03-03,19.020000457763672
2020-05-21,18.93000030517578
2019-05-14,18.979999542236328
2018-08-31,18.760000228881836
2018-07-30,18.440000534057617
2018-10-02,18.56999969482422
2019-04-12,18.75
2019-03-11,18.940000534057617
2019-02-07,18.559999465942383
2019-07-17,18.459999084472656
2019-09-19,18.520000457763672
2019-10-21,18.299999237060547
2019-12-18,18.520000457763672
2020-03-06,18.149999618530273
2019-10-03,18.31999969482422
2020-03-09,18.450000762939453
2020-05-27,18.360000610351562
2019-12-24,18.6200008392334
2020-03-12,18.799999237060547
2018-12-20,18.940000534057617
2019-08-01,19.34000015258789
2018-08-14,19.700000762939453
2018-07-13,20.1299991607666
2018-10-17,20.350000381469727
2019-05-29,20.3700008392334
2019-03-26,20.170000076293945
2019-02-22,20.030000686645508
2019-10-04,20.1299991607666
2019-11-05,20.290000915527344
2019-12-27,20.190000534057617
2020-06-02,20.09000015258789
2019-12-30,20.229999542236328
2020-03-18,20.200000762939453
2020-06-05,20.3700008392334
2019-07-15,20.780000686645508
2018-12-03,20.860000610351562
2019-06-13,20.600000381469727
2019-01-04,20.420000076293945
2018-08-29,20.43000030517578
2019-02-05,20.329999923706055
2018-11-01,20.440000534057617
2019-08-16,20.6200008392334
2019-04-10,20.6200008392334
2019-09-17,20.520000457763672
2019-10-15,20.639999389648438
2020-01-02,20.760000228881836
2020-06-08,20.690000534057617
2019-10-18,20.68000030517578
2020-03-24,20.709999084472656
2020-06-11,20.56999969482422
2020-01-08,20.950000762939453
2019-04-25,21.280000686645508
2019-07-30,21.350000381469727
2019-02-20,21.200000762939453
2018-07-11,21.18000030517578
2018-09-13,21.170000076293945
2018-10-15,20.969999313354492
2019-06-28,21.18000030517578
2018-12-18,21.770000457763672
2018-11-16,21.600000381469727
2019-10-02,21.65999984741211
2020-03-27,21.260000228881836
2020-01-10,21.31999969482422
2019-10-24,21.3700008392334
2020-03-30,20.84000015258789
2020-06-17,20.829999923706055
2020-01-14,20.959999084472656
2020-04-02,20.75
2019-01-02,21.139999389648438
2019-08-14,21.59000015258789
2018-10-30,21.559999465942383
2019-06-11,21.770000457763672
2019-05-10,21.610000610351562
2019-04-08,21.450000762939453
2018-08-27,21.329999923706055
2018-07-26,21.489999771118164
2018-09-28,21.520000457763672
2019-03-07,21.610000610351562
2019-10-30,21.700000762939453
2020-01-17,21.579999923706055
2020-06-23,21.1299991607666
2020-04-08,21.1299991607666
2020-06-26,21.209999084472656
2019-03-22,21.170000076293945
2019-01-17,21.219999313354492
2019-08-29,21.25
2018-11-14,21.1299991607666
2019-06-26,20.829999923706055
2018-09-11,20.440000534057617
2018-07-09,20.350000381469727
2018-08-10,20.510000228881836
2019-04-23,20.170000076293945
2019-09-30,20.600000381469727
2020-01-23,20.559999465942383
2019-11-08,20.579999923706055
2020-04-14,20.329999923706055
2019-11-11,20.43000030517578
2020-01-29,20.5
2020-04-17,20.670000076293945
2018-07-24,20.360000610351562
2018-09-26,20.780000686645508
2019-05-08,19.5
2019-03-05,19.790000915527344
2019-02-01,19.969999313354492
2018-12-31,19.81999969482422
2018-11-29,19.729999542236328
2019-08-12,19.40999984741211
2019-07-11,19.399999618530273
2019-09-13,19.739999771118164
2019-11-14,20.049999237060547
2020-04-20,20.219999313354492
2020-02-04,20.3799991607666
2020-04-23,20.299999237060547
2018-12-14,20.5
2019-08-27,20.34000015258789
2018-08-08,20.459999084472656
2018-10-11,20.260000228881836
2018-11-12,20.170000076293945
2019-07-26,20.270000457763672
2019-06-24,19.899999618530273
2019-05-23,19.299999237060547
2019-03-20,19.110000610351562
2019-01-15,19.270000457763672
2019-11-20,19.43000030517578
2020-02-07,19.81999969482422
2020-02-10,19.670000076293945
2020-04-29,19.829999923706055
2019-11-26,19.75
2020-02-13,19.049999237060547
2019-01-30,18.760000228881836
2018-08-23,18.989999771118164
2018-09-24,19.25
2018-11-27,19.079999923706055
2018-10-26,18.549999237060547
2019-07-09,18.920000076293945
2019-06-07,18.90999984741211
2019-05-06,19.06999969482422
2019-04-04,18.59000015258789
2019-09-11,18.049999237060547
2019-11-29,17.31999969482422
2020-05-05,17.389999389648438
2019-12-02,17.829999923706055
2020-02-19,17.959999084472656
2020-05-08,17.969999313354492
2019-05-21,17.450000762939453
2019-03-18,16.420000076293945
2018-09-07,16.0
2018-08-06,15.779999732971191
2018-10-09,13.859999656677246
2019-02-14,13.449999809265137
2018-12-12,12.3100004196167
2019-07-24,10.850000381469727
2019-09-26,10.149999618530273
2019-10-28,9.630000114440918
2019-12-05,10.470000267028809
2020-05-11,10.520000457763672
2019-07-03,10.050000190734863
2020-02-25,10.680000305175781
2020-05-14,11.390000343322754
2020-02-28,10.84000015258789
2019-08-08,10.359999656677246
2019-06-05,9.9399995803833
2018-07-20,8.720000267028809
2018-08-21,8.300000190734863
2018-10-24,7.690000057220459
2019-04-02,8.550000190734863
2019-03-01,9.479999542236328
2019-01-28,9.359999656677246
2018-12-27,10.180000305175781
2019-09-09,10.800000190734863
2020-03-02,10.770000457763672
2020-05-20,10.029999732971191
2019-12-17,9.579999923706055
2020-03-05,9.130000114440918
2019-02-12,8.5600004196167
2019-01-11,8.149999618530273
2018-12-10,8.6899995803833
2019-08-23,8.40999984741211
2018-11-08,8.75
2019-07-22,8.65999984741211
2019-06-20,9.8100004196167
2018-09-05,10.670000076293945
2019-04-17,10.800000190734863
2019-09-24,10.4399995803833
2019-12-20,10.100000381469727
2020-05-26,10.800000190734863
2019-04-30,10.399999618530273
2019-12-23,10.0
2020-03-11,10.300000190734863
2020-05-29,10.579999923706055
2019-12-26,10.170000076293945
2020-06-01,9.260000228881836
2019-05-02,8.539999961853027
2019-02-27,8.899999618530273
2018-11-23,9.729999542236328
2019-08-06,10.229999542236328
2018-07-18,10.59000015258789
2018-09-20,10.920000076293945
2018-10-22,11.260000228881836
2019-07-05,12.029999732971191
2019-06-03,12.800000190734863
2019-10-09,12.600000381469727
2019-10-11,11.489999771118164
2020-03-17,11.149999618530273
2020-06-04,12.239999771118164
2019-10-14,12.899999618530273
2020-03-20,13.800000190734863
2018-11-06,15.319999694824219
2019-06-18,15.819999694824219
2019-05-17,14.4399995803833
2019-04-15,14.710000038146973
2019-03-14,12.670000076293945
2019-01-09,13.479999542236328
2018-08-02,12.619999885559082
2018-10-05,14.619999885559082
2019-08-21,14.149999618530273
2019-10-17,13.109999656677246
2020-03-23,13.609999656677246
2020-06-10,12.630000114440918
2019-02-25,13.319999694824219
2020-01-07,12.770000457763672
2020-03-26,12.5
2019-10-23,12.699999809265137
