Dates,ED
2018-06-20,75.05999755859375
2018-06-21,75.7699966430664
2018-06-25,75.9800033569336
2018-06-22,77.56999969482422
2018-06-26,77.87999725341797
2018-06-27,78.08999633789062
2018-06-28,78.91000366210938
2018-06-29,78.55000305175781
2018-07-02,78.43000030517578
2018-07-03,78.97000122070312
2018-07-05,78.98999786376953
2018-07-16,79.56999969482422
2018-09-18,79.5
2019-01-24,78.16000366210938
2019-09-05,79.1500015258789
2018-11-21,79.38999938964844
2020-01-13,79.66000366210938
2020-04-01,79.4800033569336
2020-06-19,79.45999908447266
2019-10-29,79.11000061035156
2020-01-16,79.2699966430664
2020-06-22,78.81999969482422
2018-10-03,78.22000122070312
2018-07-31,77.80000305175781
2019-03-12,77.87999725341797
2019-02-08,78.73999786376953
2019-01-07,78.9800033569336
2018-12-06,78.55000305175781
2019-08-19,79.0999984741211
2019-07-18,78.4800033569336
2019-05-15,78.44000244140625
2019-09-20,79.58000183105469
2019-11-01,79.55999755859375
2020-04-07,78.88999938964844
2020-06-25,78.61000061035156
2020-06-16,79.0
2019-11-04,79.61000061035156
2020-01-22,79.12000274658203
2019-11-07,78.9800033569336
2020-04-13,80.30999755859375
2019-07-01,80.80999755859375
2019-05-30,81.2699966430664
2018-08-15,81.52999877929688
2018-10-18,80.2699966430664
2019-03-27,79.87000274658203
2019-01-22,79.5999984741211
2018-12-21,79.58999633789062
2019-09-03,79.66999816894531
2018-11-19,78.95999908447266
2019-08-02,79.29000091552734
2020-01-28,79.7699966430664
2020-04-16,79.77999877929688
2019-11-13,79.93000030517578
2020-01-31,80.7300033569336
2018-12-04,81.55000305175781
2018-11-02,81.08000183105469
2019-07-16,80.80000305175781
2018-08-30,80.93000030517578
2018-10-01,80.75
2019-06-14,80.76000213623047
2019-05-13,80.37000274658203
2019-04-11,80.52999877929688
2019-02-06,80.58999633789062
2019-09-18,80.12000274658203
2020-02-03,78.47000122070312
2020-04-22,78.19000244140625
2019-11-19,77.7699966430664
2020-02-06,76.51000213623047
2019-11-22,75.8499984741211
2019-03-25,75.44000244140625
2019-02-21,76.23999786376953
2018-12-19,76.04000091552734
2018-07-12,77.2699966430664
2018-09-14,77.36000061035156
2018-08-13,76.76000213623047
2018-10-16,77.87999725341797
2019-07-31,78.62000274658203
2019-05-28,78.83000183105469
2019-04-26,79.18000030517578
2020-04-28,78.30000305175781
2019-11-25,76.0
2020-02-12,75.9000015258789
2020-05-01,76.58000183105469
2020-05-04,76.44999694824219
2019-06-12,76.77999877929688
2019-04-09,77.91999816894531
2019-03-08,77.63999938964844
2019-02-04,77.5999984741211
2018-07-27,78.62000274658203
2018-08-28,77.77999877929688
2019-01-03,77.75
2019-08-15,77.55000305175781
2018-10-31,78.13999938964844
2019-09-16,76.69999694824219
2020-02-18,76.22000122070312
2020-05-07,76.0999984741211
2018-08-17,76.0999984741211
2019-12-04,77.31999969482422
2020-02-21,78.33999633789062
2018-12-17,78.55999755859375
2019-08-30,79.26000213623047
2018-11-15,80.13999938964844
2019-07-29,79.33999633789062
2019-06-27,80.16999816894531
2019-04-24,77.58000183105469
2018-07-10,77.54000091552734
2018-09-12,77.68000030517578
2019-02-19,78.61000061035156
2019-01-18,77.94999694824219
2020-02-24,77.44999694824219
2020-05-13,78.26000213623047
2019-12-10,79.1500015258789
2020-02-27,79.43000030517578
2019-12-13,79.33999633789062
2020-05-19,80.38999938964844
2019-03-06,81.23999786376953
2018-11-30,83.0
2019-08-13,82.48999786376953
2019-07-12,82.83000183105469
2019-06-10,83.08000183105469
2019-05-09,83.69000244140625
2018-07-25,83.62000274658203
2018-09-27,84.31999969482422
2018-10-29,84.1500015258789
2019-10-16,84.20999908447266
2019-12-16,81.81999969482422
2020-03-04,80.94000244140625
2020-05-22,81.5999984741211
2019-10-01,82.4800033569336
2019-12-19,80.5199966430664
2018-09-10,76.13999938964844
2019-05-24,76.83000183105469
2018-08-09,77.48999786376953
2019-04-22,76.87000274658203
2019-03-21,76.37000274658203
2019-01-16,75.91999816894531
2019-08-28,76.56999969482422
2018-11-13,76.43000030517578
2018-10-12,76.02999877929688
2019-06-25,76.0999984741211
2020-03-10,76.68000030517578
2020-05-28,76.51000213623047
2019-10-07,75.55000305175781
2020-03-13,75.8499984741211
2019-10-10,76.44000244140625
2020-03-16,77.0999984741211
2020-06-03,77.05999755859375
2018-11-28,77.36000061035156
2018-09-25,77.36000061035156
2018-07-23,77.69999694824219
2018-08-24,77.98999786376953
2019-07-10,76.58000183105469
2019-05-07,76.27999877929688
2019-04-05,76.38999938964844
2019-03-04,77.87999725341797
2019-01-31,77.58000183105469
2019-09-12,77.58000183105469
2019-12-31,78.0
2020-03-19,77.83000183105469
2020-01-03,78.12999725341797
2020-06-09,78.94999694824219
2019-02-15,79.37000274658203
2019-01-14,78.87000274658203
2018-07-06,78.0999984741211
2018-08-07,78.41000366210938
2018-10-10,78.76000213623047
2018-12-13,79.11000061035156
2019-08-26,79.23999786376953
2019-07-25,80.08999633789062
2019-05-22,82.19000244140625
2019-03-19,82.22000122070312
2020-01-06,81.87999725341797
2020-03-25,81.91000366210938
2020-06-12,82.7300033569336
2019-10-22,82.83999633789062
2020-01-09,83.23999786376953
2020-06-15,83.33000183105469
2019-10-25,83.7300033569336
2020-03-31,84.3499984741211
2020-06-18,83.8499984741211
2019-04-03,84.38999938964844
2018-08-22,85.2699966430664
2018-10-25,85.47000122070312
2019-01-29,85.56999969482422
2018-12-28,85.43000030517578
2018-11-26,85.16999816894531
2019-08-09,84.69999694824219
2019-07-08,84.61000061035156
2019-06-06,84.51000213623047
2019-09-10,85.58999633789062
2020-01-15,85.41999816894531
2020-04-03,85.77999877929688
2019-10-31,85.87000274658203
2020-04-06,85.45999908447266
2020-06-24,84.87999725341797
2018-11-09,84.66999816894531
2019-07-23,84.79000091552734
2019-06-21,84.75
2019-05-20,84.76000213623047
2019-04-18,84.83999633789062
2018-09-06,84.66000366210938
2018-10-08,84.22000122070312
2019-02-13,84.9800033569336
2018-12-11,84.58000183105469
2019-09-25,84.66000366210938
2020-01-21,85.02999877929688
2020-04-09,84.88999938964844
2019-11-06,84.16999816894531
2020-01-24,84.2300033569336
2020-01-27,83.98999786376953
2020-04-15,84.33000183105469
2018-12-26,84.75
2019-08-07,84.97000122070312
2019-06-04,85.9000015258789
2018-09-21,84.9000015258789
2018-07-19,86.2300033569336
2018-08-20,86.1500015258789
2018-10-23,85.6500015258789
2019-05-03,86.5
2019-04-01,86.3499984741211
2019-02-28,85.73999786376953
2019-11-12,84.75
2020-01-30,84.5
2019-11-15,85.30000305175781
2020-04-21,86.19000244140625
2019-04-16,85.58999633789062
2019-03-15,85.8499984741211
2019-02-11,86.48999786376953
2019-01-10,87.33000183105469
2019-08-22,87.6500015258789
