Dates,ED
2018-06-20,2559800.0
2018-06-21,1968700.0
2018-06-25,2427500.0
2018-06-22,1800700.0
2018-06-26,1763000.0
2018-06-27,1423900.0
2018-06-28,1363800.0
2018-06-29,1961800.0
2018-07-02,1543900.0
2018-07-03,1008800.0
2018-07-05,1734000.0
2018-07-16,1322700.0
2018-09-18,2460900.0
2019-01-24,2177200.0
2019-09-05,2018100.0
2018-11-21,2095100.0
2020-01-13,1412700.0
2020-04-01,1353400.0
2020-06-19,1375100.0
2019-10-29,1559000.0
2020-01-16,1953200.0
2020-06-22,1438600.0
2018-10-03,992200.0
2018-07-31,1802100.0
2019-03-12,1296800.0
2019-02-08,1836700.0
2019-01-07,1483900.0
2018-12-06,1031800.0
2019-08-19,2439500.0
2019-07-18,1856100.0
2019-05-15,1763800.0
2019-09-20,1775200.0
2019-11-01,1650700.0
2020-04-07,1567500.0
2020-06-25,1069700.0
2020-06-16,710800.0
2019-11-04,1108000.0
2020-01-22,1684500.0
2019-11-07,1532000.0
2020-04-13,2081700.0
2019-07-01,2286900.0
2019-05-30,1986100.0
2018-08-15,1611900.0
2018-10-18,1497500.0
2019-03-27,1224800.0
2019-01-22,1382500.0
2018-12-21,908500.0
2019-09-03,1011800.0
2018-11-19,1220900.0
2019-08-02,1391500.0
2020-01-28,1510300.0
2020-04-16,1623300.0
2019-11-13,1495100.0
2020-01-31,2623000.0
2018-12-04,1780000.0
2018-11-02,1765200.0
2019-07-16,1129400.0
2018-08-30,1500200.0
2018-10-01,1194100.0
2019-06-14,1337900.0
2019-05-13,1551800.0
2019-04-11,1208100.0
2019-02-06,1455500.0
2019-09-18,1480500.0
2020-02-03,1607600.0
2020-04-22,4717500.0
2019-11-19,2004800.0
2020-02-06,1628300.0
2019-11-22,2120200.0
2019-03-25,1726100.0
2019-02-21,3163300.0
2018-12-19,1735900.0
2018-07-12,1788800.0
2018-09-14,2454000.0
2018-08-13,1329100.0
2018-10-16,2420500.0
2019-07-31,2168400.0
2019-05-28,1897900.0
2019-04-26,1774700.0
2020-04-28,2508800.0
2019-11-25,2351800.0
2020-02-12,1855500.0
2020-05-01,1963100.0
2020-05-04,1654800.0
2019-06-12,1725200.0
2019-04-09,2101800.0
2019-03-08,1949100.0
2019-02-04,2152100.0
2018-07-27,1966300.0
2018-08-28,1728500.0
2019-01-03,2550200.0
2019-08-15,1791700.0
2018-10-31,2067900.0
2019-09-16,2861400.0
2020-02-18,2496000.0
2020-05-07,3468000.0
2018-08-17,2103100.0
2019-12-04,1580900.0
2020-02-21,1500400.0
2018-12-17,1398500.0
2019-08-30,1361800.0
2018-11-15,1520600.0
2019-07-29,1560200.0
2019-06-27,2987600.0
2019-04-24,9613500.0
2018-07-10,4087300.0
2018-09-12,3635700.0
2019-02-19,3540900.0
2019-01-18,1959000.0
2020-02-24,813400.0
2020-05-13,2148700.0
2019-12-10,1513400.0
2020-02-27,2285600.0
2019-12-13,2286900.0
2020-05-19,2937200.0
2019-03-06,2359200.0
2018-11-30,3962500.0
2019-08-13,2443000.0
2019-07-12,2069500.0
2019-06-10,2570700.0
2019-05-09,1796600.0
2018-07-25,2938300.0
2018-09-27,2562800.0
2018-10-29,3049000.0
2019-10-16,3769500.0
2019-12-16,3047100.0
2020-03-04,2197600.0
2020-05-22,2858200.0
2019-10-01,3542600.0
2019-12-19,1279400.0
2018-09-10,2457300.0
2019-05-24,2211500.0
2018-08-09,1829800.0
2019-04-22,1670200.0
2019-03-21,1764100.0
2019-01-16,1857000.0
2019-08-28,2185100.0
2018-11-13,2380900.0
2018-10-12,2979000.0
2019-06-25,1662900.0
2020-03-10,1857800.0
2020-05-28,1378400.0
2019-10-07,3737600.0
2020-03-13,2157200.0
2019-10-10,2226800.0
2020-03-16,2250400.0
2020-06-03,3019400.0
2018-11-28,2766800.0
2018-09-25,2417900.0
2018-07-23,2522600.0
2018-08-24,2803600.0
2019-07-10,2168500.0
2019-05-07,1566200.0
2019-04-05,1716300.0
2019-03-04,3342300.0
2019-01-31,2006600.0
2019-09-12,2393100.0
2019-12-31,1976600.0
2020-03-19,1490700.0
2020-01-03,1860700.0
2020-06-09,1755200.0
2019-02-15,1647400.0
2019-01-14,1834100.0
2018-07-06,2668500.0
2018-08-07,2062400.0
2018-10-10,1693600.0
2018-12-13,2258900.0
2019-08-26,1852600.0
2019-07-25,1552800.0
2019-05-22,3514700.0
2019-03-19,2269500.0
2020-01-06,1398700.0
2020-03-25,1337600.0
2020-06-12,2315600.0
2019-10-22,1629000.0
2020-01-09,1661700.0
2020-06-15,1428300.0
2019-10-25,2346600.0
2020-03-31,1908200.0
2020-06-18,1773900.0
2019-04-03,1838100.0
2018-08-22,2578900.0
2018-10-25,1549600.0
2019-01-29,1903500.0
2018-12-28,4209000.0
2018-11-26,2556100.0
2019-08-09,2030400.0
2019-07-08,1788400.0
2019-06-06,1349100.0
2019-09-10,1858400.0
2020-01-15,1335800.0
2020-04-03,1081400.0
2019-10-31,1519100.0
2020-04-06,1935100.0
2020-06-24,1623600.0
2018-11-09,1771300.0
2019-07-23,1272100.0
2019-06-21,1217700.0
2019-05-20,1281300.0
2019-04-18,921100.0
2018-09-06,1792500.0
2018-10-08,951100.0
2019-02-13,1006300.0
2018-12-11,1086400.0
2019-09-25,1640800.0
