Dates,ED
2020-01-21,1017400.0
2020-04-09,1850900.0
2019-11-06,1494500.0
2020-01-24,1417100.0
2020-01-27,1298000.0
2020-04-15,1407300.0
2018-12-26,1764500.0
2019-08-07,1522600.0
2019-06-04,3038700.0
2018-09-21,1334200.0
2018-07-19,2361400.0
2018-08-20,1266000.0
2018-10-23,1486900.0
2019-05-03,1721000.0
2019-04-01,1364400.0
2019-02-28,1295900.0
2019-11-12,8777700.0
2020-01-30,7437200.0
2019-11-15,2658000.0
2020-04-21,2726800.0
2019-04-16,2130400.0
2019-03-15,1727100.0
2019-02-11,1491300.0
2019-01-10,1804300.0
2019-08-22,1316600.0
2018-11-07,3080800.0
2018-08-03,1113500.0
2018-09-04,1376900.0
2019-06-19,1099400.0
2019-09-23,3027900.0
2019-11-18,1987400.0
2020-02-05,1469300.0
2020-04-24,1795700.0
2019-03-29,1503800.0
2019-11-21,1719500.0
2020-04-27,1632500.0
2020-02-11,1445100.0
2020-04-30,2132700.0
2019-05-01,1584700.0
2019-02-26,1710400.0
2019-01-25,1063400.0
2018-12-24,2697100.0
2019-09-06,1560500.0
2018-07-17,1797600.0
2018-09-19,1868400.0
2019-08-05,1508800.0
2019-10-08,2382900.0
2019-12-11,3588900.0
2019-11-27,1409100.0
2020-02-14,1091200.0
2020-05-06,1525200.0
2019-01-08,1787800.0
2018-12-07,2607900.0
2019-08-20,1327800.0
2018-11-05,1286800.0
2019-07-19,698400.0
2018-10-04,1227300.0
2019-06-17,1267300.0
2019-05-16,1336900.0
2018-08-01,1046400.0
2019-03-13,1006600.0
2019-12-03,1272700.0
2020-02-20,1401900.0
2019-12-06,1335100.0
2020-05-12,1375200.0
2019-12-09,1331000.0
2020-02-26,1427800.0
2020-05-15,1484000.0
2019-03-28,1444800.0
2018-09-17,1828500.0
2018-08-16,1113000.0
2018-10-19,1098900.0
2019-04-29,1147400.0
2019-01-23,1846100.0
2019-09-04,2917200.0
2018-11-20,1362500.0
2019-07-02,2339400.0
2019-05-31,2530600.0
2019-12-12,1709800.0
2020-05-18,1405500.0
2019-09-27,1508500.0
2020-03-03,984500.0
2020-05-21,1620300.0
2019-05-14,1318300.0
2018-08-31,1598000.0
2018-07-30,1194600.0
2018-10-02,1213100.0
2019-04-12,1085900.0
2019-03-11,1013000.0
2019-02-07,1547000.0
2019-07-17,1476600.0
2019-09-19,1755700.0
2019-10-21,959700.0
2019-12-18,1445300.0
2020-03-06,1666800.0
2019-10-03,2714100.0
2020-03-09,1719200.0
2020-05-27,2005300.0
2019-12-24,1273400.0
2020-03-12,2572400.0
2018-12-20,2236000.0
2019-08-01,2276600.0
2018-08-14,2188800.0
2018-07-13,1481400.0
2018-10-17,1695700.0
2019-05-29,1801400.0
2019-03-26,1248800.0
2019-02-22,1241100.0
2019-10-04,1133000.0
2019-11-05,1004500.0
2019-12-27,3570900.0
2020-06-02,1336400.0
2019-12-30,2008100.0
2020-03-18,1220900.0
2020-06-05,1254200.0
2019-07-15,1160800.0
2018-12-03,1396000.0
2019-06-13,1223900.0
2019-01-04,1688400.0
2018-08-29,1439800.0
2019-02-05,1151900.0
2018-11-01,851400.0
2019-08-16,1445700.0
2019-04-10,847500.0
2019-09-17,1179200.0
2019-10-15,1311700.0
2020-01-02,1017500.0
2020-06-08,1521400.0
2019-10-18,1295000.0
2020-03-24,1096100.0
2020-06-11,1135200.0
2020-01-08,2118000.0
2019-04-25,1183200.0
2019-07-30,1465000.0
2019-02-20,1028900.0
2018-07-11,1299500.0
2018-09-13,1778700.0
2018-10-15,1307400.0
2019-06-28,1207800.0
2018-12-18,2296800.0
2018-11-16,1607000.0
2019-10-02,2359800.0
2020-03-27,2829800.0
2020-01-10,1824100.0
2019-10-24,2322500.0
2020-03-30,1400200.0
2020-06-17,1211400.0
2020-01-14,1425300.0
2020-04-02,1990600.0
2019-01-02,1698000.0
2019-08-14,1127100.0
2018-10-30,1137100.0
2019-06-11,1860700.0
2019-05-10,1377800.0
2019-04-08,1441600.0
2018-08-27,1874700.0
2018-07-26,1110700.0
2018-09-28,2063300.0
2019-03-07,1007700.0
2019-10-30,747300.0
2020-01-17,1329300.0
2020-06-23,1535600.0
2020-04-08,1356800.0
2020-06-26,1072900.0
2019-03-22,1007800.0
2019-01-17,1458600.0
2019-08-29,1517500.0
2018-11-14,1817600.0
2019-06-26,1838100.0
2018-09-11,2174800.0
2018-07-09,2829900.0
2018-08-10,1681000.0
2019-04-23,1810200.0
2019-09-30,2234300.0
2020-01-23,3551200.0
2019-11-08,1345700.0
2020-04-14,350700.0
2019-11-11,717500.0
2020-01-29,836600.0
2020-04-17,1264100.0
2018-07-24,1153600.0
2018-09-26,1335100.0
2019-05-08,1379600.0
2019-03-05,1395300.0
2019-02-01,1897700.0
2018-12-31,2255000.0
2018-11-29,1523200.0
2019-08-12,1453400.0
2019-07-11,1351800.0
2019-09-13,2134500.0
2019-11-14,1944200.0
2020-04-20,1707100.0
2020-02-04,2538400.0
2020-04-23,2140900.0
2018-12-14,1581700.0
2019-08-27,1741900.0
2018-08-08,1455900.0
2018-10-11,1999400.0
2018-11-12,1496500.0
2019-07-26,1640800.0
2019-06-24,1429700.0
2019-05-23,3781500.0
2019-03-20,1434400.0
2019-01-15,1631900.0
2019-11-20,1270800.0
2020-02-07,1212700.0
2020-02-10,1098300.0
2020-04-29,1029900.0
2019-11-26,1141700.0
2020-02-13,1552200.0
2019-01-30,1244300.0
2018-08-23,1249200.0
2018-09-24,2172700.0
2018-11-27,1029900.0
2018-10-26,1319000.0
2019-07-09,3976900.0
2019-06-07,2393400.0
2019-05-06,2328700.0
2019-04-04,2455200.0
2019-09-11,2751100.0
2019-11-29,5357400.0
2020-05-05,3615400.0
2019-12-02,3129700.0
2020-02-19,2415100.0
2020-05-08,2282900.0
2019-05-21,4705400.0
2019-03-18,5398100.0
2018-09-07,4040400.0
2018-08-06,4162800.0
2018-10-09,6073000.0
2019-02-14,5699300.0
2018-12-12,5037300.0
2019-07-24,5432000.0
2019-09-26,4117600.0
2019-10-28,5082100.0
2019-12-05,4902400.0
2020-05-11,5017900.0
2019-07-03,3372200.0
2020-02-25,3122100.0
2020-05-14,2771000.0
2020-02-28,2291500.0
2019-08-08,2557200.0
2019-06-05,3389300.0
2018-07-20,6352500.0
2018-08-21,3021800.0
2018-10-24,3904500.0
2019-04-02,2608100.0
2019-03-01,2173300.0
2019-01-28,1974700.0
2018-12-27,2111900.0
2019-09-09,1095900.0
2020-03-02,1814000.0
2020-05-20,1425700.0
2019-12-17,1594500.0
2020-03-05,1211900.0
2019-02-12,1551000.0
2019-01-11,2118100.0
2018-12-10,1497200.0
2019-08-23,1868100.0
2018-11-08,1748600.0
2019-07-22,1518300.0
2019-06-20,1687100.0
2018-09-05,2020400.0
2019-04-17,3129500.0
2019-09-24,1786000.0
2019-12-20,1756000.0
2020-05-26,1627100.0
2019-04-30,2274400.0
2019-12-23,2339800.0
2020-03-11,2325500.0
2020-05-29,2293000.0
2019-12-26,2524800.0
2020-06-01,2130200.0
2019-05-02,2131700.0
2019-02-27,3950400.0
2018-11-23,2247900.0
2019-08-06,1809100.0
2018-07-18,1714200.0
2018-09-20,1317900.0
2018-10-22,1397000.0
2019-07-05,2232100.0
2019-06-03,1615800.0
2019-10-09,1567400.0
2019-10-11,3220700.0
2020-03-17,1612100.0
2020-06-04,1418100.0
2019-10-14,1512400.0
2020-03-20,1676100.0
2018-11-06,1916800.0
2019-06-18,1914900.0
2019-05-17,1867900.0
2019-04-15,1784200.0
2019-03-14,2175700.0
2019-01-09,2456700.0
2018-08-02,2742500.0
2018-10-05,1880300.0
2019-08-21,1933900.0
2019-10-17,1406600.0
2020-03-23,4629900.0
2020-06-10,2184300.0
2019-02-25,1395200.0
2020-01-07,2436900.0
2020-03-26,2435600.0
2019-10-23,3422600.0
