Dates,DISCK
2018-06-20,25.600000381469727
2018-06-21,25.649999618530273
2018-06-25,25.959999084472656
2018-06-22,25.84000015258789
2018-06-26,25.520000457763672
2018-06-27,25.81999969482422
2018-06-28,25.93000030517578
2018-06-29,25.489999771118164
2018-07-02,25.059999465942383
2018-07-03,25.280000686645508
2018-07-05,25.06999969482422
2018-07-16,25.399999618530273
2018-09-18,25.479999542236328
2019-01-24,25.579999923706055
2019-09-05,25.59000015258789
2018-11-21,25.469999313354492
2020-01-13,25.329999923706055
2020-04-01,25.1299991607666
2020-06-19,24.219999313354492
2019-10-29,24.559999465942383
2020-01-16,24.639999389648438
2020-06-22,24.34000015258789
2018-10-03,24.450000762939453
2018-07-31,23.989999771118164
2019-03-12,23.84000015258789
2019-02-08,24.059999465942383
2019-01-07,23.950000762939453
2018-12-06,24.149999618530273
2019-08-19,24.110000610351562
2019-07-18,24.100000381469727
2019-05-15,24.0
2019-09-20,24.3700008392334
2019-11-01,24.65999984741211
2020-04-07,22.8700008392334
2020-06-25,23.559999465942383
2020-06-16,23.799999237060547
2019-11-04,23.809999465942383
2020-01-22,23.940000534057617
2019-11-07,24.209999084472656
2020-04-13,24.110000610351562
2019-07-01,24.280000686645508
2019-05-30,24.459999084472656
2018-08-15,24.90999984741211
2018-10-18,26.229999542236328
2019-03-27,26.790000915527344
2019-01-22,26.399999618530273
2018-12-21,26.299999237060547
2019-09-03,26.25
2018-11-19,25.979999542236328
2019-08-02,25.579999923706055
2020-01-28,25.809999465942383
2020-04-16,25.549999237060547
2019-11-13,25.100000381469727
2020-01-31,25.280000686645508
2018-12-04,25.290000915527344
2018-11-02,25.139999389648438
2019-07-16,25.600000381469727
2018-08-30,25.8700008392334
2018-10-01,26.559999465942383
2019-06-14,28.3700008392334
2019-05-13,29.219999313354492
2019-04-11,29.200000762939453
2019-02-06,28.260000228881836
2019-09-18,28.969999313354492
2020-02-03,29.31999969482422
2020-04-22,29.040000915527344
2019-11-19,29.020000457763672
2020-02-06,28.850000381469727
2019-11-22,28.65999984741211
2019-03-25,28.920000076293945
2019-02-21,29.149999618530273
2018-12-19,29.530000686645508
2018-07-12,29.719999313354492
2018-09-14,30.15999984741211
2018-08-13,30.209999084472656
2018-10-16,30.200000762939453
2019-07-31,29.469999313354492
2019-05-28,29.709999084472656
2019-04-26,29.309999465942383
2020-04-28,27.969999313354492
2019-11-25,28.65999984741211
2020-02-12,28.950000762939453
2020-05-01,29.5
2020-05-04,29.809999465942383
2019-06-12,29.709999084472656
2019-04-09,29.350000381469727
2019-03-08,29.920000076293945
2019-02-04,29.020000457763672
2018-07-27,27.049999237060547
2018-08-28,27.329999923706055
2019-01-03,27.1299991607666
2019-08-15,27.100000381469727
2018-10-31,27.670000076293945
2019-09-16,28.3700008392334
2020-02-18,28.729999542236328
2020-05-07,28.899999618530273
2018-08-17,29.1299991607666
2019-12-04,29.700000762939453
2020-02-21,29.3799991607666
2018-12-17,30.100000381469727
2019-08-30,29.549999237060547
2018-11-15,29.06999969482422
2019-07-29,28.729999542236328
2019-06-27,28.670000076293945
2019-04-24,28.3700008392334
2018-07-10,27.940000534057617
2018-09-12,27.719999313354492
2019-02-19,26.5
2019-01-18,27.170000076293945
2020-02-24,27.0
2020-05-13,26.989999771118164
2019-12-10,27.09000015258789
2020-02-27,27.110000610351562
2019-12-13,27.860000610351562
2020-05-19,27.719999313354492
2019-03-06,25.3700008392334
2018-11-30,25.530000686645508
2019-08-13,25.440000534057617
2019-07-12,26.40999984741211
2019-06-10,25.729999542236328
2019-05-09,25.6299991607666
2018-07-25,26.020000457763672
2018-09-27,25.56999969482422
2018-10-29,25.739999771118164
2019-10-16,25.489999771118164
2019-12-16,24.8799991607666
2020-03-04,24.950000762939453
2020-05-22,23.889999389648438
2019-10-01,23.40999984741211
2019-12-19,22.799999237060547
2018-09-10,22.56999969482422
2019-05-24,21.989999771118164
2018-08-09,22.530000686645508
2019-04-22,22.440000534057617
2019-03-21,22.510000228881836
2019-01-16,23.06999969482422
2019-08-28,24.110000610351562
2018-11-13,24.059999465942383
2018-10-12,24.780000686645508
2019-06-25,25.170000076293945
2020-03-10,24.739999771118164
2020-05-28,24.579999923706055
2019-10-07,24.729999542236328
2020-03-13,25.049999237060547
2019-10-10,25.09000015258789
2020-03-16,25.06999969482422
2020-06-03,25.389999389648438
2018-11-28,24.719999313354492
2018-09-25,24.530000686645508
2018-07-23,24.639999389648438
2018-08-24,25.510000228881836
2019-07-10,25.3799991607666
2019-05-07,25.479999542236328
2019-04-05,23.459999084472656
2019-03-04,25.469999313354492
2019-01-31,26.209999084472656
2019-09-12,26.280000686645508
2019-12-31,26.450000762939453
2020-03-19,26.950000762939453
2020-01-03,26.420000076293945
2020-06-09,26.559999465942383
2019-02-15,26.690000534057617
2019-01-14,26.43000030517578
2018-07-06,26.270000457763672
2018-08-07,26.25
2018-10-10,27.18000030517578
2018-12-13,27.260000228881836
2019-08-26,27.15999984741211
2019-07-25,27.06999969482422
2019-05-22,27.31999969482422
2019-03-19,27.459999084472656
2020-01-06,25.350000381469727
2020-03-25,26.610000610351562
2020-06-12,26.899999618530273
2019-10-22,27.31999969482422
2020-01-09,26.940000534057617
2020-06-15,26.959999084472656
2019-10-25,27.059999465942383
2020-03-31,26.729999542236328
2020-06-18,26.690000534057617
2019-04-03,26.489999771118164
2018-08-22,26.760000228881836
2018-10-25,25.489999771118164
2019-01-29,25.489999771118164
2018-12-28,25.8700008392334
2018-11-26,25.760000228881836
2019-08-09,25.75
2019-07-08,24.719999313354492
2019-06-06,24.8700008392334
2019-09-10,24.8799991607666
2020-01-15,25.399999618530273
2020-04-03,25.6299991607666
2019-10-31,25.899999618530273
2020-04-06,25.260000228881836
2020-06-24,25.200000762939453
2018-11-09,25.809999465942383
2019-07-23,25.760000228881836
2019-06-21,25.809999465942383
2019-05-20,26.200000762939453
2019-04-18,27.239999771118164
2018-09-06,27.0
2018-10-08,26.780000686645508
2019-02-13,26.969999313354492
2018-12-11,27.709999084472656
2019-09-25,27.520000457763672
2020-01-21,27.739999771118164
2020-04-09,27.809999465942383
2019-11-06,28.040000915527344
2020-01-24,27.889999389648438
2020-01-27,26.969999313354492
2020-04-15,27.1299991607666
2018-12-26,27.020000457763672
2019-08-07,27.700000762939453
2019-06-04,28.530000686645508
2018-09-21,29.209999084472656
2018-07-19,28.6299991607666
2018-08-20,28.6200008392334
2018-10-23,27.030000686645508
2019-05-03,27.389999389648438
2019-04-01,27.139999389648438
2019-02-28,26.969999313354492
2019-11-12,26.920000076293945
2020-01-30,26.459999084472656
2019-11-15,26.15999984741211
2020-04-21,25.690000534057617
2019-04-16,25.81999969482422
2019-03-15,25.950000762939453
2019-02-11,25.969999313354492
2019-01-10,25.889999389648438
2019-08-22,25.6200008392334
2018-11-07,25.889999389648438
2018-08-03,25.770000457763672
2018-09-04,25.260000228881836
2019-06-19,25.360000610351562
2019-09-23,25.59000015258789
2019-11-18,25.520000457763672
2020-02-05,25.510000228881836
2020-04-24,25.469999313354492
2019-03-29,25.3700008392334
2019-11-21,25.770000457763672
2020-04-27,25.899999618530273
2020-02-11,26.149999618530273
2020-04-30,26.399999618530273
2019-05-01,26.219999313354492
2019-02-26,26.3799991607666
2019-01-25,27.0
2018-12-24,27.139999389648438
2019-09-06,26.81999969482422
2018-07-17,26.520000457763672
2018-09-19,27.040000915527344
2019-08-05,27.290000915527344
2019-10-08,27.950000762939453
2019-12-11,28.079999923706055
2019-11-27,28.09000015258789
2020-02-14,27.34000015258789
2020-05-06,27.25
2019-01-08,26.940000534057617
2018-12-07,27.540000915527344
2019-08-20,28.020000457763672
2018-11-05,28.25
2019-07-19,28.350000381469727
2018-10-04,28.1200008392334
2019-06-17,28.520000457763672
2019-05-16,28.59000015258789
2018-08-01,28.6200008392334
2019-03-13,28.850000381469727
2019-12-03,29.06999969482422
2020-02-20,29.649999618530273
2019-12-06,29.729999542236328
2020-05-12,29.290000915527344
2019-12-09,28.719999313354492
2020-02-26,28.770000457763672
2020-05-15,28.600000381469727
2019-03-28,28.049999237060547
2018-09-17,27.770000457763672
2018-08-16,28.959999084472656
2018-10-19,29.030000686645508
2019-04-29,28.799999237060547
2019-01-23,28.510000228881836
2019-09-04,28.010000228881836
2018-11-20,27.709999084472656
2019-07-02,26.799999237060547
2019-05-31,26.639999389648438
2019-12-12,27.010000228881836
2020-05-18,26.68000030517578
2019-09-27,27.239999771118164
2020-03-03,26.790000915527344
2020-05-21,27.010000228881836
2019-05-14,27.0
2018-08-31,25.40999984741211
2018-07-30,24.920000076293945
2018-10-02,25.399999618530273
2019-04-12,26.3700008392334
2019-03-11,26.3700008392334
2019-02-07,25.899999618530273
2019-07-17,26.25
2019-09-19,25.219999313354492
2019-10-21,25.40999984741211
2019-12-18,24.850000381469727
2020-03-06,24.700000762939453
2019-10-03,25.600000381469727
2020-03-09,25.829999923706055
2020-05-27,25.219999313354492
2019-12-24,25.1200008392334
2020-03-12,25.600000381469727
2018-12-20,25.639999389648438
2019-08-01,25.6299991607666
2018-08-14,25.770000457763672
2018-07-13,26.25
2018-10-17,26.079999923706055
2019-05-29,26.280000686645508
2019-03-26,25.989999771118164
2019-02-22,25.329999923706055
2019-10-04,24.899999618530273
2019-11-05,24.8799991607666
2019-12-27,24.360000610351562
2020-06-02,24.040000915527344
2019-12-30,24.219999313354492
