Dates,DISCK
2018-06-20,26.469999313354492
2018-06-21,26.270000457763672
2018-06-25,26.639999389648438
2018-06-22,26.559999465942383
2018-06-26,26.139999389648438
2018-06-27,26.520000457763672
2018-06-28,26.6299991607666
2018-06-29,26.459999084472656
2018-07-02,25.600000381469727
2018-07-03,25.770000457763672
2018-07-05,25.6299991607666
2018-07-16,26.020000457763672
2018-09-18,26.200000762939453
2019-01-24,26.309999465942383
2019-09-05,26.350000381469727
2018-11-21,25.93000030517578
2020-01-13,25.790000915527344
2020-04-01,25.709999084472656
2020-06-19,25.3799991607666
2019-10-29,25.0
2020-01-16,25.31999969482422
2020-06-22,24.719999313354492
2018-10-03,24.719999313354492
2018-07-31,24.850000381469727
2019-03-12,24.40999984741211
2019-02-08,24.889999389648438
2019-01-07,24.639999389648438
2018-12-06,24.670000076293945
2019-08-19,24.65999984741211
2019-07-18,24.59000015258789
2019-05-15,24.489999771118164
2019-09-20,25.030000686645508
2019-11-01,25.110000610351562
2020-04-07,24.1299991607666
2020-06-25,24.34000015258789
2020-06-16,24.700000762939453
2019-11-04,24.270000457763672
2020-01-22,24.5
2019-11-07,24.729999542236328
2020-04-13,24.5
2019-07-01,24.639999389648438
2019-05-30,25.010000228881836
2018-08-15,25.8700008392334
2018-10-18,27.459999084472656
2019-03-27,27.479999542236328
2019-01-22,26.989999771118164
2018-12-21,26.8700008392334
2019-09-03,26.700000762939453
2018-11-19,26.639999389648438
2019-08-02,26.350000381469727
2020-01-28,26.170000076293945
2020-04-16,26.110000610351562
2019-11-13,25.790000915527344
2020-01-31,25.770000457763672
2018-12-04,25.8799991607666
2018-11-02,26.15999984741211
2019-07-16,26.239999771118164
2018-08-30,26.690000534057617
2018-10-01,28.610000610351562
2019-06-14,29.59000015258789
2019-05-13,29.959999084472656
2019-04-11,29.670000076293945
2019-02-06,29.1299991607666
2019-09-18,29.540000915527344
2020-02-03,29.75
2020-04-22,29.90999984741211
2019-11-19,29.610000610351562
2020-02-06,29.43000030517578
2019-11-22,29.270000457763672
2019-03-25,29.559999465942383
2019-02-21,29.6299991607666
2018-12-19,30.049999237060547
2018-07-12,30.510000228881836
2018-09-14,31.09000015258789
2018-08-13,30.780000686645508
2018-10-16,31.389999389648438
2019-07-31,30.3799991607666
2019-05-28,30.25
2019-04-26,30.709999084472656
2020-04-28,29.43000030517578
2019-11-25,29.350000381469727
2020-02-12,29.6299991607666
2020-05-01,30.15999984741211
2020-05-04,30.309999465942383
2019-06-12,30.31999969482422
2019-04-09,30.600000381469727
2019-03-08,30.489999771118164
2019-02-04,29.950000762939453
2018-07-27,29.639999389648438
2018-08-28,28.6200008392334
2019-01-03,27.989999771118164
2019-08-15,28.600000381469727
2018-10-31,28.90999984741211
2019-09-16,29.65999984741211
2020-02-18,29.920000076293945
2020-05-07,30.450000762939453
2018-08-17,30.030000686645508
2019-12-04,30.200000762939453
2020-02-21,30.170000076293945
2018-12-17,31.549999237060547
2019-08-30,31.030000686645508
2018-11-15,30.020000457763672
2019-07-29,29.709999084472656
2019-06-27,29.420000076293945
2019-04-24,28.959999084472656
2018-07-10,28.889999389648438
2018-09-12,28.59000015258789
2019-02-19,27.610000610351562
2019-01-18,28.0
2020-02-24,27.75
2020-05-13,28.020000457763672
2019-12-10,27.469999313354492
2020-02-27,28.290000915527344
2019-12-13,28.860000610351562
2020-05-19,28.700000762939453
2019-03-06,28.110000610351562
2018-11-30,26.639999389648438
2019-08-13,27.010000228881836
2019-07-12,27.399999618530273
2019-06-10,26.989999771118164
2019-05-09,27.079999923706055
2018-07-25,26.600000381469727
2018-09-27,26.329999923706055
2018-10-29,26.43000030517578
2019-10-16,26.15999984741211
2019-12-16,25.90999984741211
2020-03-04,25.780000686645508
2020-05-22,25.139999389648438
2019-10-01,24.90999984741211
2019-12-19,23.559999465942383
2018-09-10,23.729999542236328
2019-05-24,23.459999084472656
2018-08-09,23.260000228881836
2019-04-22,23.190000534057617
2019-03-21,23.8799991607666
2019-01-16,24.059999465942383
2019-08-28,24.520000457763672
2018-11-13,25.010000228881836
2018-10-12,25.420000076293945
2019-06-25,25.6200008392334
2020-03-10,25.25
2020-05-28,25.290000915527344
2019-10-07,25.149999618530273
2020-03-13,25.399999618530273
2019-10-10,25.479999542236328
2020-03-16,25.56999969482422
2020-06-03,26.010000228881836
2018-11-28,25.950000762939453
2018-09-25,25.290000915527344
2018-07-23,25.549999237060547
2018-08-24,25.829999923706055
2019-07-10,25.920000076293945
2019-05-07,25.899999618530273
2019-04-05,25.479999542236328
2019-03-04,26.690000534057617
2019-01-31,26.850000381469727
2019-09-12,26.799999237060547
2019-12-31,27.6200008392334
2020-03-19,27.3799991607666
2020-01-03,27.309999465942383
2020-06-09,27.3700008392334
2019-02-15,27.399999618530273
2019-01-14,27.40999984741211
2018-07-06,26.850000381469727
2018-08-07,27.3700008392334
2018-10-10,27.709999084472656
2018-12-13,27.65999984741211
2019-08-26,27.56999969482422
2019-07-25,27.450000762939453
2019-05-22,27.719999313354492
2019-03-19,27.889999389648438
2020-01-06,27.059999465942383
2020-03-25,27.6200008392334
2020-06-12,27.31999969482422
2019-10-22,27.770000457763672
2020-01-09,27.770000457763672
2020-06-15,27.450000762939453
2019-10-25,27.809999465942383
2020-03-31,27.200000762939453
2020-06-18,27.31999969482422
2019-04-03,27.389999389648438
2018-08-22,27.059999465942383
2018-10-25,27.049999237060547
2019-01-29,26.209999084472656
2018-12-28,26.43000030517578
2018-11-26,26.399999618530273
2019-08-09,26.229999542236328
2019-07-08,25.860000610351562
2019-06-06,25.520000457763672
2019-09-10,25.6299991607666
2020-01-15,26.40999984741211
2020-04-03,26.559999465942383
2019-10-31,26.40999984741211
2020-04-06,26.010000228881836
2020-06-24,25.56999969482422
2018-11-09,26.389999389648438
2019-07-23,26.270000457763672
2019-06-21,26.510000228881836
2019-05-20,27.170000076293945
2019-04-18,28.139999389648438
2018-09-06,27.649999618530273
2018-10-08,27.139999389648438
2019-02-13,28.8700008392334
2018-12-11,28.969999313354492
2019-09-25,28.43000030517578
2020-01-21,28.149999618530273
2020-04-09,28.309999465942383
2019-11-06,28.5
2020-01-24,28.389999389648438
2020-01-27,28.0
2020-04-15,27.829999923706055
2018-12-26,28.59000015258789
2019-08-07,28.760000228881836
2019-06-04,29.510000228881836
2018-09-21,29.920000076293945
2018-07-19,29.5
2018-08-20,29.15999984741211
2018-10-23,29.65999984741211
2019-05-03,28.059999465942383
2019-04-01,27.809999465942383
2019-02-28,27.760000228881836
2019-11-12,27.540000915527344
2020-01-30,27.309999465942383
2019-11-15,26.90999984741211
2020-04-21,26.6200008392334
2019-04-16,26.469999313354492
2019-03-15,26.440000534057617
2019-02-11,26.360000610351562
2019-01-10,26.280000686645508
2019-08-22,26.209999084472656
2018-11-07,26.510000228881836
2018-08-03,26.420000076293945
2018-09-04,25.719999313354492
2019-06-19,25.739999771118164
2019-09-23,26.079999923706055
2019-11-18,26.0
2020-02-05,26.190000534057617
2020-04-24,26.110000610351562
2019-03-29,26.15999984741211
2019-11-21,26.739999771118164
2020-04-27,26.93000030517578
2020-02-11,26.479999542236328
2020-04-30,26.8799991607666
2019-05-01,26.700000762939453
2019-02-26,27.079999923706055
2019-01-25,27.489999771118164
2018-12-24,27.81999969482422
2019-09-06,27.290000915527344
2018-07-17,27.31999969482422
2018-09-19,27.639999389648438
2019-08-05,28.15999984741211
2019-10-08,28.5
2019-12-11,28.600000381469727
2019-11-27,28.600000381469727
2020-02-14,28.6200008392334
2020-05-06,27.809999465942383
2019-01-08,27.510000228881836
2018-12-07,28.459999084472656
2019-08-20,28.899999618530273
2018-11-05,28.799999237060547
2019-07-19,28.739999771118164
2018-10-04,28.739999771118164
2019-06-17,28.809999465942383
2019-05-16,29.360000610351562
2018-08-01,29.290000915527344
2019-03-13,29.229999542236328
2019-12-03,30.049999237060547
2020-02-20,30.059999465942383
2019-12-06,30.290000915527344
2020-05-12,29.959999084472656
2019-12-09,29.270000457763672
2020-02-26,29.15999984741211
2020-05-15,29.149999618530273
2019-03-28,28.850000381469727
2018-09-17,29.360000610351562
2018-08-16,29.360000610351562
2018-10-19,29.450000762939453
2019-04-29,29.31999969482422
2019-01-23,28.959999084472656
2019-09-04,28.920000076293945
2018-11-20,28.510000228881836
2019-07-02,27.790000915527344
2019-05-31,27.18000030517578
2019-12-12,28.309999465942383
2020-05-18,27.579999923706055
2019-09-27,27.8700008392334
2020-03-03,27.420000076293945
2020-05-21,27.360000610351562
2019-05-14,27.940000534057617
2018-08-31,27.0
2018-07-30,25.6299991607666
2018-10-02,26.270000457763672
2019-04-12,26.8799991607666
2019-03-11,26.729999542236328
2019-02-07,26.6299991607666
2019-07-17,26.809999465942383
2019-09-19,26.31999969482422
2019-10-21,25.790000915527344
2019-12-18,25.700000762939453
2020-03-06,25.459999084472656
2019-10-03,26.389999389648438
2020-03-09,26.489999771118164
2020-05-27,25.959999084472656
2019-12-24,25.860000610351562
2020-03-12,25.90999984741211
2018-12-20,26.219999313354492
2019-08-01,26.079999923706055
2018-08-14,26.8799991607666
2018-07-13,27.020000457763672
2018-10-17,27.020000457763672
2019-05-29,27.079999923706055
2019-03-26,26.360000610351562
2019-02-22,26.420000076293945
2019-10-04,25.530000686645508
2019-11-05,25.540000915527344
2019-12-27,25.059999465942383
2020-06-02,24.770000457763672
2019-12-30,25.06999969482422
2020-03-18,24.90999984741211
2020-06-05,24.719999313354492
2019-07-15,24.829999923706055
2018-12-03,25.030000686645508
2019-06-13,25.040000915527344
2019-01-04,24.829999923706055
2018-08-29,25.09000015258789
2019-02-05,25.360000610351562
2018-11-01,25.65999984741211
2019-08-16,25.299999237060547
2019-04-10,25.3700008392334
2019-09-17,25.670000076293945
2019-10-15,26.3799991607666
2020-01-02,26.010000228881836
2020-06-08,26.15999984741211
2019-10-18,26.219999313354492
2020-03-24,26.030000686645508
2020-06-11,26.450000762939453
2020-01-08,26.239999771118164
2019-04-25,26.290000915527344
2019-07-30,26.280000686645508
2019-02-20,26.209999084472656
2018-07-11,26.06999969482422
2018-09-13,26.219999313354492
2018-10-15,25.739999771118164
2019-06-28,25.329999923706055
2018-12-18,25.25
2018-11-16,25.639999389648438
2019-10-02,26.040000915527344
2020-03-27,26.479999542236328
