Dates,DISCK
2018-10-29,3928100.0
2019-10-16,4928100.0
2019-12-16,5471700.0
2020-03-04,6678200.0
2020-05-22,6679000.0
2019-10-01,5191100.0
2019-12-19,1714000.0
2018-09-10,2341100.0
2019-05-24,4149600.0
2018-08-09,2608400.0
2019-04-22,2145600.0
2019-03-21,1909400.0
2019-01-16,3192300.0
2019-08-28,1992500.0
2018-11-13,1641500.0
2018-10-12,1944300.0
2019-06-25,1051400.0
2020-03-10,1197500.0
2020-05-28,1041700.0
2019-10-07,1228800.0
2020-03-13,1114900.0
2019-10-10,1838100.0
2020-03-16,2279800.0
2020-06-03,2748600.0
2018-11-28,4069700.0
2018-09-25,1359600.0
2018-07-23,1131000.0
2018-08-24,1234500.0
2019-07-10,1427800.0
2019-05-07,1192500.0
2019-04-05,4902900.0
2019-03-04,3457100.0
2019-01-31,1658100.0
2019-09-12,1143700.0
2019-12-31,1813600.0
2020-03-19,1399000.0
2020-01-03,1448800.0
2020-06-09,1056500.0
2019-02-15,1110300.0
2019-01-14,2441500.0
2018-07-06,1907000.0
2018-08-07,2038800.0
2018-10-10,1214600.0
2018-12-13,1112800.0
2019-08-26,1089800.0
2019-07-25,1505100.0
2019-05-22,974000.0
2019-03-19,2169400.0
2020-01-06,4011300.0
2020-03-25,3623700.0
2020-06-12,2993600.0
2019-10-22,1613600.0
2020-01-09,1331700.0
2020-06-15,960600.0
2019-10-25,1234000.0
2020-03-31,1058600.0
2020-06-18,1218700.0
2019-04-03,1657300.0
2018-08-22,1404600.0
2018-10-25,2703100.0
2019-01-29,2372700.0
2018-12-28,4881600.0
2018-11-26,2292000.0
2019-08-09,1562000.0
2019-07-08,2182400.0
2019-06-06,2882700.0
2019-09-10,2388500.0
2020-01-15,1574900.0
2020-04-03,1810800.0
2019-10-31,1614900.0
2020-04-06,1665100.0
2020-06-24,2037500.0
2018-11-09,2664600.0
2019-07-23,2853900.0
2019-06-21,2059500.0
2019-05-20,1446400.0
2019-04-18,2349000.0
2018-09-06,2278500.0
2018-10-08,2571000.0
2019-02-13,4484300.0
2018-12-11,4567200.0
2019-09-25,2373600.0
2020-01-21,1388400.0
2020-04-09,1161300.0
2019-11-06,1488500.0
2020-01-24,1362600.0
2020-01-27,1603000.0
2020-04-15,1905600.0
2018-12-26,2764100.0
2019-08-07,2775700.0
2019-06-04,2055000.0
2018-09-21,2813900.0
2018-07-19,3925600.0
2018-08-20,2439700.0
2018-10-23,3670800.0
2019-05-03,2585000.0
2019-04-01,2096400.0
2019-02-28,2821100.0
2019-11-12,2599100.0
2020-01-30,3061100.0
2019-11-15,2968400.0
2020-04-21,2562000.0
2019-04-16,3540900.0
2019-03-15,2367500.0
2019-02-11,2172700.0
2019-01-10,2169700.0
2019-08-22,2185600.0
2018-11-07,4449400.0
2018-08-03,3063800.0
2018-09-04,2439800.0
2019-06-19,1446600.0
2019-09-23,5385500.0
2019-11-18,3462400.0
2020-02-05,2867600.0
2020-04-24,4236700.0
2019-03-29,3946300.0
2019-11-21,5079400.0
2020-04-27,4607200.0
2020-02-11,2440400.0
2020-04-30,2138500.0
2019-05-01,1464100.0
2019-02-26,2688700.0
2019-01-25,2045900.0
2018-12-24,3187000.0
2019-09-06,4180900.0
2018-07-17,3112200.0
2018-09-19,5774100.0
2019-08-05,4924100.0
2019-10-08,4300700.0
2019-12-11,5223700.0
2019-11-27,4700800.0
2020-02-14,4774400.0
2020-05-06,4183600.0
2019-01-08,1889000.0
2018-12-07,2795900.0
2019-08-20,2455700.0
2018-11-05,2156800.0
2019-07-19,1369300.0
2018-10-04,1413900.0
2019-06-17,1790100.0
2019-05-16,2480000.0
2018-08-01,2952600.0
2019-03-13,2463000.0
2019-12-03,2048700.0
2020-02-20,1409900.0
2019-12-06,7820900.0
2020-05-12,1288300.0
2019-12-09,2074100.0
2020-02-26,4873300.0
2020-05-15,2510900.0
2019-03-28,3047500.0
2018-09-17,2658700.0
2018-08-16,11193100.0
2018-10-19,1393100.0
2019-04-29,2041800.0
2019-01-23,1376900.0
2019-09-04,2174200.0
2018-11-20,2166500.0
2019-07-02,2353700.0
2019-05-31,2999700.0
2019-12-12,2548900.0
2020-05-18,4017200.0
2019-09-27,2198000.0
2020-03-03,1851800.0
2020-05-21,1345200.0
2019-05-14,2042700.0
2018-08-31,3030400.0
2018-07-30,3268500.0
2018-10-02,2470500.0
2019-04-12,2092100.0
2019-03-11,1563000.0
2019-02-07,2513500.0
2019-07-17,2024900.0
2019-09-19,2795300.0
2019-10-21,2346600.0
2019-12-18,2745900.0
2020-03-06,3275600.0
2019-10-03,1720400.0
2020-03-09,2545500.0
2020-05-27,2729100.0
2019-12-24,2844200.0
2020-03-12,3560600.0
2018-12-20,2934500.0
2019-08-01,2874300.0
2018-08-14,3552800.0
2018-07-13,2404000.0
2018-10-17,3529000.0
2019-05-29,2759100.0
2019-03-26,2818900.0
2019-02-22,3705500.0
2019-10-04,4594100.0
2019-11-05,2184300.0
2019-12-27,7472300.0
2020-06-02,2482600.0
2019-12-30,3141100.0
2020-03-18,2337200.0
2020-06-05,2019900.0
2019-07-15,2080300.0
2018-12-03,2160300.0
2019-06-13,2182700.0
2019-01-04,2903200.0
2018-08-29,3238800.0
2019-02-05,2965600.0
2018-11-01,1172700.0
2019-08-16,2079400.0
2019-04-10,1370400.0
2019-09-17,2466300.0
2019-10-15,2373900.0
2020-01-02,1957700.0
2020-06-08,2980300.0
2019-10-18,2139100.0
2020-03-24,1940800.0
2020-06-11,2387300.0
2020-01-08,1103000.0
2019-04-25,1508000.0
2019-07-30,1165800.0
2019-02-20,1516300.0
2018-07-11,1282800.0
2018-09-13,2254600.0
2018-10-15,1281000.0
2019-06-28,2401400.0
2018-12-18,2065400.0
2018-11-16,1232200.0
2019-10-02,1866900.0
2020-03-27,2325000.0
2020-01-10,1984400.0
2019-10-24,2963200.0
2020-03-30,2558300.0
2020-06-17,1761000.0
2020-01-14,2700300.0
2020-04-02,2988900.0
2019-01-02,3055200.0
2019-08-14,2904500.0
2018-10-30,5326900.0
2019-06-11,3723600.0
2019-05-10,3815200.0
2019-04-08,3798700.0
2018-08-27,2811500.0
2018-07-26,4025700.0
2018-09-28,4234200.0
2019-03-07,2031300.0
2019-10-30,925700.0
2020-01-17,2125000.0
2020-06-23,4319900.0
2020-04-08,2976700.0
2020-06-26,4263400.0
2019-03-22,3802600.0
2019-01-17,3905500.0
2019-08-29,2944900.0
2018-11-14,4310900.0
2019-06-26,4966000.0
2018-09-11,3990100.0
2018-07-09,2371700.0
2018-08-10,2262100.0
2019-04-23,2511600.0
2019-09-30,2466800.0
2020-01-23,6640200.0
2019-11-08,1859200.0
2020-04-14,822500.0
2019-11-11,1919900.0
2020-01-29,1149500.0
2020-04-17,1342900.0
2018-07-24,1337800.0
2018-09-26,2540600.0
2019-05-08,1900300.0
2019-03-05,1310400.0
2019-02-01,2012300.0
2018-12-31,2896600.0
2018-11-29,2946300.0
2019-08-12,2831300.0
2019-07-11,2745000.0
2019-09-13,2868400.0
2019-11-14,1670200.0
2020-04-20,1951800.0
2020-02-04,2013100.0
2020-04-23,1604000.0
2018-12-14,2761800.0
2019-08-27,5329500.0
2018-08-08,5347800.0
2018-10-11,3475500.0
2018-11-12,3709100.0
2019-07-26,3865400.0
2019-06-24,5873500.0
2019-05-23,4457700.0
2019-03-20,4853700.0
2019-01-15,2741400.0
2019-11-20,4568400.0
2020-02-07,4460100.0
2020-02-10,2242400.0
2020-04-29,2395300.0
2019-11-26,2831900.0
2020-02-13,2435700.0
2019-01-30,4014400.0
2018-08-23,2435900.0
2018-09-24,2118200.0
2018-11-27,3265100.0
2018-10-26,3174300.0
2019-07-09,3064900.0
2019-06-07,3799400.0
2019-05-06,4088300.0
2019-04-04,4065100.0
2019-09-11,6890900.0
2019-11-29,10139400.0
2020-05-05,5632900.0
2019-12-02,5791900.0
2020-02-19,6980900.0
2020-05-08,6427900.0
2019-05-21,6457600.0
2019-03-18,6472300.0
2018-09-07,7273600.0
2018-08-06,5519200.0
2018-10-09,4369500.0
2019-02-14,4141000.0
2018-12-12,4458000.0
2019-07-24,3923400.0
2019-09-26,3999600.0
2019-10-28,4787100.0
2019-12-05,6226300.0
2020-05-11,4076800.0
2019-07-03,5148700.0
2020-02-25,5136500.0
2020-05-14,6541000.0
2020-02-28,5250100.0
2019-08-08,5281200.0
2019-06-05,3495600.0
2018-07-20,5245400.0
2018-08-21,3853300.0
2018-10-24,4443200.0
2019-04-02,3508700.0
2019-03-01,4106000.0
2019-01-28,2627500.0
2018-12-27,3547600.0
2019-09-09,1995600.0
2020-03-02,2232600.0
2020-05-20,2089800.0
2019-12-17,2650700.0
2020-03-05,1831100.0
2019-02-12,1480800.0
2019-01-11,2239500.0
2018-12-10,1924700.0
2019-08-23,1786500.0
2018-11-08,2383900.0
2019-07-22,1664800.0
2019-06-20,2455500.0
2018-09-05,2133100.0
2019-04-17,3147500.0
2019-09-24,1827800.0
2019-12-20,2725900.0
2020-05-26,2661800.0
2019-04-30,2171600.0
2019-12-23,2885900.0
2020-03-11,2305900.0
2020-05-29,2450500.0
2019-12-26,3600100.0
2020-06-01,2541500.0
2019-05-02,3396300.0
2019-02-27,1961600.0
2018-11-23,2165200.0
2019-08-06,1491300.0
2018-07-18,2773600.0
2018-09-20,1934800.0
2018-10-22,1186300.0
2019-07-05,2481800.0
2019-06-03,2044500.0
2019-10-09,1947500.0
2019-10-11,2985100.0
2020-03-17,1803900.0
2020-06-04,1655400.0
2019-10-14,1997300.0
2020-03-20,2112800.0
2018-11-06,3684700.0
2019-06-18,3234000.0
2019-05-17,2333600.0
2019-04-15,2455000.0
2019-03-14,3107200.0
2019-01-09,2746800.0
2018-08-02,3370900.0
2018-10-05,3202400.0
2019-08-21,2667000.0
2019-10-17,2330400.0
2020-03-23,7877700.0
2020-06-10,3217300.0
2019-02-25,2203200.0
2020-01-07,2079700.0
2020-03-26,1983200.0
2019-10-23,3719700.0
