Dates,DISCK
2018-06-20,26.18000030517578
2018-06-21,25.940000534057617
2018-06-25,26.25
2018-06-22,26.100000381469727
2018-06-26,25.850000381469727
2018-06-27,26.079999923706055
2018-06-28,26.299999237060547
2018-06-29,25.5
2018-07-02,25.579999923706055
2018-07-03,25.34000015258789
2018-07-05,25.56999969482422
2018-07-16,25.760000228881836
2018-09-18,26.139999389648438
2019-01-24,26.219999313354492
2019-09-05,25.610000610351562
2018-11-21,25.520000457763672
2020-01-13,25.510000228881836
2020-04-01,25.350000381469727
2020-06-19,24.600000381469727
2019-10-29,24.770000457763672
2020-01-16,24.700000762939453
2020-06-22,24.59000015258789
2018-10-03,24.600000381469727
2018-07-31,24.1299991607666
2019-03-12,24.059999465942383
2019-02-08,24.440000534057617
2019-01-07,24.260000228881836
2018-12-06,24.299999237060547
2019-08-19,24.549999237060547
2019-07-18,24.200000762939453
2019-05-15,24.440000534057617
2019-09-20,24.940000534057617
2019-11-01,24.809999465942383
2020-04-07,23.799999237060547
2020-06-25,23.959999084472656
2020-06-16,24.309999465942383
2019-11-04,24.170000076293945
2020-01-22,24.1299991607666
2019-11-07,24.559999465942383
2020-04-13,24.229999542236328
2019-07-01,24.489999771118164
2019-05-30,24.920000076293945
2018-08-15,25.81999969482422
2018-10-18,27.309999465942383
2019-03-27,26.81999969482422
2019-01-22,26.579999923706055
2018-12-21,26.31999969482422
2019-09-03,26.520000457763672
2018-11-19,26.049999237060547
2019-08-02,26.1200008392334
2020-01-28,26.1299991607666
2020-04-16,25.639999389648438
2019-11-13,25.31999969482422
2020-01-31,25.440000534057617
2018-12-04,25.43000030517578
2018-11-02,25.75
2019-07-16,26.209999084472656
2018-08-30,26.459999084472656
2018-10-01,28.360000610351562
2019-06-14,29.219999313354492
2019-05-13,29.549999237060547
2019-04-11,29.299999237060547
2019-02-06,28.959999084472656
2019-09-18,29.43000030517578
2020-02-03,29.6200008392334
2020-04-22,29.06999969482422
2019-11-19,29.1200008392334
2020-02-06,28.93000030517578
2019-11-22,29.010000228881836
2019-03-25,29.420000076293945
2019-02-21,29.579999923706055
2018-12-19,29.8700008392334
2018-07-12,30.3700008392334
2018-09-14,30.6200008392334
2018-08-13,30.59000015258789
2018-10-16,30.239999771118164
2019-07-31,30.229999542236328
2019-05-28,29.780000686645508
2019-04-26,29.34000015258789
2020-04-28,28.450000762939453
2019-11-25,29.049999237060547
2020-02-12,29.420000076293945
2020-05-01,30.079999923706055
2020-05-04,30.100000381469727
2019-06-12,30.09000015258789
2019-04-09,30.209999084472656
2019-03-08,30.110000610351562
2019-02-04,29.729999542236328
2018-07-27,27.079999923706055
2018-08-28,28.190000534057617
2019-01-03,27.420000076293945
2019-08-15,27.59000015258789
2018-10-31,28.3700008392334
2019-09-16,29.309999465942383
