Dates,LVS
2018-06-20,80.0199966430664
2018-06-21,79.4000015258789
2018-06-25,79.80000305175781
2018-06-22,75.86000061035156
2018-06-26,77.2300033569336
2018-06-27,75.93000030517578
2018-06-28,75.62000274658203
2018-06-29,76.36000061035156
2018-07-02,71.2699966430664
2018-07-03,70.94999694824219
2018-07-05,72.22000122070312
2018-07-16,72.37000274658203
2018-09-18,73.31999969482422
2019-01-24,73.62999725341797
2019-09-05,72.30000305175781
2018-11-21,73.18000030517578
2020-01-13,73.7300033569336
2020-04-01,74.08000183105469
2020-06-19,74.48999786376953
2019-10-29,74.66999816894531
2020-01-16,74.05000305175781
2020-06-22,73.8499984741211
2018-10-03,73.86000061035156
2018-07-31,74.5
2019-03-12,75.12000274658203
2019-02-08,71.30000305175781
2019-01-07,71.52999877929688
2018-12-06,70.26000213623047
2019-08-19,71.9000015258789
2019-07-18,69.01000213623047
2019-05-15,68.44000244140625
2019-09-20,68.6500015258789
2019-11-01,69.19999694824219
2020-04-07,69.02999877929688
2020-06-25,68.66000366210938
2020-06-16,68.5199966430664
2019-11-04,67.8499984741211
2020-01-22,67.08999633789062
2019-11-07,66.72000122070312
2020-04-13,64.45999908447266
2019-07-01,65.11000061035156
2019-05-30,65.86000061035156
2018-08-15,65.62999725341797
2018-10-18,66.26000213623047
2019-03-27,65.63999938964844
2019-01-22,65.51000213623047
2018-12-21,65.54000091552734
2019-09-03,66.72000122070312
2018-11-19,66.19999694824219
2019-08-02,66.22000122070312
2020-01-28,65.70999908447266
2020-04-16,65.41999816894531
2019-11-13,64.5
2020-01-31,63.11000061035156
2018-12-04,61.08000183105469
2018-11-02,60.619998931884766
2019-07-16,61.20000076293945
2018-08-30,60.5
2018-10-01,61.2400016784668
2019-06-14,61.25
2019-05-13,61.40999984741211
2019-04-11,61.22999954223633
2019-02-06,60.40999984741211
2019-09-18,60.95000076293945
2020-02-03,60.970001220703125
2020-04-22,60.95000076293945
2019-11-19,60.459999084472656
2020-02-06,60.65999984741211
2019-11-22,59.81999969482422
2019-03-25,59.7599983215332
2019-02-21,59.33000183105469
2018-12-19,59.75
2018-07-12,59.20000076293945
2018-09-14,60.81999969482422
2018-08-13,59.349998474121094
2018-10-16,58.70000076293945
2019-07-31,58.310001373291016
2019-05-28,58.279998779296875
2019-04-26,56.33000183105469
2020-04-28,55.4900016784668
2019-11-25,56.150001525878906
2020-02-12,55.81999969482422
2020-05-01,57.27000045776367
2020-05-04,57.36000061035156
2019-06-12,56.040000915527344
2019-04-09,55.65999984741211
2019-03-08,54.88999938964844
2019-02-04,53.369998931884766
2018-07-27,52.0
2018-08-28,54.2599983215332
2019-01-03,52.38999938964844
2019-08-15,50.72999954223633
2018-10-31,50.88999938964844
2019-09-16,51.029998779296875
2020-02-18,57.060001373291016
2020-05-07,56.25
2018-08-17,55.119998931884766
2019-12-04,55.40999984741211
2020-02-21,56.56999969482422
2018-12-17,53.709999084472656
2019-08-30,52.09000015258789
2018-11-15,51.0
2019-07-29,51.54999923706055
2019-06-27,52.47999954223633
2019-04-24,53.72999954223633
2018-07-10,53.810001373291016
2018-09-12,50.45000076293945
2019-02-19,50.33000183105469
2019-01-18,51.959999084472656
2020-02-24,50.7400016784668
2020-05-13,54.439998626708984
2019-12-10,54.11000061035156
2020-02-27,55.150001525878906
2019-12-13,54.470001220703125
2020-05-19,54.939998626708984
2019-03-06,58.34000015258789
2018-11-30,55.56999969482422
2019-08-13,55.689998626708984
2019-07-12,53.34000015258789
2019-06-10,53.459999084472656
2019-05-09,54.2400016784668
2018-07-25,55.43000030517578
2018-09-27,55.099998474121094
2018-10-29,54.84000015258789
2019-10-16,52.61000061035156
2019-12-16,52.959999084472656
2020-03-04,51.220001220703125
2020-05-22,50.34000015258789
2019-10-01,48.5099983215332
2019-12-19,48.439998626708984
2018-09-10,51.45000076293945
2019-05-24,51.13999938964844
2018-08-09,50.880001068115234
2019-04-22,52.04999923706055
2019-03-21,54.15999984741211
2019-01-16,52.220001220703125
2019-08-28,55.16999816894531
2018-11-13,55.470001220703125
2018-10-12,56.58000183105469
2019-06-25,56.91999816894531
2020-03-10,56.72999954223633
2020-05-28,56.959999084472656
2019-10-07,55.810001373291016
2020-03-13,56.599998474121094
2019-10-10,56.779998779296875
2020-03-16,57.04999923706055
2020-06-03,57.70000076293945
2018-11-28,57.04999923706055
2018-09-25,57.290000915527344
2018-07-23,56.369998931884766
2018-08-24,56.95000076293945
2019-07-10,56.2599983215332
2019-05-07,56.27000045776367
2019-04-05,59.0099983215332
2019-03-04,58.36000061035156
2019-01-31,59.88999938964844
2019-09-12,59.099998474121094
2019-12-31,59.650001525878906
2020-03-19,60.86000061035156
2020-01-03,59.45000076293945
2020-06-09,59.0099983215332
2019-02-15,59.599998474121094
2019-01-14,60.130001068115234
2018-07-06,60.369998931884766
2018-08-07,59.369998931884766
2018-10-10,60.310001373291016
2018-12-13,61.150001525878906
2019-08-26,61.349998474121094
2019-07-25,61.5099983215332
2019-05-22,61.61000061035156
2019-03-19,61.06999969482422
2020-01-06,61.779998779296875
2020-03-25,61.43000030517578
2020-06-12,61.43000030517578
2019-10-22,60.400001525878906
2020-01-09,59.65999984741211
2020-06-15,59.61000061035156
2019-10-25,60.65999984741211
2020-03-31,59.9900016784668
2020-06-18,60.2400016784668
2019-04-03,60.150001525878906
2018-08-22,59.15999984741211
2018-10-25,59.34000015258789
2019-01-29,59.41999816894531
2018-12-28,59.7599983215332
2018-11-26,60.08000183105469
2019-08-09,59.29999923706055
2019-07-08,59.13999938964844
2019-06-06,61.20000076293945
2019-09-10,59.56999969482422
2020-01-15,59.279998779296875
2020-04-03,60.099998474121094
2019-10-31,59.029998779296875
2020-04-06,60.33000183105469
2020-06-24,60.959999084472656
2018-11-09,63.349998474121094
2019-07-23,64.8499984741211
2019-06-21,64.16999816894531
2019-05-20,65.61000061035156
2019-04-18,65.91999816894531
2018-09-06,66.04000091552734
2018-10-08,65.52999877929688
2019-02-13,65.8499984741211
2018-12-11,66.08000183105469
2019-09-25,66.87000274658203
2020-01-21,66.52999877929688
2020-04-09,68.16000366210938
2019-11-06,67.91000366210938
2020-01-24,68.22000122070312
2020-01-27,66.83000183105469
2020-04-15,67.06999969482422
2018-12-26,67.04000091552734
2019-08-07,67.13999938964844
2019-06-04,67.86000061035156
2018-09-21,68.06999969482422
2018-07-19,67.05000305175781
2018-08-20,67.87000274658203
2018-10-23,67.43000030517578
2019-05-03,68.44000244140625
