Dates,LVS
2018-06-20,4141000.0
2018-06-21,4388000.0
2018-06-25,3110000.0
2018-06-22,5401400.0
2018-06-26,4320200.0
2018-06-27,3044100.0
2018-06-28,3055100.0
2018-06-29,3899200.0
2018-07-02,9066100.0
2018-07-03,2532700.0
2018-07-05,3638800.0
2018-07-16,3287100.0
2018-09-18,4075100.0
2019-01-24,3487200.0
2019-09-05,4176600.0
2018-11-21,2948300.0
2020-01-13,1971500.0
2020-04-01,3475400.0
2020-06-19,2679800.0
2019-10-29,2717800.0
2020-01-16,4403700.0
2020-06-22,3114200.0
2018-10-03,4004500.0
2018-07-31,3925100.0
2019-03-12,3544600.0
2019-02-08,7859200.0
2019-01-07,4228700.0
2018-12-06,3161800.0
2019-08-19,3767900.0
2019-07-18,5459400.0
2019-05-15,7001300.0
2019-09-20,4341400.0
2019-11-01,3015900.0
2020-04-07,2621000.0
2020-06-25,2152900.0
2020-06-16,2265000.0
2019-11-04,4125600.0
2020-01-22,3357100.0
2019-11-07,5588900.0
2020-04-13,5858500.0
2019-07-01,3369100.0
2019-05-30,2662600.0
2018-08-15,3151700.0
2018-10-18,4662100.0
2019-03-27,1971600.0
2019-01-22,2062200.0
2018-12-21,1571300.0
2019-09-03,3265800.0
2018-11-19,2949700.0
2019-08-02,4214600.0
2020-01-28,4605100.0
2020-04-16,3416900.0
2019-11-13,3337700.0
2020-01-31,8560000.0
2018-12-04,10044900.0
2018-11-02,7472300.0
2019-07-16,5747700.0
2018-08-30,6141900.0
2018-10-01,6287900.0
2019-06-14,3753500.0
2019-05-13,4549300.0
2019-04-11,3887500.0
2019-02-06,3881600.0
2019-09-18,5247600.0
2020-02-03,5494300.0
2020-04-22,4294200.0
2019-11-19,3784200.0
2020-02-06,3237800.0
2019-11-22,3083000.0
2019-03-25,2676300.0
2019-02-21,5002000.0
2018-12-19,6229400.0
2018-07-12,3341600.0
2018-09-14,6531100.0
2018-08-13,3771800.0
2018-10-16,4778100.0
2019-07-31,3510700.0
2019-05-28,4086900.0
2019-04-26,6780700.0
2020-04-28,7758500.0
2019-11-25,5193800.0
2020-02-12,4002800.0
2020-05-01,4428700.0
2020-05-04,2941400.0
2019-06-12,5580700.0
2019-04-09,7139200.0
2019-03-08,4811900.0
2019-02-04,5928600.0
2018-07-27,7276400.0
2018-08-28,9833200.0
2019-01-03,4746000.0
2019-08-15,7298900.0
2018-10-31,6268800.0
2019-09-16,5829700.0
2020-02-18,12596800.0
2020-05-07,7360000.0
2018-08-17,4870900.0
2019-12-04,4833000.0
2020-02-21,5417900.0
2018-12-17,8911400.0
2019-08-30,4708000.0
2018-11-15,4297900.0
2019-07-29,7316500.0
2019-06-27,5650100.0
2019-04-24,5811300.0
2018-07-10,5931300.0
2018-09-12,5102800.0
2019-02-19,6720400.0
2019-01-18,3606800.0
2020-02-24,1502800.0
2020-05-13,6796200.0
2019-12-10,5064700.0
2020-02-27,4227900.0
2019-12-13,3813600.0
2020-05-19,4988700.0
2019-03-06,9973200.0
2018-11-30,5183700.0
2019-08-13,5472300.0
2019-07-12,6664500.0
2019-06-10,3868100.0
2019-05-09,4943700.0
2018-07-25,4707100.0
2018-09-27,4999500.0
2018-10-29,4810800.0
2019-10-16,4086900.0
2019-12-16,5689900.0
2020-03-04,8284200.0
2020-05-22,5337600.0
2019-10-01,6817200.0
2019-12-19,2384600.0
2018-09-10,3844800.0
2019-05-24,3074400.0
2018-08-09,3072100.0
2019-04-22,4322000.0
2019-03-21,4282700.0
2019-01-16,4240600.0
2019-08-28,4072000.0
2018-11-13,3223900.0
2018-10-12,3856700.0
2019-06-25,4145500.0
2020-03-10,3087200.0
2020-05-28,2288600.0
2019-10-07,2868600.0
2020-03-13,4092300.0
2019-10-10,2595200.0
2020-03-16,3944800.0
2020-06-03,8034100.0
2018-11-28,6412700.0
2018-09-25,6251300.0
2018-07-23,7920500.0
2018-08-24,4404800.0
2019-07-10,2881400.0
2019-05-07,2070300.0
2019-04-05,5517300.0
2019-03-04,5201600.0
2019-01-31,3816700.0
2019-09-12,1738300.0
2019-12-31,2307700.0
2020-03-19,3979100.0
2020-01-03,3765000.0
2020-06-09,2328600.0
2019-02-15,2631500.0
2019-01-14,2796500.0
2018-07-06,2177500.0
2018-08-07,5207300.0
2018-10-10,2742700.0
