Dates,LVS
2018-06-20,72.6557388305664
2018-06-21,72.09280395507812
2018-06-25,72.45599365234375
2018-06-22,68.87858581542969
2018-06-26,70.12251281738281
2018-06-27,68.94213104248047
2018-06-28,68.66068267822266
2018-06-29,69.33257293701172
2018-07-02,64.71101379394531
2018-07-03,64.42045593261719
2018-07-05,65.57357025146484
2018-07-16,65.70977783203125
2018-09-18,66.57234191894531
2019-01-24,66.85380554199219
2019-09-05,65.64622497558594
2018-11-21,66.44522094726562
2020-01-13,66.94461059570312
2020-04-01,67.26239013671875
2020-06-19,67.63465881347656
2019-10-29,67.79810333251953
2020-01-16,67.23516082763672
2020-06-22,67.0535659790039
2018-10-03,67.0626449584961
2018-07-31,67.64375305175781
2019-03-12,68.20669555664062
2019-02-08,64.73825073242188
2019-01-07,64.94707489013672
2018-12-06,63.7939453125
2019-08-19,65.28302764892578
2019-07-18,62.65899658203125
2019-05-15,62.141448974609375
2019-09-20,62.33212661743164
2019-11-01,62.83150863647461
2020-04-07,62.67715835571289
2020-06-25,62.3411979675293
2020-06-16,62.214088439941406
2019-11-04,61.60573959350586
2020-01-22,60.91568374633789
2019-11-07,60.57973861694336
2020-04-13,58.527732849121094
2019-07-01,59.11791229248047
2019-05-30,59.79888916015625
2018-08-15,59.590049743652344
2018-10-18,60.16207504272461
2019-03-27,59.5991325378418
2019-01-22,59.48109817504883
2018-12-21,59.508338928222656
2019-09-03,60.57973861694336
2018-11-19,60.10759735107422
2019-08-02,60.12575912475586
2020-01-28,59.662689208984375
2020-04-16,59.39937973022461
2019-11-13,58.56404495239258
2020-01-31,57.30196762084961
2018-12-04,55.45880126953125
2018-11-02,55.04113006591797
2019-07-16,55.567752838134766
2018-08-30,54.932167053222656
2018-10-01,55.604068756103516
2019-06-14,55.61314392089844
2019-05-13,55.758419036865234
2019-04-11,55.59498977661133
2019-02-06,55.530643463134766
2019-09-18,56.02701950073242
2020-02-03,56.04541015625
2020-04-22,56.02701950073242
2019-11-19,55.576602935791016
2020-02-06,55.76044845581055
2019-11-22,54.98829650878906
2019-03-25,54.93313980102539
2019-02-21,54.53787612915039
2018-12-19,54.923946380615234
2018-07-12,54.41837692260742
2018-09-14,55.90752029418945
2018-08-13,54.556251525878906
2018-10-16,53.95875930786133
2019-07-31,53.60026168823242
2019-05-28,53.57268524169922
2019-04-26,51.780189514160156
2020-04-28,51.008033752441406
2019-11-25,51.614723205566406
2020-02-12,51.31137466430664
2020-05-01,52.64426040649414
2020-05-04,52.72698974609375
2019-06-12,51.51361083984375
2019-04-09,51.16429901123047
2019-03-08,50.45648956298828
2019-02-04,49.05926513671875
2018-07-27,47.799922943115234
2018-08-28,49.87738037109375
2019-01-03,48.15842056274414
2019-08-15,46.632503509521484
2018-10-31,46.779579162597656
2019-09-16,46.90827178955078
2020-02-18,52.45122528076172
2020-05-07,51.70664978027344
2018-08-17,50.66791915893555
2019-12-04,50.93449401855469
2020-02-21,52.000797271728516
2018-12-17,49.37179946899414
2019-08-30,47.88265609741211
2018-11-15,46.88069534301758
2019-07-29,47.38626480102539
2019-06-27,48.24114990234375
2019-04-24,49.39018630981445
2018-07-10,49.46372604370117
2018-09-12,46.37511444091797
2019-02-19,46.264808654785156
2019-01-18,47.76315689086914
2020-02-24,46.64169692993164
2020-05-13,50.04283905029297
2019-12-10,49.739498138427734
2020-02-27,50.695499420166016
2019-12-13,50.0704231262207
2020-05-19,50.50245666503906
2019-03-06,53.627830505371094
2018-11-30,51.08156967163086
2019-08-13,51.19187927246094
2019-07-12,49.03169250488281
2019-06-10,49.14199447631836
2019-05-09,49.8589973449707
2018-07-25,50.952880859375
2018-09-27,50.64952850341797
2018-10-29,50.4105339050293
2019-10-16,49.03120803833008
2019-12-16,49.35740280151367
2020-03-04,47.73576736450195
2020-05-22,46.91563034057617
2019-10-01,45.210113525390625
2019-12-19,45.14487075805664
2018-09-10,47.95012283325195
2019-05-24,47.66120910644531
2018-08-09,47.41889190673828
2019-04-22,48.50930404663086
2019-03-21,50.475772857666016
2019-01-16,48.66774368286133
2019-08-28,51.41706466674805
2018-11-13,51.69666290283203
2018-10-12,52.73115539550781
2019-06-25,53.04801940917969
2020-03-10,52.870948791503906
2020-05-28,53.085304260253906
2019-10-07,52.01353073120117
2020-03-13,52.749794006347656
2019-10-10,52.917545318603516
2020-03-16,53.1691780090332
2020-06-03,53.774967193603516
2018-11-28,53.1691780090332
2018-09-25,53.39285659790039
2018-07-23,52.53543472290039
2018-08-24,53.075984954833984
2019-07-10,52.43292236328125
2019-05-07,52.44224166870117
2019-04-05,54.995849609375
2019-03-04,54.390071868896484
2019-01-31,55.81599044799805
2019-09-12,55.07972717285156
2019-12-31,55.592315673828125
2020-03-19,56.720008850097656
2020-01-03,55.40592575073242
2020-06-09,54.995849609375
2019-02-15,55.54571533203125
2019-01-14,56.03966522216797
2018-07-06,56.263336181640625
2018-08-07,55.331363677978516
2018-10-10,56.207420349121094
2018-12-13,56.99028396606445
2019-08-26,57.17667007446289
2019-07-25,57.32578659057617
2019-05-22,57.41899108886719
2019-03-19,56.91572189331055
2020-01-06,57.577423095703125
2020-03-25,57.2512321472168
2020-06-12,57.2512321472168
2019-10-22,56.291297912597656
2020-01-09,55.60163879394531
2020-06-15,55.5550422668457
2019-10-25,56.53361129760742
2020-03-31,55.909183502197266
2020-06-18,56.14218521118164
2019-04-03,56.05830383300781
2018-08-22,55.13565444946289
2018-10-25,55.30340576171875
2019-01-29,55.377960205078125
2018-12-28,55.69483184814453
2018-11-26,55.99306869506836
2019-08-09,55.98362350463867
2019-07-08,55.83256912231445
2019-06-06,57.77737045288086
2019-09-10,56.238525390625
2020-01-15,55.964744567871094
2020-04-03,56.73888397216797
2019-10-31,55.728721618652344
2020-04-06,56.956024169921875
2020-06-24,57.55078887939453
2018-11-09,59.807125091552734
2019-07-23,61.223236083984375
2019-06-21,60.581268310546875
2019-05-20,61.94074249267578
2019-04-18,62.233394622802734
2018-09-06,62.3466911315918
2018-10-08,61.86520767211914
2019-02-13,62.16731262207031
2018-12-11,62.38444900512695
2019-09-25,63.13027572631836
2020-01-21,62.809288024902344
2020-04-09,64.3481216430664
2019-11-06,64.11211395263672
2020-01-24,64.40476989746094
2020-01-27,63.092506408691406
2020-04-15,63.3190803527832
2018-12-26,63.29075622558594
2019-08-07,63.385169982910156
2019-06-04,64.06490325927734
2018-09-21,64.2631607055664
2018-07-19,63.30020523071289
2018-08-20,64.0743408203125
2018-10-23,63.65895462036133
2019-05-03,64.61247253417969
2019-04-01,62.8470458984375
2019-02-28,60.845603942871094
2019-11-12,61.666954040527344
2020-01-30,61.25156021118164
2019-11-15,61.808563232421875
2020-04-21,58.636474609375
2019-04-16,59.21236038208008
2019-03-15,59.42949676513672
2019-02-11,59.85433578491211
2019-01-10,56.93714141845703
2019-08-22,55.90810012817383
2018-11-07,55.39830017089844
2018-08-03,55.313331604003906
2018-09-04,53.783931732177734
2019-06-19,54.21820068359375
2019-09-23,53.66120147705078
2019-11-18,53.491268157958984
2020-02-05,52.43390655517578
2020-04-24,51.92410659790039
2019-03-29,49.97930908203125
2019-11-21,52.50942611694336
2020-04-27,51.99018859863281
2020-02-11,51.56535339355469
2020-04-30,52.94370651245117
2019-05-01,54.87905502319336
2019-02-26,55.407737731933594
2019-01-25,53.85001754760742
2018-12-24,54.114356994628906
2019-09-06,54.076595306396484
2018-07-17,53.868900299072266
2018-09-19,56.92169189453125
2019-08-05,56.44319534301758
2019-10-08,56.873844146728516
2019-12-11,56.68244552612305
2019-11-27,56.223087310791016
2020-02-14,54.931156158447266
2020-05-06,56.15610122680664
2019-01-08,56.251800537109375
2018-12-07,56.5484619140625
2019-08-20,59.30459213256836
2018-11-05,59.45771026611328
2019-07-19,59.54384231567383
2018-10-04,59.18018341064453
2019-06-17,59.35244369506836
2019-05-16,60.19459533691406
2018-08-01,59.572547912597656
2019-03-13,59.907493591308594
2019-12-03,60.510398864746094
2020-02-20,61.20899963378906
2019-12-06,61.94588851928711
2020-05-12,61.42911148071289
2019-12-09,61.563087463378906
2020-02-26,61.170719146728516
2020-05-15,61.23771286010742
2019-03-28,62.41481018066406
2018-09-17,62.13727951049805
2018-08-16,59.95534896850586
2018-10-19,60.44341278076172
2019-04-29,59.67782211303711
2019-01-23,58.75911331176758
2019-09-04,57.84040069580078
2018-11-20,56.270938873291016
2019-07-02,54.43352127075195
2019-05-31,52.184593200683594
2019-12-12,52.14631652832031
2020-05-18,51.667823791503906
2019-09-27,52.95018768310547
2020-03-03,51.648685455322266
2020-05-21,50.02180480957031
2019-05-14,51.31373596191406
2018-08-31,49.56245040893555
2018-07-30,49.19879150390625
2018-10-02,50.14621353149414
2019-04-12,52.31857681274414
2019-03-11,52.739654541015625
2019-02-07,52.7587890625
2019-07-17,52.069759368896484
2019-09-19,50.8256721496582
2019-10-21,51.36158752441406
2019-12-18,51.954917907714844
2020-03-06,52.155887603759766
2019-10-03,52.76836013793945
2020-03-09,53.08416748046875
2020-05-27,51.94534683227539
2019-12-24,52.70137405395508
2020-03-12,53.71577835083008
2018-12-20,53.773197174072266
2019-08-01,55.581905364990234
2018-08-14,56.47190475463867
2018-07-13,56.74943161010742
2018-10-17,57.56287384033203
2019-05-29,56.78771209716797
2019-03-26,57.07481002807617
2019-02-22,57.307491302490234
2019-10-04,56.59975051879883
2019-11-05,55.82414627075195
2019-12-27,54.612266540527344
2020-06-02,54.476531982421875
2019-12-30,53.97238540649414
2020-03-18,55.339393615722656
2020-06-05,54.175987243652344
2019-07-15,55.36847686767578
2018-12-03,55.9986572265625
2019-06-13,55.46542739868164
2019-01-04,54.77708053588867
2018-08-29,54.24385452270508
2019-02-05,54.292327880859375
2018-11-01,53.27434539794922
2019-08-16,51.8394775390625
2019-04-10,52.518131256103516
2019-09-17,53.119224548339844
2019-10-15,55.82414627075195
2020-01-02,55.27152633666992
2020-06-08,55.5623779296875
2019-10-18,55.65932846069336
2020-03-24,55.60116195678711
2020-06-11,55.70780563354492
2020-01-08,56.20225524902344
2019-04-25,56.832427978515625
2019-07-30,57.41413497924805
2019-02-20,59.29497528076172
2018-07-11,59.3531494140625
2018-09-13,60.49716567993164
2018-10-15,60.10935974121094
2019-06-28,60.632896423339844
2018-12-18,59.95423889160156
2018-11-16,61.12734603881836
2019-10-02,62.09685134887695
2020-03-27,61.78660583496094
2020-01-10,61.22429656982422
2019-10-24,61.864166259765625
2020-03-30,62.12593460083008
2020-06-17,61.214595794677734
2020-01-14,60.57472610473633
2020-04-02,60.26448440551758
2019-01-02,60.48746871948242
2019-08-14,60.75893020629883
2018-10-30,60.24509048461914
2019-06-11,60.02210998535156
2019-05-10,58.83930587768555
2019-04-08,58.509674072265625
2018-08-27,59.43070602416992
2018-07-26,61.47636413574219
2018-09-28,61.05947494506836
2019-03-07,61.486061096191406
2019-10-30,60.83649444580078
2020-01-17,60.7783203125
2020-06-23,60.04149627685547
2020-04-08,60.7783203125
2020-06-26,61.340633392333984
2019-03-22,62.19379806518555
2019-01-17,62.21318817138672
2019-08-29,62.19379806518555
2018-11-14,63.44446563720703
2019-06-26,66.60504913330078
2018-09-11,66.93468475341797
2018-07-09,66.76800537109375
2018-08-10,66.8758544921875
2019-04-23,67.6209945678711
2019-09-30,67.82688903808594
2020-01-23,67.1895980834961
2019-11-08,68.06218719482422
2020-04-14,67.93473815917969
2019-11-11,68.572021484375
2020-01-29,68.37593078613281
2020-04-17,67.94454193115234
2018-07-24,67.68962860107422
2018-09-26,69.41519927978516
2019-05-08,68.3563232421875
2019-03-05,68.71908569335938
2019-02-01,68.7877197265625
2018-12-31,69.41519927978516
2018-11-29,70.1211166381836
2019-08-12,69.5230484008789
2019-07-11,70.74860382080078
2019-09-13,71.92512512207031
2019-11-14,71.34666442871094
2020-04-20,71.96434783935547
2020-02-04,72.61143493652344
2020-04-23,68.6896743774414
2018-12-14,68.09159851074219
2019-08-27,68.09159851074219
2018-08-08,66.52289581298828
2018-10-11,62.0324821472168
2018-11-12,63.15018844604492
2019-07-26,63.43450927734375
2019-06-24,64.90516662597656
2019-05-23,64.03257751464844
2019-03-20,65.25812530517578
2019-01-15,66.51309204101562
2019-11-20,66.56211853027344
2020-02-07,68.11121368408203
2020-02-10,65.49343872070312
2020-04-29,66.82684326171875
2019-11-26,67.50334167480469
2020-02-13,69.73873901367188
2019-01-30,67.95433807373047
2018-08-23,66.73859405517578
2018-09-24,66.82684326171875
2018-11-27,67.74845123291016
2018-10-26,66.12091827392578
2019-07-09,64.31690979003906
2019-06-07,60.99321365356445
2019-05-06,58.98331069946289
2019-04-04,58.00286865234375
2019-09-11,57.287147521972656
2019-11-29,57.169498443603516
2020-05-05,57.1204719543457
2019-12-02,54.806636810302734
2020-02-19,56.13022994995117
2020-05-08,53.86540985107422
2019-05-21,53.7869758605957
2019-03-18,48.688682556152344
2018-09-07,52.3359260559082
2018-08-06,47.6788330078125
2018-10-09,43.28645706176758
2019-02-14,48.051395416259766
2018-12-12,39.599998474121094
2019-07-24,40.86000061035156
2019-09-26,37.68000030517578
2019-10-28,40.36000061035156
2019-12-05,43.310001373291016
2020-05-11,43.45000076293945
2019-07-03,44.84000015258789
2020-02-25,47.349998474121094
2020-05-14,48.36000061035156
2020-02-28,42.099998474121094
2019-08-08,43.4900016784668
2019-06-05,42.470001220703125
2018-07-20,40.29999923706055
