Dates,PXD
2020-05-13,1152100.0
2019-12-10,1633000.0
2020-02-27,1263000.0
2019-12-13,1418200.0
2020-05-19,2084800.0
2019-03-06,1543600.0
2018-11-30,1661200.0
2019-08-13,2534000.0
2019-07-12,2265600.0
2019-06-10,1687900.0
2019-05-09,2012800.0
2018-07-25,1685100.0
2018-09-27,2222100.0
2018-10-29,2291300.0
2019-10-16,1945700.0
2019-12-16,2433800.0
2020-03-04,2512700.0
2020-05-22,2341500.0
2019-10-01,3277000.0
2019-12-19,1164000.0
2018-09-10,1983700.0
2019-05-24,1786400.0
2018-08-09,2700600.0
2019-04-22,1493100.0
2019-03-21,2248400.0
2019-01-16,2578500.0
2019-08-28,2836200.0
2018-11-13,2262900.0
2018-10-12,1638700.0
2019-06-25,1795000.0
2020-03-10,1858900.0
2020-05-28,1465900.0
2019-10-07,1050100.0
2020-03-13,1051700.0
2019-10-10,1674200.0
2020-03-16,1168600.0
2020-06-03,1530200.0
2018-11-28,1849600.0
2018-09-25,1747900.0
2018-07-23,1413600.0
2018-08-24,1199600.0
2019-07-10,1487800.0
2019-05-07,1059900.0
2019-04-05,1735200.0
2019-03-04,1950200.0
2019-01-31,1309400.0
2019-09-12,994300.0
2019-12-31,1562400.0
2020-03-19,1260100.0
2020-01-03,1837400.0
2020-06-09,1581000.0
2019-02-15,1123800.0
2019-01-14,2102700.0
2018-07-06,2777800.0
2018-08-07,4731500.0
2018-10-10,2466500.0
2018-12-13,2023700.0
2019-08-26,2266600.0
2019-07-25,2341800.0
2019-05-22,2650700.0
2019-03-19,3228100.0
2020-01-06,1866600.0
2020-03-25,1742100.0
2020-06-12,1828700.0
2019-10-22,2402300.0
2020-01-09,1818000.0
2020-06-15,1311000.0
2019-10-25,1400300.0
2020-03-31,1511200.0
2020-06-18,1969600.0
2019-04-03,1609800.0
2018-08-22,1709200.0
2018-10-25,1809200.0
2019-01-29,1272900.0
2018-12-28,1813100.0
2018-11-26,1573200.0
2019-08-09,1900300.0
2019-07-08,2417000.0
2019-06-06,1436500.0
2019-09-10,1635000.0
2020-01-15,1095000.0
2020-04-03,1031200.0
2019-10-31,2479800.0
2020-04-06,3245100.0
2020-06-24,2913600.0
2018-11-09,2114000.0
2019-07-23,1643100.0
2019-06-21,2158700.0
2019-05-20,1103400.0
2019-04-18,1396600.0
2018-09-06,1272500.0
2018-10-08,1630900.0
2019-02-13,1249200.0
2018-12-11,1170400.0
2019-09-25,5942800.0
2020-01-21,3387000.0
2020-04-09,2130300.0
2019-11-06,2366300.0
2020-01-24,2662400.0
2020-01-27,2391800.0
2020-04-15,1512000.0
2018-12-26,1691700.0
2019-08-07,2652300.0
2019-06-04,2606500.0
2018-09-21,1620900.0
2018-07-19,1482100.0
2018-08-20,2623300.0
2018-10-23,2193900.0
2019-05-03,1425500.0
2019-04-01,1978100.0
2019-02-28,5645500.0
2019-11-12,3041300.0
2020-01-30,1494300.0
2019-11-15,1722000.0
2020-04-21,1593000.0
2019-04-16,1299900.0
2019-03-15,1008000.0
2019-02-11,1701800.0
2019-01-10,1294900.0
2019-08-22,1434000.0
2018-11-07,1275700.0
2018-08-03,1523200.0
2018-09-04,3770300.0
2019-06-19,1390400.0
2019-09-23,1487500.0
2019-11-18,2076900.0
2020-02-05,1557200.0
2020-04-24,1957400.0
2019-03-29,1787900.0
2019-11-21,2476500.0
2020-04-27,2749000.0
2020-02-11,1111600.0
2020-04-30,900800.0
2019-05-01,824200.0
2019-02-26,1153200.0
2019-01-25,1593900.0
2018-12-24,1818900.0
2019-09-06,1497700.0
2018-07-17,1427000.0
2018-09-19,1320000.0
2019-08-05,1000000.0
2019-10-08,1784200.0
2019-12-11,1819500.0
2019-11-27,1174900.0
2020-02-14,1054500.0
2020-05-06,1415400.0
2019-01-08,985100.0
2018-12-07,3007000.0
2019-08-20,1474200.0
2018-11-05,2079400.0
2019-07-19,1001800.0
2018-10-04,1155000.0
2019-06-17,1116500.0
2019-05-16,1653400.0
2018-08-01,1200700.0
2019-03-13,1126500.0
2019-12-03,1033100.0
2020-02-20,1061400.0
2019-12-06,1347800.0
2020-05-12,987000.0
2019-12-09,1570800.0
2020-02-26,1117500.0
2020-05-15,1350600.0
2019-03-28,1008100.0
2018-09-17,791200.0
2018-08-16,1487700.0
2018-10-19,1453900.0
2019-04-29,1403000.0
2019-01-23,1420000.0
2019-09-04,1629200.0
2018-11-20,3794600.0
2019-07-02,2218700.0
2019-05-31,2128100.0
2019-12-12,2390800.0
2020-05-18,4047800.0
2019-09-27,2450600.0
2020-03-03,1401900.0
2020-05-21,2164300.0
2019-05-14,2017400.0
2018-08-31,1910400.0
2018-07-30,1179200.0
2018-10-02,1223200.0
2019-04-12,1218400.0
2019-03-11,1001800.0
2019-02-07,1291400.0
2019-07-17,821700.0
2019-09-19,1440200.0
2019-10-21,1123500.0
2019-12-18,1935600.0
2020-03-06,1039000.0
2019-10-03,1189800.0
2020-03-09,1006600.0
2020-05-27,1115100.0
2019-12-24,1531100.0
2020-03-12,1572000.0
2018-12-20,1173300.0
2019-08-01,1776300.0
2018-08-14,1663900.0
2018-07-13,1255700.0
2018-10-17,1744200.0
2019-05-29,1985100.0
2019-03-26,5396400.0
2019-02-22,2338400.0
2019-10-04,1617800.0
2019-11-05,1020300.0
2019-12-27,2543300.0
2020-06-02,900000.0
2019-12-30,1657900.0
2020-03-18,1547400.0
2020-06-05,1258200.0
2019-07-15,1115400.0
2018-12-03,1560600.0
2019-06-13,1925000.0
2019-01-04,1739500.0
2018-08-29,1846300.0
2019-02-05,1831200.0
2018-11-01,1601200.0
2019-08-16,1628900.0
2019-04-10,1670200.0
2019-09-17,1994000.0
2019-10-15,1542000.0
2020-01-02,1323800.0
2020-06-08,939700.0
2019-10-18,911900.0
2020-03-24,1353900.0
2020-06-11,1700900.0
2020-01-08,1749000.0
2019-04-25,1727100.0
2019-07-30,1411300.0
2019-02-20,1176000.0
2018-07-11,927100.0
2018-09-13,1684400.0
2018-10-15,1498300.0
2019-06-28,1550100.0
2018-12-18,1705800.0
2018-11-16,1509300.0
2019-10-02,3886400.0
2020-03-27,2920700.0
2020-01-10,1891800.0
2019-10-24,1983100.0
2020-03-30,1101200.0
2020-06-17,861800.0
2020-01-14,1143200.0
2020-04-02,982700.0
2019-01-02,1146800.0
2019-08-14,1056100.0
2018-10-30,905900.0
2019-06-11,1107300.0
2019-05-10,1150300.0
2019-04-08,1539700.0
2018-08-27,1318400.0
2018-07-26,1951100.0
2018-09-28,1578900.0
2019-03-07,1229900.0
2019-10-30,783900.0
2020-01-17,1356000.0
2020-06-23,1912700.0
2020-04-08,1836500.0
2020-06-26,1326900.0
2019-03-22,1558900.0
2019-01-17,1509000.0
2019-08-29,1458200.0
2018-11-14,1219600.0
2019-06-26,1436100.0
2018-09-11,1684100.0
2018-07-09,1899600.0
2018-08-10,1409600.0
2019-04-23,1798700.0
2019-09-30,1453900.0
2020-01-23,2637600.0
2019-11-08,1474800.0
2020-04-14,400300.0
2019-11-11,926800.0
2020-01-29,864700.0
2020-04-17,1228400.0
2018-07-24,981900.0
2018-09-26,995700.0
2019-05-08,1782100.0
2019-03-05,2126300.0
2019-02-01,1343700.0
2018-12-31,2125400.0
2018-11-29,1516200.0
2019-08-12,1976100.0
2019-07-11,2104800.0
2019-09-13,1583200.0
2019-11-14,1249000.0
2020-04-20,1419300.0
2020-02-04,1812800.0
2020-04-23,1273300.0
2018-12-14,1519100.0
2019-08-27,1974800.0
2018-08-08,1266300.0
2018-10-11,1652100.0
2018-11-12,2173400.0
2019-07-26,1077200.0
2019-06-24,1663100.0
2019-05-23,1601200.0
2019-03-20,1335300.0
2019-01-15,2073400.0
2019-11-20,1402700.0
2020-02-07,918300.0
2020-02-10,1041700.0
2020-04-29,1193600.0
2019-11-26,1654000.0
2020-02-13,1170700.0
2019-01-30,1399000.0
2018-08-23,936500.0
2018-09-24,1719300.0
2018-11-27,2390600.0
2018-10-26,2394400.0
2019-07-09,1403400.0
2019-06-07,1549700.0
2019-05-06,1835800.0
2019-04-04,2010200.0
2019-09-11,2747500.0
2019-11-29,3476400.0
2020-05-05,3385300.0
2019-12-02,2113600.0
2020-02-19,1788100.0
2020-05-08,1907900.0
2019-05-21,5181500.0
2019-03-18,7675200.0
2018-09-07,6753600.0
2018-08-06,4409100.0
2018-10-09,4695300.0
2019-02-14,4543800.0
2018-12-12,3588800.0
2019-07-24,4181200.0
2019-09-26,4272600.0
2019-10-28,4247900.0
2019-12-05,4374400.0
2020-05-11,3061900.0
2019-07-03,3901100.0
2020-02-25,2980000.0
2020-05-14,2894500.0
2020-02-28,2940200.0
2019-08-08,3132700.0
2019-06-05,2657500.0
2018-07-20,2571700.0
2018-08-21,4907200.0
2018-10-24,4925400.0
2019-04-02,2280400.0
2019-03-01,2989300.0
2019-01-28,3283800.0
2018-12-27,4752500.0
2019-09-09,2213200.0
2020-03-02,2164400.0
2020-05-20,2066800.0
2019-12-17,3087300.0
2020-03-05,2814300.0
2019-02-12,3763800.0
2019-01-11,3700600.0
2018-12-10,3361100.0
2019-08-23,3135100.0
2018-11-08,2983400.0
2019-07-22,2612100.0
2019-06-20,1953600.0
2018-09-05,2497600.0
2019-04-17,2632100.0
2019-09-24,1921900.0
2019-12-20,3474600.0
2020-05-26,2040800.0
2019-04-30,1370900.0
2019-12-23,2296900.0
2020-03-11,2615800.0
2020-05-29,3805500.0
2019-12-26,5463000.0
2020-06-01,3468900.0
2019-05-02,2741500.0
2019-02-27,1899500.0
2018-11-23,3951600.0
2019-08-06,2438600.0
2018-07-18,2667400.0
2018-09-20,2505800.0
2018-10-22,1916000.0
2019-07-05,1910600.0
2019-06-03,2178900.0
2019-10-09,1940200.0
2019-10-11,1915000.0
2020-03-17,2201900.0
2020-06-04,2168900.0
2019-10-14,2488600.0
2020-03-20,3059200.0
2018-11-06,3129800.0
2019-06-18,3166500.0
2019-05-17,3090900.0
2019-04-15,4076300.0
2019-03-14,4641200.0
2019-01-09,2260300.0
2018-08-02,4235400.0
2018-10-05,4520400.0
2019-08-21,2442400.0
2019-10-17,2960600.0
2020-03-23,3472100.0
2020-06-10,2217700.0
2019-02-25,2545400.0
2020-01-07,2057800.0
2020-03-26,1988700.0
2019-10-23,3084000.0
