Dates,PXD
2018-06-20,179.0119171142578
2018-06-21,173.91233825683594
2018-06-25,181.3662567138672
2018-06-22,178.0642852783203
2018-06-26,181.9817352294922
2018-06-27,188.35130310058594
2018-06-28,184.49244689941406
2018-06-29,184.8734588623047
2018-07-02,180.9364471435547
2018-07-03,181.89382934570312
2018-07-05,179.09982299804688
2018-07-16,180.7508087158203
2018-09-18,184.8734588623047
2019-01-24,185.4400634765625
2019-09-05,178.37689208984375
2018-11-21,178.1522216796875
2020-01-13,180.2916717529297
2020-04-01,178.7774200439453
2020-06-19,178.42575073242188
2019-10-29,178.03497314453125
2020-01-16,178.7481231689453
2020-06-22,176.77471923828125
2018-10-03,177.1264190673828
2018-07-31,182.85121154785156
2019-03-12,184.2970428466797
2019-02-08,184.10166931152344
2019-01-07,181.72772216796875
2018-12-06,186.85659790039062
2019-08-19,184.9027557373047
2019-07-18,183.32992553710938
2019-05-15,184.22866821289062
2019-09-20,179.86181640625
2019-11-01,181.81568908691406
2020-04-07,182.26504516601562
2020-06-25,183.6913604736328
2020-06-16,181.3662567138672
2019-11-04,181.84498596191406
2020-01-22,178.8946533203125
2019-11-07,179.10960388183594
2020-04-13,169.6822509765625
2019-07-01,169.09608459472656
2019-05-30,169.20355224609375
2018-08-15,168.5294647216797
2018-10-18,169.73110961914062
2019-03-27,171.98779296875
2019-01-22,170.82525634765625
2018-12-21,171.97804260253906
2019-09-03,173.296875
2018-11-19,171.73379516601562
2019-08-02,171.56771850585938
2020-01-28,170.70802307128906
2020-04-16,170.66893005371094
2019-11-13,167.15199279785156
2020-01-31,165.31541442871094
2018-12-04,160.83128356933594
2018-11-02,158.4475860595703
2019-07-16,159.45382690429688
2018-08-30,162.57998657226562
2018-10-01,166.04808044433594
2019-06-14,166.2434539794922
2019-05-13,166.49746704101562
2019-04-11,167.1617889404297
2019-02-06,169.77992248535156
2019-09-18,169.98509216308594
2020-02-03,167.43531799316406
2020-04-22,168.5392608642578
2019-11-19,170.8154754638672
2020-02-06,173.287109375
2019-11-22,169.98509216308594
2019-03-25,168.18588256835938
2019-02-21,170.3273162841797
2018-12-19,174.26797485351562
2018-07-12,174.23863220214844
2018-09-14,179.4993438720703
2018-08-13,177.1623077392578
2018-10-16,179.31353759765625
2019-07-31,177.80767822265625
2019-05-28,183.7528533935547
2019-04-26,175.32400512695312
2020-04-28,167.85345458984375
2019-11-25,169.6917266845703
2020-02-12,169.447265625
2020-05-01,169.71128845214844
2020-05-04,166.40623474121094
2019-06-12,164.1768035888672
2019-04-09,163.08163452148438
2019-03-08,159.405029296875
2019-02-04,155.45458984375
2018-07-27,146.6541748046875
2018-08-28,150.2036895751953
2019-01-03,146.34129333496094
2019-08-15,139.90719604492188
2018-10-31,142.5473175048828
2019-09-16,144.00428771972656
2020-02-18,146.26304626464844
2020-05-07,143.64248657226562
2018-08-17,144.9918670654297
2019-12-04,145.2265625
2020-02-21,158.12408447265625
2018-12-17,153.0393829345703
2019-08-30,156.27598571777344
2018-11-15,150.89794921875
2019-07-29,146.9670867919922
2019-06-27,147.3386688232422
2019-04-24,151.4259796142578
2018-07-10,153.0198516845703
2018-09-12,153.69451904296875
2019-02-19,147.78846740722656
2019-01-18,150.54591369628906
2020-02-24,143.90647888183594
2020-05-13,146.90841674804688
2019-12-10,143.85760498046875
2020-02-27,144.62030029296875
2019-12-13,145.86215209960938
2020-05-19,144.47364807128906
2019-03-06,149.97882080078125
2018-11-30,142.4495391845703
2019-08-13,139.4573974609375
2019-07-12,139.82896423339844
2019-06-10,137.44308471679688
2019-05-09,135.59498596191406
2018-07-25,137.24749755859375
2018-09-27,135.5265350341797
2018-10-29,134.0989227294922
2019-10-16,130.47117614746094
2019-12-16,129.141357421875
2020-03-04,129.63026428222656
2020-05-22,125.76783752441406
2019-10-01,122.30635070800781
2019-12-19,117.83767700195312
2018-09-10,127.14657592773438
2019-05-24,127.19547271728516
2018-08-09,127.6159439086914
2019-04-22,128.60353088378906
2019-03-21,131.32191467285156
2019-01-16,131.74234008789062
2019-08-28,136.20123291015625
2018-11-13,139.1640625
2018-10-12,139.04672241210938
2019-06-25,142.57666015625
2020-03-10,142.01931762695312
2020-05-28,139.08583068847656
2019-10-07,139.72140502929688
2020-03-13,139.85829162597656
2019-10-10,140.35699462890625
2020-03-16,140.09298706054688
2020-06-03,141.68682861328125
2018-11-28,136.8759307861328
2018-09-25,134.37271118164062
2018-07-23,135.2429656982422
2018-08-24,137.1204071044922
2019-07-10,136.61192321777344
2019-05-07,137.091064453125
2019-04-05,138.37200927734375
2019-03-04,139.1640625
2019-01-31,139.83872985839844
2019-09-12,141.3641357421875
2019-12-31,140.40589904785156
2020-03-19,138.6457977294922
2020-01-03,133.7566680908203
2020-06-09,132.70062255859375
2019-02-15,134.59759521484375
2019-01-14,138.25466918945312
2018-07-06,142.71356201171875
2018-08-07,139.90719604492188
2018-10-10,142.12686157226562
2018-12-13,142.3321990966797
2019-08-26,138.14710998535156
2019-07-25,133.13084411621094
2019-05-22,138.978271484375
2019-03-19,139.76051330566406
2020-01-06,139.5942840576172
2020-03-25,138.43069458007812
2020-06-12,137.82443237304688
2019-10-22,141.25660705566406
2020-01-09,140.8556671142578
2020-06-15,139.2031707763672
2019-10-25,135.67320251464844
2020-03-31,133.297119140625
2020-06-18,127.4692611694336
2019-04-03,129.5031280517578
2018-08-22,132.03570556640625
2018-10-25,132.6712646484375
2019-01-29,133.3459930419922
2018-12-28,132.6614990234375
2018-11-26,135.50698852539062
2019-08-09,135.1452178955078
2019-07-08,141.237060546875
2019-06-06,142.3615264892578
2019-09-10,137.44308471679688
2020-01-15,136.82704162597656
2020-04-03,139.89744567871094
2019-10-31,143.88694763183594
2020-04-06,149.84507751464844
2020-06-24,149.2277069091797
2018-11-09,147.9635772705078
2019-07-23,145.2098846435547
2019-06-21,143.1323699951172
2019-05-20,144.56312561035156
2019-04-18,147.65977478027344
2018-09-06,148.68873596191406
2018-10-08,145.95465087890625
2019-02-13,147.4735870361328
2018-12-11,147.89495849609375
2019-09-25,164.94619750976562
2020-01-21,164.37783813476562
2020-04-09,167.80767822265625
2019-11-06,169.5323944091797
2020-01-24,171.55111694335938
2020-01-27,172.3644561767578
2020-04-15,172.1978759765625
2018-12-26,168.91502380371094
2019-08-07,164.64239501953125
2019-06-04,161.63394165039062
2018-09-21,162.42771911621094
2018-07-19,163.12350463867188
2018-08-20,154.81344604492188
2018-10-23,150.39385986328125
2019-05-03,152.96133422851562
2019-04-01,153.15731811523438
2019-02-28,145.00408935546875
2019-11-12,150.68783569335938
2020-01-30,150.3252410888672
2019-11-15,148.61032104492188
2020-04-21,144.26913452148438
2019-04-16,147.33641052246094
2019-03-15,148.45355224609375
2019-02-11,151.9813690185547
2019-01-10,151.17782592773438
2019-08-22,151.1190185546875
2018-11-07,154.74485778808594
2018-08-03,150.08026123046875
2018-09-04,142.66200256347656
2019-06-19,144.0535430908203
2019-09-23,144.93548583984375
2019-11-18,143.65174865722656
2020-02-05,141.5350341796875
2020-04-24,139.11456298828125
2019-03-29,139.7515411376953
2019-11-21,141.7212371826172
2020-04-27,138.6637725830078
2020-02-11,141.11366271972656
2020-04-30,142.0740203857422
2019-05-01,141.82904052734375
2019-02-26,143.2009735107422
2019-01-25,138.48741149902344
2018-12-24,140.37869262695312
2019-09-06,138.74217224121094
2018-07-17,141.71142578125
2018-09-19,146.78761291503906
2019-08-05,145.4646759033203
2019-10-08,151.2464141845703
