Dates,PXD
2018-09-14,178.47999572753906
2018-08-13,182.94000244140625
2018-10-16,181.25
2019-07-31,181.94000244140625
2019-05-28,182.3800048828125
2019-04-26,186.77999877929688
2020-04-28,178.5
2019-11-25,175.0
2020-02-12,173.9499969482422
2020-05-01,174.1300048828125
2020-05-04,172.6699981689453
2019-06-12,167.6199951171875
2019-04-09,168.91000366210938
2019-03-08,166.3300018310547
2019-02-04,159.13999938964844
2018-07-27,160.22999572753906
2018-08-28,152.27999877929688
2019-01-03,151.0
2019-08-15,150.22000122070312
2018-10-31,142.27000427246094
2019-09-16,147.77000427246094
2020-02-18,147.42999267578125
2020-05-07,150.8699951171875
2018-08-17,149.05999755859375
2019-12-04,148.97999572753906
2020-02-21,155.9499969482422
2018-12-17,161.05999755859375
2019-08-30,153.61000061035156
2018-11-15,161.61000061035156
2019-07-29,154.32000732421875
2019-06-27,153.92999267578125
2019-04-24,150.36000061035156
2018-07-10,155.6699981689453
2018-09-12,154.8000030517578
2019-02-19,153.8800048828125
2019-01-18,151.77000427246094
2020-02-24,148.5
2020-05-13,149.25999450683594
2019-12-10,149.77999877929688
2020-02-27,147.1300048828125
2019-12-13,148.32000732421875
2020-05-19,147.57000732421875
2019-03-06,152.22999572753906
2018-11-30,153.38999938964844
2019-08-13,141.27999877929688
2019-07-12,146.16000366210938
2019-06-10,141.32000732421875
2019-05-09,143.32000732421875
2018-07-25,141.6300048828125
2018-09-27,139.83999633789062
2018-10-29,139.25
2019-10-16,135.63999938964844
2019-12-16,133.89999389648438
2020-03-04,132.72999572753906
2020-05-22,130.25
2019-10-01,127.8499984741211
2019-12-19,123.6500015258789
2018-09-10,122.08999633789062
2019-05-24,127.29000091552734
2018-08-09,130.9600067138672
2019-04-22,130.97000122070312
2019-03-21,128.77999877929688
2019-01-16,134.97000122070312
2019-08-28,137.8800048828125
2018-11-13,139.52999877929688
2018-10-12,144.42999267578125
2019-06-25,144.00999450683594
2020-03-10,144.1300048828125
2020-05-28,143.8699951171875
2019-10-07,140.8800048828125
2020-03-13,144.24000549316406
2019-10-10,143.19000244140625
2020-03-16,142.1999969482422
2020-06-03,145.10000610351562
2018-11-28,143.10000610351562
2018-09-25,140.1999969482422
2018-07-23,137.0500030517578
2018-08-24,139.58999633789062
2019-07-10,138.4199981689453
2019-05-07,141.22000122070312
2019-04-05,140.85000610351562
2019-03-04,141.6300048828125
2019-01-31,142.99000549316406
2019-09-12,141.72000122070312
2019-12-31,143.77000427246094
2020-03-19,142.30999755859375
2020-01-03,140.7100067138672
2020-06-09,136.33999633789062
2019-02-15,134.44000244140625
2019-01-14,139.67999267578125
2018-07-06,141.61000061035156
2018-08-07,138.49000549316406
2018-10-10,145.27000427246094
2018-12-13,143.97000122070312
2019-08-26,145.30999755859375
2019-07-25,140.6300048828125
2019-05-22,138.3800048828125
2019-03-19,141.19000244140625
2020-01-06,142.72999572753906
2020-03-25,143.3000030517578
2020-06-12,142.0500030517578
2019-10-22,141.5
2020-01-09,144.7100067138672
2020-06-15,144.41000366210938
2019-10-25,141.1999969482422
2020-03-31,139.4199981689453
2020-06-18,133.52000427246094
2019-04-03,131.13999938964844
2018-08-22,133.27000427246094
2018-10-25,136.05999755859375
2019-01-29,135.3800048828125
2018-12-28,135.32000732421875
2018-11-26,136.3000030517578
2019-08-09,138.91000366210938
2019-07-08,138.30999755859375
2019-06-06,144.32000732421875
2019-09-10,144.61000061035156
2020-01-15,140.57000732421875
2020-04-03,141.97999572753906
2019-10-31,142.72000122070312
2020-04-06,146.27999877929688
2020-06-24,155.27999877929688
2018-11-09,153.77000427246094
2019-07-23,151.38999938964844
2019-06-21,148.1999969482422
2019-05-20,146.00999450683594
2019-04-18,148.00999450683594
2018-09-06,151.5
2018-10-08,150.74000549316406
2019-02-13,149.4499969482422
2018-12-11,149.9499969482422
2019-09-25,164.42999267578125
2020-01-21,168.1999969482422
2020-04-09,169.1300048828125
2019-11-06,172.27000427246094
2020-01-24,172.86000061035156
2020-01-27,176.8000030517578
2020-04-15,175.88999938964844
2018-12-26,177.89999389648438
2019-08-07,172.3699951171875
2019-06-04,166.5
2018-09-21,165.1199951171875
2018-07-19,167.75
2018-08-20,166.6199951171875
2018-10-23,156.6699981689453
2019-05-03,155.0
2019-04-01,152.89999389648438
2019-02-28,153.47000122070312
2019-11-12,147.89999389648438
2020-01-30,151.82000732421875
2019-11-15,153.3800048828125
2020-04-21,150.17999267578125
2019-04-16,148.6999969482422
2019-03-15,148.92999267578125
2019-02-11,152.58999633789062
2019-01-10,153.8699951171875
2019-08-22,154.25
2018-11-07,155.4199981689453
2018-08-03,156.57000732421875
2018-09-04,149.97999572753906
2019-06-19,147.3300018310547
2019-09-23,147.4499969482422
2019-11-18,145.63999938964844
2020-02-05,146.6699981689453
2020-04-24,142.27999877929688
2019-03-29,142.4199981689453
2019-11-21,143.7899932861328
2020-04-27,144.72000122070312
2020-02-11,141.86000061035156
2020-04-30,144.1699981689453
2019-05-01,145.24000549316406
2019-02-26,146.3000030517578
2019-01-25,145.0500030517578
2018-12-24,144.10000610351562
2019-09-06,143.25999450683594
2018-07-17,140.8300018310547
2018-09-19,145.4499969482422
2019-08-05,148.9199981689453
2019-10-08,152.60000610351562
2019-12-11,155.0
2019-11-27,155.35000610351562
2020-02-14,150.82000732421875
2020-05-06,150.25999450683594
2019-01-08,151.72999572753906
2018-12-07,151.08999633789062
2019-08-20,156.38999938964844
2018-11-05,150.5
2019-07-19,145.7899932861328
2018-10-04,145.0
2019-06-17,145.0
2019-05-16,145.0800018310547
2018-08-01,144.32000732421875
2019-03-13,147.24000549316406
2019-12-03,144.6300048828125
2020-02-20,144.5500030517578
2019-12-06,141.3800048828125
2020-05-12,140.02999877929688
2019-12-09,135.83999633789062
2020-02-26,136.3699951171875
2020-05-15,138.1300048828125
2019-03-28,138.1699981689453
2018-09-17,139.5800018310547
2018-08-16,137.8699951171875
2018-10-19,135.66000366210938
2019-04-29,135.38999938964844
2019-01-23,133.0
2019-09-04,137.67999267578125
2018-11-20,136.0
2019-07-02,128.44000244140625
2019-05-31,124.16000366210938
2019-12-12,122.51000213623047
2020-05-18,114.79000091552734
2019-09-27,122.5
2020-03-03,126.0
2020-05-21,125.38999938964844
2019-05-14,125.55999755859375
2018-08-31,125.33999633789062
2018-07-30,122.55999755859375
2018-10-02,123.51000213623047
2019-04-12,126.87000274658203
2019-03-11,126.98999786376953
2019-02-07,128.0
2019-07-17,127.52999877929688
2019-09-19,123.9800033569336
2019-10-21,122.44999694824219
2019-12-18,121.01000213623047
2020-03-06,118.91000366210938
2019-10-03,122.45999908447266
2020-03-09,123.37000274658203
2020-05-27,120.44999694824219
2019-12-24,124.4000015258789
2020-03-12,125.30999755859375
2018-12-20,126.9800033569336
2019-08-01,130.57000732421875
2018-08-14,132.7899932861328
2018-07-13,135.61000061035156
2018-10-17,130.25
2019-05-29,132.30999755859375
2019-03-26,141.66000366210938
2019-02-22,143.02000427246094
2019-10-04,137.14999389648438
2019-11-05,138.92999267578125
2019-12-27,136.33999633789062
2020-06-02,133.25999450683594
2019-12-30,133.72999572753906
2020-03-18,129.22999572753906
2020-06-05,126.25
2019-07-15,124.88999938964844
2018-12-03,125.79000091552734
2019-06-13,126.91999816894531
2019-01-04,121.63999938964844
2018-08-29,119.86000061035156
2019-02-05,124.56999969482422
2018-11-01,125.69000244140625
2019-08-16,123.0199966430664
2019-04-10,125.0
2019-09-17,128.08999633789062
2019-10-15,131.39999389648438
2020-01-02,130.0399932861328
2020-06-08,129.19000244140625
2019-10-18,130.0399932861328
2020-03-24,128.66000366210938
2020-06-11,128.0
2020-01-08,123.4000015258789
2019-04-25,126.13999938964844
2019-07-30,129.80999755859375
2019-02-20,131.0
2018-07-11,129.25
2018-09-13,130.74000549316406
2018-10-15,124.52999877929688
2019-06-28,127.58999633789062
2018-12-18,122.12000274658203
2018-11-16,124.33999633789062
2019-10-02,129.9499969482422
2020-03-27,139.0
2020-01-10,134.6699981689453
2019-10-24,135.80999755859375
2020-03-30,135.77999877929688
2020-06-17,132.63999938964844
2020-01-14,134.38999938964844
2020-04-02,135.22000122070312
2019-01-02,133.82000732421875
2019-08-14,133.07000732421875
2018-10-30,133.00999450683594
2019-06-11,133.1999969482422
2019-05-10,129.72000122070312
2019-04-08,131.47999572753906
2018-08-27,131.2899932861328
2018-07-26,129.42999267578125
2018-09-28,131.4199981689453
2019-03-07,127.97000122070312
2019-10-30,128.27000427246094
2020-01-17,128.8300018310547
2020-06-23,125.19999694824219
2020-04-08,125.1500015258789
2020-06-26,131.1699981689453
2019-03-22,129.1199951171875
2019-01-17,132.13999938964844
2019-08-29,133.25999450683594
2018-11-14,134.49000549316406
2019-06-26,136.35000610351562
2018-09-11,140.8800048828125
2018-07-09,141.1699981689453
2018-08-10,143.36000061035156
2019-04-23,143.77999877929688
2019-09-30,145.5
2020-01-23,148.8300018310547
2019-11-08,147.75999450683594
2020-04-14,151.39999389648438
2019-11-11,152.5800018310547
2020-01-29,153.27000427246094
2020-04-17,150.89999389648438
2018-07-24,150.0
2018-09-26,152.02000427246094
2019-05-08,155.0
2019-03-05,154.91000366210938
2019-02-01,157.5500030517578
2018-12-31,157.9600067138672
2018-11-29,152.08999633789062
2019-08-12,151.6300048828125
2019-07-11,149.2899932861328
2019-09-13,146.69000244140625
2019-11-14,146.0399932861328
2020-04-20,146.38999938964844
2020-02-04,147.8300018310547
2020-04-23,147.91000366210938
2018-12-14,146.75
2019-08-27,143.08999633789062
2018-08-08,140.10000610351562
2018-10-11,138.3699951171875
2018-11-12,137.1699981689453
2019-07-26,141.77999877929688
2019-06-24,136.89999389648438
2019-05-23,135.02999877929688
2019-03-20,135.25999450683594
2019-01-15,135.85000610351562
2019-11-20,138.9499969482422
2020-02-07,142.82000732421875
2020-02-10,138.75
2020-04-29,136.75999450683594
2019-11-26,139.3800048828125
2020-02-13,138.72000122070312
2019-01-30,136.52000427246094
2018-08-23,140.60000610351562
2018-09-24,137.0
2018-11-27,136.24000549316406
2018-10-26,144.0
2019-07-09,141.08999633789062
2019-06-07,135.69000244140625
2019-05-06,136.77999877929688
2019-04-04,130.7899932861328
2019-09-11,120.7300033569336
2019-11-29,117.69999694824219
2020-05-05,124.45999908447266
2019-12-02,124.97000122070312
2020-02-19,122.06999969482422
2020-05-08,119.0199966430664
2019-05-21,113.41000366210938
2019-03-18,72.86000061035156
2018-09-07,70.76000213623047
2018-08-06,76.18000030517578
2018-10-09,63.91999816894531
2019-02-14,66.19999694824219
2018-12-12,59.47999954223633
2019-07-24,59.81999969482422
2019-09-26,52.0099983215332
2019-10-28,56.91999816894531
2019-12-05,62.810001373291016
2020-05-11,61.689998626708984
2019-07-03,66.79000091552734
2020-02-25,72.12999725341797
2020-05-14,72.44000244140625
2020-02-28,70.52999877929688
2019-08-08,65.79000091552734
2019-06-05,69.0999984741211
2018-07-20,66.9000015258789
2018-08-21,71.19000244140625
2018-10-24,79.0
2019-04-02,76.0999984741211
2019-03-01,81.29000091552734
2019-01-28,77.4800033569336
2018-12-27,83.0
2019-09-09,79.02999877929688
2020-03-02,77.05000305175781
2020-05-20,72.52999877929688
2019-12-17,73.87999725341797
2020-03-05,72.75
2019-02-12,71.37999725341797
2019-01-11,68.0199966430664
2018-12-10,77.58999633789062
2019-08-23,83.33000183105469
2018-11-08,80.66999816894531
2019-07-22,76.20999908447266
2019-06-20,83.76000213623047
2018-09-05,86.01000213623047
2019-04-17,91.22000122070312
2019-09-24,86.63999938964844
2019-12-20,81.19999694824219
2020-05-26,88.04000091552734
2019-04-30,82.94999694824219
2019-12-23,85.01000213623047
2020-03-11,89.0199966430664
2020-05-29,88.22000122070312
2019-12-26,84.5
2020-06-01,83.91000366210938
2019-05-02,77.56999969482422
2019-02-27,81.58000183105469
2018-11-23,88.16000366210938
2019-08-06,93.66000366210938
2018-07-18,91.47000122070312
2018-09-20,93.0
2018-10-22,91.8499984741211
2019-07-05,96.7300033569336
2019-06-03,95.43000030517578
2019-10-09,93.87000274658203
2019-10-11,91.63999938964844
2020-03-17,91.5999984741211
2020-06-04,94.5999984741211
2019-10-14,98.88999938964844
2020-03-20,99.94999694824219
2018-11-06,109.91999816894531
2019-06-18,116.22000122070312
2019-05-17,109.88999938964844
2019-04-15,106.51000213623047
2019-03-14,95.0
2019-01-09,101.80000305175781
2018-08-02,93.86000061035156
2018-10-05,100.5199966430664
2019-08-21,97.0
2019-10-17,93.19000244140625
2020-03-23,96.77999877929688
2020-06-10,92.80999755859375
2019-02-25,96.4000015258789
2020-01-07,94.94999694824219
2020-03-26,91.41000366210938
2019-10-23,96.54000091552734
