Dates,PXD
2018-06-20,179.57000732421875
2018-06-21,177.6699981689453
2018-06-25,183.69000244140625
2018-06-22,180.83999633789062
2018-06-26,182.02000427246094
2018-06-27,187.7100067138672
2018-06-28,188.42999267578125
2018-06-29,188.91000366210938
2018-07-02,184.22000122070312
2018-07-03,184.9499969482422
2018-07-05,182.0
2018-07-16,181.02000427246094
2018-09-18,184.89999389648438
2019-01-24,188.27999877929688
2019-09-05,181.10000610351562
2018-11-21,180.5
2020-01-13,181.66000366210938
2020-04-01,179.5
2020-06-19,180.02000427246094
2019-10-29,179.00999450683594
2020-01-16,180.5500030517578
2020-06-22,179.16000366210938
2018-10-03,180.14999389648438
2018-07-31,182.0500030517578
2019-03-12,186.0
2019-02-08,186.80999755859375
2019-01-07,185.38999938964844
2018-12-06,188.0
2019-08-19,186.82000732421875
2019-07-18,184.19000244140625
2019-05-15,184.88999938964844
2019-09-20,181.22000122070312
2019-11-01,183.39999389648438
2020-04-07,186.0500030517578
2020-06-25,182.0500030517578
2020-06-16,185.2899932861328
2019-11-04,185.1199951171875
2020-01-22,182.77999877929688
2019-11-07,182.3800048828125
2020-04-13,171.5399932861328
2019-07-01,172.86000061035156
2019-05-30,172.10000610351562
2018-08-15,172.1199951171875
2018-10-18,173.24000549316406
2019-03-27,173.91000366210938
2019-01-22,174.36000061035156
2018-12-21,175.57000732421875
2019-09-03,175.5
2018-11-19,175.5
2019-08-02,174.8699951171875
2020-01-28,174.25999450683594
2020-04-16,172.61000061035156
2019-11-13,170.27000427246094
2020-01-31,167.6300048828125
2018-12-04,164.5
2018-11-02,160.8000030517578
2019-07-16,162.2100067138672
2018-08-30,162.91000366210938
2018-10-01,168.27000427246094
2019-06-14,168.05999755859375
2019-05-13,169.8800048828125
2019-04-11,170.6300048828125
2019-02-06,172.3699951171875
2019-09-18,172.97999572753906
2020-02-03,170.02999877929688
2020-04-22,170.57000732421875
2019-11-19,172.94000244140625
2020-02-06,175.72000122070312
2019-11-22,173.55999755859375
2019-03-25,171.92999267578125
2019-02-21,170.6199951171875
2018-12-19,174.2899932861328
2018-07-12,177.44000244140625
2018-09-14,177.75999450683594
2018-08-13,179.6999969482422
2018-10-16,180.61000061035156
2019-07-31,179.97000122070312
2019-05-28,181.66000366210938
2019-04-26,179.1300048828125
2020-04-28,170.2100067138672
2019-11-25,169.83999633789062
2020-02-12,172.67999267578125
2020-05-01,171.8699951171875
2020-05-04,168.10000610351562
2019-06-12,165.67999267578125
2019-04-09,166.42999267578125
2019-03-08,162.02999877929688
2019-02-04,155.83999633789062
2018-07-27,149.69000244140625
2018-08-28,150.99000549316406
2019-01-03,148.25999450683594
2019-08-15,140.5399932861328
2018-10-31,141.86000061035156
2019-09-16,145.72999572753906
2020-02-18,146.74000549316406
2020-05-07,145.85000610351562
2018-08-17,145.41000366210938
2019-12-04,144.58999633789062
2020-02-21,154.47000122070312
2018-12-17,156.35000610351562
2019-08-30,152.47000122070312
2018-11-15,154.0800018310547
2019-07-29,149.0
2019-06-27,149.02000427246094
2019-04-24,149.80999755859375
2018-07-10,154.6199951171875
2018-09-12,153.00999450683594
2019-02-19,149.69000244140625
2019-01-18,151.5800018310547
2020-02-24,145.5
2020-05-13,149.25999450683594
2019-12-10,145.9600067138672
2020-02-27,145.22000122070312
2019-12-13,148.25999450683594
2020-05-19,145.77000427246094
2019-03-06,151.50999450683594
2018-11-30,145.00999450683594
2019-08-13,135.24000549316406
2019-07-12,142.24000549316406
2019-06-10,137.5800018310547
2019-05-09,138.3000030517578
2018-07-25,140.1300048828125
2018-09-27,136.5500030517578
2018-10-29,136.38999938964844
2019-10-16,132.60000610351562
2019-12-16,130.8300018310547
2020-03-04,131.77999877929688
2020-05-22,127.94999694824219
2019-10-01,124.47000122070312
2019-12-19,120.44999694824219
2018-09-10,119.08000183105469
2019-05-24,124.45999908447266
2018-08-09,127.02999877929688
2019-04-22,129.9199981689453
2019-03-21,128.67999267578125
2019-01-16,132.3000030517578
