Dates,AA
2007-02-12,78.36183166503906
2007-02-13,83.02365112304688
2007-02-15,82.63916778564453
2007-02-14,81.7981185913086
2007-02-16,82.63916778564453
2007-02-20,82.11051177978516
2007-02-21,82.63916778564453
2007-02-22,83.19185638427734
2007-02-23,82.97559356689453
2007-02-26,84.1290283203125
2007-02-27,79.41915130615234
2007-03-28,78.8424301147461
2007-11-07,77.20838928222656
2007-09-04,77.95332336425781
2007-08-03,75.95883178710938
2008-04-15,76.89600372314453
2008-05-21,77.73705291748047
2008-08-08,77.47271728515625
2008-08-11,78.55406951904297
2008-01-25,78.81839752197266
2007-05-14,78.48197937011719
2007-04-12,77.95332336425781
2007-12-24,80.30825805664062
2007-09-19,80.0198974609375
2008-04-30,80.33229064941406
2007-07-17,81.341552734375
2007-06-15,80.1881103515625
2008-02-26,80.50050354003906
2008-05-27,80.3803482055664
2008-08-14,80.3563232421875
2008-05-30,81.341552734375
2008-08-20,79.92378234863281
2007-08-01,80.21214294433594
2008-03-12,80.93303680419922
2007-03-26,81.48573303222656
2007-05-29,81.62991333007812
2007-04-27,82.66320037841797
2008-01-08,82.5190200805664
2007-12-07,83.31201171875
2007-11-05,83.19185638427734
2007-10-04,83.91275787353516
2008-05-15,83.60037231445312
2008-06-05,83.23992156982422
2008-08-26,83.84066772460938
2007-10-19,83.09574127197266
2007-09-17,82.59111022949219
2007-08-16,80.95706939697266
2008-04-28,81.91826629638672
2007-04-10,81.94229888916016
2007-03-09,80.8128890991211
2007-06-13,85.30650329589844
2008-03-27,85.35456085205078
2008-01-23,85.16232299804688
2007-11-20,85.21038055419922
2008-06-11,82.63916778564453
2008-08-29,83.52828216552734
2007-12-05,83.5042495727539
2007-10-02,83.96082305908203
2007-04-25,88.95906066894531
2007-08-31,91.5542984008789
2007-07-30,92.5395278930664
2008-04-11,90.25668334960938
2007-06-28,90.49697875976562
2008-03-10,91.09773254394531
2008-02-07,92.01087188720703
2008-05-13,92.8759536743164
2008-06-23,92.5155029296875
2007-07-13,94.07745361328125
2008-03-25,93.40460968017578
2008-02-22,93.500732421875
2007-12-20,96.07193756103516
2007-05-10,96.04791259765625
2007-03-07,96.2641830444336
2007-06-11,96.57656860351562
2007-10-17,95.2789535522461
2007-08-14,98.5950927734375
2008-05-28,99.00360107421875
2008-06-26,98.28269958496094
2007-05-31,96.57656860351562
2008-07-02,95.15879821777344
2007-08-29,93.40460968017578
2008-04-09,91.91474914550781
2007-06-26,94.05342102050781
2008-02-05,93.11624908447266
2008-01-04,95.4952163696289
2007-03-22,96.96105194091797
2007-05-25,98.66718292236328
2007-04-23,99.98883056640625
2007-12-03,99.580322265625
2007-11-01,96.72074890136719
2008-07-08,95.6634292602539
2007-12-18,95.87969970703125
2007-11-16,94.3177490234375
2007-10-15,92.5155029296875
2007-09-13,90.92951965332031
2008-04-24,93.11624908447266
2007-07-11,95.15879821777344
2008-02-20,97.05716705322266
2007-03-05,97.85015869140625
2007-05-08,97.46568298339844
2008-06-27,99.72450256347656
2008-07-11,99.74852752685547
2008-07-14,99.86868286132812
2008-03-06,100.42137145996094
2007-05-23,101.95928955078125
2008-01-02,110.80233001708984
2007-03-20,111.88368225097656
2007-10-30,110.61009216308594
2007-09-28,110.29769897460938
2007-08-27,103.44915008544922
2007-07-26,102.3677978515625
2008-04-07,99.34001922607422
2008-05-09,97.99433898925781
2008-07-23,96.36029815673828
2007-09-11,90.04041290283203
2007-04-04,89.51174926757812
2007-06-07,89.89623260498047
2007-08-10,91.31400299072266
2008-04-22,86.14755249023438
2007-07-09,89.15129852294922
2008-01-17,86.94053649902344
2007-11-14,84.1050033569336
2008-06-25,85.1142578125
2008-08-28,87.73352813720703
2008-07-29,85.16232299804688
2007-11-29,80.50050354003906
2007-05-21,84.1050033569336
2007-04-19,83.7685775756836
2007-09-26,80.9811019897461
2007-07-24,72.69075012207031
2007-06-22,76.4394302368164
2008-03-04,80.50050354003906
2008-02-01,81.75006103515625
2007-12-31,84.84992980957031
2008-05-07,85.13829040527344
2008-08-01,85.37859344482422
2008-08-04,88.09397888183594
2008-08-07,84.77783966064453
2008-01-15,85.21038055419922
2007-12-14,86.02739715576172
2007-04-02,87.20487213134766
2007-03-01,86.33979034423828
2007-05-04,86.55606079101562
2007-06-05,86.77233123779297
2007-11-12,83.16783142089844
2007-10-11,79.85169219970703
2007-08-08,81.22139739990234
2008-03-19,80.50050354003906
2008-05-23,81.10124969482422
2008-08-13,82.11051177978516
2007-08-23,84.36933135986328
2008-04-03,84.70574951171875
2007-06-20,88.95906066894531
2008-01-30,88.21412658691406
2007-04-17,88.98309326171875
2007-03-16,87.94979858398438
2007-11-27,87.63741302490234
2007-10-26,89.72801971435547
2007-09-24,92.27519989013672
2008-05-05,92.5395278930664
2008-05-29,92.92401123046875
2008-03-14,92.08296203613281
2008-08-19,89.80010986328125
2008-06-04,88.79084777832031
2008-08-22,91.60236358642578
2007-10-09,90.97757720947266
2007-09-07,92.29923248291016
2007-08-06,90.95355224609375
2008-04-18,89.51174926757812
2007-07-05,90.88146209716797
2008-03-17,90.54503631591797
2007-05-02,89.3916015625
2008-02-14,89.96832275390625
2007-12-12,90.78533935546875
2008-05-20,89.96832275390625
2008-08-25,88.14203643798828
2008-06-10,90.49697875976562
2008-01-28,90.35279846191406
2007-12-27,90.68921661376953
2007-10-24,92.10698699951172
2007-08-21,94.3177490234375
2007-03-14,94.38983917236328
2007-05-17,93.40460968017578
2007-06-18,90.68921661376953
2007-07-20,90.30474090576172
2008-04-01,90.16056060791016
2008-02-29,91.14579010009766
2008-06-13,89.65592956542969
2008-01-10,88.50248718261719
2008-06-16,87.2529296875
2008-06-19,85.76306915283203
2008-04-16,86.2677001953125
2007-07-03,88.0459213256836
2008-02-12,86.91651153564453
2008-01-11,83.69648742675781
2007-12-10,83.64842987060547
2007-11-08,83.72052001953125
2007-03-29,83.04768371582031
2007-06-01,83.64842987060547
2007-04-30,83.81664276123047
2007-09-05,82.9515609741211
2007-03-12,84.70574951171875
2007-04-13,86.0754623413086
2007-10-22,86.50800323486328
2007-09-20,85.04216766357422
2007-07-18,83.7685775756836
2008-02-27,84.2972412109375
2007-05-15,84.9220199584961
2007-11-23,85.59485626220703
2008-05-01,88.91100311279297
2008-06-02,86.33979034423828
2008-07-01,87.13278198242188
2008-01-09,85.04216766357422
2007-03-27,83.98484802246094
2007-05-30,80.57259368896484
2007-11-06,79.8276596069336
2007-10-05,82.08647918701172
2007-08-02,82.6872329711914
2008-04-14,85.6429214477539
2008-03-13,88.19010162353516
2008-05-16,88.57457733154297
2008-06-17,88.83891296386719
2008-07-07,87.99786376953125
2008-07-10,87.27696228027344
2007-07-16,86.50800323486328
2008-03-28,85.88321685791016
2008-02-25,82.92752838134766
2007-04-11,77.92929077148438
2007-06-14,74.13255310058594
2008-01-24,72.40238952636719
2008-04-29,74.37284851074219
2007-11-21,74.61315155029297
2007-09-18,76.36734008789062
2007-08-17,74.80538940429688
2008-07-16,72.42642211914062
2007-10-03,68.91803741455078
2007-07-31,68.96610260009766
2007-04-26,65.16935729980469
2008-03-11,64.13607025146484
2007-06-29,69.68699645996094
2008-02-08,73.41165161132812
2008-01-07,72.23417663574219
2007-12-06,75.86270904541016
2008-05-14,77.16033172607422
2008-07-17,76.77584838867188
2008-07-22,79.46720886230469
2008-07-25,81.65393829345703
2007-08-15,78.14556121826172
2007-11-19,77.52078247070312
2007-10-18,76.65570068359375
2008-01-22,77.78511047363281
2007-03-08,79.9958724975586
2007-05-11,79.92378234863281
2007-04-09,80.8128890991211
2007-06-12,84.22515106201172
2007-12-21,84.39335632324219
2008-03-26,86.12351989746094
2008-07-28,85.33052825927734
2007-07-02,87.10874938964844
2008-07-31,85.49874114990234
2007-06-27,87.66143798828125
2008-04-10,91.50624084472656
2007-12-04,90.71324920654297
2007-03-23,91.77056884765625
2007-04-24,88.7668228149414
2007-11-02,89.223388671875
2007-10-01,89.15129852294922
2008-02-06,91.5542984008789
2007-08-30,91.93878173828125
2008-05-12,86.82038879394531
2008-08-06,85.45068359375
2008-05-22,86.86844635009766
2007-10-16,89.72801971435547
2007-09-14,88.62264251708984
2007-08-13,88.69473266601562
2007-07-12,86.48397064208984
2008-03-24,90.1845932006836
2008-02-21,85.59485626220703
2008-04-25,81.22139739990234
2007-03-06,83.31201171875
2007-05-09,84.87396240234375
2007-12-19,85.4747085571289
2008-08-12,84.84992980957031
2008-08-15,83.6724624633789
2008-08-18,84.82589721679688
2008-01-03,85.69097900390625
2007-10-31,86.84442138671875
2007-08-28,86.84442138671875
2007-07-27,91.19384765625
2008-04-08,89.43965911865234
2008-03-07,87.70950317382812
2007-03-21,87.10874938964844
2007-05-24,84.53753662109375
2007-06-25,83.88873291015625
2008-02-04,81.12528228759766
2008-06-03,81.94229888916016
2008-08-21,84.15306091308594
2008-06-06,84.4894790649414
2007-05-07,85.69097900390625
2007-04-05,85.78710174560547
2007-07-10,84.9220199584961
2007-06-08,84.22515106201172
2008-02-19,83.16783142089844
2008-01-18,83.04768371582031
2007-12-17,84.87396240234375
2007-11-15,82.90350341796875
2007-09-12,82.56707763671875
2008-04-23,80.86094665527344
2008-08-27,83.74455261230469
2008-06-12,85.95530700683594
2007-09-27,88.98309326171875
2007-05-22,89.7520523071289
2007-03-19,92.77983093261719
2007-04-20,93.1402816772461
2007-07-25,93.5247573852539
2008-03-05,98.88345336914062
2007-11-30,100.2051010131836
2007-10-29,99.7725601196289
2008-05-08,100.51748657226562
2008-06-09,103.11273193359375
2008-06-18,101.55078125
2007-11-13,99.79659271240234
2007-03-02,97.94628143310547
2007-04-03,95.59133911132812
2007-06-06,95.51924896240234
2007-10-12,96.2641830444336
2007-09-10,96.69671630859375
2007-08-09,95.78357696533203
2008-04-21,96.04791259765625
2008-03-20,94.3177490234375
2008-01-16,93.1402816772461
2008-06-24,92.80386352539062
2008-03-03,93.81311798095703
2008-01-31,95.47119140625
2007-04-18,99.62837982177734
2007-06-21,94.10147857666016
2007-11-28,90.11250305175781
2007-09-25,91.04966735839844
2007-08-24,94.41387176513672
2007-07-23,94.53401947021484
2008-04-04,92.73177337646484
2008-05-06,92.85192108154297
2008-06-30,89.43965911865234
2008-07-03,88.81488037109375
2007-08-07,88.33428192138672
2007-07-06,86.74829864501953
2008-03-18,84.58560180664062
2008-02-15,83.81664276123047
2007-02-28,84.97007751464844
2007-05-03,80.26020050048828
2007-06-04,77.04017639160156
2008-01-14,76.03092193603516
2007-12-13,78.48197937011719
2007-10-10,74.54106140136719
2008-07-09,75.67047119140625
2007-11-26,77.52078247070312
2007-10-25,81.10124969482422
2007-08-22,82.75932312011719
2008-04-02,81.7020034790039
2007-05-18,80.3563232421875
2007-03-15,78.07347106933594
2007-04-16,79.44317626953125
2007-06-19,79.89974975585938
2008-01-29,79.25093841552734
2007-12-28,78.07347106933594
2008-07-15,74.97360229492188
2008-02-11,75.16584014892578
2008-07-18,75.74256134033203
2008-07-21,78.8424301147461
2008-02-13,78.53003692626953
2007-12-11,80.76483154296875
2007-11-09,76.92002868652344
2007-10-08,73.86821746826172
2007-09-06,73.7480697631836
2007-03-30,76.15106964111328
2007-05-01,76.15106964111328
2008-04-17,73.65194702148438
2008-05-19,73.84419250488281
2008-06-20,74.1085205078125
2008-07-24,74.01239776611328
2007-08-20,76.05494689941406
2007-07-19,75.16584014892578
2008-03-31,74.25270080566406
2008-02-28,74.06046295166016
2007-12-26,74.13255310058594
2007-10-23,75.2859878540039
2007-03-13,75.6224136352539
2007-05-16,75.09375
2007-09-21,74.70926666259766
2008-05-02,75.50225830078125
2008-07-30,77.18435668945312
2008-08-05,76.92002868652344
