Dates,AAPL
2019-01-02,158.85000610351562
2019-01-03,145.72000122070312
2019-01-07,148.5500030517578
2019-01-04,148.8300018310547
2019-01-08,151.82000732421875
2019-01-09,154.52999877929688
2019-01-10,153.97000122070312
2019-01-11,153.6999969482422
2019-01-14,151.27000427246094
2019-01-15,153.38999938964844
2019-01-16,155.8800048828125
2019-01-24,157.66000366210938
2019-02-01,157.8800048828125
2019-03-29,156.72999572753906
2019-03-21,155.13999938964844
2019-03-13,154.47999572753906
2019-06-28,158.1300048828125
2019-08-27,156.3300018310547
2019-12-03,158.1300048828125
2019-11-14,166.14999389648438
2019-05-21,169.0
2019-07-15,168.97999572753906
2019-08-08,171.66000366210938
2019-10-07,175.0800018310547
2019-07-01,175.57000732421875
2019-09-18,173.94000244140625
2019-12-06,170.66000366210938
2019-06-12,171.2100067138672
2019-08-30,171.0
2019-05-24,172.47999572753906
2019-10-29,171.25999450683594
2019-07-23,171.6999969482422
2019-10-10,171.44000244140625
2019-12-09,173.32000732421875
2019-04-05,172.3699951171875
2019-03-28,173.0
2019-01-23,175.8699951171875
2019-01-31,175.3000030517578
2019-02-08,175.0
2019-03-20,174.91000366210938
2019-03-12,175.14999389648438
2019-03-04,177.75
2019-04-29,176.0
2019-05-07,175.49000549316406
2019-05-08,174.44000244140625
2019-07-26,173.07000732421875
2019-08-14,179.1199951171875
2019-11-01,182.6699981689453
2019-12-05,183.3000030517578
2019-09-24,184.10000610351562
2019-12-12,187.3300018310547
2019-06-18,188.38999938964844
2019-09-05,188.99000549316406
2019-05-30,189.49000549316406
2019-11-04,196.3300018310547
2019-07-29,197.69000244140625
2019-10-16,191.97999572753906
2019-04-22,192.8800048828125
2019-07-10,189.75999450683594
2019-09-27,189.55999755859375
2019-06-21,190.0800018310547
2019-11-26,191.67999267578125
2019-08-20,194.4600067138672
2019-11-07,196.5
2019-05-14,196.3699951171875
2019-08-01,197.10000610351562
2019-01-22,200.22999572753906
2019-01-30,202.85000610351562
2019-02-15,200.74000549316406
2019-02-07,201.0
2019-04-12,200.13999938964844
2019-04-04,199.85000610351562
2019-03-27,201.3699951171875
2019-03-11,203.3800048828125
2019-03-19,204.14999389648438
2019-05-06,204.94000244140625
2019-09-30,207.75
2019-06-24,208.47999572753906
2019-09-11,207.75999450683594
2019-11-29,205.0
2019-06-05,205.97000122070312
2019-08-23,203.39999389648438
2019-05-17,215.30999755859375
2019-10-22,212.64999389648438
2019-07-16,211.83999633789062
2019-10-03,208.83999633789062
2019-06-27,207.4199981689453
2019-12-02,205.33999633789062
2019-08-26,201.67999267578125
2019-11-13,198.85000610351562
2019-05-20,189.47999572753906
