Dates,AAPL
2018-06-20,20628700.0
2018-06-21,25711900.0
2018-06-25,27200400.0
2018-06-22,31663100.0
2018-06-26,24569200.0
2018-06-27,25285300.0
2018-06-28,17365200.0
2018-06-29,22737700.0
2018-07-02,17731300.0
2018-07-03,13954800.0
2018-07-05,16604200.0
2018-07-16,17485200.0
2018-09-18,19756600.0
2019-01-24,15939100.0
2019-09-05,18831500.0
2018-11-21,18041100.0
2020-01-13,12513900.0
2020-04-01,15043100.0
2020-06-19,15534500.0
2019-10-29,16393400.0
2020-01-16,20286800.0
2020-06-22,20676200.0
2018-10-03,15989400.0
2018-07-31,18697900.0
2019-03-12,16709900.0
2019-02-08,19076000.0
2019-01-07,24024000.0
2018-12-06,21029500.0
2019-08-19,39373000.0
2019-07-18,67935700.0
2019-05-15,62404000.0
2019-09-20,33447400.0
2019-11-01,25425400.0
2020-04-07,25587400.0
2020-06-25,22525500.0
2020-06-16,23492600.0
2019-11-04,24611200.0
2020-01-22,25890900.0
2019-11-07,20748000.0
2020-04-13,28807600.0
2019-07-01,28500400.0
2019-05-30,35427000.0
2018-08-15,30287700.0
2018-10-18,26159800.0
2019-03-27,19018100.0
2019-01-22,18883200.0
2018-12-21,18476400.0
2019-09-03,20525100.0
2018-11-19,22776800.0
2019-08-02,27254800.0
2020-01-28,48793800.0
2020-04-16,43340100.0
2019-11-13,27390100.0
2020-01-31,33333000.0
2018-12-04,34290000.0
2018-11-02,37619800.0
2019-07-16,39516500.0
2018-08-30,35749000.0
2018-10-01,49278700.0
2019-06-14,41706400.0
2019-05-13,31999300.0
2019-04-11,37195100.0
2019-02-06,31571700.0
2019-09-18,27123800.0
2020-02-03,26608800.0
2020-04-22,96246700.0
2019-11-19,27693400.0
2020-02-06,24554400.0
2019-11-22,23984700.0
2019-03-25,30181200.0
2019-02-21,22929400.0
2018-12-19,23600800.0
2018-07-12,24788200.0
2018-09-14,28654800.0
2018-08-13,32042000.0
2018-10-16,33580500.0
2019-07-31,29663900.0
2019-05-28,26891000.0
2019-04-26,41990600.0
2020-04-28,53124400.0
2019-11-25,40337900.0
2020-02-12,30791000.0
2020-05-01,29184000.0
2020-05-04,22885400.0
2019-06-12,32581300.0
2019-04-09,33078700.0
2019-03-08,28792100.0
2019-02-04,38767800.0
2018-07-27,40925500.0
2018-08-28,29855800.0
2019-01-03,47258400.0
2019-08-15,45935500.0
2018-10-31,36660000.0
2019-09-16,38358900.0
2020-02-18,58323200.0
2020-05-07,91328700.0
2018-08-17,66163700.0
2019-12-04,31882900.0
2020-02-21,33424400.0
2018-12-17,25362600.0
2019-08-30,34365800.0
2018-11-15,51135500.0
2019-07-29,46882900.0
2019-06-27,60801000.0
2019-04-24,46478800.0
2018-07-10,36928300.0
2018-09-12,41925300.0
2019-02-19,67825200.0
2019-01-18,31124200.0
2020-02-24,23624000.0
2020-05-13,44998500.0
2019-12-10,41387400.0
2020-02-27,46062500.0
2019-12-13,41770000.0
2020-05-19,39531500.0
2019-03-06,40802500.0
2018-11-30,41344300.0
2019-08-13,43098400.0
2019-07-12,42281600.0
2019-06-10,62026000.0
2019-05-09,47281700.0
2018-07-25,35627700.0
2018-09-27,31898600.0
2018-10-29,40703700.0
2019-10-16,44287900.0
2019-12-16,33841500.0
2020-03-04,49047300.0
2020-05-22,64773000.0
2019-10-01,95744600.0
2019-12-19,37169200.0
2018-09-10,58582500.0
2019-05-24,53117100.0
2018-08-09,42291400.0
2019-04-22,35003500.0
2019-03-21,37039700.0
2019-01-16,91312200.0
2019-08-28,58607100.0
2018-11-13,54777800.0
2018-10-12,41025300.0
2019-06-25,45099100.0
2020-03-10,35780700.0
2020-05-28,27023200.0
2019-10-07,32439200.0
2020-03-13,28710900.0
2019-10-10,30569700.0
2020-03-16,29821200.0
2020-06-03,33751000.0
2018-11-28,30394000.0
2018-09-25,23130600.0
2018-07-23,25441500.0
2018-08-24,33535500.0
2019-07-10,26192100.0
2019-05-07,41587200.0
2019-04-05,61109800.0
2019-03-04,40739600.0
2019-01-31,32668100.0
2019-09-12,31495500.0
2019-12-31,36101600.0
2020-03-19,28239600.0
2020-01-03,31741700.0
2020-06-09,23820000.0
2019-02-15,20993400.0
2019-01-14,22283500.0
2018-07-06,22490200.0
2018-08-07,21835700.0
2018-10-10,24626800.0
2018-12-13,18972800.0
2019-08-26,26114400.0
2019-07-25,17249700.0
2019-05-22,18913200.0
2019-03-19,21873400.0
2020-01-06,17070200.0
2020-03-25,27835400.0
2020-06-12,28215400.0
2019-10-22,25886200.0
2020-01-09,27436200.0
2020-06-15,19737400.0
2019-10-25,20810400.0
2020-03-31,24796400.0
2020-06-18,23999400.0
2019-04-03,32011000.0
2018-08-22,32467600.0
2018-10-25,31032500.0
2019-01-29,23579500.0
2018-12-28,39042900.0
2018-11-26,26219800.0
2019-08-09,31646400.0
2019-07-08,31035200.0
2019-06-06,51034200.0
2019-09-10,42407700.0
2020-01-15,43845300.0
2020-04-03,49800500.0
2019-10-31,29848400.0
2020-04-06,20780400.0
2020-06-24,23564000.0
2018-11-09,27862000.0
2019-07-23,22765700.0
2019-06-21,23271800.0
2019-05-20,19114300.0
2019-04-18,18526600.0
2018-09-06,25881700.0
2018-10-08,35768200.0
2019-02-13,21695300.0
2018-12-11,20900800.0
2019-09-25,27760700.0
2020-01-21,17536600.0
2020-04-09,25696400.0
2019-11-06,28906800.0
2020-01-24,24195800.0
2020-01-27,19439500.0
2020-04-15,23323000.0
2018-12-26,17540600.0
2019-08-07,18543200.0
2019-06-04,18649100.0
2018-09-21,22204700.0
2018-07-19,46534900.0
2018-08-20,64827300.0
2018-10-23,31996300.0
2019-05-03,20892400.0
2019-04-01,32443100.0
2019-02-28,38763700.0
2019-11-12,26339500.0
2020-01-30,34908600.0
2019-11-15,41208700.0
2020-04-21,57430600.0
2019-04-16,36529700.0
2019-03-15,26544700.0
2019-02-11,33031400.0
2019-01-10,32879100.0
2019-08-22,38612300.0
2018-11-07,28364800.0
2018-08-03,29748600.0
2018-09-04,36529700.0
2019-06-19,23714700.0
2019-09-23,27948200.0
2019-11-18,28481200.0
2020-02-05,21218400.0
2020-04-24,27043600.0
2019-03-29,40396100.0
2019-11-21,30968000.0
2020-04-27,29773400.0
2020-02-11,22526300.0
2020-04-30,30684400.0
2019-05-01,26220900.0
2019-02-26,26932900.0
2019-01-25,18221800.0
2018-12-24,21674600.0
2019-09-06,18761500.0
2018-07-17,14669100.0
2018-09-19,26551000.0
2019-08-05,21124200.0
2019-10-08,21514000.0
2019-12-11,47800600.0
2019-11-27,18220400.0
2020-02-14,21070300.0
2020-05-06,26067500.0
2019-01-08,20899700.0
2018-12-07,31110600.0
2019-08-20,27316700.0
2018-11-05,16935200.0
2019-07-19,11362000.0
2018-10-04,17265500.0
2019-06-17,25338600.0
2019-05-16,20578000.0
2018-08-01,17897100.0
2019-03-13,20191800.0
2019-12-03,17595200.0
2020-02-20,16947400.0
2019-12-06,16866800.0
2020-05-12,14107500.0
2019-12-09,18582200.0
2020-02-26,20929300.0
2020-05-15,22277900.0
2019-03-28,18355200.0
2018-09-17,14991600.0
2018-08-16,13909600.0
2018-10-19,17618900.0
2019-04-29,21673400.0
2019-01-23,33935700.0
2019-09-04,69281400.0
2018-11-20,54017900.0
2019-07-02,40862100.0
2019-05-31,52393000.0
2019-12-12,35824800.0
2020-05-18,33364400.0
2019-09-27,27009500.0
2020-03-03,24619700.0
2020-05-21,22474900.0
2019-05-14,47218500.0
2018-08-31,36547400.0
2018-07-30,27227400.0
2018-10-02,27620400.0
2019-04-12,24413600.0
2019-03-11,26884300.0
2019-02-07,21535400.0
2019-07-17,22253700.0
2019-09-19,46818000.0
2019-10-21,26043600.0
2019-12-18,25873300.0
2020-03-06,15938800.0
2019-10-03,20990500.0
2020-03-09,21143400.0
2020-05-27,20023000.0
2019-12-24,19188100.0
2020-03-12,23913700.0
2018-12-20,19362300.0
2019-08-01,27309400.0
2018-08-14,31777900.0
2018-07-13,44289600.0
2018-10-17,32226700.0
2019-05-29,39763300.0
2019-03-26,21158100.0
2019-02-22,18318700.0
2019-10-04,25340000.0
2019-11-05,22060600.0
2019-12-27,55413100.0
2020-06-02,19165500.0
2019-12-30,31190800.0
2020-03-18,21903400.0
2020-06-05,18833500.0
2019-07-15,25352000.0
2018-12-03,25977400.0
2019-06-13,34805800.0
2019-01-04,34612300.0
2018-08-29,28606500.0
2019-02-05,34619700.0
2018-11-01,30576500.0
2019-08-16,27955000.0
2019-04-10,18692600.0
2019-09-17,28253400.0
2019-10-15,41698900.0
2020-01-02,24106900.0
2020-06-08,21840000.0
2019-10-18,18475800.0
2020-03-24,16896300.0
2020-06-11,24358400.0
2020-01-08,21811800.0
2019-04-25,20573400.0
2019-07-30,18957200.0
2019-02-20,17318800.0
2018-07-11,18369300.0
2018-09-13,24143200.0
2018-10-15,35709900.0
2019-06-28,31130500.0
2018-12-18,34790500.0
2018-11-16,37781300.0
2019-10-02,25818000.0
2020-03-27,19974400.0
2020-01-10,18966100.0
2019-10-24,23735100.0
2020-03-30,17496600.0
2020-06-17,20455300.0
2020-01-14,21847200.0
2020-04-02,25683600.0
2019-01-02,22295700.0
2019-08-14,25051600.0
2018-10-30,21675800.0
2019-06-11,19041800.0
2019-05-10,26558600.0
2019-04-08,30348800.0
2018-08-27,16331300.0
2018-07-26,21005100.0
2018-09-28,26301900.0
2019-03-07,16308900.0
2019-10-30,11654400.0
2020-01-17,23621800.0
2020-06-23,28607600.0
2020-04-08,16795400.0
2020-06-26,18606100.0
2019-03-22,26518900.0
2019-01-17,32010600.0
2019-08-29,22605100.0
2018-11-14,19689200.0
2019-06-26,34327600.0
2018-09-11,33396900.0
2018-07-09,32046500.0
2018-08-10,28539600.0
2019-04-23,29007100.0
2019-09-30,24592300.0
2020-01-23,68994500.0
2019-11-08,24643000.0
2020-04-14,12119700.0
2019-11-11,23280300.0
2020-01-29,36566500.0
