Dates,CRC
2019-04-03,2259600.0
2018-08-22,2690100.0
2018-10-25,2723000.0
2019-01-29,2406400.0
2018-12-28,1992000.0
2018-11-26,1672200.0
2019-08-09,2016400.0
2019-07-08,3135500.0
2019-06-06,1858500.0
2019-09-10,3252000.0
2020-01-15,2994700.0
2020-04-03,1506900.0
2019-10-31,1454800.0
2020-04-06,1498300.0
2020-06-24,2114300.0
2018-11-09,1733800.0
2019-07-23,1811900.0
2019-06-21,1948800.0
2019-05-20,1142000.0
2019-04-18,2818800.0
2018-09-06,2988400.0
2018-10-08,1400300.0
2019-02-13,1447300.0
2018-12-11,1285600.0
2019-09-25,2495600.0
2020-01-21,2130500.0
2020-04-09,1375300.0
2019-11-06,1707500.0
2020-01-24,1699600.0
2020-01-27,2321100.0
2020-04-15,1481700.0
2018-12-26,2255900.0
2019-08-07,8745000.0
2019-06-04,4452600.0
2018-09-21,2688800.0
2018-07-19,2694100.0
2018-08-20,2885500.0
2018-10-23,3944200.0
2019-05-03,3913200.0
2019-04-01,3211800.0
2019-02-28,1868200.0
2019-11-12,1774400.0
2020-01-30,2164700.0
2019-11-15,1550400.0
2020-04-21,2280900.0
2019-04-16,1810100.0
2019-03-15,1806000.0
2019-02-11,4211300.0
2019-01-10,2209300.0
2019-08-22,1308000.0
2018-11-07,1515600.0
2018-08-03,2272900.0
2018-09-04,3653100.0
2019-06-19,2606900.0
2019-09-23,1812700.0
2019-11-18,2041100.0
2020-02-05,1866100.0
2020-04-24,1653000.0
2019-03-29,1862400.0
2019-11-21,1481000.0
2020-04-27,2751200.0
2020-02-11,1892000.0
2020-04-30,2123400.0
2019-05-01,1753200.0
2019-02-26,1477300.0
2019-01-25,1813500.0
2018-12-24,2532000.0
2019-09-06,1641100.0
2018-07-17,1285500.0
2018-09-19,2264100.0
2019-08-05,1586300.0
2019-10-08,2106600.0
2019-12-11,1647600.0
2019-11-27,1444800.0
2020-02-14,852500.0
2020-05-06,1283800.0
2019-01-08,930500.0
2018-12-07,1810100.0
2019-08-20,1721100.0
2018-11-05,1700500.0
2019-07-19,1092000.0
2018-10-04,928700.0
2019-06-17,1401800.0
2019-05-16,1437800.0
2018-08-01,2066300.0
2019-03-13,1288900.0
2019-12-03,1375900.0
2020-02-20,1424100.0
2019-12-06,1509900.0
2020-05-12,5164000.0
2019-12-09,5215700.0
2020-02-26,3059700.0
2020-05-15,2588500.0
2019-03-28,2537600.0
2018-09-17,2653300.0
2018-08-16,1722500.0
2018-10-19,1460500.0
2019-04-29,2155800.0
2019-01-23,2324100.0
2019-09-04,2184200.0
2018-11-20,5220100.0
2019-07-02,4169300.0
2019-05-31,3187400.0
2019-12-12,2965200.0
2020-05-18,5525200.0
2019-09-27,3185800.0
2020-03-03,2841200.0
2020-05-21,1844800.0
2019-05-14,2256400.0
2018-08-31,3144600.0
2018-07-30,2159300.0
2018-10-02,3427800.0
2019-04-12,2506800.0
2019-03-11,2172000.0
2019-02-07,2578300.0
2019-07-17,1808700.0
2019-09-19,2597500.0
2019-10-21,2098000.0
2019-12-18,2326200.0
2020-03-06,1891700.0
2019-10-03,2135600.0
2020-03-09,1422900.0
2020-05-27,3871800.0
2019-12-24,2554500.0
2020-03-12,3917000.0
2018-12-20,2769800.0
2019-08-01,4143800.0
2018-08-14,6120100.0
2018-07-13,4338100.0
2018-10-17,2556400.0
2019-05-29,1904300.0
2019-03-26,12957700.0
2019-02-22,7156100.0
2019-10-04,2932300.0
2019-11-05,20088400.0
2019-12-27,11973700.0
2020-06-02,3734800.0
2019-12-30,2616100.0
2020-03-18,2289000.0
2020-06-05,3749700.0
2019-07-15,1893200.0
2018-12-03,1881000.0
2019-06-13,2133000.0
2019-01-04,3345500.0
2018-08-29,3805800.0
2019-02-05,2610000.0
2018-11-01,3382300.0
2019-08-16,3654500.0
2019-04-10,2598700.0
2019-09-17,2166200.0
2019-10-15,3035000.0
2020-01-02,2490400.0
2020-06-08,2198700.0
2019-10-18,2801800.0
2020-03-24,3090900.0
2020-06-11,3005100.0
2020-01-08,2014000.0
2019-04-25,2590800.0
2019-07-30,1860000.0
2019-02-20,2928200.0
2018-07-11,1970100.0
2018-09-13,2029800.0
2018-10-15,2110100.0
2019-06-28,6160700.0
2018-12-18,11429700.0
2018-11-16,18520000.0
2019-10-02,9163700.0
2020-03-27,7492000.0
2020-01-10,3293600.0
2019-10-24,2560800.0
2020-03-30,1729100.0
2020-06-17,1716400.0
2020-01-14,1750000.0
2020-04-02,1506900.0
2019-01-02,1834800.0
2019-08-14,2656400.0
2018-10-30,2297500.0
2019-06-11,10513700.0
2019-05-10,6359200.0
2019-04-08,2951500.0
2018-08-27,6533800.0
2018-07-26,3240500.0
2018-09-28,2500600.0
2019-03-07,2590100.0
2019-10-30,1449000.0
2020-01-17,2784500.0
2020-06-23,2023900.0
2020-04-08,4983700.0
2020-06-26,2627800.0
2019-03-22,2397600.0
2019-01-17,2676900.0
2019-08-29,2035100.0
2018-11-14,1868000.0
2019-06-26,2089800.0
2018-09-11,2173200.0
2018-07-09,2542500.0
2018-08-10,4140600.0
2019-04-23,3292100.0
2019-09-30,2272400.0
2020-01-23,2873800.0
2019-11-08,1374200.0
2020-04-14,1156100.0
2019-11-11,1851900.0
2020-01-29,2374100.0
2020-04-17,2157300.0
2018-07-24,1855800.0
2018-09-26,2171700.0
2019-05-08,5863000.0
2019-03-05,4936400.0
2019-02-01,2154300.0
2018-12-31,4444300.0
2018-11-29,3592300.0
2019-08-12,2356200.0
2019-07-11,2806300.0
2019-09-13,2199900.0
2019-11-14,1619900.0
2020-04-20,1574100.0
2020-02-04,2511700.0
2020-04-23,1747000.0
2018-12-14,1390900.0
2019-08-27,2483800.0
2018-08-08,3129600.0
2018-10-11,1799900.0
2018-11-12,2277900.0
2019-07-26,2468600.0
2019-06-24,1509300.0
2019-05-23,2238200.0
2019-03-20,2933900.0
2019-01-15,2117200.0
2019-11-20,2896200.0
2020-02-07,1644500.0
2020-02-10,1681500.0
2020-04-29,1675000.0
2019-11-26,1562700.0
2020-02-13,3559900.0
2019-01-30,1622500.0
2018-08-23,2521300.0
2018-09-24,2253200.0
2018-11-27,1888900.0
2018-10-26,2328200.0
2019-07-09,9072400.0
2019-06-07,3691400.0
2019-05-06,3590600.0
2019-04-04,3597900.0
2019-09-11,4758900.0
2019-11-29,3065200.0
2020-05-05,3037100.0
2019-12-02,3638500.0
2020-02-19,2777500.0
2020-05-08,2739200.0
2019-05-21,5414500.0
2019-03-18,9749700.0
2018-09-07,9156700.0
2018-08-06,5182100.0
2018-10-09,5177600.0
2019-02-14,7691600.0
2018-12-12,6498200.0
2019-07-24,4202500.0
2019-09-26,3816000.0
2019-10-28,4738400.0
2019-12-05,3014600.0
2020-05-11,2553500.0
2019-07-03,3835000.0
2020-02-25,3880200.0
2020-05-14,3620400.0
2020-02-28,16117800.0
2019-08-08,10348700.0
2019-06-05,4711900.0
2018-07-20,2835200.0
2018-08-21,5591500.0
2018-10-24,9653800.0
2019-04-02,3016700.0
2019-03-01,3541000.0
2019-01-28,3827500.0
2018-12-27,7913600.0
2019-09-09,4122700.0
2020-03-02,2522600.0
2020-05-20,2797200.0
2019-12-17,1589800.0
2020-03-05,1667600.0
2019-02-12,2958900.0
2019-01-11,2085600.0
2018-12-10,2158300.0
2019-08-23,8494000.0
2018-11-08,7261200.0
2019-07-22,3463400.0
2019-06-20,2122500.0
2018-09-05,3172600.0
2019-04-17,3425900.0
2019-09-24,2337000.0
2019-12-20,1821300.0
2020-05-26,2223300.0
2019-04-30,1487200.0
2019-12-23,2802700.0
2020-03-11,1990700.0
2020-05-29,1589000.0
2019-12-26,6448100.0
2020-06-01,4463300.0
2019-05-02,4389100.0
2019-02-27,4236200.0
2018-11-23,4243200.0
2019-08-06,2257600.0
2018-07-18,2098600.0
2018-09-20,2175000.0
2018-10-22,2692100.0
2019-07-05,1796800.0
2019-06-03,3722400.0
2019-10-09,1576100.0
2019-10-11,2723800.0
2020-03-17,2654000.0
2020-06-04,1916400.0
2019-10-14,3932100.0
2020-03-20,3846600.0
2018-11-06,10912500.0
2019-06-18,25840800.0
2019-05-17,10560000.0
2019-04-15,6393500.0
2019-03-14,5448800.0
2019-01-09,6950900.0
2018-08-02,5344600.0
2018-10-05,4675300.0
2019-08-21,2619600.0
2019-10-17,1788400.0
2020-03-23,8675900.0
2020-06-10,3773600.0
2019-02-25,3073800.0
2020-01-07,3186400.0
2020-03-26,3645800.0
2019-10-23,3025400.0
