Dates,CRC
2018-06-20,38.209999084472656
2018-06-21,38.88999938964844
2018-06-25,41.72999954223633
2018-06-22,42.849998474121094
2018-06-26,41.0
2018-06-27,43.0
2018-06-28,43.9900016784668
2018-06-29,45.30699920654297
2018-07-02,44.689998626708984
2018-07-03,45.43000030517578
2018-07-05,44.959999084472656
2018-07-16,43.849998474121094
2018-09-18,44.880001068115234
2019-01-24,47.9900016784668
2019-09-05,45.040000915527344
2018-11-21,43.09000015258789
2020-01-13,41.029998779296875
2020-04-01,39.16999816894531
2020-06-19,39.220001220703125
2019-10-29,39.04999923706055
2020-01-16,39.310001373291016
2020-06-22,39.83000183105469
2018-10-03,40.349998474121094
2018-07-31,40.4900016784668
2019-03-12,39.41999816894531
2019-02-08,38.84000015258789
2019-01-07,36.52000045776367
2018-12-06,36.880001068115234
2019-08-19,36.25
2019-07-18,35.77000045776367
2019-05-15,34.75
2019-09-20,34.16999816894531
2019-11-01,34.5
2020-04-07,36.959999084472656
2020-06-25,35.04999923706055
2020-06-16,34.540000915527344
2019-11-04,33.95000076293945
2020-01-22,34.81999969482422
2019-11-07,32.459999084472656
2020-04-13,31.190000534057617
2019-07-01,29.139999389648438
2019-05-30,29.3700008392334
2018-08-15,29.100000381469727
2018-10-18,31.030000686645508
2019-03-27,33.83000183105469
2019-01-22,34.040000915527344
2018-12-21,35.15999984741211
2019-09-03,35.91999816894531
2018-11-19,36.77000045776367
2019-08-02,37.119998931884766
2020-01-28,39.0099983215332
2020-04-16,40.04999923706055
2019-11-13,42.369998931884766
2020-01-31,40.369998931884766
2018-12-04,39.939998626708984
2018-11-02,35.959999084472656
2019-07-16,37.18000030517578
2018-08-30,35.33000183105469
2018-10-01,39.310001373291016
2019-06-14,38.5099983215332
2019-05-13,38.18000030517578
2019-04-11,37.93000030517578
2019-02-06,38.08000183105469
2019-09-18,39.68000030517578
2020-02-03,40.970001220703125
2020-04-22,39.5
2019-11-19,41.7400016784668
2020-02-06,46.70000076293945
2019-11-22,45.22999954223633
2019-03-25,46.95000076293945
2019-02-21,47.31999969482422
2018-12-19,49.040000915527344
2018-07-12,48.709999084472656
2018-09-14,48.61000061035156
2018-08-13,49.290000915527344
2018-10-16,48.15999984741211
2019-07-31,44.61000061035156
2019-05-28,45.130001068115234
2019-04-26,44.02000045776367
2020-04-28,39.029998779296875
2019-11-25,39.939998626708984
2020-02-12,39.84000015258789
2020-05-01,38.84000015258789
2020-05-04,38.790000915527344
2019-06-12,35.970001220703125
2019-04-09,36.47999954223633
2019-03-08,34.84000015258789
2019-02-04,31.950000762939453
2018-07-27,34.11000061035156
2018-08-28,31.329999923706055
2019-01-03,31.0
2019-08-15,31.299999237060547
2018-10-31,28.600000381469727
2019-09-16,31.010000228881836
2020-02-18,31.18000030517578
2020-05-07,33.91999816894531
2018-08-17,30.90999984741211
2019-12-04,30.549999237060547
2020-02-21,29.68000030517578
2018-12-17,29.040000915527344
2019-08-30,25.579999923706055
2018-11-15,28.059999465942383
2019-07-29,25.389999389648438
2019-06-27,24.940000534057617
2019-04-24,23.670000076293945
2018-07-10,25.170000076293945
2018-09-12,24.040000915527344
2019-02-19,22.229999542236328
2019-01-18,21.940000534057617
2020-02-24,22.420000076293945
2020-05-13,25.270000457763672
2019-12-10,24.579999923706055
2020-02-27,24.360000610351562
2019-12-13,25.229999542236328
2020-05-19,23.68000030517578
2019-03-06,26.0
2018-11-30,24.600000381469727
2019-08-13,20.989999771118164
2019-07-12,22.489999771118164
2019-06-10,21.110000610351562
2019-05-09,21.3700008392334
2018-07-25,21.25
2018-09-27,20.799999237060547
2018-10-29,21.110000610351562
2019-10-16,20.649999618530273
2019-12-16,19.780000686645508
2020-03-04,18.100000381469727
2020-05-22,16.68000030517578
2019-10-01,15.520000457763672
2019-12-19,14.510000228881836
2018-09-10,14.25
2019-05-24,16.139999389648438
2018-08-09,17.65999984741211
2019-04-22,17.25
2019-03-21,16.18000030517578
2019-01-16,18.030000686645508
2019-08-28,18.229999542236328
2018-11-13,19.68000030517578
2018-10-12,21.100000381469727
2019-06-25,20.760000228881836
2020-03-10,20.520000457763672
2020-05-28,20.84000015258789
2019-10-07,20.049999237060547
2020-03-13,21.049999237060547
2019-10-10,21.020000457763672
2020-03-16,20.65999984741211
2020-06-03,21.15999984741211
2018-11-28,21.5
2018-09-25,20.200000762939453
2018-07-23,19.350000381469727
2018-08-24,19.709999084472656
2019-07-10,19.700000762939453
2019-05-07,19.690000534057617
2019-04-05,19.93000030517578
2019-03-04,20.690000534057617
2019-01-31,20.18000030517578
2019-09-12,19.989999771118164
2019-12-31,20.84000015258789
2020-03-19,20.479999542236328
2020-01-03,20.93000030517578
2020-06-09,18.709999084472656
2019-02-15,17.239999771118164
2019-01-14,18.579999923706055
2018-07-06,18.360000610351562
2018-08-07,19.200000762939453
2018-10-10,20.530000686645508
2018-12-13,21.309999465942383
2019-08-26,21.690000534057617
2019-07-25,22.0
2019-05-22,22.239999771118164
2019-03-19,21.25
2020-01-06,21.639999389648438
2020-03-25,21.579999923706055
2020-06-12,24.8700008392334
2019-10-22,23.8799991607666
2020-01-09,24.059999465942383
2020-06-15,23.780000686645508
2019-10-25,22.299999237060547
2020-03-31,21.700000762939453
2020-06-18,20.280000686645508
2019-04-03,19.8700008392334
2018-08-22,21.530000686645508
2018-10-25,23.100000381469727
2019-01-29,23.469999313354492
2018-12-28,23.600000381469727
2018-11-26,24.149999618530273
2019-08-09,25.469999313354492
2019-07-08,25.239999771118164
2019-06-06,27.0
2019-09-10,26.809999465942383
2020-01-15,25.270000457763672
2020-04-03,25.68000030517578
2019-10-31,25.809999465942383
2020-04-06,24.350000381469727
2020-06-24,26.610000610351562
2018-11-09,26.389999389648438
2019-07-23,27.3700008392334
2019-06-21,27.3700008392334
2019-05-20,27.010000228881836
2019-04-18,27.770000457763672
2018-09-06,29.739999771118164
2018-10-08,28.959999084472656
2019-02-13,28.649999618530273
2018-12-11,29.030000686645508
2019-09-25,29.040000915527344
2020-01-21,28.0
2020-04-09,27.760000228881836
2019-11-06,28.68000030517578
2020-01-24,27.149999618530273
2020-01-27,28.059999465942383
2020-04-15,28.440000534057617
2018-12-26,27.75
2019-08-07,26.299999237060547
2019-06-04,21.940000534057617
2018-09-21,21.350000381469727
2018-07-19,21.549999237060547
2018-08-20,20.81999969482422
2018-10-23,18.989999771118164
2019-05-03,20.40999984741211
2019-04-01,19.290000915527344
2019-02-28,20.420000076293945
2019-11-12,19.989999771118164
2020-01-30,20.0
2019-11-15,19.899999618530273
2020-04-21,20.43000030517578
2019-04-16,19.25
2019-03-15,19.639999389648438
2019-02-11,20.309999465942383
2019-01-10,21.770000457763672
2019-08-22,21.209999084472656
2018-11-07,21.520000457763672
2018-08-03,21.770000457763672
2018-09-04,19.010000228881836
2019-06-19,17.31999969482422
2019-09-23,17.0
2019-11-18,15.84000015258789
2020-02-05,17.200000762939453
2020-04-24,16.229999542236328
2019-03-29,16.6200008392334
2019-11-21,17.139999389648438
2020-04-27,17.309999465942383
2020-02-11,15.319999694824219
2020-04-30,15.25
2019-05-01,16.6200008392334
2019-02-26,16.6299991607666
2019-01-25,16.25
2018-12-24,17.049999237060547
2019-09-06,17.290000915527344
2018-07-17,16.450000762939453
2018-09-19,17.1299991607666
2019-08-05,18.5
2019-10-08,19.25
2019-12-11,19.489999771118164
2019-11-27,19.399999618530273
2020-02-14,18.649999618530273
2020-05-06,19.719999313354492
2019-01-08,20.100000381469727
2018-12-07,19.899999618530273
2019-08-20,20.450000762939453
2018-11-05,19.5
2019-07-19,18.6299991607666
2018-10-04,17.799999237060547
2019-06-17,18.25
2019-05-16,17.979999542236328
2018-08-01,19.559999465942383
2019-03-13,19.600000381469727
2019-12-03,19.510000228881836
2020-02-20,19.850000381469727
2019-12-06,19.09000015258789
2020-05-12,18.329999923706055
2019-12-09,15.359999656677246
2020-02-26,14.279999732971191
2020-05-15,14.680000305175781
2019-03-28,15.020000457763672
2018-09-17,15.619999885559082
2018-08-16,15.630000114440918
2018-10-19,14.829999923706055
2019-04-29,15.069999694824219
2019-01-23,13.979999542236328
2019-09-04,15.520000457763672
2018-11-20,14.800000190734863
2019-07-02,12.649999618530273
2019-05-31,11.229999542236328
2019-12-12,11.470000267028809
2020-05-18,10.25
2019-09-27,10.09000015258789
2020-03-03,10.670000076293945
2020-05-21,10.010000228881836
2019-05-14,10.130000114440918
2018-08-31,10.199999809265137
2018-07-30,9.199999809265137
2018-10-02,9.130000114440918
2019-04-12,10.119999885559082
2019-03-11,9.819999694824219
2019-02-07,9.5600004196167
2019-07-17,10.140000343322754
2019-09-19,9.40999984741211
2019-10-21,9.390000343322754
2019-12-18,9.1899995803833
2020-03-06,9.350000381469727
2019-10-03,9.720000267028809
2020-03-09,10.289999961853027
2020-05-27,9.270000457763672
2019-12-24,8.770000457763672
2020-03-12,9.15999984741211
2018-12-20,9.600000381469727
2019-08-01,10.329999923706055
2018-08-14,11.960000038146973
2018-07-13,12.329999923706055
2018-10-17,11.1899995803833
2019-05-29,11.979999542236328
2019-03-26,13.800000190734863
2019-02-22,15.890000343322754
2019-10-04,13.75
2019-11-05,14.36299991607666
2019-12-27,11.859999656677246
2020-06-02,10.989999771118164
2019-12-30,11.0
2020-03-18,10.149999618530273
2020-06-05,10.34000015258789
2019-07-15,10.050000190734863
2018-12-03,9.989999771118164
2019-06-13,10.270000457763672
2019-01-04,9.699999809265137
2018-08-29,9.020000457763672
2019-02-05,9.130000114440918
2018-11-01,8.800000190734863
2019-08-16,8.34000015258789
2019-04-10,8.079999923706055
2019-09-17,8.460000038146973
2019-10-15,9.039999961853027
2020-01-02,8.5
2020-06-08,8.029999732971191
2019-10-18,8.029999732971191
2020-03-24,7.849999904632568
2020-06-11,8.020000457763672
2020-01-08,7.480000019073486
2019-04-25,7.909999847412109
2019-07-30,7.989999771118164
2019-02-20,8.09000015258789
2018-07-11,7.400000095367432
2018-09-13,7.650000095367432
2018-10-15,7.150000095367432
2019-06-28,7.360000133514404
2018-12-18,5.909999847412109
2018-11-16,7.260000228881836
2019-10-02,8.789999961853027
2020-03-27,9.770000457763672
2020-01-10,9.109999656677246
2019-10-24,9.210000038146973
2020-03-30,8.970000267028809
2020-06-17,8.460000038146973
2020-01-14,8.239999771118164
2020-04-02,7.949999809265137
2019-01-02,8.109999656677246
2019-08-14,8.260000228881836
2018-10-30,8.529999732971191
2019-06-11,8.350000381469727
2019-05-10,7.260000228881836
2019-04-08,6.679999828338623
2018-08-27,6.539999961853027
2018-07-26,6.099999904632568
2018-09-28,6.489999771118164
2019-03-07,6.480000019073486
2019-10-30,6.599999904632568
2020-01-17,6.730000019073486
2020-06-23,6.5
2020-04-08,6.71999979019165
2020-06-26,7.849999904632568
2019-03-22,7.320000171661377
2019-01-17,7.5
2019-08-29,8.229999542236328
2018-11-14,8.5
2019-06-26,8.170000076293945
2018-09-11,8.800000190734863
2018-07-09,8.829999923706055
2018-08-10,8.5600004196167
2019-04-23,9.100000381469727
2019-09-30,9.25
2020-01-23,9.609999656677246
2019-11-08,9.350000381469727
2020-04-14,9.489999771118164
2019-11-11,9.470000267028809
2020-01-29,9.510000228881836
2020-04-17,9.199999809265137
2018-07-24,8.630000114440918
2018-09-26,9.239999771118164
2019-05-08,10.069999694824219
2019-03-05,10.949999809265137
2019-02-01,10.430000305175781
2018-12-31,10.25
2018-11-29,9.420000076293945
2019-08-12,8.8100004196167
2019-07-11,8.380000114440918
2019-09-13,8.430000305175781
2019-11-14,8.600000381469727
2020-04-20,8.75
2020-02-04,8.949999809265137
2020-04-23,8.350000381469727
2018-12-14,8.300000190734863
2019-08-27,7.889999866485596
2018-08-08,7.800000190734863
2018-10-11,6.769999980926514
2018-11-12,7.21999979019165
2019-07-26,7.449999809265137
2019-06-24,6.75
2019-05-23,7.110000133514404
2019-03-20,7.329999923706055
2019-01-15,7.150000095367432
2019-11-20,7.119999885559082
2020-02-07,7.300000190734863
2020-02-10,6.96999979019165
2020-04-29,6.840000152587891
2019-11-26,7.210000038146973
2020-02-13,7.039999961853027
2019-01-30,6.519999980926514
2018-08-23,6.639999866485596
2018-09-24,6.199999809265137
