Dates,CRC
2018-06-20,37.52000045776367
2018-06-21,38.02000045776367
2018-06-25,41.72999954223633
2018-06-22,40.16999816894531
2018-06-26,40.20000076293945
2018-06-27,42.840999603271484
2018-06-28,42.369998931884766
2018-06-29,44.689998626708984
2018-07-02,43.380001068115234
2018-07-03,43.52000045776367
2018-07-05,43.733001708984375
2018-07-16,43.65999984741211
2018-09-18,44.849998474121094
2019-01-24,45.099998474121094
2019-09-05,42.15999984741211
2018-11-21,40.20000076293945
2020-01-13,40.2599983215332
2020-04-01,38.04999923706055
2020-06-19,38.584999084472656
2019-10-29,37.709999084472656
2020-01-16,39.25
2020-06-22,38.59000015258789
2018-10-03,39.400001525878906
2018-07-31,39.310001373291016
2019-03-12,38.709999084472656
2019-02-08,36.77000045776367
2019-01-07,35.72999954223633
2018-12-06,36.11000061035156
2019-08-19,35.361000061035156
2019-07-18,33.63999938964844
2019-05-15,34.16999816894531
2019-09-20,31.979999542236328
2019-11-01,33.58000183105469
2020-04-07,35.529998779296875
2020-06-25,33.849998474121094
2020-06-16,33.689998626708984
2019-11-04,33.90999984741211
2020-01-22,31.600000381469727
2019-11-07,31.65999984741211
2020-04-13,27.325000762939453
2019-07-01,28.149999618530273
2019-05-30,28.559999465942383
2018-08-15,28.951000213623047
2018-10-18,31.0
2019-03-27,33.599998474121094
2019-01-22,32.650001525878906
2018-12-21,34.77000045776367
2019-09-03,35.81999969482422
2018-11-19,35.54999923706055
2019-08-02,36.41999816894531
2020-01-28,38.900001525878906
2020-04-16,39.762001037597656
2019-11-13,39.61000061035156
2020-01-31,38.869998931884766
2018-12-04,36.79999923706055
2018-11-02,35.5
2019-07-16,35.65999984741211
2018-08-30,35.119998931884766
2018-10-01,38.0
2019-06-14,37.279998779296875
2019-05-13,37.5099983215332
2019-04-11,36.689998626708984
2019-02-06,37.599998474121094
2019-09-18,39.47999954223633
2020-02-03,38.47999954223633
2020-04-22,38.70000076293945
2019-11-19,41.52000045776367
2020-02-06,46.27000045776367
2019-11-22,44.619998931884766
2019-03-25,46.742000579833984
2019-02-21,47.314998626708984
2018-12-19,47.849998474121094
2018-07-12,47.529998779296875
2018-09-14,48.380001068115234
2018-08-13,47.65999984741211
2018-10-16,44.62699890136719
2019-07-31,44.02000045776367
2019-05-28,43.79999923706055
2019-04-26,40.0
2020-04-28,38.0099983215332
2019-11-25,37.75
2020-02-12,37.900001525878906
2020-05-01,37.86000061035156
2020-05-04,36.5
2019-06-12,35.51100158691406
2019-04-09,34.689998626708984
2019-03-08,33.444000244140625
2019-02-04,31.709999084472656
2018-07-27,30.729999542236328
2018-08-28,30.709999084472656
2019-01-03,30.1299991607666
2019-08-15,28.579999923706055
2018-10-31,28.110000610351562
2019-09-16,30.829999923706055
2020-02-18,29.860000610351562
2020-05-07,28.850000381469727
2018-08-17,29.649999618530273
2019-12-04,28.260000228881836
2020-02-21,28.610000610351562
2018-12-17,26.8700008392334
2019-08-30,25.09000015258789
2018-11-15,25.270000457763672
2019-07-29,23.420000076293945
2019-06-27,23.56999969482422
2019-04-24,23.149999618530273
2018-07-10,24.280000686645508
2018-09-12,22.8799991607666
2019-02-19,20.90999984741211
2019-01-18,21.799999237060547
2020-02-24,22.34000015258789
2020-05-13,23.719999313354492
2019-12-10,23.809999465942383
2020-02-27,23.670000076293945
2019-12-13,24.260000228881836
2020-05-19,23.020000457763672
2019-03-06,24.670000076293945
2018-11-30,23.510000228881836
2019-08-13,20.0
2019-07-12,21.799999237060547
2019-06-10,19.829999923706055
2019-05-09,20.43000030517578
2018-07-25,21.09000015258789
2018-09-27,20.68000030517578
2018-10-29,20.59000015258789
2019-10-16,19.6299991607666
2019-12-16,17.649999618530273
2020-03-04,16.959999084472656
2020-05-22,15.140000343322754
2019-10-01,14.630000114440918
2019-12-19,13.920000076293945
2018-09-10,13.479999542236328
2019-05-24,16.0
2018-08-09,16.31999969482422
2019-04-22,16.25
2019-03-21,15.850000381469727
2019-01-16,16.979999542236328
2019-08-28,18.0
2018-11-13,19.110000610351562
2018-10-12,19.610000610351562
2019-06-25,20.170000076293945
2020-03-10,20.15999984741211
2020-05-28,20.25
2019-10-07,19.81999969482422
2020-03-13,20.75
2019-10-10,20.760000228881836
2020-03-16,20.290000915527344
2020-06-03,20.9950008392334
2018-11-28,19.93000030517578
2018-09-25,19.219999313354492
2018-07-23,18.600000381469727
2018-08-24,19.65999984741211
2019-07-10,18.739999771118164
2019-05-07,19.15999984741211
2019-04-05,19.413000106811523
2019-03-04,19.84000015258789
2019-01-31,20.149999618530273
2019-09-12,19.8799991607666
2019-12-31,20.459999084472656
2020-03-19,20.389999389648438
2020-01-03,18.700000762939453
2020-06-09,16.860000610351562
2019-02-15,16.5
2019-01-14,18.15999984741211
2018-07-06,18.360000610351562
2018-08-07,19.111000061035156
2018-10-10,20.520000457763672
2018-12-13,21.25
2019-08-26,21.670000076293945
2019-07-25,21.110000610351562
2019-05-22,21.450000762939453
2019-03-19,21.150999069213867
2020-01-06,21.200000762939453
2020-03-25,20.959999084472656
2020-06-12,23.049999237060547
2019-10-22,23.305999755859375
2020-01-09,23.219999313354492
2020-06-15,22.5
2019-10-25,21.385000228881836
2020-03-31,21.020000457763672
2020-06-18,19.125
2019-04-03,19.760000228881836
2018-08-22,21.5
2018-10-25,23.040000915527344
2019-01-29,23.260000228881836
2018-12-28,23.295000076293945
2018-11-26,23.974000930786133
2019-08-09,24.8700008392334
2019-07-08,25.030000686645508
2019-06-06,26.75
2019-09-10,24.700000762939453
2020-01-15,23.639999389648438
2020-04-03,25.350000381469727
2019-10-31,24.760000228881836
2020-04-06,24.270000457763672
2020-06-24,25.579999923706055
2018-11-09,26.079999923706055
2019-07-23,26.799999237060547
2019-06-21,26.559999465942383
