Dates,RMD
2018-06-20,107.5
2018-06-21,107.58999633789062
2018-06-25,108.29000091552734
2018-06-22,107.93000030517578
2018-06-26,107.0999984741211
2018-06-27,106.1500015258789
2018-06-28,104.37999725341797
2018-06-29,105.05000305175781
2018-07-02,103.79000091552734
2018-07-03,104.18000030517578
2018-07-05,105.4800033569336
2018-07-16,107.4000015258789
2018-09-18,107.54000091552734
2019-01-24,108.55000305175781
2019-09-05,108.38999938964844
2018-11-21,109.20999908447266
2020-01-13,109.62999725341797
2020-04-01,109.27999877929688
2020-06-19,109.69000244140625
2019-10-29,109.7300033569336
2020-01-16,109.30000305175781
2020-06-22,109.97000122070312
2018-10-03,109.2699966430664
2018-07-31,109.77999877929688
2019-03-12,109.66999816894531
2019-02-08,109.05999755859375
2019-01-07,108.97000122070312
2018-12-06,106.29000091552734
2019-08-19,106.12999725341797
2019-07-18,107.3499984741211
2019-05-15,108.83999633789062
2019-09-20,106.4800033569336
2019-11-01,107.16000366210938
2020-04-07,107.80000305175781
2020-06-25,108.37999725341797
2020-06-16,109.62000274658203
2019-11-04,108.2699966430664
2020-01-22,108.77999877929688
2019-11-07,108.68000030517578
2020-04-13,107.58999633789062
2019-07-01,107.86000061035156
2019-05-30,107.23999786376953
2018-08-15,107.2699966430664
2018-10-18,107.41000366210938
2019-03-27,107.55999755859375
2019-01-22,108.44999694824219
2018-12-21,109.2300033569336
2019-09-03,110.79000091552734
2018-11-19,112.4800033569336
2019-08-02,112.66000366210938
2020-01-28,112.80000305175781
2020-04-16,112.66000366210938
2019-11-13,111.98999786376953
2020-01-31,112.01000213623047
2018-12-04,112.45999908447266
2018-11-02,112.87000274658203
2019-07-16,112.76000213623047
2018-08-30,111.76000213623047
2018-10-01,111.83999633789062
2019-06-14,114.0999984741211
2019-05-13,114.4800033569336
2019-04-11,114.5
2019-02-06,113.70999908447266
2019-09-18,113.54000091552734
2020-02-03,113.58000183105469
2020-04-22,114.8499984741211
2019-11-19,114.26000213623047
2020-02-06,115.52999877929688
2019-11-22,116.54000091552734
2019-03-25,115.6500015258789
2019-02-21,115.4000015258789
2018-12-19,116.63999938964844
2018-07-12,114.7699966430664
2018-09-14,114.02999877929688
2018-08-13,111.62999725341797
2018-10-16,110.55999755859375
2019-07-31,109.80000305175781
2019-05-28,108.19000244140625
2019-04-26,106.16000366210938
2020-04-28,104.22000122070312
2019-11-25,104.3499984741211
2020-02-12,103.87999725341797
2020-05-01,106.08000183105469
2020-05-04,106.86000061035156
2019-06-12,106.63999938964844
2019-04-09,105.44000244140625
2019-03-08,103.37000274658203
2019-02-04,101.33000183105469
2018-07-27,101.30000305175781
2018-08-28,99.26000213623047
2019-01-03,104.80000305175781
2019-08-15,105.76000213623047
2018-10-31,105.25
2019-09-16,107.27999877929688
2020-02-18,106.45999908447266
2020-05-07,107.87999725341797
2018-08-17,106.06999969482422
2019-12-04,105.3499984741211
2020-02-21,107.80999755859375
2018-12-17,108.77999877929688
2019-08-30,108.26000213623047
2018-11-15,107.0
2019-07-29,103.94000244140625
2019-06-27,103.0
2019-04-24,104.2699966430664
2018-07-10,105.38999938964844
2018-09-12,104.33000183105469
2019-02-19,102.26000213623047
2019-01-18,103.41000366210938
2020-02-24,104.0
2020-05-13,104.81999969482422
2019-12-10,105.83999633789062
2020-02-27,108.97000122070312
2019-12-13,111.2699966430664
2020-05-19,112.0999984741211
2019-03-06,113.08000183105469
2018-11-30,113.44999694824219
2019-08-13,112.37000274658203
2019-07-12,112.18000030517578
2019-06-10,113.16000366210938
2019-05-09,114.80999755859375
2018-07-25,116.31999969482422
2018-09-27,116.12000274658203
2018-10-29,114.25
2019-10-16,112.72000122070312
2019-12-16,112.23999786376953
2020-03-04,113.12000274658203
2020-05-22,109.87000274658203
2019-10-01,109.19000244140625
2019-12-19,106.72000122070312
2018-09-10,108.94999694824219
2019-05-24,111.1500015258789
2018-08-09,113.23999786376953
2019-04-22,114.98999786376953
2019-03-21,113.26000213623047
2019-01-16,110.93000030517578
2019-08-28,112.37999725341797
2018-11-13,112.5999984741211
2018-10-12,113.55999755859375
2019-06-25,115.27999877929688
2020-03-10,115.47000122070312
2020-05-28,115.01000213623047
2019-10-07,114.41000366210938
2020-03-13,116.25
2019-10-10,118.12999725341797
2020-03-16,117.83999633789062
2020-06-03,118.5
2018-11-28,117.72000122070312
2018-09-25,117.70999908447266
2018-07-23,117.3499984741211
2018-08-24,100.56999969482422
2019-07-10,94.16999816894531
2019-05-07,92.95999908447266
2019-04-05,94.08999633789062
2019-03-04,95.37999725341797
2019-01-31,95.83000183105469
2019-09-12,94.62999725341797
2019-12-31,96.23999786376953
2020-03-19,95.91999816894531
2020-01-03,96.06999969482422
2020-06-09,97.19999694824219
2019-02-15,97.73999786376953
2019-01-14,98.37000274658203
2018-07-06,99.4000015258789
2018-08-07,99.88999938964844
2018-10-10,100.48999786376953
2018-12-13,101.08000183105469
2019-08-26,99.81999969482422
2019-07-25,100.27999877929688
2019-05-22,101.45999908447266
2019-03-19,102.12999725341797
2020-01-06,101.7300033569336
2020-03-25,102.08000183105469
2020-06-12,103.4800033569336
2019-10-22,103.29000091552734
2020-01-09,103.70999908447266
2020-06-15,102.68000030517578
2019-10-25,102.44999694824219
2020-03-31,101.06999969482422
2020-06-18,101.33999633789062
2019-04-03,101.9000015258789
2018-08-22,103.1500015258789
2018-10-25,103.48999786376953
2019-01-29,102.56999969482422
2018-12-28,101.7300033569336
2018-11-26,100.61000061035156
2019-08-09,98.19000244140625
2019-07-08,100.80000305175781
2019-06-06,101.2300033569336
2019-09-10,101.91000366210938
2020-01-15,101.76000213623047
2020-04-03,103.45999908447266
2019-10-31,102.33000183105469
2020-04-06,102.7699966430664
2020-06-24,104.08000183105469
2018-11-09,105.18000030517578
2019-07-23,105.25
2019-06-21,105.4000015258789
2019-05-20,102.43000030517578
2019-04-18,101.93000030517578
2018-09-06,101.70999908447266
2018-10-08,102.0
2019-02-13,102.48999786376953
2018-12-11,101.58999633789062
2019-09-25,102.56999969482422
2020-01-21,103.16000366210938
2020-04-09,104.23999786376953
2019-11-06,101.8499984741211
2020-01-24,99.44999694824219
2020-01-27,101.13999938964844
2020-04-15,101.94999694824219
2018-12-26,102.31999969482422
2019-08-07,102.69000244140625
2019-06-04,103.9800033569336
2018-09-21,104.06999969482422
2018-07-19,104.69000244140625
2018-08-20,105.37000274658203
2018-10-23,105.83999633789062
2019-05-03,114.9000015258789
2019-04-01,112.7300033569336
2019-02-28,112.98999786376953
2019-11-12,112.20999908447266
2020-01-30,112.19000244140625
2019-11-15,112.51000213623047
2020-04-21,111.27999877929688
2019-04-16,112.76000213623047
2019-03-15,113.04000091552734
2019-02-11,114.6500015258789
2019-01-10,114.16000366210938
2019-08-22,112.80000305175781
2018-11-07,113.37999725341797
2018-08-03,113.29000091552734
2018-09-04,112.87999725341797
2019-06-19,114.36000061035156
2019-09-23,115.55999755859375
2019-11-18,113.33000183105469
2020-02-05,113.6500015258789
2020-04-24,114.5
2019-03-29,114.80999755859375
2019-11-21,114.55999755859375
2020-04-27,115.52999877929688
2020-02-11,117.56999969482422
2020-04-30,117.9800033569336
2019-05-01,118.93000030517578
2019-02-26,120.0
2019-01-25,119.6500015258789
2018-12-24,119.9800033569336
2019-09-06,119.58000183105469
2018-07-17,119.27999877929688
2018-09-19,119.80999755859375
2019-08-05,121.0
2019-10-08,123.33000183105469
2019-12-11,122.41000366210938
2019-11-27,121.25
2020-02-14,121.38999938964844
2020-05-06,120.4000015258789
2019-01-08,120.77999877929688
2018-12-07,122.0999984741211
2019-08-20,123.83000183105469
2018-11-05,123.73999786376953
2019-07-19,124.7300033569336
2018-10-04,124.68000030517578
2019-06-17,124.4000015258789
2019-05-16,124.08000183105469
2018-08-01,124.94000244140625
2019-03-13,124.9000015258789
2019-12-03,124.61000061035156
2020-02-20,124.8499984741211
2019-12-06,124.1500015258789
2020-05-12,124.41000366210938
2019-12-09,125.31999969482422
2020-02-26,125.79000091552734
2020-05-15,124.7300033569336
2019-03-28,124.05999755859375
2018-09-17,125.5
2018-08-16,124.91000366210938
2018-10-19,132.8800048828125
2019-04-29,129.52000427246094
2019-01-23,131.5800018310547
2019-09-04,130.77000427246094
2018-11-20,133.1699981689453
2019-07-02,132.8699951171875
2019-05-31,129.32000732421875
2019-12-12,129.5399932861328
2020-05-18,129.52999877929688
2019-09-27,131.6199951171875
2020-03-03,132.14999389648438
2020-05-21,132.8699951171875
2019-05-14,135.4499969482422
2018-08-31,134.74000549316406
2018-07-30,132.88999938964844
2018-10-02,134.6300048828125
2019-04-12,136.25
2019-03-11,136.88999938964844
2019-02-07,137.3800048828125
2019-07-17,137.07000732421875
2019-09-19,136.19000244140625
2019-10-21,135.1699981689453
2019-12-18,136.6300048828125
2020-03-06,137.1199951171875
2019-10-03,138.80999755859375
2020-03-09,139.75999450683594
2020-05-27,138.5500030517578
2019-12-24,138.99000549316406
2020-03-12,140.60000610351562
2018-12-20,141.25
2019-08-01,140.07000732421875
2018-08-14,134.72000122070312
2018-07-13,135.22000122070312
2018-10-17,136.1999969482422
2019-05-29,133.7899932861328
2019-03-26,132.75999450683594
2019-02-22,134.3699951171875
2019-10-04,134.0399932861328
2019-11-05,134.08999633789062
2019-12-27,135.10000610351562
2020-06-02,136.66000366210938
2019-12-30,137.92999267578125
2020-03-18,136.2899932861328
2020-06-05,136.61000061035156
2019-07-15,135.5399932861328
2018-12-03,136.22999572753906
2019-06-13,135.8800048828125
2019-01-04,133.1300048828125
2018-08-29,130.52999877929688
2019-02-05,132.44000244140625
