Dates,RMD
2018-06-20,104.24348449707031
2018-06-21,104.45820617675781
2018-06-25,105.3365707397461
2018-06-22,102.98448181152344
2018-06-26,103.82382202148438
2018-06-27,100.94471740722656
2018-06-28,101.57909393310547
2018-06-29,101.09110260009766
2018-07-02,101.28630828857422
2018-07-03,101.03255462646484
2018-07-05,102.7307357788086
2018-07-16,104.25325012207031
2018-09-18,104.65339660644531
2019-01-24,105.40489959716797
2019-09-05,104.98522186279297
2018-11-21,106.40038299560547
2020-01-13,106.49797821044922
2020-04-01,106.35159301757812
2020-06-19,106.75172424316406
2019-10-29,105.91238403320312
2020-01-16,106.19542694091797
2020-06-22,106.70294952392578
2018-10-03,106.4296646118164
2018-07-31,106.36135864257812
2019-03-12,106.70294952392578
2019-02-08,106.04904174804688
2019-01-07,103.92141723632812
2018-12-06,102.13539123535156
2019-08-19,103.23822784423828
2019-07-18,104.40940856933594
2019-05-15,106.000244140625
2019-09-20,102.22322082519531
2019-11-01,104.23372650146484
2020-04-07,105.15113830566406
2020-06-25,105.32682037353516
2020-06-16,105.49274444580078
2019-11-04,105.19017791748047
2020-01-22,104.1654281616211
2019-11-07,105.65864562988281
2020-04-13,104.92415618896484
2019-07-01,104.6303482055664
2019-05-30,104.59117889404297
2018-08-15,104.199462890625
2018-10-18,104.65975189208984
2019-03-27,105.0318832397461
2019-01-22,106.01119232177734
2018-12-21,106.64775848388672
2019-09-03,108.44969940185547
2018-11-19,109.2233657836914
2019-08-02,110.05577850341797
2020-01-28,110.07536315917969
2020-04-16,109.10585021972656
2019-11-13,109.53673553466797
2020-01-31,109.66405487060547
2018-12-04,109.6150894165039
2018-11-02,109.72281646728516
2019-07-16,109.69342803955078
2018-08-30,109.02750396728516
2018-10-01,109.34087371826172
2019-06-14,111.72061157226562
2019-05-13,111.8675308227539
2019-04-11,110.42792510986328
2019-02-06,111.08406066894531
2019-09-18,110.2810287475586
2020-02-03,111.1330337524414
2020-04-22,111.47579193115234
2019-11-19,111.63249206542969
2020-02-06,112.97415924072266
2019-11-22,113.16023254394531
2019-03-25,112.22006225585938
2019-02-21,112.95455932617188
2018-12-19,112.78807067871094
2018-07-12,111.51497650146484
2018-09-14,109.43881225585938
2018-08-13,107.51935577392578
2018-10-16,107.53893280029297
2019-07-31,105.63905334472656
2019-05-28,104.10153198242188
2019-04-26,101.02645874023438
2020-04-28,99.73375701904297
2019-11-25,101.11459350585938
2020-02-12,100.5661849975586
2020-05-01,103.8175277709961
2020-05-04,104.45408630371094
2019-06-12,102.85778045654297
2019-04-09,100.85020446777344
2019-03-08,100.5074234008789
2019-02-04,98.54878234863281
2018-07-27,96.03194427490234
2018-08-28,96.46284484863281
2019-01-03,101.947021484375
2019-08-15,101.02645874023438
2018-10-31,103.01448822021484
2019-09-16,103.7293930053711
2020-02-18,103.80772399902344
2020-05-07,103.52371978759766
2018-08-17,102.82841491699219
2019-12-04,102.81861114501953
2020-02-21,105.73748016357422
2018-12-17,106.6514663696289
2019-08-30,105.09867095947266
2018-11-15,101.95376586914062
2019-07-29,99.94889068603516
2019-06-27,99.88992309570312
2019-04-24,102.43533325195312
2018-07-10,102.38619232177734
2018-09-12,100.80391693115234
2019-02-19,99.86044311523438
2019-01-18,101.07909393310547
2020-02-24,101.90463256835938
2020-05-13,102.9365463256836
2019-12-10,103.77190399169922
2020-02-27,106.99544525146484
2019-12-13,108.59737396240234
2020-05-19,109.86515808105469
2019-03-06,111.08380889892578
2018-11-30,110.19930267333984
2019-08-13,110.41551971435547
2019-07-12,108.09614562988281
2019-06-10,110.95606231689453
2019-05-09,111.97814178466797
2018-07-25,113.1771469116211
2018-09-27,113.34420776367188
2018-10-29,110.98553466796875
2019-10-16,108.85289001464844
2019-12-16,109.72756958007812
2020-03-04,107.64407348632812
2020-05-22,105.61954498291016
2019-10-01,104.61710357666016
2019-12-19,101.737548828125
2018-09-10,107.00526428222656
2019-05-24,109.22636413574219
2018-08-09,110.11087036132812
2019-04-22,111.90935516357422
2019-03-21,109.84550476074219
2019-01-16,104.64659118652344
2019-08-28,108.29271697998047
2018-11-13,109.30496978759766
2018-10-12,111.55554962158203
2019-06-25,112.57763671875
2020-03-10,113.4031753540039
2020-05-28,112.8331527709961
2019-10-07,111.62435150146484
2020-03-13,113.67835235595703
2019-10-10,114.87734985351562
2020-03-16,115.38839721679688
2020-06-03,115.81098175048828
2018-11-28,115.44735717773438
2018-09-25,115.20166778564453
2018-07-23,115.2802963256836
2018-08-24,92.93182373046875
2019-07-10,89.98348999023438
2019-05-07,90.4552230834961
2019-04-05,92.1259536743164
2019-03-04,93.53133392333984
2019-01-31,92.00801849365234
2019-09-12,92.7057876586914
2019-12-31,93.5215072631836
2020-03-19,94.31079864501953
2020-01-03,94.43905639648438
2020-06-09,95.51447296142578
2019-02-15,95.90912628173828
2019-01-14,96.89573669433594
2018-07-06,97.6061019897461
2018-08-07,98.10928344726562
2018-10-10,99.10575866699219
2018-12-13,98.41513061523438
2019-08-26,98.43486022949219
2019-07-25,98.76044464111328
2019-05-22,99.88518524169922
2019-03-19,100.29956817626953
2020-01-06,99.45108032226562
2020-03-25,100.45742797851562
2020-06-12,101.05926513671875
2019-10-22,101.73015594482422
2020-01-09,100.53636169433594
2020-06-15,101.05926513671875
2019-10-25,99.26361846923828
2020-03-31,99.14521789550781
2020-06-18,99.64839935302734
2019-04-03,100.04305267333984
2018-08-22,101.39471435546875
2018-10-25,101.25658416748047
