Dates,RMD
2018-06-20,388000.0
2018-06-21,432600.0
2018-06-25,965800.0
2018-06-22,749400.0
2018-06-26,564600.0
2018-06-27,853700.0
2018-06-28,460500.0
2018-06-29,838100.0
2018-07-02,617100.0
2018-07-03,380800.0
2018-07-05,941600.0
2018-07-16,467000.0
2018-09-18,642100.0
2019-01-24,740900.0
2019-09-05,702000.0
2018-11-21,680500.0
2020-01-13,458000.0
2020-04-01,545000.0
2020-06-19,735300.0
2019-10-29,662300.0
2020-01-16,617900.0
2020-06-22,612900.0
2018-10-03,487200.0
2018-07-31,492000.0
2019-03-12,862500.0
2019-02-08,668200.0
2019-01-07,548600.0
2018-12-06,831900.0
2019-08-19,824500.0
2019-07-18,820700.0
2019-05-15,979200.0
2019-09-20,1330000.0
2019-11-01,1018600.0
2020-04-07,1124700.0
2020-06-25,644000.0
2020-06-16,684900.0
2019-11-04,528100.0
2020-01-22,632300.0
2019-11-07,828900.0
2020-04-13,504600.0
2019-07-01,754900.0
2019-05-30,755100.0
2018-08-15,885500.0
2018-10-18,987600.0
2019-03-27,639100.0
2019-01-22,916500.0
2018-12-21,478900.0
2019-09-03,602200.0
2018-11-19,774800.0
2019-08-02,631500.0
2020-01-28,419500.0
2020-04-16,732500.0
2019-11-13,554700.0
2020-01-31,672000.0
2018-12-04,624500.0
2018-11-02,454900.0
2019-07-16,514300.0
2018-08-30,667700.0
2018-10-01,409800.0
2019-06-14,874500.0
2019-05-13,598800.0
2019-04-11,676600.0
2019-02-06,877000.0
2019-09-18,499000.0
2020-02-03,463400.0
2020-04-22,1089200.0
2019-11-19,426200.0
2020-02-06,769900.0
2019-11-22,897000.0
2019-03-25,473900.0
2019-02-21,564100.0
2018-12-19,376800.0
2018-07-12,768600.0
2018-09-14,592300.0
2018-08-13,543100.0
2018-10-16,551300.0
2019-07-31,548800.0
2019-05-28,620400.0
2019-04-26,697000.0
2020-04-28,878000.0
2019-11-25,653500.0
2020-02-12,549800.0
2020-05-01,637800.0
2020-05-04,449500.0
2019-06-12,713600.0
2019-04-09,729000.0
2019-03-08,783300.0
2019-02-04,945900.0
2018-07-27,669300.0
2018-08-28,1179000.0
2019-01-03,1952900.0
2019-08-15,1214100.0
2018-10-31,764100.0
2019-09-16,1129800.0
2020-02-18,843300.0
2020-05-07,709800.0
2018-08-17,854600.0
2019-12-04,626300.0
2020-02-21,928600.0
2018-12-17,544700.0
2019-08-30,470500.0
2018-11-15,625200.0
2019-07-29,751300.0
2019-06-27,513600.0
2019-04-24,567300.0
2018-07-10,869800.0
