Dates,CDNS
2019-02-19,2678800.0
2019-01-18,1513500.0
2020-02-24,472200.0
2020-05-13,1208500.0
2019-12-10,1194700.0
2020-02-27,1826100.0
2019-12-13,1113100.0
2020-05-19,1991100.0
2019-03-06,2047800.0
2018-11-30,2287900.0
2019-08-13,2771300.0
2019-07-12,1817300.0
2019-06-10,1861700.0
2019-05-09,1511000.0
2018-07-25,1310300.0
2018-09-27,927400.0
2018-10-29,1294000.0
2019-10-16,1682200.0
2019-12-16,2382100.0
2020-03-04,2381700.0
2020-05-22,1975400.0
2019-10-01,4200700.0
2019-12-19,1287800.0
2018-09-10,1587900.0
2019-05-24,1566600.0
2018-08-09,1244000.0
2019-04-22,1202200.0
2019-03-21,1463600.0
2019-01-16,1823400.0
2019-08-28,1775500.0
2018-11-13,1720200.0
2018-10-12,1468800.0
2019-06-25,1177800.0
2020-03-10,928800.0
2020-05-28,1221900.0
2019-10-07,1053000.0
2020-03-13,1533000.0
2019-10-10,1022200.0
2020-03-16,1263100.0
2020-06-03,1924700.0
2018-11-28,1685000.0
2018-09-25,1088500.0
2018-07-23,1194900.0
2018-08-24,1536200.0
2019-07-10,1086200.0
2019-05-07,1020000.0
2019-04-05,1633100.0
2019-03-04,2044600.0
2019-01-31,1532900.0
2019-09-12,2103600.0
2019-12-31,1369500.0
2020-03-19,1402400.0
2020-01-03,1393700.0
2020-06-09,1295600.0
2019-02-15,1497700.0
2019-01-14,1878500.0
2018-07-06,1872200.0
2018-08-07,2029100.0
2018-10-10,2098200.0
2018-12-13,3014800.0
2019-08-26,4325400.0
2019-07-25,2478100.0
2019-05-22,3291100.0
2019-03-19,2281900.0
2020-01-06,2224000.0
2020-03-25,2088200.0
2020-06-12,2166000.0
2019-10-22,1717600.0
2020-01-09,2447500.0
2020-06-15,2237400.0
2019-10-25,1917900.0
2020-03-31,2166800.0
2020-06-18,1835900.0
2019-04-03,1988000.0
2018-08-22,2021500.0
2018-10-25,2088400.0
2019-01-29,1965800.0
2018-12-28,4051100.0
2018-11-26,3537000.0
2019-08-09,2383000.0
2019-07-08,1807800.0
2019-06-06,1998500.0
2019-09-10,1925100.0
2020-01-15,2123000.0
2020-04-03,1822300.0
2019-10-31,1718700.0
2020-04-06,1478600.0
2020-06-24,1899100.0
2018-11-09,2283800.0
2019-07-23,2256300.0
2019-06-21,2994400.0
2019-05-20,3546100.0
2019-04-18,1939100.0
2018-09-06,1946000.0
2018-10-08,1497000.0
2019-02-13,1589100.0
2018-12-11,1027300.0
2019-09-25,1703300.0
2020-01-21,1332900.0
2020-04-09,2138700.0
2019-11-06,2021200.0
2020-01-24,3021900.0
2020-01-27,2307600.0
2020-04-15,5947500.0
2018-12-26,3186600.0
2019-08-07,2047100.0
2019-06-04,2177900.0
2018-09-21,1683000.0
2018-07-19,2154700.0
2018-08-20,1649300.0
2018-10-23,2359400.0
2019-05-03,2233800.0
2019-04-01,1628900.0
2019-02-28,2380700.0
2019-11-12,1696500.0
2020-01-30,1717200.0
2019-11-15,1736900.0
2020-04-21,1716900.0
2019-04-16,1827200.0
2019-03-15,2438800.0
2019-02-11,2102300.0
2019-01-10,2045800.0
2019-08-22,3520800.0
2018-11-07,2708800.0
2018-08-03,2697900.0
2018-09-04,2613000.0
2019-06-19,2100300.0
2019-09-23,3914500.0
2019-11-18,2704200.0
2020-02-05,1360500.0
2020-04-24,2349300.0
2019-03-29,2636100.0
2019-11-21,4211600.0
2020-04-27,2572700.0
2020-02-11,2461700.0
2020-04-30,1726700.0
2019-05-01,2039600.0
2019-02-26,2760000.0
2019-01-25,2267900.0
2018-12-24,2336200.0
2019-09-06,2064300.0
2018-07-17,2149900.0
2018-09-19,2226700.0
2019-08-05,3280200.0
2019-10-08,3027700.0
2019-12-11,2885700.0
2019-11-27,1960700.0
2020-02-14,2035200.0
2020-05-06,1798100.0
2019-01-08,1451900.0
2018-12-07,3560800.0
2019-08-20,2043100.0
2018-11-05,1966400.0
2019-07-19,1854900.0
2018-10-04,1244800.0
2019-06-17,1341900.0
2019-05-16,1918200.0
2018-08-01,1738900.0
2019-03-13,1904200.0
2019-12-03,1786200.0
2020-02-20,1483900.0
2019-12-06,1924500.0
2020-05-12,1778300.0
2019-12-09,2865800.0
2020-02-26,2148100.0
2020-05-15,3769900.0
2019-03-28,3923700.0
2018-09-17,2229200.0
2018-08-16,2296200.0
2018-10-19,1948000.0
2019-04-29,1427300.0
2019-01-23,1153600.0
2019-09-04,1660400.0
2018-11-20,2114200.0
2019-07-02,1802400.0
2019-05-31,2771300.0
2019-12-12,2132700.0
2020-05-18,2122700.0
2019-09-27,1980800.0
2020-03-03,1200300.0
2020-05-21,1484300.0
2019-05-14,2277800.0
2018-08-31,1883300.0
2018-07-30,1662600.0
2018-10-02,1420200.0
2019-04-12,1146000.0
2019-03-11,1586600.0
2019-02-07,1599800.0
2019-07-17,1915100.0
2019-09-19,2234900.0
2019-10-21,2715900.0
2019-12-18,2491600.0
2020-03-06,1751600.0
2019-10-03,2105000.0
2020-03-09,1665900.0
2020-05-27,2136000.0
2019-12-24,1671400.0
2020-03-12,1600100.0
2018-12-20,1559800.0
2019-08-01,1681100.0
2018-08-14,2319100.0
2018-07-13,1860300.0
2018-10-17,1803600.0
2019-05-29,1588300.0
2019-03-26,1674000.0
2019-02-22,2300300.0
2019-10-04,1901300.0
2019-11-05,1999300.0
2019-12-27,2840200.0
2020-06-02,1001900.0
2019-12-30,1867000.0
2020-03-18,1562700.0
2020-06-05,1029700.0
2019-07-15,1613800.0
2018-12-03,1592200.0
2019-06-13,1226900.0
2019-01-04,1780400.0
2018-08-29,1686800.0
2019-02-05,2988600.0
2018-11-01,1107500.0
2019-08-16,1775300.0
2019-04-10,911800.0
2019-09-17,1247900.0
2019-10-15,1535200.0
2020-01-02,1147400.0
2020-06-08,1481700.0
2019-10-18,1101100.0
2020-03-24,1333800.0
2020-06-11,1879900.0
2020-01-08,1785300.0
2019-04-25,3836400.0
2019-07-30,1876800.0
2019-02-20,1445000.0
2018-07-11,878300.0
2018-09-13,950300.0
2018-10-15,1405800.0
2019-06-28,1233000.0
2018-12-18,1693300.0
2018-11-16,2596800.0
2019-10-02,2450500.0
2020-03-27,2063200.0
2020-01-10,1030400.0
2019-10-24,1158000.0
2020-03-30,897100.0
2020-06-17,823000.0
2020-01-14,867600.0
2020-04-02,836400.0
2019-01-02,907700.0
2019-08-14,1481900.0
2018-10-30,1059400.0
2019-06-11,1561400.0
2019-05-10,1558800.0
2019-04-08,1319000.0
2018-08-27,1444700.0
2018-07-26,1480900.0
2018-09-28,2829200.0
2019-03-07,1484300.0
2019-10-30,1182600.0
2020-01-17,1925400.0
2020-06-23,2858300.0
2020-04-08,1712400.0
2020-06-26,1773500.0
2019-03-22,1303700.0
2019-01-17,1710800.0
2019-08-29,1395700.0
2018-11-14,1931400.0
2019-06-26,1820700.0
2018-09-11,1941500.0
2018-07-09,2388100.0
2018-08-10,2520500.0
2019-04-23,2108700.0
2019-09-30,1580000.0
2020-01-23,4451700.0
2019-11-08,1619900.0
2020-04-14,436500.0
2019-11-11,668500.0
2020-01-29,900600.0
2020-04-17,845700.0
2018-07-24,1538700.0
2018-09-26,1410700.0
2019-05-08,1317600.0
2019-03-05,1544700.0
2019-02-01,1664600.0
2018-12-31,1763100.0
2018-11-29,1514400.0
2019-08-12,950000.0
2019-07-11,1156400.0
2019-09-13,1023800.0
2019-11-14,1333600.0
2020-04-20,1242100.0
2020-02-04,1893500.0
2020-04-23,1630800.0
2018-12-14,1156600.0
2019-08-27,994300.0
2018-08-08,957100.0
2018-10-11,1259900.0
2018-11-12,1298100.0
2019-07-26,1241500.0
2019-06-24,1033200.0
2019-05-23,2452600.0
2019-03-20,1405900.0
2019-01-15,1371900.0
2019-11-20,1666800.0
2020-02-07,911600.0
2020-02-10,1157700.0
2020-04-29,1302900.0
2019-11-26,1419600.0
2020-02-13,1932800.0
2019-01-30,3253100.0
2018-08-23,1329700.0
2018-09-24,1540000.0
2018-11-27,2212000.0
2018-10-26,2394200.0
2019-07-09,1550300.0
2019-06-07,2361900.0
2019-05-06,2648000.0
2019-04-04,2477300.0
2019-09-11,2678900.0
2019-11-29,4698200.0
2020-05-05,2711100.0
2019-12-02,3162500.0
2020-02-19,2364400.0
2020-05-08,2163700.0
2019-05-21,3361000.0
2019-03-18,2793500.0
2018-09-07,2809600.0
2018-08-06,2918300.0
2018-10-09,4756600.0
2019-02-14,3988500.0
2018-12-12,3071600.0
2019-07-24,2719400.0
2019-09-26,3137600.0
2019-10-28,2584900.0
2019-12-05,3393500.0
2020-05-11,2954100.0
2019-07-03,4180100.0
2020-02-25,3940100.0
2020-05-14,2781400.0
2020-02-28,2228400.0
2019-08-08,2514300.0
2019-06-05,3451400.0
2018-07-20,2824100.0
2018-08-21,2959100.0
2018-10-24,2554900.0
2019-04-02,2332700.0
2019-03-01,2315200.0
2019-01-28,1932500.0
2018-12-27,1954300.0
2019-09-09,2521600.0
2020-03-02,2511000.0
2020-05-20,2245600.0
2019-12-17,2603100.0
2020-03-05,3958600.0
2019-02-12,2300700.0
2019-01-11,2938500.0
2018-12-10,3043100.0
2019-08-23,2273000.0
2018-11-08,2124500.0
2019-07-22,1517200.0
2019-06-20,2270600.0
2018-09-05,2689700.0
2019-04-17,3128900.0
2019-09-24,2894600.0
2019-12-20,2152000.0
2020-05-26,2008700.0
2019-04-30,2112000.0
2019-12-23,1480300.0
2020-03-11,1125700.0
2020-05-29,2019700.0
2019-12-26,1628800.0
2020-06-01,2768200.0
2019-05-02,2077700.0
2019-02-27,2549600.0
2018-11-23,2426300.0
2019-08-06,2214600.0
2018-07-18,2347500.0
2018-09-20,1510700.0
2018-10-22,1490300.0
2019-07-05,1703800.0
2019-06-03,1871500.0
2019-10-09,2392800.0
2019-10-11,2668200.0
2020-03-17,2119300.0
2020-06-04,1850700.0
2019-10-14,1717300.0
2020-03-20,1562500.0
2018-11-06,2280400.0
2019-06-18,2128900.0
2019-05-17,2075400.0
2019-04-15,1502300.0
2019-03-14,2063100.0
2019-01-09,1889400.0
2018-08-02,1828800.0
2018-10-05,1707100.0
2019-08-21,1705100.0
2019-10-17,1778500.0
2020-03-23,3048500.0
2020-06-10,1487900.0
2019-02-25,2081900.0
2020-01-07,1783700.0
2020-03-26,3256700.0
2019-10-23,3763600.0
