Dates,CDNS
2018-06-20,45.380001068115234
2018-06-21,45.459999084472656
2018-06-25,45.0
2018-06-22,43.790000915527344
2018-06-26,43.790000915527344
2018-06-27,44.11000061035156
2018-06-28,43.18000030517578
2018-06-29,43.529998779296875
2018-07-02,43.790000915527344
2018-07-03,44.36000061035156
2018-07-05,44.470001220703125
2018-07-16,45.040000915527344
2018-09-18,45.380001068115234
2019-01-24,44.939998626708984
2019-09-05,44.66999816894531
2018-11-21,45.63999938964844
2020-01-13,45.72999954223633
2020-04-01,45.369998931884766
2020-06-19,45.7599983215332
2019-10-29,45.720001220703125
2020-01-16,45.52000045776367
2020-06-22,45.599998474121094
2018-10-03,45.209999084472656
2018-07-31,46.54999923706055
2019-03-12,46.81999969482422
2019-02-08,46.9900016784668
2019-01-07,46.45000076293945
2018-12-06,45.290000915527344
2019-08-19,44.47999954223633
2019-07-18,44.58000183105469
2019-05-15,44.7400016784668
2019-09-20,44.959999084472656
2019-11-01,45.29999923706055
2020-04-07,45.470001220703125
2020-06-25,45.33000183105469
2020-06-16,45.58000183105469
2019-11-04,45.52000045776367
2020-01-22,45.68000030517578
2019-11-07,46.099998474121094
2020-04-13,45.81999969482422
2019-07-01,45.72999954223633
2019-05-30,45.380001068115234
2018-08-15,45.36000061035156
2018-10-18,45.63999938964844
2019-03-27,45.83000183105469
2019-01-22,46.7400016784668
2018-12-21,46.939998626708984
2019-09-03,47.16999816894531
2018-11-19,47.18000030517578
2019-08-02,47.38999938964844
2020-01-28,47.310001373291016
2020-04-16,47.400001525878906
2019-11-13,47.27000045776367
2020-01-31,46.720001220703125
2018-12-04,46.91999816894531
2018-11-02,46.70000076293945
2019-07-16,46.790000915527344
2018-08-30,46.66999816894531
2018-10-01,46.439998626708984
2019-06-14,46.470001220703125
2019-05-13,46.65999984741211
2019-04-11,46.40999984741211
2019-02-06,45.63999938964844
2019-09-18,45.33000183105469
2020-02-03,45.84000015258789
2020-04-22,45.93000030517578
2019-11-19,45.689998626708984
2020-02-06,45.93000030517578
2019-11-22,45.81999969482422
2019-03-25,45.119998931884766
2019-02-21,45.34000015258789
2018-12-19,45.689998626708984
2018-07-12,45.11000061035156
2018-09-14,45.11000061035156
2018-08-13,44.810001373291016
2018-10-16,43.70000076293945
2019-07-31,42.849998474121094
2019-05-28,41.86000061035156
2019-04-26,41.310001373291016
2020-04-28,40.290000915527344
2019-11-25,40.130001068115234
2020-02-12,39.9900016784668
2020-05-01,40.439998626708984
2020-05-04,40.5099983215332
2019-06-12,40.310001373291016
2019-04-09,40.720001220703125
2019-03-08,40.81999969482422
2019-02-04,47.040000915527344
2018-07-27,46.900001525878906
2018-08-28,46.97999954223633
2019-01-03,46.52000045776367
2019-08-15,46.529998779296875
2018-10-31,44.900001525878906
2019-09-16,45.34000015258789
2020-02-18,45.38999938964844
2020-05-07,45.709999084472656
2018-08-17,45.650001525878906
2019-12-04,45.11000061035156
2020-02-21,46.220001220703125
2018-12-17,46.72999954223633
2019-08-30,46.40999984741211
2018-11-15,45.9900016784668
2019-07-29,45.83000183105469
2019-06-27,45.59000015258789
2019-04-24,45.58000183105469
2018-07-10,46.040000915527344
2018-09-12,45.599998474121094
2019-02-19,43.290000915527344
2019-01-18,43.810001373291016
2020-02-24,43.029998779296875
2020-05-13,43.54999923706055
2019-12-10,43.65999984741211
2020-02-27,44.79999923706055
2019-12-13,44.619998931884766
2020-05-19,45.13999938964844
2019-03-06,46.380001068115234
2018-11-30,46.31999969482422
2019-08-13,44.2400016784668
2019-07-12,43.88999938964844
2019-06-10,43.61000061035156
2019-05-09,44.70000076293945
2018-07-25,45.04999923706055
2018-09-27,44.70000076293945
2018-10-29,44.0099983215332
2019-10-16,43.20000076293945
2019-12-16,43.349998474121094
2020-03-04,43.529998779296875
2020-05-22,42.40999984741211
2019-10-01,42.38999938964844
2019-12-19,41.41999816894531
2018-09-10,42.61000061035156
