Dates,CDNS
2018-06-20,44.869998931884766
2018-06-21,45.220001220703125
2018-06-25,44.91999816894531
2018-06-22,43.540000915527344
2018-06-26,43.349998474121094
2018-06-27,43.599998474121094
2018-06-28,42.720001220703125
2018-06-29,43.2400016784668
2018-07-02,42.95000076293945
2018-07-03,44.040000915527344
2018-07-05,43.959999084472656
2018-07-16,44.540000915527344
2018-09-18,45.099998474121094
2019-01-24,44.709999084472656
2019-09-05,44.52000045776367
2018-11-21,44.77000045776367
2020-01-13,45.66999816894531
2020-04-01,45.310001373291016
2020-06-19,44.83000183105469
2019-10-29,45.560001373291016
2020-01-16,45.27000045776367
2020-06-22,45.150001525878906
2018-10-03,44.97999954223633
2018-07-31,45.79999923706055
2019-03-12,45.599998474121094
2019-02-08,46.810001373291016
2019-01-07,46.25
2018-12-06,45.02000045776367
2019-08-19,44.20000076293945
2019-07-18,44.209999084472656
2019-05-15,43.68000030517578
2019-09-20,44.810001373291016
2019-11-01,44.7400016784668
2020-04-07,45.08000183105469
2020-06-25,45.06999969482422
2020-06-16,45.189998626708984
2019-11-04,45.119998931884766
2020-01-22,45.310001373291016
2019-11-07,45.65999984741211
2020-04-13,45.61000061035156
2019-07-01,45.58000183105469
2019-05-30,45.220001220703125
2018-08-15,45.20000076293945
2018-10-18,45.119998931884766
2019-03-27,45.400001525878906
2019-01-22,45.619998931884766
2018-12-21,46.619998931884766
2019-09-03,46.97999954223633
2018-11-19,47.0
2019-08-02,47.04999923706055
2020-01-28,47.08000183105469
2020-04-16,46.88999938964844
2019-11-13,46.90999984741211
2020-01-31,46.61000061035156
2018-12-04,46.599998474121094
2018-11-02,46.40999984741211
2019-07-16,46.689998626708984
2018-08-30,46.34000015258789
2018-10-01,46.34000015258789
2019-06-14,46.040000915527344
2019-05-13,46.11000061035156
2019-04-11,46.15999984741211
2019-02-06,45.31999969482422
2019-09-18,45.220001220703125
2020-02-03,45.2400016784668
2020-04-22,45.790000915527344
2019-11-19,45.38999938964844
2020-02-06,45.7400016784668
2019-11-22,45.400001525878906
2019-03-25,45.08000183105469
2019-02-21,44.93000030517578
2018-12-19,45.459999084472656
2018-07-12,45.060001373291016
2018-09-14,44.65999984741211
2018-08-13,44.70000076293945
2018-10-16,43.470001220703125
2019-07-31,42.75
2019-05-28,41.41999816894531
2019-04-26,41.11000061035156
2020-04-28,39.43000030517578
2019-11-25,39.849998474121094
2020-02-12,39.81999969482422
2020-05-01,39.77000045776367
2020-05-04,40.33000183105469
2019-06-12,40.189998626708984
2019-04-09,40.13999938964844
2019-03-08,40.290000915527344
2019-02-04,43.900001525878906
2018-07-27,46.470001220703125
2018-08-28,45.56999969482422
2019-01-03,45.2400016784668
2019-08-15,46.33000183105469
2018-10-31,44.15999984741211
2019-09-16,44.9900016784668
2020-02-18,44.47999954223633
2020-05-07,45.290000915527344
2018-08-17,45.36000061035156
2019-12-04,44.84000015258789
2020-02-21,45.18000030517578
2018-12-17,46.20000076293945
2019-08-30,46.25
2018-11-15,45.9900016784668
2019-07-29,45.0099983215332
2019-06-27,45.08000183105469
2019-04-24,44.15999984741211
2018-07-10,45.400001525878906
2018-09-12,45.599998474121094
2019-02-19,42.369998931884766
2019-01-18,43.290000915527344
2020-02-24,42.619998931884766
2020-05-13,43.11000061035156
2019-12-10,43.310001373291016
2020-02-27,43.2400016784668
2019-12-13,44.52000045776367
2020-05-19,44.2599983215332
2019-03-06,45.9900016784668
2018-11-30,46.11000061035156
2019-08-13,43.849998474121094
2019-07-12,43.650001525878906
2019-06-10,42.66999816894531
2019-05-09,44.130001068115234
2018-07-25,44.72999954223633
2018-09-27,44.5
2018-10-29,43.650001525878906
2019-10-16,43.13999938964844
2019-12-16,42.7400016784668
2020-03-04,42.939998626708984
2020-05-22,42.0
2019-10-01,41.709999084472656
2019-12-19,40.540000915527344
2018-09-10,40.689998626708984
2019-05-24,42.06999969482422
2018-08-09,43.540000915527344
2019-04-22,43.599998474121094
2019-03-21,42.650001525878906
2019-01-16,42.689998626708984
2019-08-28,42.130001068115234
2018-11-13,42.93000030517578
2018-10-12,44.15999984741211
2019-06-25,43.66999816894531
2020-03-10,43.63999938964844
2020-05-28,44.029998779296875
2019-10-07,44.150001525878906
2020-03-13,44.66999816894531
2019-10-10,45.119998931884766
2020-03-16,45.13999938964844
2020-06-03,46.04999923706055
2018-11-28,46.220001220703125
2018-09-25,45.56999969482422
2018-07-23,45.47999954223633
2018-08-24,46.47999954223633
2019-07-10,45.959999084472656
2019-05-07,46.45000076293945
2019-04-05,46.529998779296875
2019-03-04,47.5
2019-01-31,48.04999923706055
2019-09-12,49.029998779296875
2019-12-31,49.900001525878906
2020-03-19,50.09000015258789
2020-01-03,50.119998931884766
2020-06-09,50.20000076293945
2019-02-15,51.0
2019-01-14,51.310001373291016
2018-07-06,52.25
2018-08-07,51.31999969482422
2018-10-10,52.09000015258789
2018-12-13,52.34000015258789
2019-08-26,57.0
2019-07-25,55.0
2019-05-22,55.560001373291016
2019-03-19,56.91999816894531
2020-01-06,57.290000915527344
2020-03-25,57.099998474121094
2020-06-12,57.4900016784668
2019-10-22,58.060001373291016
2020-01-09,58.880001068115234
2020-06-15,58.59000015258789
2019-10-25,58.95000076293945
2020-03-31,58.459999084472656
2020-06-18,58.130001068115234
2019-04-03,59.31999969482422
2018-08-22,60.0
2018-10-25,60.869998931884766
2019-01-29,60.7599983215332
2018-12-28,61.2599983215332
2018-11-26,61.2599983215332
2019-08-09,61.189998626708984
2019-07-08,61.310001373291016
2019-06-06,61.56999969482422
2019-09-10,63.11000061035156
2020-01-15,61.7599983215332
2020-04-03,62.7599983215332
2019-10-31,62.349998474121094
2020-04-06,62.029998779296875
2020-06-24,63.150001525878906
2018-11-09,65.08000183105469
2019-07-23,64.75
2019-06-21,65.05999755859375
2019-05-20,65.25
2019-04-18,64.12999725341797
2018-09-06,64.2300033569336
2018-10-08,63.63999938964844
2019-02-13,64.30999755859375
2018-12-11,64.58999633789062
2019-09-25,64.80000305175781
2020-01-21,65.0
2020-04-09,65.4800033569336
2019-11-06,65.0
2020-01-24,64.33000183105469
2020-01-27,63.310001373291016
2020-04-15,68.5
2018-12-26,66.79000091552734
2019-08-07,68.11000061035156
2019-06-04,67.5
2018-09-21,68.41999816894531
2018-07-19,68.18000030517578
2018-08-20,69.5999984741211
2018-10-23,68.54000091552734
2019-05-03,69.58999633789062
2019-04-01,68.62000274658203
2019-02-28,69.11000061035156
2019-11-12,68.29000091552734
2020-01-30,68.06999969482422
2019-11-15,68.44999694824219
2020-04-21,67.4000015258789
2019-04-16,67.2699966430664
2019-03-15,67.55000305175781
2019-02-11,68.9000015258789
2019-01-10,69.52999877929688
2019-08-22,67.37000274658203
2018-11-07,65.4000015258789
2018-08-03,65.0199966430664
2018-09-04,64.20999908447266
2019-06-19,63.88999938964844
2019-09-23,64.16000366210938
2019-11-18,63.439998626708984
2020-02-05,64.01000213623047
2020-04-24,63.45000076293945
2019-03-29,63.310001373291016
2019-11-21,62.56999969482422
2020-04-27,64.06999969482422
2020-02-11,64.69999694824219
2020-04-30,64.87000274658203
2019-05-01,66.19999694824219
2019-02-26,67.83000183105469
2019-01-25,68.13999938964844
2018-12-24,69.9800033569336
2019-09-06,68.0
2018-07-17,67.9000015258789
2018-09-19,68.33000183105469
2019-08-05,69.3499984741211
2019-10-08,72.5199966430664
2019-12-11,72.5
2019-11-27,71.56999969482422
2020-02-14,71.04000091552734
2020-05-06,69.9800033569336
2019-01-08,69.98999786376953
2018-12-07,70.38999938964844
2019-08-20,72.55999755859375
2018-11-05,73.3499984741211
2019-07-19,74.25
2018-10-04,74.19999694824219
2019-06-17,74.08000183105469
2019-05-16,73.8499984741211
2018-08-01,74.83999633789062
2019-03-13,75.55000305175781
2019-12-03,75.16999816894531
2020-02-20,75.52999877929688
2019-12-06,75.05000305175781
2020-05-12,74.75
2019-12-09,74.0
2020-02-26,74.80000305175781
2020-05-15,73.4000015258789
2019-03-28,71.98999786376953
2018-09-17,74.01000213623047
2018-08-16,75.69000244140625
2018-10-19,76.19000244140625
2019-04-29,76.01000213623047
2019-01-23,75.69999694824219
2019-09-04,75.7300033569336
2018-11-20,73.91000366210938
2019-07-02,72.31999969482422
2019-05-31,69.5
2019-12-12,68.1500015258789
2020-05-18,68.25
2019-09-27,69.51000213623047
2020-03-03,70.83000183105469
2020-05-21,69.94999694824219
2019-05-14,68.5999984741211
2018-08-31,69.41999816894531
2018-07-30,67.91999816894531
2018-10-02,69.05000305175781
2019-04-12,70.58999633789062
2019-03-11,69.37000274658203
2019-02-07,69.4800033569336
2019-07-17,70.18000030517578
2019-09-19,69.33000183105469
2019-10-21,67.7699966430664
2019-12-18,68.25
2020-03-06,66.43000030517578
2019-10-03,67.76000213623047
2020-03-09,69.51000213623047
2020-05-27,67.81999969482422
2019-12-24,69.08999633789062
2020-03-12,69.44000244140625
2018-12-20,70.5999984741211
2019-08-01,70.44999694824219
2018-08-14,67.8499984741211
2018-07-13,65.83000183105469
2018-10-17,65.80999755859375
2019-05-29,66.08999633789062
2019-03-26,64.95999908447266
2019-02-22,66.04000091552734
2019-10-04,67.05999755859375
2019-11-05,67.55999755859375
2019-12-27,67.31999969482422
2020-06-02,65.48999786376953
2019-12-30,66.63999938964844
2020-03-18,65.19000244140625
2020-06-05,66.22000122070312
2019-07-15,66.73999786376953
2018-12-03,65.41999816894531
2019-06-13,66.3499984741211
2019-01-04,64.69999694824219
2018-08-29,64.0199966430664
2019-02-05,65.41000366210938
2018-11-01,65.73999786376953
2019-08-16,64.68000030517578
2019-04-10,64.41000366210938
2019-09-17,64.68000030517578
2019-10-15,66.36000061035156
2020-01-02,66.01000213623047
2020-06-08,66.7699966430664
2019-10-18,66.19000244140625
2020-03-24,67.2699966430664
2020-06-11,65.66999816894531
2020-01-08,66.33999633789062
2019-04-25,69.79000091552734
2019-07-30,62.41999816894531
2019-02-20,63.720001220703125
2018-07-11,64.80999755859375
2018-09-13,65.18000030517578
2018-10-15,65.97000122070312
2019-06-28,66.16000366210938
2018-12-18,66.70999908447266
2018-11-16,65.69000244140625
2019-10-02,66.08000183105469
2020-03-27,67.13999938964844
2020-01-10,67.16999816894531
2019-10-24,67.37000274658203
2020-03-30,66.48999786376953
2020-06-17,66.76000213623047
2020-01-14,67.23999786376953
2020-04-02,67.22000122070312
2019-01-02,66.80000305175781
2019-08-14,67.5199966430664
2018-10-30,67.61000061035156
2019-06-11,67.5
2019-05-10,68.27999877929688
2019-04-08,67.69999694824219
2018-08-27,67.51000213623047
2018-07-26,67.25
2018-09-28,68.37999725341797
2019-03-07,69.68000030517578
2019-10-30,70.63999938964844
