Dates,ALL
2018-06-20,92.0199966430664
2018-06-21,91.47000122070312
2018-06-25,92.0999984741211
2018-06-22,91.0
2018-06-26,91.51000213623047
2018-06-27,90.20999908447266
2018-06-28,90.20999908447266
2018-06-29,91.12000274658203
2018-07-02,90.91999816894531
2018-07-03,91.83000183105469
2018-07-05,91.38999938964844
2018-07-16,91.41000366210938
2018-09-18,92.37999725341797
2019-01-24,93.16999816894531
2019-09-05,92.70999908447266
2018-11-21,92.26000213623047
2020-01-13,92.55999755859375
2020-04-01,92.83999633789062
2020-06-19,93.5
2019-10-29,94.16999816894531
2020-01-16,93.37000274658203
2020-06-22,92.58999633789062
2018-10-03,92.37000274658203
2018-07-31,92.41999816894531
2019-03-12,92.76000213623047
2019-02-08,94.1500015258789
2019-01-07,94.56999969482422
2018-12-06,94.23999786376953
2019-08-19,94.43000030517578
2019-07-18,94.44999694824219
2019-05-15,94.81999969482422
2019-09-20,96.80000305175781
2019-11-01,98.12000274658203
2020-04-07,98.3499984741211
2020-06-25,98.26000213623047
2020-06-16,98.62999725341797
2019-11-04,98.25
2020-01-22,97.95999908447266
2019-11-07,97.66000366210938
2020-04-13,98.13999938964844
2019-07-01,99.01000213623047
2019-05-30,99.41000366210938
2018-08-15,100.08000183105469
2018-10-18,100.26000213623047
2019-03-27,99.5
2019-01-22,98.7300033569336
2018-12-21,99.19999694824219
2019-09-03,99.91000366210938
2018-11-19,100.16999816894531
2019-08-02,100.31999969482422
2020-01-28,99.76000213623047
2020-04-16,99.58000183105469
2019-11-13,100.29000091552734
2020-01-31,100.70999908447266
2018-12-04,100.54000091552734
2018-11-02,99.98999786376953
2019-07-16,97.43000030517578
2018-08-30,95.66999816894531
2018-10-01,97.06999969482422
2019-06-14,98.0
2019-05-13,99.02999877929688
2019-04-11,99.95999908447266
2019-02-06,100.23999786376953
2019-09-18,100.83000183105469
2020-02-03,101.73999786376953
2020-04-22,101.22000122070312
2019-11-19,100.19999694824219
2020-02-06,99.70999908447266
2019-11-22,98.70999908447266
2019-03-25,98.04000091552734
2019-02-21,97.76000213623047
2018-12-19,98.27999877929688
2018-07-12,98.33999633789062
2018-09-14,98.63999938964844
2018-08-13,98.93000030517578
2018-10-16,99.30000305175781
2019-07-31,99.30000305175781
2019-05-28,99.41000366210938
2019-04-26,96.77999877929688
2020-04-28,93.0999984741211
2019-11-25,91.66999816894531
2020-02-12,92.75
2020-05-01,93.44999694824219
2020-05-04,94.51000213623047
2019-06-12,95.37999725341797
2019-04-09,96.26000213623047
2019-03-08,96.6500015258789
2019-02-04,94.91999816894531
2018-07-27,91.95999908447266
2018-08-28,91.88999938964844
2019-01-03,91.0199966430664
2019-08-15,92.72000122070312
2018-10-31,93.19999694824219
2019-09-16,95.48999786376953
2020-02-18,88.58000183105469
2020-05-07,88.93000030517578
2018-08-17,89.63999938964844
2019-12-04,89.93000030517578
2020-02-21,90.80999755859375
2018-12-17,92.16999816894531
2019-08-30,93.2699966430664
