Dates,ALL
2018-06-20,93.83000183105469
2018-06-21,92.86000061035156
2018-06-25,92.98999786376953
2018-06-22,92.7300033569336
2018-06-26,92.66999816894531
2018-06-27,92.38999938964844
2018-06-28,91.70999908447266
2018-06-29,92.27999877929688
2018-07-02,91.80999755859375
2018-07-03,92.52999877929688
2018-07-05,92.43000030517578
2018-07-16,92.58000183105469
2018-09-18,93.66000366210938
2019-01-24,94.16000366210938
2019-09-05,93.27999877929688
2018-11-21,93.52999877929688
2020-01-13,93.11000061035156
2020-04-01,93.75
2020-06-19,94.55999755859375
2019-10-29,95.83000183105469
2020-01-16,95.43000030517578
2020-06-22,93.69000244140625
2018-10-03,93.36000061035156
2018-07-31,93.72000122070312
2019-03-12,93.75
2019-02-08,95.58000183105469
2019-01-07,95.94999694824219
2018-12-06,95.5199966430664
2019-08-19,95.16999816894531
2019-07-18,95.55999755859375
2019-05-15,97.76000213623047
2019-09-20,98.06999969482422
2019-11-01,98.9800033569336
2020-04-07,99.5999984741211
2020-06-25,99.37999725341797
2020-06-16,99.66999816894531
2019-11-04,99.06999969482422
2020-01-22,99.08000183105469
2019-11-07,98.7699966430664
2020-04-13,99.27999877929688
2019-07-01,100.16999816894531
2019-05-30,100.19999694824219
2018-08-15,100.98999786376953
2018-10-18,101.75
2019-03-27,101.55999755859375
2019-01-22,99.61000061035156
2018-12-21,99.8499984741211
2019-09-03,100.45999908447266
2018-11-19,101.11000061035156
2019-08-02,101.04000091552734
2020-01-28,100.23999786376953
2020-04-16,100.66999816894531
2019-11-13,101.12000274658203
2020-01-31,101.94000244140625
2018-12-04,102.11000061035156
2018-11-02,101.43000030517578
2019-07-16,99.43000030517578
2018-08-30,98.43000030517578
2018-10-01,98.26000213623047
2019-06-14,99.11000061035156
2019-05-13,100.02999877929688
2019-04-11,100.47000122070312
2019-02-06,101.37999725341797
2019-09-18,102.02999877929688
2020-02-03,102.7300033569336
2020-04-22,102.31999969482422
2019-11-19,101.8499984741211
2020-02-06,100.79000091552734
2019-11-22,100.19999694824219
2019-03-25,99.05999755859375
2019-02-21,98.91999816894531
2018-12-19,99.44999694824219
2018-07-12,98.95999908447266
2018-09-14,99.73999786376953
2018-08-13,99.98999786376953
2018-10-16,100.16000366210938
2019-07-31,100.55999755859375
2019-05-28,100.55000305175781
2019-04-26,100.0
2020-04-28,96.75
2019-11-25,94.69999694824219
2020-02-12,93.87999725341797
2020-05-01,95.19000244140625
2020-05-04,96.38999938964844
2019-06-12,97.13999938964844
2019-04-09,98.19999694824219
2019-03-08,97.93000030517578
2019-02-04,96.56999969482422
2018-07-27,95.75
2018-08-28,93.2699966430664
2019-01-03,93.0999984741211
2019-08-15,94.98999786376953
2018-10-31,95.69999694824219
2019-09-16,96.95999908447266
2020-02-18,91.77999877929688
2020-05-07,90.98999786376953
2018-08-17,90.91000366210938
2019-12-04,91.1500015258789
2020-02-21,92.55999755859375
2018-12-17,93.70999908447266
2019-08-30,94.5999984741211
2018-11-15,93.80000305175781
2019-07-29,92.6500015258789
2019-06-27,91.33000183105469
2019-04-24,89.30999755859375
2018-07-10,89.83000183105469
2018-09-12,89.7300033569336
2019-02-19,88.48999786376953
2019-01-18,89.12000274658203
2020-02-24,88.69000244140625
2020-05-13,88.88999938964844
2019-12-10,88.41000366210938
2020-02-27,89.16999816894531
2019-12-13,88.94000244140625
2020-05-19,89.37999725341797
2019-03-06,90.0
2018-11-30,89.04000091552734
2019-08-13,86.06999969482422
2019-07-12,86.04000091552734
2019-06-10,83.7699966430664
2019-05-09,84.58999633789062
2018-07-25,83.94000244140625
2018-09-27,82.62000274658203
2018-10-29,80.37999725341797
2019-10-16,81.29000091552734
2019-12-16,82.61000061035156
2020-03-04,82.94000244140625
2020-05-22,81.12000274658203
2019-10-01,81.94999694824219
2019-12-19,79.80000305175781
2018-09-10,80.94000244140625
2019-05-24,81.86000061035156
2018-08-09,82.9800033569336
2019-04-22,82.80999755859375
2019-03-21,82.06999969482422
2019-01-16,81.43000030517578
2019-08-28,82.8499984741211
2018-11-13,83.29000091552734
2018-10-12,83.5199966430664
2019-06-25,83.80000305175781
2020-03-10,83.62000274658203
2020-05-28,83.8499984741211
2019-10-07,83.98999786376953
2020-03-13,84.48999786376953
2019-10-10,85.12999725341797
2020-03-16,84.9000015258789
2020-06-03,85.93000030517578
2018-11-28,86.41999816894531
2018-09-25,86.4800033569336
2018-07-23,86.58000183105469
2018-08-24,86.93000030517578
2019-07-10,86.54000091552734
2019-05-07,87.19999694824219
2019-04-05,87.7300033569336
2019-03-04,88.05000305175781
2019-01-31,88.87999725341797
2019-09-12,88.97000122070312
2019-12-31,89.16000366210938
2020-03-19,92.66999816894531
2020-01-03,93.22000122070312
2020-06-09,92.5199966430664
2019-02-15,92.80999755859375
2019-01-14,93.54000091552734
2018-07-06,94.88999938964844
2018-08-07,93.94999694824219
2018-10-10,94.56999969482422
2018-12-13,94.98999786376953
2019-08-26,95.33999633789062
2019-07-25,95.33999633789062
2019-05-22,94.94000244140625
2019-03-19,95.43000030517578
2020-01-06,95.19999694824219
2020-03-25,94.2699966430664
2020-06-12,94.62000274658203
2019-10-22,95.33000183105469
2020-01-09,95.5
2020-06-15,94.45999908447266
2019-10-25,94.44000244140625
2020-03-31,93.80000305175781
2020-06-18,93.38999938964844
2019-04-03,94.16000366210938
2018-08-22,94.75
2018-10-25,94.38999938964844
2019-01-29,94.4000015258789
2018-12-28,95.19999694824219
2018-11-26,95.61000061035156
2019-08-09,95.55000305175781
2019-07-08,94.30999755859375
2019-06-06,94.93000030517578
2019-09-10,94.91999816894531
2020-01-15,94.80000305175781
