Dates,ALL
2018-06-20,88.55638885498047
2018-06-21,88.60443878173828
2018-06-25,88.6140365600586
2018-06-22,88.02801513671875
2018-06-26,88.5948257446289
2018-06-27,86.7598876953125
2018-06-28,87.7590103149414
2018-06-29,87.68215942382812
2018-07-02,88.06643676757812
2018-07-03,88.28740692138672
2018-07-05,88.32583618164062
2018-07-16,88.53719329833984
2018-09-18,89.92057800292969
2019-01-24,89.69001007080078
2019-09-05,89.18083953857422
2018-11-21,89.24808502197266
2020-01-13,89.18083953857422
2020-04-01,89.78607177734375
2020-06-19,90.55463409423828
2019-10-29,91.99566650390625
2020-01-16,89.74764251708984
2020-06-22,89.74764251708984
2018-10-03,89.52670288085938
2018-07-31,89.56513214111328
2019-03-12,90.0646743774414
2019-02-08,91.03498077392578
2019-01-07,90.91969299316406
2018-12-06,90.87164306640625
2019-08-19,91.38082122802734
2019-07-18,90.9292984008789
2019-05-15,93.7056884765625
2019-09-20,94.19564819335938
2019-11-01,94.53189086914062
2020-04-07,94.88733673095703
2020-06-25,95.31004333496094
2020-06-16,95.5694351196289
2019-11-04,94.75283813476562
2020-01-22,94.30132293701172
2019-11-07,94.51268768310547
2020-04-13,94.95458984375
2019-07-01,95.96331787109375
2019-05-30,96.08820343017578
2018-08-15,96.49169921875
2018-10-18,97.45237731933594
2019-03-27,95.5982437133789
2019-01-22,95.25241088867188
2018-12-21,95.61746215820312
2019-09-03,96.47248077392578
2018-11-19,96.43405151367188
2019-08-02,96.62619018554688
2020-01-28,96.53932189941406
2020-04-16,97.06048583984375
2019-11-13,97.42723083496094
2020-01-31,97.86151885986328
2018-12-04,97.57199096679688
2018-11-02,96.53932189941406
2019-07-16,94.43540954589844
2018-08-30,94.7345962524414
2018-10-01,94.1748275756836
2019-06-14,95.59353637695312
2019-05-13,96.50074005126953
2019-04-11,96.82886505126953
2019-02-06,97.62024688720703
2019-09-18,98.15105438232422
2020-02-03,98.46953582763672
2020-04-22,98.26686096191406
2019-11-19,96.87712097167969
2020-02-06,96.3173599243164
2019-11-22,95.40050506591797
2019-03-25,94.72494506835938
2019-02-21,95.25574493408203
2018-12-19,95.0916748046875
2018-07-12,95.40050506591797
2018-09-14,95.3715591430664
2018-08-13,95.96992492675781
2018-10-16,96.11468505859375
2019-07-31,96.59723663330078
2019-05-28,96.9543228149414
2019-04-26,93.4896011352539
2020-04-28,89.9187240600586
2019-11-25,89.90907287597656
2020-02-12,89.55197143554688
2020-05-01,91.81997680664062
2020-05-04,92.40869140625
2019-06-12,93.23867797851562
2019-04-09,93.92389678955078
2019-03-08,93.3641357421875
2019-02-04,92.71752166748047
2018-07-27,88.87640380859375
2018-08-28,89.6098861694336
2019-01-03,89.10802459716797
2019-08-15,90.27581024169922
2018-10-31,92.15776824951172
2019-09-16,92.3797378540039
2020-02-18,86.83037567138672
2020-05-07,86.42503356933594
2018-08-17,87.23572540283203
2019-12-04,87.85340118408203
2020-02-21,89.29139709472656
2018-12-17,90.43021392822266
2019-08-30,90.44953155517578
2018-11-15,88.3648910522461
2019-07-29,88.1911849975586
2019-06-27,85.54679107666016
2019-04-24,86.17412567138672
2018-07-10,86.37678527832031
2018-09-12,85.3634262084961
2019-02-19,85.01599884033203
2019-01-18,84.99668884277344
2020-02-24,84.66854858398438
2020-05-13,85.33448028564453
2019-12-10,84.44657897949219
2020-02-27,86.04865264892578
2019-12-13,85.83522033691406
2020-05-19,86.52400207519531
2019-03-06,86.10685729980469
2018-11-30,83.8174057006836
2019-08-13,82.54655456542969
2019-07-12,81.30482482910156
2019-06-10,80.7906494140625
2019-05-09,80.02428436279297
2018-07-25,79.93696594238281
2018-09-27,78.18106079101562
2018-10-29,76.92963409423828
2019-10-16,77.76393127441406
2019-12-16,79.07357788085938
2020-03-04,78.55941772460938
2020-05-22,77.42438507080078
2019-10-01,77.46318054199219
2019-12-19,74.9603042602539
2018-09-10,78.38479614257812
2019-05-24,79.3451919555664
2018-08-09,79.56832122802734
2019-04-22,80.16008758544922
2019-03-21,79.1996841430664
2019-01-16,77.89974212646484
2019-08-28,80.19889831542969
2018-11-13,80.0727767944336
2018-10-12,80.06307983398438
2019-06-25,80.67425537109375
2020-03-10,81.04289245605469
2020-05-28,80.95557403564453
2019-10-07,81.29512786865234
2020-03-13,81.71227264404297
2019-10-10,82.01300048828125
2020-03-16,82.04209899902344
2020-06-03,83.13832092285156
2018-11-28,83.29354858398438
2018-09-25,83.32264709472656
2018-07-23,83.67188262939453
2018-08-24,83.57487487792969
2019-07-10,83.90470886230469
2019-05-07,84.18603515625
2019-04-05,84.72930145263672
2019-03-04,85.24346923828125
2019-01-31,86.16506958007812
2019-09-12,86.14566802978516
2019-12-31,86.3008804321289
2020-03-19,89.79325866699219
2020-01-03,89.57014465332031
2020-06-09,89.6962661743164
2019-02-15,89.76417541503906
2019-01-14,90.13282012939453
2018-07-06,91.19023132324219
2018-08-07,90.4432373046875
2018-10-10,91.5588607788086
2018-12-13,91.79170227050781
2019-08-26,92.21854400634766
2019-07-25,91.80139923095703
2019-05-22,91.74319458007812
2019-03-19,92.0633316040039
2020-01-06,91.27753448486328
2020-03-25,91.65789794921875
2020-06-12,92.04801177978516
2019-10-22,92.66246032714844
2020-01-09,91.8724594116211
2020-06-15,91.67740631103516
2019-10-25,91.2190170288086
2020-03-31,90.9361801147461
2020-06-18,90.99471282958984
2019-04-03,91.7846908569336
2018-08-22,91.74567413330078
2018-10-25,91.23853302001953
2019-01-29,91.53111267089844
2018-12-28,92.49664306640625
2018-11-26,92.67219543457031
2019-08-09,91.88220977783203
2019-07-08,90.74112701416016
2019-06-06,92.2528305053711
2019-09-10,91.84320831298828
2020-01-15,91.66765594482422
2020-04-03,91.77494049072266
2019-10-31,91.82369232177734
2020-04-06,91.61888885498047
2020-06-24,91.85295867919922
2018-11-09,92.740478515625
2019-07-23,92.46739196777344
2019-06-21,93.2768783569336
2019-05-20,93.69625854492188
2019-04-18,93.93032836914062
2018-09-06,92.52590942382812
2018-10-08,92.02851104736328
2019-02-13,92.65270233154297
2018-12-11,93.44268798828125
2019-09-25,94.61304473876953
2020-01-21,94.01811218261719
2020-04-09,95.76387786865234
2019-11-06,95.02265930175781
2020-01-24,94.3302001953125
2020-01-27,94.67155456542969
2020-04-15,94.88611602783203
2018-12-26,94.02786254882812
2019-08-07,94.08638763427734
2019-06-04,95.0031509399414
2018-09-21,95.34451293945312
2018-07-19,96.61237335205078
2018-08-20,95.57856750488281
2018-10-23,95.86141204833984
2019-05-03,96.14424896240234
2019-04-01,95.2664794921875
2019-02-28,93.29640197753906
2019-11-12,92.96479034423828
2020-01-30,92.05776977539062
2019-11-15,93.99860382080078
2020-04-21,91.75543212890625
2019-04-16,92.39912414550781
2019-03-15,93.13059997558594
2019-02-11,93.50120544433594
2019-01-10,93.2768783569336
2019-08-22,93.56947326660156
2018-11-07,94.5155029296875
2018-08-03,94.69105529785156
2018-09-04,93.60848999023438
2019-06-19,93.98884582519531
2019-09-23,92.740478515625
2019-11-18,93.85231018066406
2020-02-05,94.00916290283203
2020-04-24,93.63662719726562
2019-03-29,94.87189483642578
2019-11-21,95.96013641357422
2020-04-27,97.3816909790039
2020-02-11,97.5483627319336
2020-04-30,98.74443054199219
2019-05-01,98.81305694580078
2019-02-26,98.46012115478516
2019-01-25,98.63658905029297
2018-12-24,99.1169662475586
2019-09-06,100.1365737915039
2018-07-17,99.29344177246094
2018-09-19,99.87187194824219
2019-08-05,100.74441528320312
2019-10-08,101.5189208984375
2019-12-11,99.22480773925781
2019-11-27,100.18559265136719
2020-02-14,99.6169662475586
2020-05-06,97.5385513305664
2019-01-08,98.1758041381836
2018-12-07,99.69539642333984
2019-08-20,101.12677001953125
2018-11-05,101.2444076538086
2019-07-19,102.5777359008789
2018-10-04,102.44047546386719
2019-06-17,102.33263397216797
2019-05-16,102.60714721679688
2018-08-01,102.21500396728516
2019-03-13,101.12677001953125
2019-12-03,101.87186431884766
2020-02-20,102.34244537353516
2019-12-06,102.79342651367188
2020-05-12,100.92088317871094
2019-12-09,101.17578125
2020-02-26,99.42090606689453
2020-05-15,99.22480773925781
2019-03-28,99.51892852783203
2018-09-17,100.07775115966797
2018-08-16,100.03854370117188
2018-10-19,100.91108703613281
2019-04-29,99.81304931640625
2019-01-23,99.83265686035156
2019-09-04,105.29340362548828
2018-11-20,102.82282257080078
2019-07-02,102.46009826660156
2019-05-31,99.78363037109375
2019-12-12,101.83264923095703
2020-05-18,101.30323791503906
2019-09-27,103.23460388183594
2020-03-03,102.04832458496094
2020-05-21,100.83264923095703
