Dates,ALL
2018-06-20,93.5
2018-06-21,92.01000213623047
2018-06-25,92.73999786376953
2018-06-22,92.19000244140625
2018-06-26,91.8499984741211
2018-06-27,92.0999984741211
2018-06-28,90.26000213623047
2018-06-29,91.54000091552734
2018-07-02,91.04000091552734
2018-07-03,91.9000015258789
2018-07-05,92.4000015258789
2018-07-16,91.8499984741211
2018-09-18,92.76000213623047
2019-01-24,93.83999633789062
2019-09-05,93.12000274658203
2018-11-21,93.52999877929688
2020-01-13,92.94000244140625
2020-04-01,93.12999725341797
2020-06-19,93.80000305175781
2019-10-29,94.4000015258789
2020-01-16,95.20999908447266
2020-06-22,93.01000213623047
2018-10-03,93.29000091552734
2018-07-31,92.41999816894531
2019-03-12,92.93000030517578
2019-02-08,94.26000213623047
2019-01-07,95.06999969482422
2018-12-06,94.55000305175781
2019-08-19,94.77999877929688
2019-07-18,95.1500015258789
2019-05-15,95.83999633789062
2019-09-20,97.52999877929688
2019-11-01,98.12999725341797
2020-04-07,98.6500015258789
2020-06-25,98.66000366210938
2020-06-16,98.88999938964844
2019-11-04,98.91999816894531
2020-01-22,98.62999725341797
2019-11-07,98.05999755859375
2020-04-13,98.13999938964844
2019-07-01,99.26000213623047
2019-05-30,99.63999938964844
2018-08-15,100.19999694824219
2018-10-18,100.26000213623047
2019-03-27,101.11000061035156
2019-01-22,99.44999694824219
2018-12-21,99.33999633789062
2019-09-03,100.16999816894531
2018-11-19,100.43000030517578
2019-08-02,100.55999755859375
2020-01-28,100.19999694824219
2020-04-16,99.80000305175781
2019-11-13,100.58999633789062
2020-01-31,100.9000015258789
2018-12-04,101.30999755859375
2018-11-02,100.91999816894531
2019-07-16,99.05000305175781
2018-08-30,97.05000305175781
2018-10-01,98.0
2019-06-14,98.33999633789062
2019-05-13,99.05000305175781
2019-04-11,100.22000122070312
2019-02-06,100.36000061035156
2019-09-18,100.83000183105469
2020-02-03,101.98999786376953
2020-04-22,102.16999816894531
2019-11-19,101.56999969482422
2020-02-06,100.43000030517578
2019-11-22,99.95999908447266
2019-03-25,98.76000213623047
2019-02-21,98.0
2018-12-19,99.12999725341797
2018-07-12,98.63999938964844
2018-09-14,99.08999633789062
2018-08-13,98.95999908447266
2018-10-16,99.38999938964844
2019-07-31,99.66000366210938
2019-05-28,99.97000122070312
2019-04-26,99.44999694824219
2020-04-28,96.5999984741211
2019-11-25,94.69999694824219
2020-02-12,93.13999938964844
2020-05-01,93.5
2020-05-04,95.19999694824219
2019-06-12,95.80999755859375
2019-04-09,96.70999908447266
2019-03-08,97.6500015258789
2019-02-04,95.25
2018-07-27,95.56999969482422
2018-08-28,92.54000091552734
2019-01-03,92.29000091552734
2019-08-15,93.27999877929688
2018-10-31,94.18000030517578
2019-09-16,96.23999786376953
2020-02-18,91.0
2020-05-07,90.37000274658203
2018-08-17,89.63999938964844
2019-12-04,90.18000030517578
2020-02-21,91.58000183105469
2018-12-17,92.16999816894531
2019-08-30,93.72000122070312
2018-11-15,93.48999786376953
2019-07-29,91.4800033569336
2019-06-27,91.06999969482422
2019-04-24,87.86000061035156
2018-07-10,88.94999694824219
2018-09-12,89.5
2019-02-19,88.19999694824219
2019-01-18,88.52999877929688
2020-02-24,87.43000030517578
2020-05-13,88.41999816894531
2019-12-10,88.02999877929688
2020-02-27,87.7699966430664
2019-12-13,88.4000015258789
2020-05-19,88.4800033569336
2019-03-06,89.68000030517578
2018-11-30,88.76000213623047
2019-08-13,85.62999725341797
2019-07-12,84.9800033569336
2019-06-10,82.9800033569336
2019-05-09,84.37000274658203
2018-07-25,83.69999694824219
2018-09-27,82.18000030517578
2018-10-29,79.73999786376953
2019-10-16,79.16999816894531
2019-12-16,81.31999969482422
2020-03-04,81.58999633789062
2020-05-22,80.55999755859375
2019-10-01,79.80999755859375
2019-12-19,79.3499984741211
2018-09-10,77.55000305175781
2019-05-24,79.80000305175781
2018-08-09,82.2300033569336
2019-04-22,82.23999786376953
2019-03-21,81.44000244140625
2019-01-16,81.2300033569336
2019-08-28,81.37999725341797
2018-11-13,82.12000274658203
2018-10-12,83.23999786376953
2019-06-25,82.98999786376953
2020-03-10,83.12999725341797
2020-05-28,83.11000061035156
2019-10-07,83.02999877929688
2020-03-13,84.16000366210938
2019-10-10,84.56999969482422
2020-03-16,84.41000366210938
2020-06-03,84.93000030517578
2018-11-28,85.41999816894531
2018-09-25,86.01000213623047
2018-07-23,85.83000183105469
2018-08-24,86.58000183105469
2019-07-10,85.9000015258789
2019-05-07,86.41000366210938
2019-04-05,86.86000061035156
2019-03-04,86.83999633789062
2019-01-31,88.30000305175781
2019-09-12,88.80000305175781
2019-12-31,89.0
2020-03-19,90.88999938964844
2020-01-03,92.41999816894531
2020-06-09,91.91000366210938
2019-02-15,92.80999755859375
2019-01-14,93.0199966430664
2018-07-06,93.19999694824219
2018-08-07,93.55999755859375
2018-10-10,94.08000183105469
2018-12-13,94.04000091552734
2019-08-26,94.76000213623047
2019-07-25,95.16000366210938
2019-05-22,94.7699966430664
2019-03-19,95.0
2020-01-06,94.69999694824219
2020-03-25,93.36000061035156
2020-06-12,94.0999984741211
2019-10-22,94.7699966430664
2020-01-09,95.19000244140625
2020-06-15,94.44999694824219
2019-10-25,93.95999908447266
2020-03-31,93.27999877929688
2020-06-18,92.56999969482422
2019-04-03,93.55000305175781
2018-08-22,94.33000183105469
2018-10-25,94.29000091552734
2019-01-29,93.41999816894531
2018-12-28,93.66000366210938
2018-11-26,95.23999786376953
2019-08-09,95.12000274658203
2019-07-08,94.16999816894531
2019-06-06,93.0
2019-09-10,94.33000183105469
2020-01-15,94.36000061035156
2020-04-03,94.08000183105469
2019-10-31,94.05000305175781
2020-04-06,94.41999816894531
2020-06-24,94.43000030517578
2018-11-09,94.5199966430664
2019-07-23,95.36000061035156
2019-06-21,95.25
2019-05-20,95.43000030517578
2019-04-18,96.44000244140625
2018-09-06,95.66999816894531
2018-10-08,94.41000366210938
2019-02-13,94.58000183105469
2018-12-11,95.25
2019-09-25,96.30999755859375
2020-01-21,97.0199966430664
2020-04-09,96.75
2019-11-06,98.33000183105469
2020-01-24,97.33999633789062
2020-01-27,96.23999786376953
2020-04-15,96.75
2018-12-26,97.08000183105469
2019-08-07,96.04000091552734
2019-06-04,96.55999755859375
2018-09-21,97.54000091552734
2018-07-19,97.9000015258789
2018-08-20,99.05000305175781
2018-10-23,98.9800033569336
2019-05-03,98.68000030517578
2019-04-01,97.51000213623047
2019-02-28,97.25
2019-11-12,95.25
2020-01-30,94.68000030517578
2019-11-15,94.01000213623047
2020-04-21,95.22000122070312
2019-04-16,93.94999694824219
2019-03-15,94.43000030517578
2019-02-11,95.5999984741211
2019-01-10,95.0199966430664
2019-08-22,95.52999877929688
2018-11-07,96.4000015258789
2018-08-03,96.69000244140625
2018-09-04,96.48999786376953
2019-06-19,96.2300033569336
2019-09-23,96.31999969482422
2019-11-18,95.9000015258789
2020-02-05,96.08000183105469
2020-04-24,94.93000030517578
2019-03-29,95.33000183105469
2019-11-21,97.5999984741211
2020-04-27,97.91000366210938
2020-02-11,99.41999816894531
2020-04-30,99.58000183105469
2019-05-01,101.0199966430664
2019-02-26,101.05000305175781
2019-01-25,100.55000305175781
2018-12-24,100.69000244140625
2019-09-06,101.18000030517578
2018-07-17,102.25
2018-09-19,101.30000305175781
2019-08-05,102.05000305175781
2019-10-08,102.98999786376953
2019-12-11,103.33000183105469
2019-11-27,101.1500015258789
2020-02-14,102.30000305175781
2020-05-06,101.62000274658203
2019-01-08,99.94999694824219
2018-12-07,100.87000274658203
2019-08-20,102.9800033569336
2018-11-05,102.95999908447266
2019-07-19,103.2699966430664
2018-10-04,104.62999725341797
2019-06-17,104.31999969482422
2019-05-16,104.11000061035156
2018-08-01,104.61000061035156
2019-03-13,103.3499984741211
2019-12-03,103.3499984741211
2020-02-20,104.0199966430664
2019-12-06,104.5199966430664
2020-05-12,104.68000030517578
2019-12-09,102.93000030517578
2020-02-26,103.33000183105469
2020-05-15,101.33999633789062
2019-03-28,101.19999694824219
2018-09-17,101.4800033569336
2018-08-16,102.23999786376953
2018-10-19,102.05999755859375
2019-04-29,103.0
2019-01-23,101.5
2019-09-04,105.29000091552734
2018-11-20,107.69000244140625
2019-07-02,104.68000030517578
2019-05-31,103.69000244140625
2019-12-12,101.88999938964844
2020-05-18,102.48999786376953
2019-09-27,103.9800033569336
2020-03-03,105.0999984741211
2020-05-21,103.76000213623047
2019-05-14,102.52999877929688
2018-08-31,103.38999938964844
2018-07-30,101.86000061035156
2018-10-02,102.3499984741211
2019-04-12,104.45999908447266
2019-03-11,103.70999908447266
2019-02-07,103.72000122070312
2019-07-17,104.54000091552734
2019-09-19,104.0199966430664
2019-10-21,102.5199966430664
2019-12-18,103.70999908447266
2020-03-06,102.2300033569336
2019-10-03,102.69000244140625
2020-03-09,102.91000366210938
2020-05-27,101.80999755859375
2019-12-24,103.51000213623047
2020-03-12,105.0
2018-12-20,104.2699966430664
2019-08-01,106.02999877929688
2018-08-14,105.98999786376953
2018-07-13,105.44999694824219
2018-10-17,106.31999969482422
2019-05-29,106.91000366210938
2019-03-26,105.47000122070312
2019-02-22,106.37999725341797
2019-10-04,108.0
2019-11-05,108.16000366210938
2019-12-27,108.66999816894531
