Dates,SWKS
2018-06-20,99.93000030517578
2018-06-21,98.79000091552734
2018-06-25,98.06999969482422
2018-06-22,95.80999755859375
2018-06-26,96.87000274658203
2018-06-27,95.94000244140625
2018-06-28,95.33000183105469
2018-06-29,96.58999633789062
2018-07-02,95.05000305175781
2018-07-03,95.30000305175781
2018-07-05,96.5
2018-07-16,98.58999633789062
2018-09-18,99.2699966430664
2019-01-24,100.13999938964844
2019-09-05,98.38999938964844
2018-11-21,97.88999938964844
2020-01-13,99.0199966430664
2020-04-01,99.11000061035156
2020-06-19,98.93000030517578
2019-10-29,101.3499984741211
2020-01-16,100.72000122070312
2020-06-22,96.5
2018-10-03,93.80999755859375
2018-07-31,94.30000305175781
2019-03-12,92.72000122070312
2019-02-08,94.0
2019-01-07,94.69000244140625
2018-12-06,93.91999816894531
2019-08-19,94.04000091552734
2019-07-18,94.31999969482422
2019-05-15,92.9000015258789
2019-09-20,94.95999908447266
2019-11-01,93.0
2020-04-07,95.04000091552734
2020-06-25,95.38999938964844
2020-06-16,94.16000366210938
2019-11-04,92.23999786376953
2020-01-22,93.06999969482422
2019-11-07,92.62000274658203
2020-04-13,90.58000183105469
2019-07-01,91.05999755859375
2019-05-30,89.0999984741211
2018-08-15,90.58000183105469
2018-10-18,91.13999938964844
2019-03-27,91.51000213623047
2019-01-22,92.16000366210938
2018-12-21,92.33999633789062
2019-09-03,92.81999969482422
2018-11-19,92.83999633789062
2019-08-02,92.80000305175781
2020-01-28,91.48999786376953
2020-04-16,90.9800033569336
2019-11-13,89.69000244140625
2020-01-31,88.9000015258789
2018-12-04,88.44999694824219
2018-11-02,87.33000183105469
2019-07-16,86.66000366210938
2018-08-30,84.69999694824219
2018-10-01,83.05000305175781
2019-06-14,84.87000274658203
2019-05-13,87.12999725341797
2019-04-11,86.08000183105469
2019-02-06,86.26000213623047
2019-09-18,86.9000015258789
2020-02-03,89.44999694824219
2020-04-22,90.7699966430664
2019-11-19,90.69999694824219
2020-02-06,91.25
2019-11-22,89.80000305175781
2019-03-25,89.62000274658203
2019-02-21,88.91000366210938
2018-12-19,90.80000305175781
2018-07-12,91.26000213623047
2018-09-14,91.02999877929688
2018-08-13,90.08999633789062
2018-10-16,86.61000061035156
2019-07-31,86.36000061035156
2019-05-28,87.30000305175781
2019-04-26,84.79000091552734
2020-04-28,84.43000030517578
2019-11-25,85.91000366210938
2020-02-12,86.25
2020-05-01,87.45999908447266
2020-05-04,87.4000015258789
2019-06-12,85.87999725341797
2019-04-09,84.7699966430664
2019-03-08,84.54000091552734
2019-02-04,80.55999755859375
2018-07-27,79.2699966430664
2018-08-28,80.0199966430664
2019-01-03,79.47000122070312
2019-08-15,80.58000183105469
2018-10-31,81.9000015258789
2019-09-16,84.44000244140625
2020-02-18,87.0
2020-05-07,84.31999969482422
2018-08-17,81.19999694824219
2019-12-04,82.33000183105469
2020-02-21,81.68000030517578
2018-12-17,81.44000244140625
2019-08-30,75.1500015258789
2018-11-15,72.62999725341797
2019-07-29,71.62999725341797
2019-06-27,70.72000122070312
2019-04-24,70.88999938964844
2018-07-10,72.08999633789062
2018-09-12,70.56999969482422
2019-02-19,68.58000183105469
2019-01-18,69.54000091552734
2020-02-24,69.5199966430664
2020-05-13,70.0
2019-12-10,69.83000183105469
2020-02-27,70.05999755859375
2019-12-13,71.13999938964844
2020-05-19,70.47000122070312
2019-03-06,73.2300033569336
2018-11-30,70.69000244140625
2019-08-13,69.0199966430664
2019-07-12,67.37999725341797
2019-06-10,65.80999755859375
2019-05-09,68.0199966430664
2018-07-25,68.69999694824219
2018-09-27,69.27999877929688
2018-10-29,68.38999938964844
2019-10-16,68.05000305175781
2019-12-16,68.56999969482422
2020-03-04,65.76000213623047
2020-05-22,64.47000122070312
2019-10-01,63.90999984741211
2019-12-19,62.709999084472656
2018-09-10,62.7400016784668
2019-05-24,65.38999938964844
2018-08-09,66.80999755859375
2019-04-22,66.37999725341797
2019-03-21,65.75
2019-01-16,60.119998931884766
2019-08-28,61.15999984741211
2018-11-13,62.90999984741211
2018-10-12,63.7599983215332
2019-06-25,65.80000305175781
2020-03-10,67.30000305175781
