Dates,SWKS
2018-06-20,100.02999877929688
2018-06-21,98.86000061035156
2018-06-25,98.55000305175781
2018-06-22,97.37999725341797
2018-06-26,97.80000305175781
2018-06-27,96.01000213623047
2018-06-28,96.55999755859375
2018-06-29,96.6500015258789
2018-07-02,97.05999755859375
2018-07-03,95.45999908447266
2018-07-05,99.66000366210938
2018-07-16,100.12999725341797
2018-09-18,100.43000030517578
2019-01-24,101.63999938964844
2019-09-05,98.55000305175781
2018-11-21,99.81999969482422
2020-01-13,99.5999984741211
2020-04-01,99.76000213623047
2020-06-19,101.69000244140625
2019-10-29,102.02999877929688
2020-01-16,102.4800033569336
2020-06-22,96.98999786376953
2018-10-03,96.44000244140625
2018-07-31,94.47000122070312
2019-03-12,94.81999969482422
2019-02-08,95.47000122070312
2019-01-07,95.19999694824219
2018-12-06,94.43000030517578
2019-08-19,94.58000183105469
2019-07-18,94.63999938964844
2019-05-15,95.62000274658203
2019-09-20,95.61000061035156
2019-11-01,95.08999633789062
2020-04-07,96.06999969482422
2020-06-25,95.41999816894531
2020-06-16,94.33000183105469
2019-11-04,93.08999633789062
2020-01-22,93.80999755859375
2019-11-07,92.72000122070312
2020-04-13,91.61000061035156
2019-07-01,91.41000366210938
2019-05-30,91.8499984741211
2018-08-15,90.9800033569336
2018-10-18,92.69000244140625
2019-03-27,92.7300033569336
2019-01-22,92.30999755859375
2018-12-21,92.98999786376953
2019-09-03,93.62000274658203
2018-11-19,93.58000183105469
2019-08-02,93.0199966430664
2020-01-28,91.48999786376953
2020-04-16,91.30000305175781
2019-11-13,90.0
2020-01-31,89.75
2018-12-04,88.66000366210938
2018-11-02,87.4800033569336
2019-07-16,87.16000366210938
2018-08-30,85.83000183105469
2018-10-01,84.37000274658203
2019-06-14,87.20999908447266
2019-05-13,87.7300033569336
2019-04-11,86.22000122070312
2019-02-06,86.80999755859375
2019-09-18,88.86000061035156
2020-02-03,91.61000061035156
2020-04-22,92.16999816894531
2019-11-19,93.18000030517578
2020-02-06,91.7300033569336
2019-11-22,90.04000091552734
2019-03-25,89.94000244140625
2019-02-21,90.70999908447266
2018-12-19,91.44999694824219
2018-07-12,91.87999725341797
2018-09-14,92.44999694824219
2018-08-13,91.05000305175781
2018-10-16,87.55000305175781
2019-07-31,87.56999969482422
2019-05-28,88.5199966430664
2019-04-26,84.80000305175781
2020-04-28,85.26000213623047
2019-11-25,87.20999908447266
2020-02-12,87.05000305175781
2020-05-01,88.69999694824219
2020-05-04,88.37999725341797
2019-06-12,86.2300033569336
2019-04-09,85.16000366210938
2019-03-08,85.19999694824219
2019-02-04,84.31999969482422
2018-07-27,79.38999938964844
2018-08-28,81.86000061035156
2019-01-03,81.08000183105469
2019-08-15,81.8499984741211
2018-10-31,84.66000366210938
2019-09-16,86.76000213623047
2020-02-18,89.48999786376953
2020-05-07,85.2699966430664
2018-08-17,83.0
2019-12-04,82.63999938964844
2020-02-21,82.6500015258789
2018-12-17,83.4000015258789
2019-08-30,76.66000366210938
2018-11-15,72.83999633789062
2019-07-29,72.08000183105469
2019-06-27,71.27999877929688
2019-04-24,73.13999938964844
2018-07-10,72.94999694824219
2018-09-12,70.76000213623047
2019-02-19,69.41000366210938
2019-01-18,70.31999969482422
2020-02-24,70.5999984741211
2020-05-13,70.94999694824219
2019-12-10,70.66999816894531
2020-02-27,72.18000030517578
2019-12-13,71.2300033569336
2020-05-19,72.7699966430664
2019-03-06,73.45999908447266
2018-11-30,70.76000213623047
2019-08-13,70.61000061035156
2019-07-12,67.56999969482422
2019-06-10,67.44000244140625
2019-05-09,68.5199966430664
2018-07-25,69.30999755859375
2018-09-27,69.62000274658203
2018-10-29,68.69000244140625
2019-10-16,68.43000030517578
2019-12-16,68.76000213623047
2020-03-04,66.36000061035156
2020-05-22,65.63999938964844
2019-10-01,64.48999786376953
2019-12-19,62.779998779296875
2018-09-10,66.70999908447266
2019-05-24,67.72000122070312
2018-08-09,67.22000122070312
2019-04-22,67.0199966430664
2019-03-21,67.95999908447266
2019-01-16,60.720001220703125
2019-08-28,63.630001068115234
2018-11-13,64.48999786376953
2018-10-12,65.19000244140625
2019-06-25,67.69000244140625
2020-03-10,68.58999633789062
2020-05-28,70.0199966430664
2019-10-07,68.3499984741211
2020-03-13,68.44999694824219
2019-10-10,68.80000305175781
2020-03-16,69.02999877929688
2020-06-03,70.06999969482422
2018-11-28,68.9000015258789
2018-09-25,68.2699966430664
2018-07-23,70.02999877929688
2018-08-24,72.47000122070312
2019-07-10,72.69000244140625
2019-05-07,71.54000091552734
2019-04-05,73.91999816894531
2019-03-04,73.04000091552734
2019-01-31,73.95999908447266
2019-09-12,74.87000274658203
2019-12-31,75.95999908447266
2020-03-19,84.69000244140625
2020-01-03,81.55999755859375
2020-06-09,81.70999908447266
2019-02-15,81.83999633789062
2019-01-14,83.58000183105469
2018-07-06,82.9800033569336
2018-08-07,83.63999938964844
2018-10-10,83.37999725341797
2018-12-13,82.62000274658203
2019-08-26,82.33000183105469
2019-07-25,81.76000213623047
2019-05-22,82.41999816894531
