Dates,SWKS
2018-06-20,96.3305435180664
2018-06-21,95.20381164550781
2018-06-25,94.90528106689453
2018-06-22,93.77854919433594
2018-06-26,94.18301391601562
2018-06-27,92.459228515625
2018-06-28,92.98887634277344
2018-06-29,93.07554626464844
2018-07-02,93.47038269042969
2018-07-03,91.92955017089844
2018-07-05,95.97422790527344
2018-07-16,96.42683410644531
2018-09-18,96.71574401855469
2019-01-24,97.88099670410156
2019-09-05,94.90528106689453
2018-11-21,96.12830352783203
2020-01-13,95.91644287109375
2020-04-01,96.07052612304688
2020-06-19,97.92913818359375
2019-10-29,98.2565689086914
2020-01-16,98.68993377685547
2020-06-22,93.40296173095703
2018-10-03,92.87330627441406
2018-07-31,90.97616577148438
2019-03-12,91.31322479248047
2019-02-08,91.93917846679688
2019-01-07,91.67916870117188
2018-12-06,90.93766021728516
2019-08-19,91.08209228515625
2019-07-18,91.1398696899414
2019-05-15,92.08365631103516
2019-09-20,92.07401275634766
2019-11-01,91.93865203857422
2020-04-07,92.88617706298828
2020-06-25,92.2577133178711
2020-06-16,91.2038345336914
2019-11-04,90.00492095947266
2020-01-22,90.70106506347656
2019-11-07,89.64720153808594
2020-04-13,88.573974609375
2019-07-01,88.38060760498047
2019-05-30,88.80602264404297
2018-08-15,87.96485900878906
2018-10-18,89.6181869506836
2019-03-27,89.65686798095703
2019-01-22,89.25077819824219
2018-12-21,89.90824127197266
2019-09-03,90.51737213134766
2018-11-19,90.47869873046875
2019-08-02,89.9372329711914
2020-01-28,88.45794677734375
2020-04-16,88.27425384521484
2019-11-13,87.01732635498047
2020-01-31,86.77561950683594
2018-12-04,85.72174072265625
2018-11-02,84.58084869384766
2019-07-16,84.27145385742188
2018-08-30,82.98553466796875
2018-10-01,81.57392120361328
2019-06-14,84.3198013305664
2019-05-13,84.82256317138672
2019-04-11,83.36260986328125
2019-02-06,83.93304443359375
2019-09-18,85.91511535644531
2020-02-03,88.573974609375
2020-04-22,89.11543273925781
2019-11-19,90.09194946289062
2020-02-06,88.68999481201172
2019-11-22,87.0560073852539
2019-03-25,86.95931243896484
2019-02-21,87.70381164550781
2018-12-19,88.41927337646484
2018-07-12,88.83502960205078
2018-09-14,89.38613891601562
