Dates,SWKS
2020-04-09,2110600.0
2019-11-06,3059100.0
2020-01-24,1531400.0
2020-01-27,1156000.0
2020-04-15,1604300.0
2018-12-26,1082300.0
2019-08-07,1123700.0
2019-06-04,2227700.0
2018-09-21,1626600.0
2018-07-19,1685800.0
2018-08-20,2105900.0
2018-10-23,3491900.0
2019-05-03,5988600.0
2019-04-01,2326400.0
2019-02-28,2615900.0
2019-11-12,1819800.0
2020-01-30,1720100.0
2019-11-15,1774500.0
2020-04-21,2955100.0
2019-04-16,1936600.0
2019-03-15,1557500.0
2019-02-11,4312600.0
2019-01-10,4254100.0
2019-08-22,4397100.0
2018-11-07,3605400.0
2018-08-03,1752400.0
2018-09-04,2544300.0
2019-06-19,3535700.0
2019-09-23,2204600.0
2019-11-18,1771700.0
2020-02-05,1722700.0
2020-04-24,1615500.0
2019-03-29,1398600.0
2019-11-21,1787300.0
2020-04-27,2417000.0
2020-02-11,2565100.0
2020-04-30,2070700.0
2019-05-01,2753600.0
2019-02-26,2894100.0
2019-01-25,1392500.0
2018-12-24,1265400.0
2019-09-06,2035800.0
2018-07-17,1968200.0
2018-09-19,2804200.0
2019-08-05,1539200.0
2019-10-08,1687400.0
2019-12-11,3210700.0
2019-11-27,1368700.0
2020-02-14,1664500.0
2020-05-06,1787900.0
2019-01-08,1473000.0
2018-12-07,3397700.0
2019-08-20,3943900.0
2018-11-05,1650500.0
2019-07-19,1014000.0
2018-10-04,810500.0
2019-06-17,1269800.0
2019-05-16,1254600.0
2018-08-01,1197800.0
2019-03-13,1211000.0
2019-12-03,1178600.0
2020-02-20,1204800.0
2019-12-06,1612600.0
2020-05-12,1614800.0
2019-12-09,2062300.0
2020-02-26,1817000.0
2020-05-15,1893400.0
2019-03-28,2090100.0
2018-09-17,2599000.0
2018-08-16,1707400.0
2018-10-19,974000.0
2019-04-29,1246800.0
2019-01-23,1421200.0
2019-09-04,1600400.0
2018-11-20,3260400.0
2019-07-02,3396800.0
2019-05-31,3257600.0
2019-12-12,2434300.0
2020-05-18,3364000.0
2019-09-27,4937500.0
2020-03-03,2843800.0
2020-05-21,1868300.0
2019-05-14,2028300.0
2018-08-31,1914500.0
2018-07-30,1450500.0
2018-10-02,1522000.0
2019-04-12,1260900.0
2019-03-11,1397200.0
2019-02-07,1313900.0
2019-07-17,1088400.0
2019-09-19,2466200.0
2019-10-21,1289300.0
2019-12-18,1405700.0
2020-03-06,1240700.0
2019-10-03,1227800.0
2020-03-09,1254900.0
2020-05-27,1378500.0
2019-12-24,1127900.0
2020-03-12,2298200.0
2018-12-20,1548300.0
2019-08-01,1343100.0
2018-08-14,1344000.0
2018-07-13,2366600.0
2018-10-17,2024600.0
2019-05-29,1676700.0
2019-03-26,1342000.0
2019-02-22,1697400.0
2019-10-04,1405300.0
2019-11-05,1536200.0
2019-12-27,2019400.0
2020-06-02,949300.0
2019-12-30,1608000.0
2020-03-18,1249000.0
2020-06-05,2300600.0
2019-07-15,2876400.0
2018-12-03,1911300.0
2019-06-13,1973400.0
2019-01-04,2142000.0
2018-08-29,1453700.0
2019-02-05,1821700.0
2018-11-01,1434700.0
2019-08-16,1827700.0
2019-04-10,1291600.0
2019-09-17,2907100.0
2019-10-15,2565500.0
2020-01-02,1352000.0
2020-06-08,1633000.0
2019-10-18,1349100.0
2020-03-24,2006600.0
2020-06-11,2049300.0
2020-01-08,1676100.0
2019-04-25,1206700.0
2019-07-30,1354600.0
2019-02-20,1589500.0
2018-07-11,1296300.0
2018-09-13,1368700.0
2018-10-15,1212300.0
2019-06-28,1068100.0
2018-12-18,1689600.0
2018-11-16,3872300.0
2019-10-02,1896400.0
2020-03-27,1906800.0
2020-01-10,1486500.0
2019-10-24,1476400.0
2020-03-30,1735600.0
2020-06-17,1507900.0
2020-01-14,4361600.0
2020-04-02,7337400.0
2019-01-02,2592800.0
2019-08-14,2687700.0
2018-10-30,2671000.0
2019-06-11,2528900.0
2019-05-10,2156100.0
2019-04-08,1478500.0
2018-08-27,1767000.0
2018-07-26,2253800.0
2018-09-28,2237400.0
2019-03-07,991000.0
2019-10-30,900000.0
2020-01-17,1753600.0
2020-06-23,2085700.0
2020-04-08,1191300.0
2020-06-26,1220400.0
2019-03-22,1813200.0
2019-01-17,2874500.0
2019-08-29,1856200.0
2018-11-14,4007300.0
2019-06-26,3464200.0
2018-09-11,2333800.0
2018-07-09,2116600.0
2018-08-10,2430200.0
2019-04-23,2802400.0
2019-09-30,2814600.0
2020-01-23,3475600.0
2019-11-08,2269700.0
2020-04-14,1095900.0
2019-11-11,1472600.0
2020-01-29,1414100.0
2020-04-17,1277700.0
2018-07-24,1171300.0
2018-09-26,2351900.0
2019-05-08,2339000.0
2019-03-05,3177000.0
2019-02-01,2055800.0
2018-12-31,2139000.0
2018-11-29,1935800.0
2019-08-12,2429900.0
2019-07-11,2960600.0
2019-09-13,2183500.0
2019-11-14,2165500.0
2020-04-20,1667500.0
2020-02-04,1979300.0
2020-04-23,2158500.0
2018-12-14,2597000.0
2019-08-27,4327600.0
2018-08-08,7203700.0
2018-10-11,3086000.0
2018-11-12,2205700.0
2019-07-26,1609900.0
2019-06-24,2982200.0
2019-05-23,2448400.0
2019-03-20,1722000.0
2019-01-15,1624200.0
2019-11-20,1275100.0
2020-02-07,1808900.0
2020-02-10,2582800.0
2020-04-29,1630400.0
2019-11-26,1694700.0
2020-02-13,2002300.0
2019-01-30,2151300.0
2018-08-23,1815200.0
2018-09-24,2444400.0
2018-11-27,1751800.0
2018-10-26,1363300.0
2019-07-09,1894700.0
2019-06-07,3102700.0
2019-05-06,2843400.0
2019-04-04,2756600.0
2019-09-11,3629400.0
2019-11-29,4766900.0
2020-05-05,2899800.0
2019-12-02,2428900.0
2020-02-19,5037900.0
2020-05-08,3527000.0
2019-05-21,3053300.0
2019-03-18,3867100.0
2018-09-07,3596500.0
2018-08-06,3080600.0
2018-10-09,3923100.0
2019-02-14,5730600.0
2018-12-12,4192800.0
2019-07-24,4974200.0
2019-09-26,3246600.0
2019-10-28,2991100.0
2019-12-05,2999500.0
2020-05-11,3623000.0
2019-07-03,3889900.0
2020-02-25,3938100.0
2020-05-14,4192200.0
2020-02-28,3329500.0
2019-08-08,2121800.0
2019-06-05,3247500.0
2018-07-20,2898500.0
2018-08-21,2256000.0
2018-10-24,2081700.0
2019-04-02,2683700.0
2019-03-01,2233000.0
2019-01-28,2381900.0
2018-12-27,2804300.0
2019-09-09,1938400.0
2020-03-02,2896100.0
2020-05-20,1999700.0
2019-12-17,1520000.0
2020-03-05,1961700.0
2019-02-12,1387500.0
2019-01-11,1811000.0
2018-12-10,2272500.0
2019-08-23,1459300.0
2018-11-08,1457900.0
2019-07-22,2113000.0
2019-06-20,2203900.0
2018-09-05,2051800.0
2019-04-17,2551600.0
2019-09-24,2358900.0
2019-12-20,3376800.0
2020-05-26,5330000.0
2019-04-30,3021400.0
2019-12-23,1564600.0
2020-03-11,2124100.0
2020-05-29,2188600.0
2019-12-26,1812000.0
2020-06-01,2097100.0
2019-05-02,2142800.0
2019-02-27,2033400.0
2018-11-23,2137200.0
2019-08-06,1657800.0
2018-07-18,1772900.0
2018-09-20,1305600.0
2018-10-22,1506200.0
2019-07-05,1617300.0
2019-06-03,2111900.0
2019-10-09,1997800.0
2019-10-11,2645300.0
2020-03-17,1122200.0
2020-06-04,2027400.0
2019-10-14,2222100.0
2020-03-20,2216300.0
2018-11-06,3555300.0
2019-06-18,2715500.0
2019-05-17,2019400.0
2019-04-15,2488500.0
2019-03-14,2959100.0
2019-01-09,2437500.0
2018-08-02,2375500.0
2018-10-05,2513900.0
2019-08-21,1794800.0
2019-10-17,1424300.0
2020-03-23,3667600.0
2020-06-10,1578800.0
2019-02-25,1419900.0
2020-01-07,2393700.0
2020-03-26,1339500.0
2019-10-23,2292100.0
