Dates,ETR
2018-06-20,80.25
2018-06-21,79.83999633789062
2018-06-25,80.20999908447266
2018-06-22,81.0199966430664
2018-06-26,80.9000015258789
2018-06-27,81.73999786376953
2018-06-28,81.26000213623047
2018-06-29,80.79000091552734
2018-07-02,81.43000030517578
2018-07-03,81.37999725341797
2018-07-05,81.95999908447266
2018-07-16,82.55999755859375
2018-09-18,80.1500015258789
2019-01-24,80.93000030517578
2019-09-05,82.20999908447266
2018-11-21,82.18000030517578
2020-01-13,81.88999938964844
2020-04-01,81.80999755859375
2020-06-19,81.69999694824219
2019-10-29,80.54000091552734
2020-01-16,81.0
2020-06-22,80.51000213623047
2018-10-03,79.41000366210938
2018-07-31,78.9800033569336
2019-03-12,79.25
2019-02-08,80.43000030517578
2019-01-07,80.55000305175781
2018-12-06,80.2699966430664
2019-08-19,81.27999877929688
2019-07-18,81.81999969482422
2019-05-15,82.76000213623047
2019-09-20,83.7699966430664
2019-11-01,83.44999694824219
2020-04-07,83.26000213623047
2020-06-25,82.62000274658203
2020-06-16,83.33000183105469
2019-11-04,83.38999938964844
2020-01-22,83.6500015258789
2019-11-07,83.9800033569336
2020-04-13,84.13999938964844
2019-07-01,85.13999938964844
2019-05-30,85.31999969482422
2018-08-15,85.2300033569336
2018-10-18,84.88999938964844
2019-03-27,84.29000091552734
2019-01-22,84.62999725341797
2018-12-21,85.08999633789062
2019-09-03,83.9000015258789
2018-11-19,83.62000274658203
2019-08-02,83.44000244140625
2020-01-28,84.33000183105469
2020-04-16,83.58999633789062
2019-11-13,84.30000305175781
2020-01-31,84.95999908447266
2018-12-04,85.52999877929688
2018-11-02,84.70999908447266
2019-07-16,85.19000244140625
2018-08-30,84.48999786376953
2018-10-01,84.04000091552734
2019-06-14,84.22000122070312
2019-05-13,83.76000213623047
2019-04-11,84.41999816894531
2019-02-06,83.93000030517578
2019-09-18,81.9000015258789
2020-02-03,82.48999786376953
2020-04-22,82.56999969482422
2019-11-19,81.63999938964844
2020-02-06,80.18000030517578
2019-11-22,79.08999633789062
2019-03-25,79.93000030517578
2019-02-21,81.12999725341797
2018-12-19,80.6500015258789
2018-07-12,81.83000183105469
2018-09-14,80.33000183105469
2018-08-13,81.19999694824219
2018-10-16,82.76000213623047
2019-07-31,83.63999938964844
2019-05-28,83.43000030517578
2019-04-26,82.94999694824219
2020-04-28,81.19999694824219
2019-11-25,81.3499984741211
2020-02-12,81.8499984741211
2020-05-01,82.72000122070312
2020-05-04,82.62999725341797
2019-06-12,82.61000061035156
2019-04-09,84.12000274658203
2019-03-08,83.37000274658203
2019-02-04,83.1500015258789
2018-07-27,85.41000366210938
2018-08-28,83.5
2019-01-03,82.43000030517578
2019-08-15,84.01000213623047
2018-10-31,82.94000244140625
2019-09-16,83.94999694824219
2020-02-18,83.01000213623047
2020-05-07,83.26000213623047
2018-08-17,84.37000274658203
2019-12-04,85.41999816894531
2020-02-21,85.30000305175781
2018-12-17,85.12999725341797
2019-08-30,85.55999755859375
2018-11-15,85.91000366210938
2019-07-29,85.9000015258789
2019-06-27,85.48999786376953
2019-04-24,85.97000122070312
2018-07-10,86.31999969482422
2018-09-12,86.76000213623047
2019-02-19,86.33000183105469
2019-01-18,85.3499984741211
2020-02-24,85.37000274658203
2020-05-13,85.86000061035156
2019-12-10,86.29000091552734
2020-02-27,86.08000183105469
2019-12-13,85.87000274658203
2020-05-19,87.05999755859375
2019-03-06,87.80999755859375
2018-11-30,88.9800033569336
2019-08-13,88.25
2019-07-12,88.45999908447266
2019-06-10,89.1500015258789
2019-05-09,89.58999633789062
2018-07-25,88.91000366210938
2018-09-27,90.45999908447266
2018-10-29,89.77999877929688
2019-10-16,86.77999877929688
2019-12-16,87.08999633789062
2020-03-04,86.83999633789062
2020-05-22,87.33999633789062
2019-10-01,86.76000213623047
2019-12-19,83.23999786376953
2018-09-10,84.44000244140625
2019-05-24,85.33999633789062
2018-08-09,85.48999786376953
2019-04-22,86.06999969482422
2019-03-21,84.0
2019-01-16,84.16999816894531
2019-08-28,84.80000305175781
2018-11-13,84.4000015258789
2018-10-12,85.9000015258789
2019-06-25,85.44999694824219
2020-03-10,86.62999725341797
2020-05-28,85.81999969482422
2019-10-07,84.70999908447266
2020-03-13,86.63999938964844
2019-10-10,86.4000015258789
2020-03-16,86.02999877929688
2020-06-03,86.29000091552734
2018-11-28,86.66000366210938
2018-09-25,87.87000274658203
2018-07-23,88.62999725341797
2018-08-24,87.0999984741211
2019-07-10,86.51000213623047
2019-05-07,86.5999984741211
2019-04-05,87.11000061035156
2019-03-04,89.19000244140625
2019-01-31,88.83000183105469
2019-09-12,89.19000244140625
2019-12-31,89.19000244140625
2020-03-19,89.55000305175781
2020-01-03,90.2699966430664
2020-06-09,90.81999969482422
2019-02-15,90.5999984741211
2019-01-14,90.86000061035156
2018-07-06,89.36000061035156
2018-08-07,89.69000244140625
2018-10-10,89.86000061035156
2018-12-13,90.05000305175781
2019-08-26,91.23999786376953
2019-07-25,91.19000244140625
2019-05-22,92.7699966430664
2019-03-19,92.44999694824219
2020-01-06,92.69999694824219
2020-03-25,92.45999908447266
2020-06-12,93.33000183105469
2019-10-22,93.25
2020-01-09,92.63999938964844
2020-06-15,92.16999816894531
2019-10-25,92.08999633789062
2020-03-31,92.12999725341797
2020-06-18,92.48999786376953
2019-04-03,93.95999908447266
2018-08-22,94.88999938964844
2018-10-25,95.01000213623047
2019-01-29,94.94000244140625
2018-12-28,94.66000366210938
2018-11-26,94.48999786376953
2019-08-09,93.18000030517578
2019-07-08,93.56999969482422
2019-06-06,94.94999694824219
2019-09-10,96.12000274658203
2020-01-15,95.81999969482422
2020-04-03,96.51000213623047
2019-10-31,95.95999908447266
2020-04-06,95.05999755859375
2020-06-24,95.62999725341797
2018-11-09,94.36000061035156
2019-07-23,94.12999725341797
2019-06-21,94.05000305175781
2019-05-20,93.61000061035156
2019-04-18,94.47000122070312
2018-09-06,94.33999633789062
2018-10-08,94.70999908447266
2019-02-13,94.58999633789062
2018-12-11,95.0199966430664
2019-09-25,95.23999786376953
2020-01-21,95.05000305175781
2020-04-09,93.38999938964844
2019-11-06,92.9000015258789
2020-01-24,93.45999908447266
2020-01-27,93.63999938964844
2020-04-15,94.30000305175781
2018-12-26,94.63999938964844
2019-08-07,95.20999908447266
2019-06-04,95.12999725341797
2018-09-21,95.0
2018-07-19,96.9000015258789
2018-08-20,95.88999938964844
2018-10-23,96.22000122070312
2019-05-03,96.62999725341797
2019-04-01,96.20999908447266
2019-02-28,96.51000213623047
2019-11-12,94.2300033569336
2020-01-30,94.30999755859375
2019-11-15,96.33000183105469
2020-04-21,97.47000122070312
2019-04-16,96.48999786376953
2019-03-15,96.29000091552734
2019-02-11,96.91000366210938
2019-01-10,97.88999938964844
2019-08-22,97.94999694824219
2018-11-07,97.68000030517578
2018-08-03,98.48999786376953
2018-09-04,99.3499984741211
2019-06-19,98.98999786376953
2019-09-23,96.93000030517578
2019-11-18,95.66000366210938
2020-02-05,96.16000366210938
2020-04-24,97.06999969482422
2019-03-29,98.0199966430664
2019-11-21,97.44000244140625
2020-04-27,100.23999786376953
2020-02-11,100.9800033569336
2020-04-30,100.5999984741211
2019-05-01,99.8499984741211
2019-02-26,99.5
2019-01-25,101.30999755859375
2018-12-24,101.0199966430664
2019-09-06,102.04000091552734
2018-07-17,101.76000213623047
2018-09-19,101.30000305175781
2019-08-05,102.4800033569336
2019-10-08,103.44000244140625
2019-12-11,104.26000213623047
2019-11-27,103.69000244140625
2020-02-14,103.23999786376953
2020-05-06,101.20999908447266
2019-01-08,101.66000366210938
2018-12-07,102.93000030517578
2019-08-20,102.0
2018-11-05,103.69000244140625
2019-07-19,104.54000091552734
2018-10-04,104.33999633789062
2019-06-17,104.37000274658203
2019-05-16,104.23999786376953
2018-08-01,104.66999816894531
2019-03-13,104.44999694824219
2019-12-03,103.87000274658203
2020-02-20,104.83999633789062
2019-12-06,104.87999725341797
2020-05-12,105.54000091552734
2019-12-09,106.75
2020-02-26,105.5999984741211
2020-05-15,105.4000015258789
2019-03-28,104.86000061035156
2018-09-17,104.66000366210938
2018-08-16,104.0199966430664
2018-10-19,103.69000244140625
2019-04-29,104.94000244140625
2019-01-23,103.87999725341797
2019-09-04,105.62000274658203
2018-11-20,106.95999908447266
2019-07-02,106.72000122070312
2019-05-31,104.91000366210938
2019-12-12,106.55000305175781
2020-05-18,105.91999816894531
2019-09-27,107.04000091552734
2020-03-03,107.43000030517578
2020-05-21,107.73999786376953
2019-05-14,107.81999969482422
2018-08-31,107.0
2018-07-30,109.0
2018-10-02,109.19000244140625
2019-04-12,109.79000091552734
2019-03-11,110.20999908447266
2019-02-07,111.66999816894531
2019-07-17,111.30999755859375
2019-09-19,109.83999633789062
2019-10-21,111.54000091552734
2019-12-18,112.0999984741211
2020-03-06,112.31999969482422
2019-10-03,113.0199966430664
2020-03-09,112.83999633789062
2020-05-27,115.18000030517578
2019-12-24,115.56999969482422
2020-03-12,114.5
2018-12-20,113.55000305175781
2019-08-01,112.58999633789062
2018-08-14,112.25
2018-07-13,112.91000366210938
2018-10-17,113.88999938964844
2019-05-29,113.5199966430664
2019-03-26,113.52999877929688
2019-02-22,114.45999908447266
2019-10-04,114.6500015258789
2019-11-05,115.08000183105469
2019-12-27,115.20999908447266
2020-06-02,115.62999725341797
2019-12-30,117.08999633789062
2020-03-18,116.87999725341797
2020-06-05,117.55000305175781
2019-07-15,117.5
2018-12-03,117.36000061035156
2019-06-13,117.31999969482422
2019-01-04,116.44999694824219
2018-08-29,116.5
2019-02-05,118.7699966430664
2018-11-01,117.79000091552734
2019-08-16,117.62000274658203
2019-04-10,118.05999755859375
2019-09-17,117.79000091552734
2019-10-15,117.2300033569336
2020-01-02,116.61000061035156
2020-06-08,115.55000305175781
2019-10-18,116.04000091552734
2020-03-24,117.27999877929688
2020-06-11,118.1500015258789
2020-01-08,119.0199966430664
2019-04-25,119.41000366210938
2019-07-30,120.6500015258789
2019-02-20,121.25
2018-07-11,120.2699966430664
2018-09-13,118.12000274658203
2018-10-15,119.04000091552734
2019-06-28,121.55999755859375
2018-12-18,121.4800033569336
2018-11-16,119.66000366210938
2019-10-02,118.58999633789062
2020-03-27,116.58000183105469
2020-01-10,116.3499984741211
2019-10-24,114.7300033569336
2020-03-30,114.9000015258789
2020-06-17,114.08999633789062
2020-01-14,114.86000061035156
2020-04-02,117.5199966430664
2019-01-02,116.88999938964844
2019-08-14,116.70999908447266
2018-10-30,116.88999938964844
2019-06-11,116.19000244140625
2019-05-10,117.05999755859375
2019-04-08,115.9000015258789
2018-08-27,115.72000122070312
2018-07-26,115.37999725341797
2018-09-28,116.47000122070312
2019-03-07,116.91999816894531
2019-10-30,116.38999938964844
2020-01-17,115.9800033569336
2020-06-23,116.91999816894531
2020-04-08,118.11000061035156
2020-06-26,118.41999816894531
2019-03-22,118.08999633789062
2019-01-17,118.18000030517578
2019-08-29,117.66999816894531
2018-11-14,118.18000030517578
2019-06-26,116.91999816894531
2018-09-11,118.30000305175781
2018-07-09,119.12000274658203
2018-08-10,118.81999969482422
2019-04-23,119.66000366210938
2019-09-30,119.51000213623047
2020-01-23,120.16999816894531
2019-11-08,118.56999969482422
2020-04-14,119.44000244140625
2019-11-11,119.5199966430664
2020-01-29,119.86000061035156
2020-04-17,119.27999877929688
2018-07-24,119.80000305175781
2018-09-26,117.93000030517578
2019-05-08,118.7300033569336
2019-03-05,119.1500015258789
2019-02-01,119.12999725341797
2018-12-31,118.95999908447266
2018-11-29,120.26000213623047
2019-08-12,120.61000061035156
2019-07-11,121.5199966430664
2019-09-13,121.58000183105469
2019-11-14,123.73999786376953
2020-04-20,124.94999694824219
2020-02-04,126.30999755859375
2020-04-23,127.36000061035156
