Dates,ETR
2018-06-20,74.50611114501953
2018-06-21,74.12547302246094
2018-06-25,74.46898651123047
2018-06-22,75.22102355957031
2018-06-26,75.10960388183594
2018-06-27,75.88948059082031
2018-06-28,75.44384002685547
2018-06-29,75.00747680664062
2018-07-02,75.60166931152344
2018-07-03,75.55524444580078
2018-07-05,76.09373474121094
2018-07-16,76.65078735351562
2018-09-18,74.41327667236328
2019-01-24,75.13745880126953
2019-09-05,76.32584381103516
2018-11-21,76.29798126220703
2020-01-13,76.02874755859375
2020-04-01,75.9544677734375
2020-06-19,75.85233306884766
2019-10-29,74.77537536621094
2020-01-16,75.20244598388672
2020-06-22,74.74752044677734
2018-10-03,73.72624969482422
2018-07-31,73.32703399658203
2019-03-12,73.57769775390625
2019-02-08,74.67324829101562
2019-01-07,74.78466033935547
2018-12-06,74.52469635009766
2019-08-19,75.46239471435547
2019-07-18,75.9637451171875
2019-05-15,76.83647918701172
2019-09-20,77.77417755126953
2019-11-01,77.47708892822266
2020-04-07,77.3006820678711
2020-06-25,77.53530883789062
2020-06-16,78.20160675048828
2019-11-04,78.25790405273438
2020-01-22,78.50190734863281
2019-11-07,78.81159973144531
2020-04-13,78.96175384521484
2019-07-01,79.90020751953125
2019-05-30,80.06912994384766
2018-08-15,79.98468780517578
2018-10-18,79.66559600830078
2019-03-27,79.1025161743164
2019-01-22,79.42158508300781
2018-12-21,79.85328674316406
2019-09-03,78.73653411865234
2018-11-19,78.47376251220703
2019-08-02,78.30484008789062
2020-01-28,79.14006042480469
2020-04-16,78.44560241699219
2019-11-13,79.1119155883789
2020-01-31,79.73129272460938
2018-12-04,80.26620483398438
2018-11-02,79.4966812133789
2019-07-16,79.94713592529297
2018-08-30,79.29019927978516
2018-10-01,78.86791229248047
2019-06-14,79.03681945800781
2019-05-13,78.60514068603516
2019-04-11,79.22451782226562
2019-02-06,78.7646713256836
2019-09-18,76.85961151123047
2020-02-03,77.41329956054688
2020-04-22,77.48837280273438
2019-11-19,76.61560821533203
2020-02-06,75.24546813964844
2019-11-22,74.22254180908203
2019-03-25,75.0108413696289
2019-02-21,76.13700103759766
2018-12-19,75.68653869628906
2018-07-12,76.79391479492188
2018-09-14,75.38623046875
2018-08-13,76.20269012451172
2018-10-16,77.66668701171875
2019-07-31,78.4925308227539
2019-05-28,78.29544067382812
2019-04-26,77.84497833251953
2020-04-28,76.20269012451172
2019-11-25,76.34345245361328
2020-02-12,76.81267547607422
2020-05-01,77.62914276123047
2020-05-04,77.54468536376953
2019-06-12,77.52590942382812
2019-04-09,78.94298553466797
2019-03-08,78.23914337158203
2019-02-04,78.03267669677734
2018-07-27,80.1535873413086
2018-08-28,78.36113739013672
2019-01-03,77.35699462890625
2019-08-15,78.83975982666016
2018-10-31,77.83560943603516
2019-09-16,78.78343200683594
2020-02-18,77.90130615234375
2020-05-07,78.13590240478516
2018-08-17,79.17759704589844
2019-12-04,80.16297912597656
2020-02-21,80.91234588623047
2018-12-17,80.75109100341797
2019-08-30,81.15896606445312
2018-11-15,81.49097442626953
2019-07-29,81.48148345947266
2019-06-27,81.09255981445312
2019-04-24,81.54786682128906
2018-07-10,81.87987518310547
2018-09-12,82.2972412109375
2019-02-19,81.88936614990234
2019-01-18,80.95977020263672
2020-02-24,80.9787368774414
2020-05-13,81.44354248046875
2019-12-10,81.8514175415039
2020-02-27,81.65221405029297
2019-12-13,81.4530258178711
2020-05-19,82.58180236816406
2019-03-06,83.29322814941406
2018-11-30,84.4030532836914
2019-08-13,83.7105941772461
2019-07-12,83.90979766845703
2019-06-10,84.5643081665039
2019-05-09,84.98165893554688
2018-07-25,84.33665466308594
2018-09-27,85.80692291259766
2018-10-29,85.16189575195312
2019-10-16,82.31620788574219
2019-12-16,82.61026000976562
2020-03-04,82.37312316894531
2020-05-22,82.84740447998047
2019-10-01,82.2972412109375
2019-12-19,78.95830535888672
2018-09-10,80.09657287597656
2019-05-24,80.95028686523438
2018-08-09,81.09255981445312
2019-04-22,81.64273834228516
2019-03-21,79.67920684814453
2019-01-16,79.84046936035156
2019-08-28,80.43807220458984
2018-11-13,80.05863952636719
2018-10-12,81.48148345947266
2019-06-25,81.05461883544922
2020-03-10,82.17393493652344
2020-05-28,81.40559387207031
2019-10-07,80.35269165039062
2020-03-13,82.18341064453125
2019-10-10,81.95576477050781
2020-03-16,81.60478210449219
2020-06-03,81.8514175415039
2018-11-28,82.202392578125
2018-09-25,83.35015106201172
2018-07-23,84.07105255126953
2018-08-24,82.61974334716797
2019-07-10,82.06010437011719
2019-05-07,82.14546966552734
2019-04-05,82.62923431396484
2019-03-04,84.60224914550781
2019-01-31,84.26077270507812
2019-09-12,84.60224914550781
2019-12-31,84.60224914550781
2020-03-19,84.94373321533203
2020-01-03,85.62669372558594
2020-06-09,86.14839935302734
2019-02-15,85.9397201538086
2019-01-14,86.18634796142578
2018-07-06,85.62103271484375
2018-08-07,85.9372329711914
2018-10-10,86.10011291503906
2018-12-13,86.28218078613281
2019-08-26,87.42237091064453
2019-07-25,87.37446594238281
2019-05-22,88.88835906982422
2019-03-19,88.58174896240234
2020-01-06,88.8212890625
2020-03-25,88.5913314819336
2020-06-12,89.42493438720703
2019-10-22,89.3482666015625
2020-01-09,88.76378631591797
2020-06-15,88.31346130371094
2019-10-25,88.23680114746094
2020-03-31,88.27513122558594
2020-06-18,88.62006378173828
2019-04-03,90.028564453125
2018-08-22,90.9196548461914
2018-10-25,91.03462982177734
2019-01-29,90.96755981445312
2018-12-28,90.69927978515625
2018-11-26,90.53639221191406
2019-08-09,89.28119659423828
2019-07-08,89.65489196777344
2019-06-06,90.97713470458984
2019-09-10,92.09819793701172
2020-01-15,91.81073760986328
2020-04-03,92.47187805175781
2019-10-31,91.94487762451172
2020-04-06,91.08253479003906
2020-06-24,91.62869262695312
2018-11-09,90.41182708740234
2019-07-23,90.19144439697266
2019-06-21,90.11479187011719
2019-05-20,89.6932144165039
2019-04-18,90.51722717285156
2018-09-06,90.39266204833984
2018-10-08,90.7471923828125
2019-02-13,90.6322021484375
2018-12-11,91.0442123413086
2019-09-25,91.25501251220703
2020-01-21,91.07295227050781
2020-04-09,89.48241424560547
2019-11-06,89.0129165649414
2020-01-24,89.54948425292969
2020-01-27,89.72195434570312
2020-04-15,90.35433959960938
2018-12-26,90.68011474609375
2019-08-07,91.22624969482422
2019-06-04,91.14961242675781
2018-09-21,91.0250473022461
2018-07-19,92.8455581665039
2018-08-20,91.8778076171875
2018-10-23,92.19400024414062
2019-05-03,92.58685302734375
2019-04-01,92.18441772460938
2019-02-28,92.47187805175781
2019-11-12,91.14669799804688
2020-01-30,91.22407531738281
2019-11-15,93.17798614501953
2020-04-21,94.28067779541016
2019-04-16,93.33274841308594
2019-03-15,93.13929748535156
2019-02-11,93.73900604248047
2019-01-10,94.68694305419922
2019-08-22,94.7449722290039
2018-11-07,94.48381805419922
2018-08-03,95.26730346679688
2018-09-04,96.09916687011719
2019-06-19,95.75093841552734
2019-09-23,93.75835418701172
2019-11-18,92.52991485595703
2020-02-05,93.01355743408203
2020-04-24,93.89376831054688
2019-03-29,94.81268310546875
2019-11-21,94.25166320800781
2020-04-27,96.96004486083984
2020-02-11,97.67583465576172
2020-04-30,97.30826568603516
2019-05-01,96.58280181884766
2019-02-26,96.24425506591797
2019-01-25,97.99502563476562
2018-12-24,97.71451568603516
2019-09-06,98.70114135742188
2018-07-17,98.43030548095703
2018-09-19,97.98535919189453
2019-08-05,99.12676239013672
2019-10-08,100.05533599853516
2019-12-11,100.8485107421875
