Dates,ETR
2019-01-18,982900.0
2020-02-24,421300.0
2020-05-13,843500.0
2019-12-10,1337500.0
2020-02-27,1164600.0
2019-12-13,1416000.0
2020-05-19,1686500.0
2019-03-06,1512500.0
2018-11-30,2547800.0
2019-08-13,2367800.0
2019-07-12,1790300.0
2019-06-10,1458700.0
2019-05-09,1044300.0
2018-07-25,1213900.0
2018-09-27,1660500.0
2018-10-29,1351600.0
2019-10-16,1677800.0
2019-12-16,2411500.0
2020-03-04,2329800.0
2020-05-22,2392200.0
2019-10-01,3749800.0
2019-12-19,630700.0
2018-09-10,1011600.0
2019-05-24,1378700.0
2018-08-09,1487300.0
2019-04-22,1079700.0
2019-03-21,1322400.0
2019-01-16,1143700.0
2019-08-28,1056300.0
2018-11-13,2049300.0
2018-10-12,1637700.0
2019-06-25,1293300.0
2020-03-10,1488400.0
2020-05-28,1921500.0
2019-10-07,2353000.0
2020-03-13,1847500.0
2019-10-10,1762500.0
2020-03-16,1688700.0
2020-06-03,1336700.0
2018-11-28,776600.0
2018-09-25,1008700.0
2018-07-23,1030800.0
2018-08-24,1032100.0
2019-07-10,912100.0
2019-05-07,911500.0
2019-04-05,929900.0
2019-03-04,2000900.0
2019-01-31,903300.0
2019-09-12,1123100.0
2019-12-31,1258100.0
2020-03-19,1021900.0
2020-01-03,962500.0
2020-06-09,1089400.0
2019-02-15,748900.0
2019-01-14,1542600.0
2018-07-06,889100.0
2018-08-07,1711400.0
2018-10-10,1391400.0
2018-12-13,1184800.0
2019-08-26,2511800.0
2019-07-25,3077000.0
2019-05-22,1862400.0
2019-03-19,1647200.0
2020-01-06,1720500.0
2020-03-25,1569100.0
2020-06-12,1690900.0
2019-10-22,1522100.0
2020-01-09,1318600.0
2020-06-15,1558200.0
2019-10-25,1054500.0
2020-03-31,2142600.0
2020-06-18,1600000.0
2019-04-03,2516400.0
2018-08-22,1986400.0
2018-10-25,1749200.0
2019-01-29,2462800.0
2018-12-28,4557400.0
2018-11-26,1236100.0
2019-08-09,1228300.0
2019-07-08,1400600.0
2019-06-06,1464600.0
2019-09-10,1778700.0
2020-01-15,1219900.0
2020-04-03,1132300.0
2019-10-31,1246800.0
2020-04-06,1663500.0
2020-06-24,1091300.0
2018-11-09,1474400.0
2019-07-23,1434700.0
2019-06-21,1283400.0
2019-05-20,980600.0
2019-04-18,1571500.0
2018-09-06,1171700.0
2018-10-08,1026300.0
2019-02-13,1107100.0
2018-12-11,1402100.0
2019-09-25,1304700.0
2020-01-21,1291600.0
2020-04-09,1764900.0
2019-11-06,1336300.0
2020-01-24,1493300.0
2020-01-27,1218500.0
2020-04-15,1426200.0
2018-12-26,1301700.0
2019-08-07,1042800.0
2019-06-04,1652000.0
2018-09-21,981900.0
2018-07-19,1486400.0
2018-08-20,1493200.0
2018-10-23,1370300.0
2019-05-03,1056500.0
2019-04-01,856600.0
2019-02-28,1338900.0
2019-11-12,2220400.0
2020-01-30,1575300.0
2019-11-15,1329900.0
2020-04-21,1203600.0
2019-04-16,1638300.0
2019-03-15,923200.0
2019-02-11,752500.0
2019-01-10,1073700.0
2019-08-22,1339500.0
2018-11-07,1297700.0
2018-08-03,898900.0
2018-09-04,927000.0
2019-06-19,1188100.0
2019-09-23,1670000.0
2019-11-18,1868300.0
2020-02-05,1968700.0
2020-04-24,2995900.0
2019-03-29,2241900.0
2019-11-21,2572300.0
2020-04-27,2699900.0
2020-02-11,1691700.0
2020-04-30,1876000.0
2019-05-01,2335600.0
2019-02-26,1728100.0
2019-01-25,1628300.0
2018-12-24,1353500.0
2019-09-06,1429100.0
2018-07-17,2088200.0
2018-09-19,1038800.0
2019-08-05,1353400.0
2019-10-08,1763800.0
2019-12-11,2815300.0
2019-11-27,1264200.0
2020-02-14,1818500.0
2020-05-06,2325500.0
2019-01-08,1153700.0
2018-12-07,3015700.0
2019-08-20,2360700.0
2018-11-05,1863600.0
2019-07-19,1454500.0
2018-10-04,1159400.0
2019-06-17,1470400.0
2019-05-16,2149500.0
2018-08-01,1193400.0
2019-03-13,1317000.0
2019-12-03,1107700.0
2020-02-20,1612100.0
2019-12-06,1250800.0
2020-05-12,963000.0
2019-12-09,1059900.0
2020-02-26,1583400.0
2020-05-15,1343500.0
2019-03-28,1148800.0
2018-09-17,1141900.0
2018-08-16,1369800.0
2018-10-19,2150200.0
2019-04-29,1006600.0
2019-01-23,1031100.0
2019-09-04,3236100.0
2018-11-20,1681800.0
2019-07-02,1130800.0
2019-05-31,1236300.0
2019-12-12,1372300.0
2020-05-18,1295400.0
2019-09-27,901800.0
2020-03-03,1305600.0
2020-05-21,898400.0
2019-05-14,1028900.0
2018-08-31,955700.0
2018-07-30,1515700.0
2018-10-02,905200.0
2019-04-12,989500.0
2019-03-11,1312300.0
2019-02-07,996300.0
2019-07-17,1050600.0
2019-09-19,1299500.0
2019-10-21,833700.0
2019-12-18,918000.0
2020-03-06,946200.0
2019-10-03,758100.0
2020-03-09,890600.0
2020-05-27,2036600.0
2019-12-24,882800.0
2020-03-12,1788200.0
2018-12-20,1780700.0
2019-08-01,1414300.0
2018-08-14,1433100.0
2018-07-13,1378200.0
2018-10-17,1066700.0
2019-05-29,1325100.0
2019-03-26,1030500.0
2019-02-22,1064800.0
2019-10-04,1037300.0
2019-11-05,1126700.0
2019-12-27,4099200.0
2020-06-02,1242500.0
2019-12-30,1452400.0
2020-03-18,1189100.0
2020-06-05,1095200.0
2019-07-15,863000.0
2018-12-03,1134700.0
2019-06-13,755700.0
2019-01-04,1064500.0
2018-08-29,1224400.0
2019-02-05,1126400.0
2018-11-01,1096400.0
2019-08-16,1427100.0
2019-04-10,890200.0
2019-09-17,731400.0
2019-10-15,794500.0
2020-01-02,776300.0
2020-06-08,966200.0
2019-10-18,1459900.0
2020-03-24,2888400.0
2020-06-11,1524400.0
2020-01-08,1326100.0
2019-04-25,1222700.0
2019-07-30,1878000.0
2019-02-20,994200.0
2018-07-11,1526200.0
2018-09-13,2920100.0
2018-10-15,1542100.0
2019-06-28,1717500.0
2018-12-18,1577200.0
2018-11-16,1728000.0
2019-10-02,1801100.0
2020-03-27,1755000.0
2020-01-10,1918600.0
2019-10-24,2173900.0
2020-03-30,1395200.0
2020-06-17,1203600.0
2020-01-14,1463100.0
2020-04-02,2318300.0
2019-01-02,1215200.0
2019-08-14,1308300.0
2018-10-30,1139500.0
2019-06-11,1116200.0
2019-05-10,1131900.0
2019-04-08,1995200.0
2018-08-27,1223200.0
2018-07-26,1171900.0
2018-09-28,2332300.0
2019-03-07,746700.0
2019-10-30,750400.0
2020-01-17,1813100.0
2020-06-23,1537900.0
2020-04-08,1560100.0
2020-06-26,1059400.0
2019-03-22,869400.0
2019-01-17,1445200.0
2019-08-29,1080400.0
2018-11-14,1636600.0
2019-06-26,1861300.0
2018-09-11,1944600.0
2018-07-09,2597500.0
2018-08-10,1729300.0
2019-04-23,2033900.0
2019-09-30,927300.0
2020-01-23,3620300.0
2019-11-08,2268400.0
2020-04-14,667900.0
2019-11-11,1339300.0
2020-01-29,637300.0
2020-04-17,722100.0
2018-07-24,1045400.0
2018-09-26,1453100.0
2019-05-08,1422900.0
2019-03-05,1527900.0
2019-02-01,1018900.0
2018-12-31,867500.0
2018-11-29,819600.0
2019-08-12,1058100.0
2019-07-11,1917500.0
2019-09-13,1127500.0
2019-11-14,1235400.0
2020-04-20,1130000.0
2020-02-04,1054100.0
2020-04-23,1110800.0
2018-12-14,895900.0
2019-08-27,1278300.0
2018-08-08,875000.0
2018-10-11,1134900.0
2018-11-12,1165400.0
2019-07-26,885300.0
2019-06-24,769700.0
2019-05-23,2408300.0
2019-03-20,834400.0
2019-01-15,953600.0
2019-11-20,1361300.0
2020-02-07,1127300.0
2020-02-10,1371600.0
2020-04-29,696700.0
2019-11-26,1035300.0
2020-02-13,915700.0
2019-01-30,738500.0
2018-08-23,1639000.0
2018-09-24,1455200.0
2018-11-27,1633100.0
2018-10-26,1933700.0
2019-07-09,2846300.0
2019-06-07,1559600.0
2019-05-06,1599200.0
2019-04-04,1529900.0
2019-09-11,2553800.0
2019-11-29,2735500.0
2020-05-05,1957000.0
2019-12-02,1980000.0
2020-02-19,1506000.0
2020-05-08,2200000.0
2019-05-21,1877600.0
2019-03-18,3271700.0
2018-09-07,2819900.0
2018-08-06,1765400.0
2018-10-09,2872200.0
2019-02-14,2675200.0
2018-12-12,3435000.0
2019-07-24,3471000.0
2019-09-26,4108800.0
2019-10-28,2802100.0
2019-12-05,2493800.0
2020-05-11,2180200.0
2019-07-03,1860500.0
2020-02-25,1922000.0
2020-05-14,1672700.0
2020-02-28,1835600.0
2019-08-08,1826000.0
2019-06-05,2620300.0
2018-07-20,1530500.0
2018-08-21,2065000.0
2018-10-24,2375900.0
2019-04-02,1300200.0
2019-03-01,1360300.0
2019-01-28,1430000.0
2018-12-27,1497400.0
2019-09-09,1762900.0
2020-03-02,1104600.0
2020-05-20,1414600.0
2019-12-17,1727100.0
2020-03-05,1320900.0
2019-02-12,1220800.0
2019-01-11,1257500.0
2018-12-10,1771900.0
2019-08-23,1179700.0
2018-11-08,1538100.0
2019-07-22,1905800.0
2019-06-20,1135600.0
2018-09-05,986700.0
2019-04-17,1497500.0
2019-09-24,987500.0
2019-12-20,1222000.0
2020-05-26,1353600.0
2019-04-30,1038800.0
2019-12-23,1185300.0
2020-03-11,1627000.0
2020-05-29,2678800.0
2019-12-26,2433200.0
2020-06-01,2299600.0
2019-05-02,1573900.0
2019-02-27,2871200.0
2018-11-23,1264300.0
2019-08-06,842000.0
2018-07-18,751400.0
2018-09-20,1129200.0
2018-10-22,955500.0
2019-07-05,1121000.0
2019-06-03,812000.0
2019-10-09,1201900.0
2019-10-11,1820300.0
2020-03-17,943200.0
2020-06-04,1178700.0
2019-10-14,972500.0
2020-03-20,1039000.0
2018-11-06,1058700.0
2019-06-18,1133000.0
2019-05-17,1001400.0
2019-04-15,1092900.0
2019-03-14,1499200.0
2019-01-09,1690000.0
2018-08-02,1421600.0
2018-10-05,1132200.0
2019-08-21,1101100.0
2019-10-17,1212500.0
2020-03-23,4296200.0
2020-06-10,1621400.0
2019-02-25,1709500.0
2020-01-07,1216200.0
2020-03-26,1583600.0
2019-10-23,1973200.0
