Dates,IEX
2018-06-20,141.2100067138672
2018-06-21,138.75
2018-06-25,138.66000366210938
2018-06-22,137.1199951171875
2018-06-26,136.07000732421875
2018-06-27,135.58999633789062
2018-06-28,135.52000427246094
2018-06-29,136.47999572753906
2018-07-02,135.7899932861328
2018-07-03,135.44000244140625
2018-07-05,137.5800018310547
2018-07-16,137.38999938964844
2018-09-18,138.3800048828125
2019-01-24,138.75999450683594
2019-09-05,136.74000549316406
2018-11-21,138.14999389648438
2020-01-13,138.64999389648438
2020-04-01,137.4199981689453
2020-06-19,138.6300048828125
2019-10-29,139.0800018310547
2020-01-16,140.6699981689453
2020-06-22,140.0399932861328
2018-10-03,137.4499969482422
2018-07-31,139.60000610351562
2019-03-12,149.0399932861328
2019-02-08,150.3699951171875
2019-01-07,149.9499969482422
2018-12-06,147.97000122070312
2019-08-19,153.5800018310547
2019-07-18,152.64999389648438
2019-05-15,152.7899932861328
2019-09-20,151.75999450683594
2019-11-01,152.97000122070312
2020-04-07,153.27000427246094
2020-06-25,152.52000427246094
2020-06-16,151.64999389648438
2019-11-04,151.0399932861328
2020-01-22,151.08999633789062
2019-11-07,152.11000061035156
2020-04-13,151.5800018310547
2019-07-01,152.02999877929688
2019-05-30,152.1199951171875
2018-08-15,153.07000732421875
2018-10-18,153.75999450683594
2019-03-27,152.82000732421875
2019-01-22,150.9499969482422
2018-12-21,151.5
2019-09-03,153.50999450683594
2018-11-19,153.6699981689453
2019-08-02,155.36000061035156
2020-01-28,153.91000366210938
2020-04-16,153.2100067138672
2019-11-13,152.7899932861328
2020-01-31,152.69000244140625
2018-12-04,152.57000732421875
2018-11-02,152.35000610351562
2019-07-16,152.52000427246094
2018-08-30,152.07000732421875
2018-10-01,151.1300048828125
2019-06-14,153.36000061035156
2019-05-13,155.27999877929688
2019-04-11,153.89999389648438
2019-02-06,155.9600067138672
2019-09-18,155.10000610351562
2020-02-03,156.77000427246094
2020-04-22,156.16000366210938
2019-11-19,154.77999877929688
2020-02-06,154.0
2019-11-22,153.25
2019-03-25,152.2100067138672
2019-02-21,150.66000366210938
2018-12-19,151.11000061035156
2018-07-12,149.9199981689453
2018-09-14,150.97000122070312
2018-08-13,149.8300018310547
2018-10-16,148.05999755859375
2019-07-31,145.8000030517578
2019-05-28,143.42999267578125
2019-04-26,140.1199951171875
2020-04-28,134.17999267578125
2019-11-25,136.49000549316406
2020-02-12,135.17999267578125
2020-05-01,136.8000030517578
2020-05-04,137.36000061035156
2019-06-12,134.3699951171875
2019-04-09,132.86000061035156
2019-03-08,133.5500030517578
2019-02-04,129.41000366210938
2018-07-27,127.12999725341797
2018-08-28,126.86000061035156
2019-01-03,127.37000274658203
2019-08-15,125.01000213623047
2018-10-31,125.25
2019-09-16,126.81999969482422
2020-02-18,131.9600067138672
2020-05-07,134.1199951171875
2018-08-17,133.94000244140625
2019-12-04,134.4600067138672
2020-02-21,138.5399932861328
2018-12-17,136.52999877929688
2019-08-30,135.52999877929688
2018-11-15,132.99000549316406
2019-07-29,132.6699981689453
2019-06-27,133.74000549316406
2019-04-24,136.07000732421875
2018-07-10,136.75999450683594
2018-09-12,134.61000061035156
2019-02-19,131.99000549316406
2019-01-18,133.02000427246094
2020-02-24,131.39999389648438
2020-05-13,133.25
2019-12-10,131.8300018310547
2020-02-27,134.61000061035156
2019-12-13,134.36000061035156
2020-05-19,137.39999389648438
2019-03-06,139.19000244140625
2018-11-30,134.49000549316406
2019-08-13,135.0399932861328
2019-07-12,133.63999938964844
2019-06-10,134.3800048828125
2019-05-09,133.5399932861328
2018-07-25,135.61000061035156
2018-09-27,135.00999450683594
2018-10-29,132.55999755859375
2019-10-16,129.30999755859375
2019-12-16,129.0399932861328
2020-03-04,125.69999694824219
2020-05-22,124.94000244140625
2019-10-01,123.70999908447266
2019-12-19,118.63999938964844
2018-09-10,123.66999816894531
2019-05-24,125.43000030517578
2018-08-09,124.16000366210938
2019-04-22,126.26000213623047
2019-03-21,125.05000305175781
2019-01-16,121.41999816894531
2019-08-28,129.35000610351562
2018-11-13,131.8300018310547
2018-10-12,134.89999389648438
2019-06-25,135.5399932861328
2020-03-10,136.57000732421875
2020-05-28,136.55999755859375
2019-10-07,134.89999389648438
2020-03-13,134.64999389648438
2019-10-10,135.83999633789062
2020-03-16,137.83999633789062
2020-06-03,140.77000427246094
2018-11-28,137.60000610351562
2018-09-25,135.91000366210938
2018-07-23,136.75999450683594
2018-08-24,137.25999450683594
2019-07-10,135.64999389648438
2019-05-07,139.10000610351562
2019-04-05,137.10000610351562
2019-03-04,137.86000061035156
2019-01-31,138.07000732421875
2019-09-12,138.1300048828125
2019-12-31,138.35000610351562
2020-03-19,138.19000244140625
2020-01-03,137.85000610351562
2020-06-09,140.02000427246094
2019-02-15,140.36000061035156
2019-01-14,142.97000122070312
2018-07-06,141.97000122070312
2018-08-07,141.0800018310547
2018-10-10,144.1199951171875
2018-12-13,142.5399932861328
2019-08-26,143.1699981689453
2019-07-25,142.4600067138672
2019-05-22,144.5500030517578
2019-03-19,144.8300018310547
2020-01-06,143.5399932861328
2020-03-25,144.9600067138672
2020-06-12,144.10000610351562
2019-10-22,144.85000610351562
2020-01-09,145.5500030517578
2020-06-15,144.74000549316406
2019-10-25,145.08999633789062
2020-03-31,143.80999755859375
2020-06-18,142.9600067138672
2019-04-03,146.75
2018-08-22,145.88999938964844
2018-10-25,147.4199981689453
2019-01-29,146.6699981689453
2018-12-28,147.72000122070312
2018-11-26,149.97999572753906
2019-08-09,149.19000244140625
2019-07-08,148.55999755859375
2019-06-06,151.63999938964844
2019-09-10,147.92999267578125
2020-01-15,147.82000732421875
2020-04-03,150.3300018310547
2019-10-31,149.9600067138672
2020-04-06,151.4499969482422
2020-06-24,151.74000549316406
2018-11-09,155.77999877929688
2019-07-23,154.82000732421875
2019-06-21,155.5500030517578
2019-05-20,156.33999633789062
2019-04-18,156.25999450683594
2018-09-06,157.41000366210938
2018-10-08,154.52999877929688
2019-02-13,155.3800048828125
2018-12-11,157.50999450683594
2019-09-25,157.27000427246094
2020-01-21,156.2100067138672
2020-04-09,155.77999877929688
2019-11-06,154.49000549316406
2020-01-24,154.52000427246094
2020-01-27,153.60000610351562
2020-04-15,156.19000244140625
2018-12-26,156.7100067138672
2019-08-07,153.32000732421875
2019-06-04,156.58999633789062
2018-09-21,157.3000030517578
2018-07-19,156.66000366210938
2018-08-20,154.4499969482422
2018-10-23,155.35000610351562
2019-05-03,156.42999267578125
2019-04-01,156.0
2019-02-28,153.72000122070312
2019-11-12,153.5
2020-01-30,152.91000366210938
2019-11-15,154.49000549316406
2020-04-21,150.57000732421875
2019-04-16,151.1300048828125
2019-03-15,153.4600067138672
2019-02-11,153.4600067138672
2019-01-10,150.61000061035156
2019-08-22,151.02999877929688
2018-11-07,153.22999572753906
2018-08-03,151.82000732421875
2018-09-04,150.74000549316406
2019-06-19,152.9199981689453
2019-09-23,151.49000549316406
2019-11-18,151.64999389648438
2020-02-05,152.36000061035156
2020-04-24,152.7100067138672
2019-03-29,153.50999450683594
2019-11-21,157.52000427246094
2020-04-27,158.11000061035156
2020-02-11,158.27999877929688
2020-04-30,161.5800018310547
2019-05-01,163.07000732421875
2019-02-26,162.08999633789062
2019-01-25,160.3000030517578
2018-12-24,160.27000427246094
2019-09-06,159.67999267578125
2018-07-17,159.8800048828125
2018-09-19,162.88999938964844
2019-08-05,164.0399932861328
2019-10-08,166.1199951171875
2019-12-11,167.5399932861328
2019-11-27,165.8699951171875
2020-02-14,167.4199981689453
2020-05-06,168.25999450683594
2019-01-08,169.58999633789062
2018-12-07,172.13999938964844
2019-08-20,173.3699951171875
2018-11-05,172.4499969482422
2019-07-19,173.07000732421875
2018-10-04,171.72999572753906
2019-06-17,170.63999938964844
2019-05-16,169.97999572753906
2018-08-01,169.00999450683594
2019-03-13,169.13999938964844
2019-12-03,170.8300018310547
2020-02-20,169.17999267578125
2019-12-06,168.36000061035156
2020-05-12,165.75
2019-12-09,164.89999389648438
2020-02-26,164.4600067138672
2020-05-15,164.75
2019-03-28,166.94000244140625
2018-09-17,166.64999389648438
2018-08-16,165.22999572753906
2018-10-19,168.80999755859375
2019-04-29,167.44000244140625
2019-01-23,169.75999450683594
2019-09-04,168.22000122070312
2018-11-20,168.11000061035156
