Dates,IEX
2018-06-20,140.67999267578125
2018-06-21,137.9499969482422
2018-06-25,138.42999267578125
2018-06-22,136.19000244140625
2018-06-26,135.9199981689453
2018-06-27,135.58999633789062
2018-06-28,134.27999877929688
2018-06-29,136.13999938964844
2018-07-02,134.6699981689453
2018-07-03,135.32000732421875
2018-07-05,135.25
2018-07-16,136.6300048828125
2018-09-18,137.52999877929688
2019-01-24,137.94000244140625
2019-09-05,136.17999267578125
2018-11-21,136.0399932861328
2020-01-13,137.5500030517578
2020-04-01,137.14999389648438
2020-06-19,136.57000732421875
2019-10-29,138.0
2020-01-16,138.52000427246094
2020-06-22,139.52999877929688
2018-10-03,137.2100067138672
2018-07-31,138.27999877929688
2019-03-12,142.63999938964844
2019-02-08,148.1199951171875
2019-01-07,149.0500030517578
2018-12-06,147.8300018310547
2019-08-19,148.63999938964844
2019-07-18,152.60000610351562
2019-05-15,151.39999389648438
2019-09-20,150.6999969482422
2019-11-01,151.97000122070312
2020-04-07,152.05999755859375
2020-06-25,151.6999969482422
2020-06-16,151.24000549316406
2019-11-04,150.47999572753906
2020-01-22,150.05999755859375
2019-11-07,150.39999389648438
2020-04-13,149.3300018310547
2019-07-01,151.82000732421875
2019-05-30,151.75999450683594
2018-08-15,152.19000244140625
2018-10-18,152.33999633789062
2019-03-27,151.64999389648438
2019-01-22,150.6300048828125
2018-12-21,150.2899932861328
2019-09-03,151.57000732421875
2018-11-19,153.16000366210938
2019-08-02,153.3300018310547
2020-01-28,153.64999389648438
2020-04-16,152.9199981689453
2019-11-13,151.77000427246094
2020-01-31,151.7100067138672
2018-12-04,152.5500030517578
2018-11-02,151.0800018310547
2019-07-16,152.47000122070312
2018-08-30,151.22000122070312
2018-10-01,150.77000427246094
2019-06-14,151.47999572753906
2019-05-13,153.57000732421875
2019-04-11,153.52999877929688
2019-02-06,154.08999633789062
2019-09-18,154.41000366210938
2020-02-03,155.74000549316406
2020-04-22,156.0
2019-11-19,153.9600067138672
2020-02-06,153.8800048828125
2019-11-22,152.9499969482422
2019-03-25,152.17999267578125
2019-02-21,150.35000610351562
2018-12-19,149.5500030517578
2018-07-12,149.8000030517578
2018-09-14,149.0500030517578
2018-08-13,149.2899932861328
2018-10-16,147.17999267578125
2019-07-31,144.8000030517578
2019-05-28,142.80999755859375
2019-04-26,139.6300048828125
2020-04-28,134.02000427246094
2019-11-25,132.92999267578125
2020-02-12,135.0399932861328
2020-05-01,135.1699981689453
2020-05-04,136.25999450683594
2019-06-12,133.89999389648438
2019-04-09,132.6199951171875
2019-03-08,132.3300018310547
2019-02-04,128.64999389648438
2018-07-27,127.05000305175781
2018-08-28,126.19999694824219
2019-01-03,125.0999984741211
2019-08-15,123.47000122070312
2018-10-31,124.47000122070312
2019-09-16,126.22000122070312
2020-02-18,126.4000015258789
2020-05-07,132.80999755859375
2018-08-17,132.8000030517578
2019-12-04,133.42999267578125
2020-02-21,134.55999755859375
2018-12-17,135.80999755859375
2019-08-30,133.91000366210938
2018-11-15,132.60000610351562
2019-07-29,132.25999450683594
2019-06-27,133.0399932861328
2019-04-24,132.61000061035156
2018-07-10,135.35000610351562
2018-09-12,133.8800048828125
2019-02-19,131.47000122070312
2019-01-18,132.1300048828125
2020-02-24,129.89999389648438
2020-05-13,131.7899932861328
2019-12-10,131.0800018310547
2020-02-27,131.3300018310547
2019-12-13,133.47000122070312
2020-05-19,133.88999938964844
2019-03-06,136.82000732421875
2018-11-30,134.27000427246094
2019-08-13,130.27000427246094
2019-07-12,132.97000122070312
2019-06-10,132.33999633789062
2019-05-09,132.66000366210938
2018-07-25,134.9600067138672
2018-09-27,134.2899932861328
2018-10-29,132.3800048828125
2019-10-16,128.72999572753906
2019-12-16,128.25
2020-03-04,124.87000274658203
2020-05-22,124.19999694824219
2019-10-01,123.29000091552734
2019-12-19,118.44999694824219
2018-09-10,117.72000122070312
2019-05-24,120.43000030517578
2018-08-09,123.38999938964844
2019-04-22,124.37999725341797
2019-03-21,122.87999725341797
2019-01-16,120.86000061035156
2019-08-28,123.33999633789062
2018-11-13,128.75999450683594
2018-10-12,132.99000549316406
2019-06-25,134.3800048828125
2020-03-10,133.9499969482422
2020-05-28,134.47000122070312
2019-10-07,134.64999389648438
2020-03-13,133.42999267578125
2019-10-10,134.8300018310547
2020-03-16,135.2899932861328
2020-06-03,138.33999633789062
2018-11-28,136.47000122070312
2018-09-25,135.77000427246094
2018-07-23,135.75999450683594
2018-08-24,137.16000366210938
2019-07-10,134.47000122070312
2019-05-07,136.4600067138672
2019-04-05,130.0
2019-03-04,136.24000549316406
2019-01-31,137.17999267578125
2019-09-12,137.4600067138672
2019-12-31,137.35000610351562
2020-03-19,137.86000061035156
2020-01-03,136.24000549316406
2020-06-09,137.33999633789062
2019-02-15,139.42999267578125
2019-01-14,140.64999389648438
2018-07-06,141.85000610351562
2018-08-07,140.74000549316406
2018-10-10,141.5800018310547
2018-12-13,142.4499969482422
2019-08-26,142.19000244140625
2019-07-25,141.47000122070312
2019-05-22,142.42999267578125
2019-03-19,144.5
2020-01-06,143.44000244140625
2020-03-25,142.8699951171875
2020-06-12,143.24000549316406
2019-10-22,143.8300018310547
2020-01-09,144.3000030517578
2020-06-15,144.5
2019-10-25,144.7100067138672
2020-03-31,142.8699951171875
2020-06-18,142.1999969482422
2019-04-03,142.97000122070312
2018-08-22,145.6699981689453
2018-10-25,145.9600067138672
2019-01-29,146.1699981689453
2018-12-28,146.97999572753906
2018-11-26,147.5399932861328
2019-08-09,148.52999877929688
2019-07-08,147.32000732421875
2019-06-06,147.6300048828125
2019-09-10,147.75999450683594
2020-01-15,147.02000427246094
2020-04-03,149.19000244140625
2019-10-31,149.41000366210938
2020-04-06,149.99000549316406
2020-06-24,150.0399932861328
2018-11-09,152.8699951171875
2019-07-23,154.5500030517578
2019-06-21,154.99000549316406
2019-05-20,154.99000549316406
2019-04-18,155.8699951171875
2018-09-06,155.00999450683594
2018-10-08,154.17999267578125
2019-02-13,154.64999389648438
2018-12-11,155.74000549316406
2019-09-25,157.17999267578125
2020-01-21,155.77000427246094
2020-04-09,155.4600067138672
2019-11-06,154.42999267578125
2020-01-24,153.91000366210938
2020-01-27,152.85000610351562
2020-04-15,153.72000122070312
2018-12-26,156.13999938964844
2019-08-07,153.02000427246094
2019-06-04,153.7899932861328
2018-09-21,155.83999633789062
2018-07-19,155.4600067138672
2018-08-20,154.4499969482422
2018-10-23,153.33999633789062
2019-05-03,156.27000427246094
2019-04-01,153.57000732421875
2019-02-28,152.8000030517578
2019-11-12,152.72000122070312
2020-01-30,151.63999938964844
2019-11-15,150.63999938964844
2020-04-21,149.41000366210938
