Dates,IEX
2018-12-20,441100.0
2019-08-01,363200.0
2018-08-14,469500.0
2018-07-13,397700.0
2018-10-17,350000.0
2019-05-29,398400.0
2019-03-26,341200.0
2019-02-22,345700.0
2019-10-04,394800.0
2019-11-05,489600.0
2019-12-27,1870500.0
2020-06-02,542800.0
2019-12-30,570400.0
2020-03-18,320200.0
2020-06-05,273200.0
2019-07-15,294900.0
2018-12-03,323200.0
2019-06-13,262100.0
2019-01-04,410400.0
2018-08-29,314200.0
2019-02-05,311100.0
2018-11-01,556800.0
2019-08-16,590400.0
2019-04-10,398600.0
2019-09-17,308700.0
2019-10-15,393400.0
2020-01-02,363400.0
2020-06-08,294400.0
2019-10-18,344700.0
2020-03-24,266800.0
2020-06-11,371700.0
2020-01-08,316300.0
2019-04-25,323800.0
2019-07-30,319400.0
2019-02-20,282500.0
2018-07-11,482200.0
2018-09-13,306200.0
2018-10-15,574900.0
2019-06-28,758700.0
2018-12-18,551600.0
2018-11-16,505200.0
2019-10-02,433300.0
2020-03-27,426600.0
2020-01-10,282900.0
2019-10-24,482100.0
2020-03-30,219600.0
2020-06-17,309600.0
2020-01-14,567300.0
2020-04-02,626700.0
2019-01-02,335400.0
2019-08-14,553800.0
2018-10-30,316600.0
2019-06-11,397300.0
2019-05-10,635300.0
2019-04-08,368100.0
2018-08-27,325700.0
2018-07-26,435200.0
2018-09-28,438400.0
2019-03-07,279900.0
2019-10-30,191600.0
2020-01-17,436600.0
2020-06-23,653000.0
2020-04-08,596200.0
2020-06-26,373000.0
2019-03-22,541000.0
2019-01-17,513900.0
2019-08-29,340400.0
2018-11-14,295900.0
2019-06-26,349900.0
2018-09-11,370300.0
2018-07-09,502700.0
2018-08-10,400900.0
2019-04-23,505000.0
2019-09-30,443500.0
2020-01-23,1242500.0
2019-11-08,473300.0
2020-04-14,82900.0
2019-11-11,134900.0
2020-01-29,147400.0
2020-04-17,154700.0
2018-07-24,307600.0
2018-09-26,326500.0
2019-05-08,309100.0
2019-03-05,289700.0
2019-02-01,372700.0
2018-12-31,357200.0
2018-11-29,243000.0
2019-08-12,258300.0
2019-07-11,309400.0
2019-09-13,309300.0
2019-11-14,264300.0
2020-04-20,364000.0
2020-02-04,333700.0
2020-04-23,350800.0
2018-12-14,344400.0
2019-08-27,406700.0
2018-08-08,237300.0
2018-10-11,477500.0
2018-11-12,490000.0
2019-07-26,261400.0
2019-06-24,864400.0
2019-05-23,486500.0
2019-03-20,382700.0
2019-01-15,515800.0
2019-11-20,547200.0
2020-02-07,332900.0
2020-02-10,490600.0
2020-04-29,348200.0
2019-11-26,313400.0
2020-02-13,350000.0
2019-01-30,289700.0
2018-08-23,426500.0
2018-09-24,301600.0
2018-11-27,283100.0
2018-10-26,344800.0
2019-07-09,231300.0
2019-06-07,390700.0
2019-05-06,454100.0
2019-04-04,555100.0
2019-09-11,666500.0
2019-11-29,979200.0
2020-05-05,1001400.0
2019-12-02,600400.0
2020-02-19,556600.0
2020-05-08,640700.0
2019-05-21,508600.0
2019-03-18,929200.0
2018-09-07,774800.0
2018-08-06,504300.0
2018-10-09,1103600.0
2019-02-14,1185500.0
2018-12-12,816000.0
2019-07-24,959700.0
2019-09-26,1052100.0
2019-10-28,1286100.0
2019-12-05,1066600.0
2020-05-11,944900.0
2019-07-03,1354000.0
2020-02-25,1326700.0
2020-05-14,1468000.0
2020-02-28,860200.0
2019-08-08,940900.0
2019-06-05,1064300.0
2018-07-20,1031200.0
2018-08-21,971300.0
2018-10-24,852300.0
2019-04-02,1056600.0
2019-03-01,902100.0
2019-01-28,571600.0
2018-12-27,573000.0
2019-09-09,470200.0
2020-03-02,537700.0
2020-05-20,451700.0
2019-12-17,496400.0
2020-03-05,550500.0
2019-02-12,389100.0
2019-01-11,457400.0
2018-12-10,415800.0
2019-08-23,536400.0
2018-11-08,772500.0
2019-07-22,543300.0
2019-06-20,496000.0
2018-09-05,470500.0
2019-04-17,660300.0
2019-09-24,362400.0
2019-12-20,406300.0
2020-05-26,346700.0
2019-04-30,512400.0
2019-12-23,448200.0
2020-03-11,479500.0
2020-05-29,491900.0
2019-12-26,347500.0
2020-06-01,573800.0
2019-05-02,752900.0
2019-02-27,2239500.0
2018-11-23,452700.0
2019-08-06,445600.0
2018-07-18,402200.0
2018-09-20,376800.0
2018-10-22,383200.0
2019-07-05,398900.0
2019-06-03,509000.0
2019-10-09,657700.0
2019-10-11,538100.0
2020-03-17,361100.0
2020-06-04,475800.0
2019-10-14,657700.0
2020-03-20,484400.0
2018-11-06,469600.0
2019-06-18,545800.0
2019-05-17,501500.0
2019-04-15,416200.0
2019-03-14,656400.0
2019-01-09,592800.0
2018-08-02,456100.0
2018-10-05,351100.0
2019-08-21,322000.0
2019-10-17,308100.0
2020-03-23,552700.0
2020-06-10,392900.0
2019-02-25,447500.0
2020-01-07,426100.0
2020-03-26,559300.0
2019-10-23,1808600.0
