Dates,IEX
2018-06-20,231300.0
2018-06-21,263000.0
2018-06-25,329500.0
2018-06-22,282500.0
2018-06-26,415200.0
2018-06-27,355000.0
2018-06-28,305000.0
2018-06-29,442900.0
2018-07-02,441600.0
2018-07-03,181300.0
2018-07-05,515100.0
2018-07-16,228300.0
2018-09-18,420400.0
2019-01-24,376900.0
2019-09-05,270500.0
2018-11-21,294400.0
2020-01-13,361300.0
2020-04-01,241000.0
2020-06-19,258100.0
2019-10-29,290500.0
2020-01-16,230500.0
2020-06-22,250200.0
2018-10-03,233800.0
2018-07-31,337700.0
2019-03-12,979200.0
2019-02-08,593500.0
2019-01-07,339900.0
2018-12-06,361800.0
2019-08-19,551900.0
2019-07-18,397100.0
2019-05-15,413400.0
2019-09-20,339500.0
2019-11-01,224600.0
2020-04-07,244300.0
2020-06-25,154500.0
2020-06-16,109600.0
2019-11-04,159700.0
2020-01-22,232000.0
2019-11-07,259000.0
2020-04-13,247700.0
2019-07-01,205500.0
2019-05-30,350500.0
2018-08-15,262200.0
2018-10-18,350500.0
2019-03-27,140100.0
2019-01-22,337000.0
2018-12-21,335100.0
2019-09-03,217500.0
2018-11-19,174900.0
2019-08-02,179200.0
2020-01-28,236200.0
2020-04-16,303800.0
2019-11-13,170600.0
2020-01-31,294400.0
2018-12-04,351900.0
2018-11-02,258200.0
2019-07-16,328800.0
2018-08-30,440900.0
2018-10-01,288600.0
2019-06-14,428600.0
2019-05-13,390300.0
2019-04-11,257600.0
2019-02-06,293900.0
2019-09-18,274700.0
2020-02-03,298900.0
2020-04-22,485700.0
2019-11-19,221900.0
2020-02-06,227300.0
2019-11-22,314500.0
2019-03-25,253500.0
2019-02-21,398400.0
2018-12-19,573000.0
2018-07-12,298300.0
2018-09-14,571700.0
2018-08-13,211900.0
2018-10-16,143900.0
2019-07-31,364700.0
2019-05-28,500800.0
2019-04-26,568500.0
2020-04-28,471900.0
2019-11-25,538100.0
2020-02-12,329100.0
2020-05-01,550700.0
2020-05-04,651900.0
2019-06-12,550300.0
2019-04-09,309400.0
2019-03-08,592100.0
2019-02-04,800800.0
2018-07-27,916700.0
2018-08-28,727200.0
2019-01-03,492300.0
2019-08-15,294100.0
2018-10-31,435100.0
2019-09-16,962000.0
2020-02-18,586100.0
2020-05-07,598200.0
2018-08-17,377700.0
2019-12-04,467500.0
2020-02-21,416600.0
2018-12-17,313400.0
2019-08-30,294000.0
2018-11-15,281400.0
2019-07-29,257100.0
2019-06-27,368400.0
2019-04-24,361200.0
2018-07-10,234100.0
2018-09-12,409900.0
2019-02-19,521200.0
2019-01-18,312300.0
2020-02-24,129300.0
2020-05-13,212100.0
2019-12-10,176500.0
2020-02-27,185000.0
2019-12-13,193600.0
2020-05-19,449000.0
2019-03-06,375900.0
2018-11-30,459500.0
2019-08-13,409400.0
2019-07-12,1168000.0
2019-06-10,760900.0
2019-05-09,259500.0
2018-07-25,315600.0
2018-09-27,180200.0
2018-10-29,440700.0
2019-10-16,397200.0
2019-12-16,444800.0
2020-03-04,596900.0
2020-05-22,481900.0
2019-10-01,610100.0
2019-12-19,174200.0
2018-09-10,272300.0
2019-05-24,363600.0
2018-08-09,457300.0
2019-04-22,309700.0
2019-03-21,268500.0
2019-01-16,295300.0
2019-08-28,429400.0
2018-11-13,589500.0
2018-10-12,420800.0
2019-06-25,337700.0
2020-03-10,281600.0
2020-05-28,276500.0
2019-10-07,171600.0
2020-03-13,202200.0
2019-10-10,303100.0
2020-03-16,430900.0
2020-06-03,502100.0
2018-11-28,306100.0
2018-09-25,309300.0
2018-07-23,297900.0
2018-08-24,263200.0
2019-07-10,379300.0
2019-05-07,358400.0
2019-04-05,545400.0
2019-03-04,432200.0
2019-01-31,265300.0
2019-09-12,203600.0
2019-12-31,268500.0
2020-03-19,203700.0
2020-01-03,354700.0
2020-06-09,403400.0
2019-02-15,280500.0
2019-01-14,325700.0
2018-07-06,354200.0
2018-08-07,441000.0
2018-10-10,260900.0
2018-12-13,275000.0
2019-08-26,214300.0
2019-07-25,310100.0
2019-05-22,314400.0
2019-03-19,312700.0
2020-01-06,233400.0
2020-03-25,269900.0
2020-06-12,278700.0
2019-10-22,183200.0
2020-01-09,253300.0
2020-06-15,369700.0
2019-10-25,221500.0
2020-03-31,196800.0
2020-06-18,267700.0
2019-04-03,350400.0
2018-08-22,322900.0
2018-10-25,399100.0
2019-01-29,375100.0
2018-12-28,570100.0
2018-11-26,357900.0
2019-08-09,307200.0
2019-07-08,257000.0
2019-06-06,387600.0
2019-09-10,319000.0
2020-01-15,189000.0
2020-04-03,208900.0
2019-10-31,268400.0
2020-04-06,151200.0
2020-06-24,415600.0
2018-11-09,419800.0
2019-07-23,216900.0
2019-06-21,340500.0
2019-05-20,266100.0
2019-04-18,176400.0
2018-09-06,203900.0
2018-10-08,267900.0
2019-02-13,149300.0
2018-12-11,163200.0
2019-09-25,294900.0
2020-01-21,330400.0
2020-04-09,571500.0
2019-11-06,458600.0
2020-01-24,391700.0
2020-01-27,357500.0
2020-04-15,460500.0
2018-12-26,427100.0
2019-08-07,440800.0
2019-06-04,736700.0
2018-09-21,441400.0
2018-07-19,286300.0
2018-08-20,233900.0
2018-10-23,351000.0
2019-05-03,287300.0
2019-04-01,493900.0
2019-02-28,384600.0
2019-11-12,283800.0
2020-01-30,228600.0
2019-11-15,231300.0
2020-04-21,235900.0
2019-04-16,260700.0
2019-03-15,182600.0
2019-02-11,194800.0
2019-01-10,225200.0
2019-08-22,354500.0
2018-11-07,180000.0
2018-08-03,183800.0
2018-09-04,217300.0
2019-06-19,277000.0
2019-09-23,450500.0
2019-11-18,352500.0
2020-02-05,276500.0
2020-04-24,355600.0
2019-03-29,291200.0
2019-11-21,210600.0
2020-04-27,399000.0
2020-02-11,181600.0
2020-04-30,599400.0
2019-05-01,432900.0
2019-02-26,337100.0
2019-01-25,331000.0
2018-12-24,281100.0
2019-09-06,288100.0
2018-07-17,307000.0
2018-09-19,428300.0
2019-08-05,284600.0
2019-10-08,530300.0
2019-12-11,756300.0
2019-11-27,384700.0
2020-02-14,542600.0
2020-05-06,461600.0
2019-01-08,505900.0
2018-12-07,1175400.0
2019-08-20,413800.0
2018-11-05,275200.0
2019-07-19,104200.0
2018-10-04,349500.0
2019-06-17,322300.0
2019-05-16,251800.0
2018-08-01,397500.0
2019-03-13,335600.0
2019-12-03,298100.0
2020-02-20,204900.0
2019-12-06,328300.0
2020-05-12,502300.0
2019-12-09,642600.0
2020-02-26,462600.0
2020-05-15,385700.0
2019-03-28,409400.0
2018-09-17,338700.0
2018-08-16,444400.0
2018-10-19,628700.0
2019-04-29,499000.0
2019-01-23,405500.0
2019-09-04,419200.0
2018-11-20,707300.0
2019-07-02,1392400.0
2019-05-31,708000.0
2019-12-12,719900.0
2020-05-18,986800.0
2019-09-27,17655100.0
2020-03-03,739200.0
2020-05-21,520800.0
2019-05-14,750800.0
2018-08-31,491300.0
2018-07-30,470300.0
2018-10-02,463900.0
2019-04-12,382300.0
2019-03-11,423600.0
2019-02-07,271900.0
2019-07-17,295400.0
2019-09-19,498200.0
2019-10-21,395400.0
2019-12-18,517100.0
2020-03-06,389600.0
2019-10-03,376700.0
2020-03-09,499100.0
2020-05-27,459500.0
2019-12-24,304900.0
2020-03-12,562800.0
