Dates,IEX
2018-06-20,142.57000732421875
2018-06-21,141.11000061035156
2018-06-25,140.00999450683594
2018-06-22,138.38999938964844
2018-06-26,137.5
2018-06-27,136.64999389648438
2018-06-28,135.63999938964844
2018-06-29,136.2899932861328
2018-07-02,135.9199981689453
2018-07-03,136.22999572753906
2018-07-05,136.25999450683594
2018-07-16,137.6699981689453
2018-09-18,138.0
2019-01-24,138.55999755859375
2019-09-05,137.4600067138672
2018-11-21,137.22999572753906
2020-01-13,137.5500030517578
2020-04-01,138.52999877929688
2020-06-19,137.33999633789062
2019-10-29,139.07000732421875
2020-01-16,138.92999267578125
2020-06-22,140.22000122070312
2018-10-03,139.3800048828125
2018-07-31,138.39999389648438
2019-03-12,143.6999969482422
2019-02-08,150.0
2019-01-07,150.7899932861328
2018-12-06,150.0
2019-08-19,149.35000610351562
2019-07-18,153.38999938964844
2019-05-15,151.72000122070312
2019-09-20,153.27999877929688
2019-11-01,152.05999755859375
2020-04-07,152.05999755859375
2020-06-25,153.0
2020-06-16,152.75999450683594
2019-11-04,151.07000732421875
2020-01-22,151.39999389648438
2019-11-07,151.49000549316406
2020-04-13,151.19000244140625
2019-07-01,152.17999267578125
2019-05-30,152.0
2018-08-15,152.8300018310547
2018-10-18,153.00999450683594
2019-03-27,153.36000061035156
2019-01-22,152.67999267578125
2018-12-21,151.3800048828125
2019-09-03,152.30999755859375
2018-11-19,154.10000610351562
2019-08-02,154.1999969482422
2020-01-28,155.07000732421875
2020-04-16,153.6199951171875
2019-11-13,153.16000366210938
2020-01-31,152.0399932861328
2018-12-04,152.75999450683594
2018-11-02,152.0
2019-07-16,152.7100067138672
2018-08-30,151.8699951171875
2018-10-01,152.1699981689453
2019-06-14,151.52000427246094
2019-05-13,153.57000732421875
2019-04-11,155.72000122070312
2019-02-06,154.35000610351562
2019-09-18,156.0
2020-02-03,156.10000610351562
2020-04-22,156.97000122070312
2019-11-19,156.05999755859375
2020-02-06,155.49000549316406
2019-11-22,154.22000122070312
2019-03-25,153.55999755859375
2019-02-21,151.97999572753906
2018-12-19,151.86000061035156
2018-07-12,151.0800018310547
2018-09-14,150.1999969482422
2018-08-13,150.50999450683594
2018-10-16,150.14999389648438
2019-07-31,147.58999633789062
2019-05-28,145.08999633789062
2019-04-26,142.77000427246094
2020-04-28,139.33999633789062
2019-11-25,136.32000732421875
2020-02-12,135.52999877929688
2020-05-01,135.55999755859375
2020-05-04,136.6699981689453
2019-06-12,136.16000366210938
2019-04-09,134.50999450683594
2019-03-08,133.1699981689453
2019-02-04,130.55999755859375
2018-07-27,131.30999755859375
2018-08-28,128.99000549316406
2019-01-03,125.22000122070312
2019-08-15,129.27000427246094
2018-10-31,125.52999877929688
2019-09-16,126.69000244140625
2020-02-18,127.4000015258789
2020-05-07,133.25
2018-08-17,134.2899932861328
2019-12-04,133.5
2020-02-21,135.5
2018-12-17,138.19000244140625
2019-08-30,135.57000732421875
2018-11-15,135.94000244140625
2019-07-29,133.3699951171875
2019-06-27,133.97000122070312
2019-04-24,132.82000732421875
2018-07-10,135.35000610351562
2018-09-12,136.0399932861328
2019-02-19,133.19000244140625
2019-01-18,132.1300048828125
2020-02-24,131.32000732421875
2020-05-13,132.32000732421875
2019-12-10,132.82000732421875
2020-02-27,132.1199951171875
2019-12-13,134.0
2020-05-19,133.88999938964844
2019-03-06,139.8699951171875
2018-11-30,139.02999877929688
2019-08-13,132.1300048828125
2019-07-12,134.49000549316406
2019-06-10,133.1699981689453
2019-05-09,135.99000549316406
2018-07-25,135.80999755859375
2018-09-27,135.72000122070312
2018-10-29,133.52000427246094
2019-10-16,132.6300048828125
2019-12-16,130.61000061035156
2020-03-04,128.58999633789062
2020-05-22,124.7300033569336
2019-10-01,125.43000030517578
2019-12-19,123.05999755859375
2018-09-10,119.20999908447266
2019-05-24,121.55000305175781
2018-08-09,126.06999969482422
2019-04-22,124.80000305175781
2019-03-21,124.55999755859375
2019-01-16,124.70999908447266
2019-08-28,123.9000015258789
2018-11-13,129.4499969482422
2018-10-12,133.2100067138672
2019-06-25,135.60000610351562
2020-03-10,134.97999572753906
2020-05-28,135.92999267578125
2019-10-07,135.36000061035156
2020-03-13,134.99000549316406
2019-10-10,135.0399932861328
2020-03-16,135.2899932861328
2020-06-03,139.25
2018-11-28,139.1699981689453
2018-09-25,138.3000030517578
2018-07-23,136.19000244140625
2018-08-24,138.4199981689453
2019-07-10,134.83999633789062
2019-05-07,136.4600067138672
2019-04-05,131.25
2019-03-04,137.02999877929688
2019-01-31,137.75
2019-09-12,138.1199951171875
2019-12-31,138.0
2020-03-19,137.86000061035156
2020-01-03,137.19000244140625
2020-06-09,137.33999633789062
2019-02-15,140.22000122070312
2019-01-14,141.27000427246094
2018-07-06,143.4600067138672
2018-08-07,141.27999877929688
2018-10-10,141.83999633789062
2018-12-13,143.58999633789062
2019-08-26,142.58999633789062
2019-07-25,142.33999633789062
2019-05-22,143.0
2019-03-19,145.2899932861328
2020-01-06,144.3300018310547
2020-03-25,143.22000122070312
2020-06-12,144.75999450683594
2019-10-22,145.27999877929688
2020-01-09,145.75999450683594
2020-06-15,145.5500030517578
2019-10-25,144.7100067138672
2020-03-31,145.1199951171875
2020-06-18,142.5399932861328
2019-04-03,142.97000122070312
2018-08-22,146.75
2018-10-25,146.4199981689453
2019-01-29,146.97000122070312
2018-12-28,147.3000030517578
2018-11-26,147.75999450683594
2019-08-09,150.02999877929688
2019-07-08,149.02999877929688
2019-06-06,147.6300048828125
2019-09-10,151.4600067138672
2020-01-15,147.58999633789062
2020-04-03,149.33999633789062
2019-10-31,150.3300018310547
2020-04-06,150.05999755859375
2020-06-24,151.88999938964844
2018-11-09,153.0
2019-07-23,155.91000366210938
2019-06-21,155.61000061035156
2019-05-20,155.86000061035156
2019-04-18,157.02000427246094
2018-09-06,155.82000732421875
2018-10-08,156.22000122070312
2019-02-13,155.1999969482422
