Dates,SBUX
2018-06-20,50.11320877075195
2018-06-21,48.5777587890625
2018-06-25,49.17274475097656
2018-06-22,48.616153717041016
2018-06-26,48.34744644165039
2018-06-27,47.82923126220703
2018-06-28,46.58168411254883
2018-06-29,46.87916946411133
2018-07-02,47.08070373535156
2018-07-03,46.802398681640625
2018-07-05,46.64885330200195
2018-07-16,47.003929138183594
2018-09-18,47.886810302734375
2019-01-24,48.38582992553711
2019-09-05,48.11712646484375
2018-11-21,48.222686767578125
2020-01-13,49.537418365478516
2020-04-01,48.88485336303711
2020-06-19,49.21113204956055
2019-10-29,49.08638000488281
2020-01-16,49.268714904785156
2020-06-22,48.85606002807617
2018-10-03,49.12476348876953
2018-07-31,49.105567932128906
2019-03-12,49.537418365478516
2019-02-08,49.37427520751953
2019-01-07,50.04603958129883
2018-12-06,49.80611801147461
2019-08-19,50.27635192871094
2019-07-18,49.83491516113281
2019-05-15,49.59499740600586
2019-09-20,50.122802734375
2019-11-01,49.96926498413086
2020-04-07,49.96926498413086
2020-06-25,49.81464385986328
2020-06-16,50.17219543457031
2019-11-04,49.77599334716797
2020-01-22,50.06589889526367
2019-11-07,50.819637298583984
2020-04-13,50.97425079345703
2019-07-01,51.25448989868164
2019-05-30,51.75698471069336
2018-08-15,52.10486602783203
2018-10-18,52.18217468261719
2019-03-27,51.041893005371094
2019-01-22,50.88728713989258
2018-12-21,50.97425079345703
2019-09-03,51.18684768676758
2018-11-19,51.264156341552734
2019-08-02,51.45742416381836
2020-01-28,51.31247329711914
2020-04-16,51.65068817138672
2019-11-13,51.72799301147461
2020-01-31,51.97924041748047
2018-12-04,52.385101318359375
2018-11-02,53.01322555541992
2019-07-16,53.11952209472656
2018-08-30,53.264469146728516
2018-10-01,53.11952209472656
2019-06-14,53.042213439941406
2019-05-13,52.90692138671875
2019-04-11,52.73298645019531
2019-02-06,53.21615219116211
2019-09-18,53.56403350830078
2020-02-03,54.53036880493164
2020-04-22,55.51603317260742
2019-11-19,54.7816162109375
2020-02-06,54.98455047607422
2019-11-22,55.34209060668945
2019-03-25,55.409732818603516
2019-02-21,54.92656707763672
2018-12-19,53.708984375
2018-07-12,53.718650817871094
2018-09-14,53.602684020996094
2018-08-13,54.008548736572266
2018-10-16,53.8829231262207
2019-07-31,54.63667297363281
2019-05-28,55.76728057861328
2019-04-26,54.124507904052734
2020-04-28,53.01322555541992
2019-11-25,54.54969787597656
2020-02-12,54.839595794677734
2020-05-01,55.86391067504883
2020-05-04,57.11048889160156
2019-06-12,56.66596984863281
2019-04-09,56.685298919677734
2019-03-08,56.91722106933594
2019-02-04,56.83025360107422
2018-07-27,56.105499267578125
2018-08-28,56.97520446777344
2019-01-03,56.11516571044922
2019-08-15,56.405067443847656
2018-10-31,56.61766052246094
2019-09-16,56.30842971801758
2020-02-18,56.656307220458984
2020-05-07,62.15476608276367
2018-08-17,62.30937957763672
2019-12-04,63.78787612915039
2020-02-21,65.8655014038086
2018-12-17,66.40665435791016
2019-08-30,66.29067993164062
2018-11-15,65.62390899658203
2019-07-29,65.14073944091797
2019-06-27,65.13102722167969
2019-04-24,65.69451141357422
2018-07-10,66.2191390991211
2018-09-12,65.97626495361328
2019-02-19,65.26703643798828
2019-01-18,64.86871337890625
2020-02-24,63.82918930053711
2020-05-13,63.8194694519043
2019-12-10,64.1983642578125
2020-02-27,64.91729736328125
2019-12-13,64.97557830810547
2020-05-19,64.82014465332031
2019-03-06,65.57792663574219
2018-11-30,64.75213623046875
2019-08-13,64.65498352050781
2019-07-12,63.60573959350586
2019-06-10,63.62516784667969
2019-05-09,64.04292297363281
2018-07-25,64.24694061279297
2018-09-27,65.00473022460938
2018-10-29,63.479427337646484
2019-10-16,62.63421630859375
2019-12-16,63.0713996887207
2020-03-04,62.23588562011719
2020-05-22,60.380271911621094
2019-10-01,59.64191436767578
2019-12-19,58.83554458618164
2018-09-10,61.283790588378906
2019-05-24,61.40037155151367
2018-08-09,61.584964752197266
2019-04-22,62.56620407104492
2019-03-21,62.48848342895508
2019-01-16,59.777923583984375
2019-08-28,61.75983810424805
2018-11-13,61.75983810424805
2018-10-12,61.80841064453125
2019-06-25,62.061012268066406
2020-03-10,62.362186431884766
2020-05-28,61.915287017822266
2019-10-07,61.56553268432617
2020-03-13,62.25531768798828
2019-10-10,61.95414733886719
2020-03-16,62.449615478515625
2020-06-03,62.857662200927734
2018-11-28,63.52801513671875
2018-09-25,64.53840637207031
2018-07-23,62.89652633666992
2018-08-24,65.17960357666016
2019-07-10,64.9950180053711
2019-05-07,65.13102722167969
2019-04-05,66.20942687988281
2019-03-04,66.19970703125
