Dates,SBUX
2018-06-20,55.0099983215332
2018-06-21,52.630001068115234
2018-06-25,51.720001220703125
2018-06-22,51.439998626708984
2018-06-26,50.630001068115234
2018-06-27,50.529998779296875
2018-06-28,49.47999954223633
2018-06-29,49.2599983215332
2018-07-02,49.099998474121094
2018-07-03,49.29999923706055
2018-07-05,49.029998779296875
2018-07-16,49.189998626708984
2018-09-18,50.04999923706055
2019-01-24,50.5099983215332
2019-09-05,50.47999954223633
2018-11-21,50.65999984741211
2020-01-13,51.650001525878906
2020-04-01,51.54999923706055
2020-06-19,51.29999923706055
2019-10-29,51.619998931884766
2020-01-16,51.4900016784668
2020-06-22,51.2400016784668
2018-10-03,51.27000045776367
2018-07-31,51.720001220703125
2019-03-12,51.720001220703125
2019-02-08,51.84000015258789
2019-01-07,52.599998474121094
2018-12-06,52.849998474121094
2019-08-19,52.689998626708984
2019-07-18,52.2400016784668
2019-05-15,52.349998474121094
2019-09-20,52.45000076293945
2019-11-01,52.27000045776367
2020-04-07,52.209999084472656
2020-06-25,51.93000030517578
2020-06-16,52.02000045776367
2019-11-04,51.630001068115234
2020-01-22,51.959999084472656
2019-11-07,52.7400016784668
2020-04-13,52.939998626708984
2019-07-01,53.36000061035156
2019-05-30,53.61000061035156
2018-08-15,54.15999984741211
2018-10-18,54.439998626708984
2019-03-27,53.63999938964844
2019-01-22,53.189998626708984
2018-12-21,52.91999816894531
2019-09-03,53.18000030517578
2018-11-19,53.470001220703125
2019-08-02,53.439998626708984
2020-01-28,53.40999984741211
2020-04-16,53.709999084472656
2019-11-13,53.689998626708984
2020-01-31,53.97999954223633
2018-12-04,54.349998474121094
2018-11-02,54.959999084472656
2019-07-16,55.11000061035156
2018-08-30,55.400001525878906
2018-10-01,55.20000076293945
2019-06-14,55.56999969482422
2019-05-13,55.0
2019-04-11,54.86000061035156
2019-02-06,55.279998779296875
2019-09-18,55.790000915527344
2020-02-03,56.72999954223633
2020-04-22,57.56999969482422
2019-11-19,57.36000061035156
2020-02-06,57.290000915527344
2019-11-22,57.84000015258789
2019-03-25,57.790000915527344
2019-02-21,57.38999938964844
2018-12-19,56.95000076293945
2018-07-12,56.0099983215332
2018-09-14,56.11000061035156
2018-08-13,56.08000183105469
2018-10-16,55.95000076293945
2019-07-31,56.75
2019-05-28,59.70000076293945
2019-04-26,57.869998931884766
2020-04-28,56.27000045776367
2019-11-25,56.779998779296875
2020-02-12,57.189998626708984
2020-05-01,58.0099983215332
2020-05-04,59.400001525878906
2019-06-12,59.529998779296875
2019-04-09,59.06999969482422
2019-03-08,59.36000061035156
2019-02-04,59.29999923706055
2018-07-27,59.279998779296875
2018-08-28,59.470001220703125
2019-01-03,58.36000061035156
2019-08-15,59.68000030517578
2018-10-31,58.869998931884766
2019-09-16,59.119998931884766
2020-02-18,59.06999969482422
2020-05-07,65.68000030517578
2018-08-17,65.12999725341797
2019-12-04,66.08000183105469
2020-02-21,68.20999908447266
2018-12-17,68.9800033569336
2019-08-30,68.95999908447266
2018-11-15,68.94000244140625
2019-07-29,68.27999877929688
2019-06-27,67.94999694824219
2019-04-24,67.76000213623047
2018-07-10,68.52999877929688
2018-09-12,68.47000122070312
2019-02-19,67.87999725341797
2019-01-18,67.9800033569336
2020-02-24,66.23999786376953
2020-05-13,66.12000274658203
2019-12-10,66.55000305175781
2020-02-27,66.98999786376953
2019-12-13,67.27999877929688
2020-05-19,67.37999725341797
2019-03-06,68.05999755859375
2018-11-30,68.1500015258789
2019-08-13,66.66999816894531
2019-07-12,66.63999938964844
2019-06-10,65.80000305175781
2019-05-09,66.91999816894531
2018-07-25,66.93000030517578
2018-09-27,67.22000122070312
2018-10-29,65.83999633789062
2019-10-16,65.62999725341797
2019-12-16,65.4000015258789
2020-03-04,65.9000015258789
2020-05-22,63.79999923706055
2019-10-01,63.209999084472656
2019-12-19,61.81999969482422
2018-09-10,63.22999954223633
2019-05-24,63.2400016784668
2018-08-09,64.12000274658203
2019-04-22,64.61000061035156
2019-03-21,64.37000274658203
2019-01-16,63.720001220703125
2019-08-28,64.25
2018-11-13,64.23999786376953
2018-10-12,64.29000091552734
2019-06-25,64.04000091552734
2020-03-10,64.38999938964844
2020-05-28,63.84000015258789
2019-10-07,64.05999755859375
2020-03-13,64.62999725341797
2019-10-10,64.81999969482422
2020-03-16,64.38999938964844
2020-06-03,64.80999755859375
2018-11-28,66.20999908447266
2018-09-25,66.69999694824219
2018-07-23,66.76000213623047
2018-08-24,67.69000244140625
2019-07-10,66.95999908447266
2019-05-07,67.5
2019-04-05,68.20999908447266
2019-03-04,69.48999786376953
2019-01-31,69.31999969482422
2019-09-12,68.11000061035156
2019-12-31,69.41000366210938
2020-03-19,69.38999938964844
2020-01-03,69.20999908447266
2020-06-09,69.81999969482422
2019-02-15,70.47000122070312
2019-01-14,70.45999908447266
2018-07-06,70.5999984741211
2018-08-07,71.54000091552734
2018-10-10,71.37000274658203
2018-12-13,70.5999984741211
2019-08-26,70.5999984741211
2019-07-25,70.93000030517578
