Dates,SBUX
2018-06-20,51.58000183105469
2018-06-21,50.36000061035156
2018-06-25,50.81999969482422
2018-06-22,50.209999084472656
2018-06-26,50.11000061035156
2018-06-27,49.84000015258789
2018-06-28,47.369998931884766
2018-06-29,48.08000183105469
2018-07-02,48.54999923706055
2018-07-03,48.7599983215332
2018-07-05,48.400001525878906
2018-07-16,48.58000183105469
2018-09-18,49.209999084472656
2019-01-24,49.959999084472656
2019-09-05,50.02000045776367
2018-11-21,50.20000076293945
2020-01-13,50.2599983215332
2020-04-01,50.689998626708984
2020-06-19,50.599998474121094
2019-10-29,51.0
2020-01-16,51.0
2020-06-22,50.75
2018-10-03,50.7599983215332
2018-07-31,51.060001373291016
2019-03-12,51.0099983215332
2019-02-08,51.34000015258789
2019-01-07,50.209999084472656
2018-12-06,51.7599983215332
2019-08-19,51.849998474121094
2019-07-18,51.25
2019-05-15,51.43000030517578
2019-09-20,51.58000183105469
2019-11-01,51.79999923706055
2020-04-07,51.79999923706055
2020-06-25,51.36000061035156
2020-06-16,51.31999969482422
2019-11-04,51.20000076293945
2020-01-22,51.470001220703125
2019-11-07,51.790000915527344
2020-04-13,52.29999923706055
2019-07-01,52.91999816894531
2019-05-30,52.95000076293945
2018-08-15,53.70000076293945
2018-10-18,53.95000076293945
2019-03-27,52.65999984741211
2019-01-22,52.560001373291016
2018-12-21,52.41999816894531
2019-09-03,52.810001373291016
2018-11-19,52.97999954223633
2019-08-02,52.720001220703125
2020-01-28,52.970001220703125
2020-04-16,52.45000076293945
2019-11-13,53.209999084472656
2020-01-31,53.290000915527344
2018-12-04,53.650001525878906
2018-11-02,54.15999984741211
2019-07-16,54.56999969482422
2018-08-30,54.77000045776367
2018-10-01,54.33000183105469
2019-06-14,54.7400016784668
2019-05-13,54.61000061035156
2019-04-11,54.279998779296875
2019-02-06,54.099998474121094
2019-09-18,54.900001525878906
2020-02-03,55.599998474121094
2020-04-22,56.52000045776367
2019-11-19,56.58000183105469
2020-02-06,56.83000183105469
2019-11-22,56.75
2019-03-25,57.099998474121094
2019-02-21,56.779998779296875
2018-12-19,55.529998779296875
2018-07-12,55.290000915527344
2018-09-14,55.459999084472656
2018-08-13,55.5
2018-10-16,55.310001373291016
2019-07-31,55.45000076293945
2019-05-28,56.810001373291016
2019-04-26,55.939998626708984
2020-04-28,54.709999084472656
2019-11-25,55.279998779296875
2020-02-12,56.310001373291016
2020-05-01,56.77000045776367
2020-05-04,57.779998779296875
2019-06-12,58.150001525878906
2019-04-09,58.38999938964844
2019-03-08,58.58000183105469
2019-02-04,58.209999084472656
2018-07-27,57.95000076293945
2018-08-28,57.70000076293945
2019-01-03,57.38999938964844
2019-08-15,57.70000076293945
2018-10-31,57.689998626708984
2019-09-16,58.209999084472656
2020-02-18,58.06999969482422
2020-05-07,61.900001525878906
2018-08-17,63.81999969482422
2019-12-04,64.25
2020-02-21,66.04000091552734
2018-12-17,67.62999725341797
2019-08-30,68.08000183105469
2018-11-15,67.80000305175781
2019-07-29,67.0999984741211
2019-06-27,66.7300033569336
2019-04-24,66.36000061035156
2018-07-10,67.08999633789062
2018-09-12,67.2300033569336
2019-02-19,66.76000213623047
2019-01-18,66.75
2020-02-24,65.26000213623047
2020-05-13,65.20999908447266
2019-12-10,65.30999755859375
2020-02-27,65.4800033569336
2019-12-13,66.12000274658203
2020-05-19,66.6500015258789
2019-03-06,66.66000366210938
2018-11-30,66.44999694824219
2019-08-13,65.58999633789062
2019-07-12,65.19999694824219
2019-06-10,64.44999694824219
2019-05-09,65.5199966430664
2018-07-25,66.0
2018-09-27,66.12999725341797
2018-10-29,63.58000183105469
2019-10-16,64.08000183105469
2019-12-16,64.55000305175781
2020-03-04,63.68000030517578
2020-05-22,61.45000076293945
2019-10-01,61.380001068115234
2019-12-19,60.41999816894531
2018-09-10,60.66999816894531
2019-05-24,61.619998931884766
2018-08-09,63.16999816894531
2019-04-22,63.65999984741211
2019-03-21,63.209999084472656
2019-01-16,61.400001525878906
2019-08-28,62.08000183105469
2018-11-13,62.7400016784668
2018-10-12,63.04999923706055
2019-06-25,62.95000076293945
2020-03-10,63.2400016784668
2020-05-28,61.66999816894531
2019-10-07,62.97999954223633
2020-03-13,63.45000076293945
2019-10-10,63.75
2020-03-16,63.599998474121094
2020-06-03,63.86000061035156
2018-11-28,64.75
2018-09-25,65.80999755859375
2018-07-23,62.93000030517578
2018-08-24,66.0999984741211
2019-07-10,65.91000366210938
2019-05-07,66.19999694824219
2019-04-05,67.05000305175781
2019-03-04,67.08000183105469
2019-01-31,68.0
2019-09-12,67.08000183105469
2019-12-31,67.63999938964844
2020-03-19,68.5
2020-01-03,68.4800033569336
2020-06-09,68.5999984741211
2019-02-15,69.8499984741211
2019-01-14,69.70999908447266
2018-07-06,69.80000305175781
2018-08-07,69.97000122070312
2018-10-10,70.19000244140625
2018-12-13,69.77999877929688
2019-08-26,70.05000305175781
2019-07-25,70.13999938964844
2019-05-22,70.75
2019-03-19,70.9800033569336
2020-01-06,70.91999816894531
2020-03-25,69.91999816894531
2020-06-12,69.77999877929688
2019-10-22,70.44999694824219
2020-01-09,70.37000274658203
2020-06-15,71.05999755859375
2019-10-25,71.16000366210938
2020-03-31,70.45999908447266
2020-06-18,69.02999877929688
2019-04-03,69.13999938964844
2018-08-22,69.69000244140625
2018-10-25,69.9800033569336
2019-01-29,70.19000244140625
2018-12-28,70.54000091552734
2018-11-26,70.44000244140625
2019-08-09,70.87000274658203
2019-07-08,71.33999633789062
2019-06-06,71.31999969482422
2019-09-10,71.69000244140625
2020-01-15,71.7300033569336
2020-04-03,72.33000183105469
2019-10-31,72.62000274658203
2020-04-06,72.88999938964844
2020-06-24,73.52999877929688
2018-11-09,73.7300033569336
2019-07-23,73.83999633789062
2019-06-21,73.87000274658203
2019-05-20,73.9800033569336
2019-04-18,74.3499984741211
2018-09-06,74.47000122070312
2018-10-08,74.80000305175781
2019-02-13,75.20999908447266
2018-12-11,75.6500015258789
2019-09-25,76.06999969482422
2020-01-21,76.08000183105469
2020-04-09,75.36000061035156
2019-11-06,74.80000305175781
2020-01-24,75.20999908447266
2020-01-27,75.20999908447266
2020-04-15,75.41000366210938
2018-12-26,75.91000366210938
2019-08-07,75.94999694824219
2019-06-04,75.05999755859375
2018-09-21,76.58999633789062
2018-07-19,76.69000244140625
2018-08-20,77.37000274658203
2018-10-23,76.75
2019-05-03,77.33999633789062
2019-04-01,77.0199966430664
2019-02-28,77.41999816894531
2019-11-12,77.12000274658203
2020-01-30,77.3499984741211
2019-11-15,77.16000366210938
2020-04-21,76.08000183105469
2019-04-16,76.68000030517578
2019-03-15,76.52999877929688
2019-02-11,77.56999969482422
2019-01-10,78.37000274658203
2019-08-22,76.56999969482422
2018-11-07,76.75
2018-08-03,76.91000366210938
2018-09-04,75.69000244140625
2019-06-19,75.97000122070312
2019-09-23,75.31999969482422
2019-11-18,74.33000183105469
2020-02-05,75.62999725341797
2020-04-24,75.37999725341797
2019-03-29,75.6500015258789
2019-11-21,76.66000366210938
2020-04-27,78.66000366210938
2020-02-11,79.9000015258789
2020-04-30,81.51000213623047
2019-05-01,81.37999725341797
2019-02-26,81.8499984741211
2019-01-25,82.31999969482422
2018-12-24,83.0199966430664
2019-09-06,83.38999938964844
2018-07-17,82.88999938964844
2018-09-19,82.88999938964844
2019-08-05,82.08000183105469
2019-10-08,83.83000183105469
2019-12-11,83.80999755859375
2019-11-27,83.61000061035156
2020-02-14,83.95999908447266
2020-05-06,83.18000030517578
2019-01-08,83.20999908447266
2018-12-07,83.31999969482422
2019-08-20,84.02999877929688
2018-11-05,84.5199966430664
2019-07-19,85.9800033569336
2018-10-04,86.87999725341797
2019-06-17,87.18000030517578
2019-05-16,86.88999938964844
2018-08-01,87.41999816894531
2019-03-13,88.2699966430664
2019-12-03,88.8499984741211
2020-02-20,89.66000366210938
2019-12-06,89.58999633789062
2020-05-12,89.7300033569336
2019-12-09,89.94999694824219
2020-02-26,90.2300033569336
2020-05-15,90.05000305175781
2019-03-28,89.16999816894531
2018-09-17,89.68000030517578
2018-08-16,90.47000122070312
2018-10-19,95.20999908447266
2019-04-29,97.20999908447266
2019-01-23,96.5199966430664
2019-09-04,93.5
2018-11-20,94.58000183105469
2019-07-02,94.80000305175781
2019-05-31,93.02999877929688
2019-12-12,93.80000305175781
2020-05-18,94.16999816894531
2019-09-27,94.44000244140625
2020-03-03,95.41999816894531
2020-05-21,94.30000305175781
2019-05-14,94.20999908447266
2018-08-31,94.87000274658203
2018-07-30,94.61000061035156
2018-10-02,95.8499984741211
2019-04-12,96.22000122070312
2019-03-11,95.58999633789062
2019-02-07,95.7300033569336
2019-07-17,95.69999694824219
2019-09-19,94.38999938964844
2019-10-21,95.0
2019-12-18,96.02999877929688
2020-03-06,96.0
2019-10-03,97.05999755859375
2020-03-09,96.11000061035156
2020-05-27,96.05000305175781
2019-12-24,93.02999877929688
2020-03-12,95.16999816894531
2018-12-20,95.51000213623047
2019-08-01,93.73999786376953
2018-08-14,89.30000305175781
2018-07-13,89.61000061035156
2018-10-17,91.7699966430664
2019-05-29,90.31999969482422
2019-03-26,89.37999725341797
2019-02-22,89.6500015258789
2019-10-04,90.05999755859375
2019-11-05,90.30000305175781
2019-12-27,90.05999755859375
2020-06-02,89.93000030517578
2019-12-30,89.51000213623047
2020-03-18,89.0199966430664
2020-06-05,89.5
2019-07-15,87.79000091552734
2018-12-03,87.61000061035156
2019-06-13,86.44999694824219
