Dates,AOS
2018-06-20,61.08000183105469
2018-06-21,59.93000030517578
2018-06-25,60.0099983215332
2018-06-22,58.2599983215332
2018-06-26,58.9900016784668
2018-06-27,58.880001068115234
2018-06-28,57.77000045776367
2018-06-29,58.470001220703125
2018-07-02,58.060001373291016
2018-07-03,58.61000061035156
2018-07-05,58.65999984741211
2018-07-16,59.5
2018-09-18,60.02000045776367
2019-01-24,60.869998931884766
2019-09-05,58.380001068115234
2018-11-21,59.02000045776367
2020-01-13,59.810001373291016
2020-04-01,59.09000015258789
2020-06-19,58.86000061035156
2019-10-29,59.099998474121094
2020-01-16,59.06999969482422
2020-06-22,59.77000045776367
2018-10-03,58.959999084472656
2018-07-31,59.290000915527344
2019-03-12,56.29999923706055
2019-02-08,58.459999084472656
2019-01-07,58.810001373291016
2018-12-06,58.59000015258789
2019-08-19,58.91999816894531
2019-07-18,58.47999954223633
2019-05-15,58.08000183105469
2019-09-20,58.119998931884766
2019-11-01,58.40999984741211
2020-04-07,58.84000015258789
2020-06-25,58.400001525878906
2020-06-16,58.040000915527344
2019-11-04,57.310001373291016
2020-01-22,56.650001525878906
2019-11-07,56.900001525878906
2020-04-13,56.9900016784668
2019-07-01,58.06999969482422
2019-05-30,58.02000045776367
2018-08-15,58.4900016784668
2018-10-18,58.630001068115234
2019-03-27,58.38999938964844
2019-01-22,57.689998626708984
2018-12-21,58.220001220703125
2019-09-03,58.70000076293945
2018-11-19,58.95000076293945
2019-08-02,58.88999938964844
2020-01-28,58.02000045776367
2020-04-16,57.900001525878906
2019-11-13,57.15999984741211
2020-01-31,57.36000061035156
2018-12-04,57.709999084472656
2018-11-02,57.7400016784668
2019-07-16,58.70000076293945
2018-08-30,58.40999984741211
2018-10-01,57.88999938964844
2019-06-14,58.720001220703125
2019-05-13,59.08000183105469
2019-04-11,59.060001373291016
2019-02-06,58.91999816894531
2019-09-18,59.310001373291016
2020-02-03,60.33000183105469
2020-04-22,59.619998931884766
2019-11-19,58.08000183105469
2020-02-06,55.22999954223633
2019-11-22,54.02000045776367
2019-03-25,53.9900016784668
2019-02-21,53.209999084472656
2018-12-19,53.720001220703125
2018-07-12,52.15999984741211
2018-09-14,52.290000915527344
2018-08-13,51.97999954223633
2018-10-16,51.029998779296875
2019-07-31,51.150001525878906
2019-05-28,49.79999923706055
2019-04-26,48.459999084472656
2020-04-28,47.650001525878906
2019-11-25,47.31999969482422
2020-02-12,47.560001373291016
2020-05-01,47.709999084472656
2020-05-04,47.400001525878906
2019-06-12,46.150001525878906
2019-04-09,45.09000015258789
2019-03-08,45.25
2019-02-04,44.310001373291016
2018-07-27,44.279998779296875
2018-08-28,44.619998931884766
2019-01-03,43.56999969482422
2019-08-15,41.7400016784668
2018-10-31,40.34000015258789
2019-09-16,45.08000183105469
2020-02-18,45.5099983215332
2020-05-07,47.29999923706055
2018-08-17,47.060001373291016
2019-12-04,47.060001373291016
2020-02-21,46.20000076293945
2018-12-17,46.61000061035156
2019-08-30,45.20000076293945
2018-11-15,45.20000076293945
2019-07-29,45.54999923706055
2019-06-27,44.939998626708984
2019-04-24,44.63999938964844
2018-07-10,45.709999084472656
2018-09-12,45.54999923706055
2019-02-19,44.869998931884766
2019-01-18,45.63999938964844
2020-02-24,45.41999816894531
2020-05-13,45.81999969482422
2019-12-10,45.849998474121094
2020-02-27,45.45000076293945
2019-12-13,46.290000915527344
2020-05-19,46.5
2019-03-06,47.310001373291016
2018-11-30,45.04999923706055
2019-08-13,43.2599983215332
2019-07-12,43.84000015258789
2019-06-10,42.220001220703125
2019-05-09,42.529998779296875
2018-07-25,42.540000915527344
2018-09-27,41.9900016784668
2018-10-29,41.220001220703125
2019-10-16,41.0099983215332
2019-12-16,42.61000061035156
2020-03-04,42.52000045776367
2020-05-22,42.310001373291016
2019-10-01,41.81999969482422
2019-12-19,41.599998474121094
2018-09-10,41.150001525878906
2019-05-24,41.84000015258789
2018-08-09,42.47999954223633
2019-04-22,42.369998931884766
2019-03-21,41.61000061035156
2019-01-16,42.130001068115234
2019-08-28,42.880001068115234
2018-11-13,43.59000015258789
2018-10-12,45.119998931884766
2019-06-25,46.040000915527344
2020-03-10,45.970001220703125
2020-05-28,46.11000061035156
2019-10-07,45.9900016784668
2020-03-13,45.38999938964844
2019-10-10,45.66999816894531
2020-03-16,45.400001525878906
2020-06-03,46.61000061035156
2018-11-28,46.849998474121094
2018-09-25,46.06999969482422
2018-07-23,46.130001068115234
2018-08-24,46.83000183105469
2019-07-10,46.959999084472656
2019-05-07,46.0099983215332
