Dates,HOG
2018-06-20,45.869998931884766
2018-06-21,45.849998474121094
2018-06-25,45.63999938964844
2018-06-22,44.060001373291016
2018-06-26,41.84000015258789
2018-06-27,41.959999084472656
2018-06-28,42.099998474121094
2018-06-29,42.47999954223633
2018-07-02,41.9900016784668
2018-07-03,43.02000045776367
2018-07-05,43.380001068115234
2018-07-16,42.68000030517578
2018-09-18,44.029998779296875
2019-01-24,43.9900016784668
2019-09-05,43.2599983215332
2018-11-21,43.45000076293945
2020-01-13,43.119998931884766
2020-04-01,43.0
2020-06-19,43.22999954223633
2019-10-29,42.630001068115234
2020-01-16,42.31999969482422
2020-06-22,41.959999084472656
2018-10-03,41.88999938964844
2018-07-31,45.349998474121094
2019-03-12,45.52000045776367
2019-02-08,45.869998931884766
2019-01-07,45.130001068115234
2018-12-06,45.060001373291016
2019-08-19,44.5
2019-07-18,43.02000045776367
2019-05-15,43.0
2019-09-20,44.13999938964844
2019-11-01,44.060001373291016
2020-04-07,43.75
2020-06-25,43.88999938964844
2020-06-16,43.95000076293945
2019-11-04,43.59000015258789
2020-01-22,43.209999084472656
2019-11-07,41.939998626708984
2020-04-13,41.4900016784668
2019-07-01,41.45000076293945
2019-05-30,42.560001373291016
2018-08-15,42.93000030517578
2018-10-18,43.439998626708984
2019-03-27,43.290000915527344
2019-01-22,42.93000030517578
2018-12-21,43.02000045776367
2019-09-03,44.11000061035156
2018-11-19,44.11000061035156
2019-08-02,43.45000076293945
2020-01-28,43.279998779296875
2020-04-16,42.75
2019-11-13,43.029998779296875
2020-01-31,44.43000030517578
2018-12-04,44.380001068115234
2018-11-02,44.58000183105469
2019-07-16,45.09000015258789
2018-08-30,44.45000076293945
2018-10-01,44.63999938964844
2019-06-14,44.95000076293945
2019-05-13,44.52000045776367
2019-04-11,44.91999816894531
2019-02-06,44.75
2019-09-18,45.459999084472656
2020-02-03,45.880001068115234
2020-04-22,45.630001068115234
2019-11-19,45.25
2020-02-06,45.08000183105469
2019-11-22,45.5099983215332
2019-03-25,45.2599983215332
2019-02-21,45.779998779296875
2018-12-19,46.220001220703125
2018-07-12,45.93000030517578
2018-09-14,45.95000076293945
2018-08-13,44.70000076293945
2018-10-16,44.2599983215332
2019-07-31,44.70000076293945
2019-05-28,43.77000045776367
2019-04-26,42.380001068115234
2020-04-28,41.86000061035156
2019-11-25,41.56999969482422
2020-02-12,41.369998931884766
2020-05-01,41.25
2020-05-04,41.88999938964844
2019-06-12,41.66999816894531
2019-04-09,40.02000045776367
2019-03-08,39.52000045776367
2019-02-04,38.220001220703125
2018-07-27,38.68000030517578
2018-08-28,38.150001525878906
2019-01-03,37.04999923706055
2019-08-15,37.33000183105469
2018-10-31,37.79999923706055
2019-09-16,38.75
2020-02-18,39.689998626708984
2020-05-07,40.2400016784668
2018-08-17,40.099998474121094
2019-12-04,39.619998931884766
2020-02-21,41.060001373291016
2018-12-17,41.400001525878906
2019-08-30,41.04999923706055
2018-11-15,41.2599983215332
2019-07-29,42.08000183105469
2019-06-27,42.38999938964844
2019-04-24,41.619998931884766
2018-07-10,41.54999923706055
2018-09-12,41.34000015258789
2019-02-19,40.47999954223633
2019-01-18,40.93000030517578
2020-02-24,40.22999954223633
2020-05-13,41.68000030517578
2019-12-10,41.68000030517578
2020-02-27,42.90999984741211
2019-12-13,42.959999084472656
2020-05-19,42.68000030517578
2019-03-06,43.689998626708984
2018-11-30,43.40999984741211
2019-08-13,41.11000061035156
2019-07-12,39.709999084472656
2019-06-10,38.09000015258789
2019-05-09,37.470001220703125
2018-07-25,37.04999923706055
2018-09-27,35.90999984741211
2018-10-29,35.22999954223633
2019-10-16,34.689998626708984
2019-12-16,34.599998474121094
2020-03-04,34.70000076293945
2020-05-22,33.720001220703125
2019-10-01,33.59000015258789
2019-12-19,32.38999938964844
2018-09-10,33.86000061035156
2019-05-24,33.90999984741211
2018-08-09,34.470001220703125
2019-04-22,34.369998931884766
2019-03-21,34.52000045776367
2019-01-16,34.11000061035156
2019-08-28,35.040000915527344
2018-11-13,36.029998779296875
2018-10-12,36.5099983215332
2019-06-25,36.91999816894531
2020-03-10,36.77000045776367
2020-05-28,36.810001373291016
2019-10-07,37.290000915527344
2020-03-13,37.11000061035156
2019-10-10,37.439998626708984
2020-03-16,37.54999923706055
2020-06-03,37.650001525878906
2018-11-28,37.34000015258789
2018-09-25,36.88999938964844
2018-07-23,36.709999084472656
2018-08-24,37.279998779296875
2019-07-10,36.77000045776367
2019-05-07,35.27000045776367
2019-04-05,36.61000061035156
2019-03-04,36.970001220703125
2019-01-31,37.09000015258789
2019-09-12,36.880001068115234
2019-12-31,36.869998931884766
2020-03-19,36.709999084472656
2020-01-03,36.08000183105469
2020-06-09,35.38999938964844
2019-02-15,35.7599983215332
2019-01-14,36.47999954223633
2018-07-06,36.70000076293945
2018-08-07,36.939998626708984
2018-10-10,37.439998626708984
2018-12-13,37.22999954223633
2019-08-26,37.4900016784668
2019-07-25,37.54999923706055
2019-05-22,37.540000915527344
2019-03-19,37.83000183105469
2020-01-06,37.630001068115234
2020-03-25,37.369998931884766
2020-06-12,37.61000061035156
2019-10-22,38.029998779296875
2020-01-09,38.220001220703125
2020-06-15,39.47999954223633
2019-10-25,39.060001373291016
2020-03-31,38.16999816894531
2020-06-18,37.72999954223633
2019-04-03,37.91999816894531
2018-08-22,37.599998474121094
2018-10-25,36.810001373291016
2019-01-29,36.47999954223633
2018-12-28,36.880001068115234
2018-11-26,36.81999969482422
2019-08-09,36.91999816894531
2019-07-08,36.38999938964844
2019-06-06,35.349998474121094
2019-09-10,34.97999954223633
2020-01-15,34.43000030517578
2020-04-03,34.869998931884766
2019-10-31,35.75
2020-04-06,36.13999938964844
2020-06-24,36.27000045776367
2018-11-09,36.970001220703125
2019-07-23,37.79999923706055
2019-06-21,38.119998931884766
2019-05-20,39.869998931884766
2019-04-18,40.7400016784668
2018-09-06,40.310001373291016
2018-10-08,39.970001220703125
2019-02-13,39.41999816894531
2018-12-11,39.66999816894531
2019-09-25,40.38999938964844
2020-01-21,40.5
2020-04-09,40.90999984741211
2019-11-06,41.279998779296875
2020-01-24,41.400001525878906
2020-01-27,40.689998626708984
2020-04-15,40.31999969482422
2018-12-26,38.369998931884766
2019-08-07,37.66999816894531
2019-06-04,37.27000045776367
2018-09-21,37.709999084472656
2018-07-19,37.40999984741211
2018-08-20,37.310001373291016
2018-10-23,37.2599983215332
2019-05-03,37.5
2019-04-01,36.7599983215332
2019-02-28,36.56999969482422
2019-11-12,36.68000030517578
2020-01-30,36.16999816894531
2019-11-15,36.060001373291016
2020-04-21,35.0
2019-04-16,35.119998931884766
2019-03-15,35.11000061035156
2019-02-11,35.5
2019-01-10,35.18000030517578
2019-08-22,34.91999816894531
2018-11-07,35.7599983215332
2018-08-03,35.599998474121094
2018-09-04,34.83000183105469
2019-06-19,34.619998931884766
2019-09-23,34.63999938964844
2019-11-18,33.599998474121094
2020-02-05,33.900001525878906
2020-04-24,33.0099983215332
2019-03-29,33.529998779296875
2019-11-21,34.380001068115234
2020-04-27,34.529998779296875
2020-02-11,34.61000061035156
2020-04-30,34.959999084472656
2019-05-01,35.619998931884766
2019-02-26,35.72999954223633
2019-01-25,34.93000030517578
2018-12-24,35.0
2019-09-06,34.72999954223633
2018-07-17,34.959999084472656
2018-09-19,35.720001220703125
2019-08-05,35.369998931884766
2019-10-08,36.13999938964844
2019-12-11,36.650001525878906
2019-11-27,36.84000015258789
2020-02-14,35.599998474121094
2020-05-06,35.810001373291016
2019-01-08,36.029998779296875
2018-12-07,36.2599983215332
2019-08-20,36.70000076293945
2018-11-05,35.63999938964844
2019-07-19,36.47999954223633
2018-10-04,36.220001220703125
2019-06-17,36.45000076293945
2019-05-16,35.7599983215332
2018-08-01,36.029998779296875
2019-03-13,36.119998931884766
2019-12-03,36.9900016784668
2020-02-20,36.75
2019-12-06,36.849998474121094
2020-05-12,36.58000183105469
2019-12-09,35.86000061035156
2020-02-26,36.0
2020-05-15,34.97999954223633
2019-03-28,36.650001525878906
2018-09-17,36.2400016784668
2018-08-16,36.279998779296875
2018-10-19,36.290000915527344
2019-04-29,35.95000076293945
2019-01-23,35.41999816894531
2019-09-04,36.06999969482422
2018-11-20,35.86000061035156
2019-07-02,35.279998779296875
2019-05-31,34.75
2019-12-12,33.75
2020-05-18,33.459999084472656
2019-09-27,34.380001068115234
2020-03-03,34.34000015258789
2020-05-21,33.66999816894531
2019-05-14,34.52000045776367
2018-08-31,33.119998931884766
2018-07-30,32.04999923706055
2018-10-02,32.38999938964844
2019-04-12,32.93000030517578
2019-03-11,32.47999954223633
2019-02-07,32.310001373291016
2019-07-17,32.5
2019-09-19,31.8700008392334
2019-10-21,31.360000610351562
2019-12-18,31.290000915527344
2020-03-06,30.899999618530273
2019-10-03,31.56999969482422
2020-03-09,32.189998626708984
2020-05-27,31.59000015258789
2019-12-24,31.670000076293945
2020-03-12,33.06999969482422
2018-12-20,33.0
2019-08-01,34.5
2018-08-14,35.619998931884766
2018-07-13,35.790000915527344
2018-10-17,36.400001525878906
2019-05-29,37.08000183105469
2019-03-26,36.15999984741211
2019-02-22,36.02000045776367
2019-10-04,34.90999984741211
2019-11-05,35.41999816894531
2019-12-27,36.93000030517578
2020-06-02,35.529998779296875
2019-12-30,36.880001068115234
2020-03-18,35.40999984741211
2020-06-05,35.34000015258789
2019-07-15,35.790000915527344
2018-12-03,36.599998474121094
2019-06-13,36.45000076293945
2019-01-04,35.33000183105469
2018-08-29,35.08000183105469
2019-02-05,35.43000030517578
2018-11-01,35.150001525878906
2019-08-16,33.959999084472656
2019-04-10,33.5099983215332
2019-09-17,34.220001220703125
2019-10-15,35.5099983215332
2020-01-02,35.36000061035156
2020-06-08,36.5
2019-10-18,36.95000076293945
2020-03-24,36.83000183105469
2020-06-11,37.0099983215332
2020-01-08,37.310001373291016
2019-04-25,40.88999938964844
2019-07-30,40.130001068115234
2019-02-20,39.83000183105469
2018-07-11,39.689998626708984
2018-09-13,40.65999984741211
2018-10-15,40.86000061035156
2019-06-28,40.29999923706055
2018-12-18,39.97999954223633
2018-11-16,39.36000061035156
2019-10-02,39.400001525878906
2020-03-27,39.72999954223633
2020-01-10,39.380001068115234
2019-10-24,39.4900016784668
2020-03-30,39.40999984741211
2020-06-17,39.290000915527344
2020-01-14,39.189998626708984
2020-04-02,38.290000915527344
2019-01-02,37.900001525878906
2019-08-14,38.2400016784668
2018-10-30,37.84000015258789
2019-06-11,37.58000183105469
2019-05-10,36.52000045776367
2019-04-08,36.08000183105469
2018-08-27,36.650001525878906
2018-07-26,37.33000183105469
2018-09-28,37.209999084472656
2019-03-07,37.15999984741211
2019-10-30,36.900001525878906
2020-01-17,37.119998931884766
2020-06-23,35.970001220703125
2020-04-08,36.630001068115234
2020-06-26,36.470001220703125
2019-03-22,36.93000030517578
2019-01-17,37.16999816894531
2019-08-29,37.33000183105469
2018-11-14,37.599998474121094
2019-06-26,38.630001068115234
2018-09-11,38.58000183105469
2018-07-09,37.68000030517578
2018-08-10,37.59000015258789
2019-04-23,37.900001525878906
2019-09-30,37.7400016784668
2020-01-23,37.95000076293945
2019-11-08,38.060001373291016
2020-04-14,37.95000076293945
2019-11-11,38.0099983215332
2020-01-29,38.06999969482422
2020-04-17,37.869998931884766
2018-07-24,37.7400016784668
2018-09-26,37.65999984741211
2019-05-08,36.849998474121094
2019-03-05,36.66999816894531
2019-02-01,36.790000915527344
2018-12-31,36.75
2018-11-29,36.7599983215332
2019-08-12,36.400001525878906
2019-07-11,35.47999954223633
2019-09-13,36.099998474121094
2019-11-14,36.209999084472656
2020-04-20,36.09000015258789
2020-02-04,36.16999816894531
2020-04-23,35.709999084472656
2018-12-14,35.349998474121094
2019-08-27,35.349998474121094
2018-08-08,35.5
2018-10-11,35.11000061035156
2018-11-12,34.459999084472656
2019-07-26,34.7599983215332
2019-06-24,34.0099983215332
2019-05-23,33.88999938964844
2019-03-20,34.130001068115234
2019-01-15,34.959999084472656
2019-11-20,35.369998931884766
2020-02-07,35.599998474121094
2020-02-10,34.31999969482422
2020-04-29,33.939998626708984
2019-11-26,34.470001220703125
2020-02-13,34.97999954223633
2019-01-30,34.599998474121094
2018-08-23,34.619998931884766
2018-09-24,34.790000915527344
2018-11-27,34.939998626708984
2018-10-26,36.02000045776367
2019-07-09,35.7599983215332
2019-06-07,34.33000183105469
2019-05-06,34.40999984741211
2019-04-04,33.09000015258789
2019-09-11,32.279998779296875
2019-11-29,31.079999923706055
2020-05-05,31.059999465942383
2019-12-02,31.209999084472656
2020-02-19,30.149999618530273
2020-05-08,29.209999084472656
2019-05-21,27.079999923706055
2019-03-18,24.219999313354492
2018-09-07,25.299999237060547
2018-08-06,24.450000762939453
2018-10-09,21.40999984741211
2019-02-14,23.899999618530273
2018-12-12,22.389999389648438
2019-07-24,22.850000381469727
2019-09-26,22.350000381469727
2019-10-28,19.700000762939453
2019-12-05,19.5
2020-05-11,16.200000762939453
2019-07-03,19.479999542236328
2020-02-25,23.31999969482422
2020-05-14,22.700000762939453
2020-02-28,19.979999542236328
2019-08-08,18.350000381469727
2019-06-05,19.850000381469727
2018-07-20,17.920000076293945
2018-08-21,17.780000686645508
2018-10-24,16.709999084472656
2019-04-02,16.829999923706055
2019-03-01,19.600000381469727
2019-01-28,19.149999618530273
2018-12-27,21.850000381469727
2019-09-09,21.290000915527344
2020-03-02,20.239999771118164
2020-05-20,18.520000457763672
2019-12-17,18.8799991607666
2020-03-05,19.889999389648438
2019-02-12,19.280000686645508
2019-01-11,18.270000457763672
2018-12-10,18.479999542236328
2019-08-23,19.280000686645508
2018-11-08,18.889999389648438
2019-07-22,19.690000534057617
2019-06-20,22.43000030517578
2018-09-05,24.600000381469727
2019-04-17,24.059999465942383
2019-09-24,21.299999237060547
2019-12-20,20.670000076293945
2020-05-26,21.719999313354492
2019-04-30,20.979999542236328
2019-12-23,21.270000457763672
