Dates,HOG
2018-06-20,2256700.0
2018-06-21,2137900.0
2018-06-25,3196000.0
2018-06-22,4372400.0
2018-06-26,4808000.0
2018-06-27,2810700.0
2018-06-28,2059100.0
2018-06-29,1864500.0
2018-07-02,1359600.0
2018-07-03,1260800.0
2018-07-05,3537400.0
2018-07-16,1397900.0
2018-09-18,2653700.0
2019-01-24,1726000.0
2019-09-05,1317400.0
2018-11-21,1102700.0
2020-01-13,1516800.0
2020-04-01,989800.0
2020-06-19,1327500.0
2019-10-29,2428400.0
2020-01-16,1332100.0
2020-06-22,1729700.0
2018-10-03,3014500.0
2018-07-31,6793100.0
2019-03-12,5655400.0
2019-02-08,1927000.0
2019-01-07,1813200.0
2018-12-06,2187700.0
2019-08-19,2460400.0
2019-07-18,2474100.0
2019-05-15,1478500.0
2019-09-20,1663900.0
2019-11-01,3204100.0
2020-04-07,1536000.0
2020-06-25,1308600.0
2020-06-16,942300.0
2019-11-04,1129300.0
2020-01-22,2915100.0
2019-11-07,2733400.0
2020-04-13,2122600.0
2019-07-01,2273100.0
2019-05-30,4230000.0
2018-08-15,2112300.0
2018-10-18,1324500.0
2019-03-27,1050400.0
2019-01-22,1002700.0
2018-12-21,1060400.0
2019-09-03,1831200.0
2018-11-19,1042300.0
2019-08-02,1426100.0
2020-01-28,930600.0
2020-04-16,1006500.0
2019-11-13,1369500.0
2020-01-31,4234600.0
2018-12-04,1675900.0
2018-11-02,1666000.0
2019-07-16,1441900.0
2018-08-30,1283400.0
2018-10-01,892900.0
2019-06-14,1127700.0
2019-05-13,1660600.0
2019-04-11,1730300.0
2019-02-06,1770000.0
2019-09-18,1651100.0
2020-02-03,2053900.0
2020-04-22,3751900.0
2019-11-19,1842500.0
2020-02-06,1642000.0
2019-11-22,1432100.0
2019-03-25,1201800.0
2019-02-21,1791500.0
2018-12-19,1966300.0
2018-07-12,2392800.0
2018-09-14,2045300.0
2018-08-13,2882600.0
2018-10-16,3685700.0
2019-07-31,1881200.0
2019-05-28,1571700.0
2019-04-26,2660400.0
2020-04-28,3283900.0
2019-11-25,1773500.0
2020-02-12,1947000.0
2020-05-01,1573500.0
2020-05-04,1784400.0
2019-06-12,2574200.0
2019-04-09,3972500.0
2019-03-08,4636500.0
2019-02-04,7769600.0
2018-07-27,4281200.0
2018-08-28,2646700.0
2019-01-03,3220600.0
2019-08-15,2817600.0
2018-10-31,2421000.0
2019-09-16,2657000.0
2020-02-18,2773000.0
2020-05-07,2426700.0
2018-08-17,3719800.0
2019-12-04,1380300.0
2020-02-21,3681900.0
2018-12-17,2527600.0
2019-08-30,2275300.0
2018-11-15,3354600.0
2019-07-29,2579900.0
2019-06-27,3093400.0
2019-04-24,2491900.0
2018-07-10,1654600.0
2018-09-12,2239700.0
2019-02-19,1772400.0
2019-01-18,1305700.0
2020-02-24,700100.0
2020-05-13,2669700.0
2019-12-10,2033700.0
2020-02-27,2842800.0
2019-12-13,2931000.0
2020-05-19,2098100.0
2019-03-06,2241900.0
2018-11-30,4634600.0
2019-08-13,3625800.0
2019-07-12,2973700.0
2019-06-10,2548000.0
2019-05-09,2713600.0
2018-07-25,2463700.0
2018-09-27,2690500.0
2018-10-29,1804700.0
2019-10-16,2181900.0
2019-12-16,1983100.0
2020-03-04,2407800.0
2020-05-22,2019000.0
2019-10-01,3087100.0
2019-12-19,831300.0
2018-09-10,2279800.0
2019-05-24,1534800.0
2018-08-09,2316000.0
2019-04-22,1773200.0
2019-03-21,1975300.0
2019-01-16,1887800.0
2019-08-28,2004800.0
2018-11-13,3019200.0
2018-10-12,1725000.0
2019-06-25,1681600.0
2020-03-10,1049200.0
2020-05-28,1217800.0
2019-10-07,1633400.0
2020-03-13,2124300.0
2019-10-10,1749900.0
2020-03-16,1852700.0
2020-06-03,2639800.0
2018-11-28,2221900.0
2018-09-25,1886700.0
2018-07-23,1963300.0
2018-08-24,1797900.0
2019-07-10,3413900.0
2019-05-07,9943600.0
2019-04-05,6550200.0
2019-03-04,4680100.0
2019-01-31,2725800.0
2019-09-12,1676000.0
2019-12-31,2044400.0
2020-03-19,1376100.0
2020-01-03,2284600.0
2020-06-09,1533100.0
2019-02-15,1274100.0
2019-01-14,1662600.0
2018-07-06,1482300.0
2018-08-07,2163000.0
2018-10-10,2225300.0
2018-12-13,1470500.0
2019-08-26,1023000.0
2019-07-25,1144600.0
2019-05-22,1302300.0
2019-03-19,1401200.0
2020-01-06,1052700.0
2020-03-25,1512300.0
2020-06-12,1976100.0
2019-10-22,1631400.0
2020-01-09,1979100.0
2020-06-15,3777900.0
2019-10-25,1889000.0
2020-03-31,2624600.0
2020-06-18,1788900.0
2019-04-03,2023800.0
2018-08-22,2830800.0
2018-10-25,2381400.0
2019-01-29,2076600.0
2018-12-28,5821100.0
2018-11-26,2567900.0
2019-08-09,1825300.0
2019-07-08,2689400.0
2019-06-06,2030700.0
2019-09-10,2525500.0
2020-01-15,2766100.0
2020-04-03,1825100.0
2019-10-31,2785700.0
2020-04-06,2630200.0
2020-06-24,1954800.0
2018-11-09,1684500.0
2019-07-23,2253700.0
2019-06-21,2079600.0
2019-05-20,4103600.0
2019-04-18,3838100.0
2018-09-06,2901000.0
2018-10-08,1639600.0
2019-02-13,1432200.0
2018-12-11,1323600.0
2019-09-25,1419200.0
2020-01-21,975600.0
2020-04-09,2714600.0
2019-11-06,1602300.0
2020-01-24,2650000.0
2020-01-27,3722400.0
2020-04-15,5588800.0
2018-12-26,4601900.0
2019-08-07,3228800.0
2019-06-04,2483200.0
2018-09-21,1382400.0
2018-07-19,1405300.0
2018-08-20,2036400.0
2018-10-23,1682200.0
2019-05-03,805600.0
2019-04-01,1271800.0
2019-02-28,1275100.0
2019-11-12,1938400.0
2020-01-30,1278900.0
2019-11-15,1238500.0
2020-04-21,1649500.0
2019-04-16,1564900.0
2019-03-15,2068800.0
2019-02-11,1070800.0
2019-01-10,1177100.0
2019-08-22,1562300.0
2018-11-07,1444100.0
2018-08-03,1311700.0
2018-09-04,1829000.0
2019-06-19,1539300.0
2019-09-23,1965100.0
2019-11-18,1351700.0
2020-02-05,1219800.0
2020-04-24,1473200.0
2019-03-29,1623400.0
2019-11-21,1970200.0
2020-04-27,1991100.0
2020-02-11,2553000.0
2020-04-30,1241600.0
2019-05-01,1163400.0
2019-02-26,1459300.0
2019-01-25,1121500.0
2018-12-24,962100.0
2019-09-06,873200.0
2018-07-17,1351300.0
2018-09-19,1961100.0
2019-08-05,1455500.0
2019-10-08,2229200.0
2019-12-11,3787900.0
2019-11-27,2335800.0
2020-02-14,1478000.0
2020-05-06,1282100.0
2019-01-08,1434500.0
2018-12-07,2406700.0
2019-08-20,1758400.0
2018-11-05,1769200.0
2019-07-19,1022800.0
2018-10-04,1579400.0
2019-06-17,1458100.0
2019-05-16,1728800.0
2018-08-01,1095100.0
2019-03-13,1218300.0
2019-12-03,1089500.0
2020-02-20,1290800.0
2019-12-06,1040400.0
2020-05-12,1081600.0
2019-12-09,1434100.0
2020-02-26,2298500.0
2020-05-15,3889700.0
2019-03-28,6849700.0
2018-09-17,3498300.0
2018-08-16,2250700.0
2018-10-19,1890700.0
2019-04-29,1860300.0
2019-01-23,2198900.0
2019-09-04,3399100.0
2018-11-20,2599800.0
2019-07-02,1850000.0
2019-05-31,2353900.0
2019-12-12,1586500.0
2020-05-18,1246500.0
2019-09-27,1250400.0
2020-03-03,1021600.0
2020-05-21,787000.0
2019-05-14,1524100.0
2018-08-31,1909200.0
2018-07-30,1764400.0
2018-10-02,1306300.0
2019-04-12,1323700.0
2019-03-11,1446400.0
2019-02-07,862400.0
2019-07-17,1311200.0
2019-09-19,1879900.0
2019-10-21,1113300.0
2019-12-18,1301400.0
2020-03-06,1919900.0
2019-10-03,1236100.0
2020-03-09,1866100.0
2020-05-27,1383400.0
2019-12-24,1015600.0
2020-03-12,1858900.0
2018-12-20,1192300.0
2019-08-01,2406300.0
2018-08-14,2033400.0
2018-07-13,1590700.0
2018-10-17,1448800.0
2019-05-29,1943900.0
2019-03-26,1915000.0
2019-02-22,1648500.0
2019-10-04,1931900.0
2019-11-05,1698000.0
2019-12-27,4120200.0
2020-06-02,2162600.0
2019-12-30,3148400.0
2020-03-18,2435500.0
2020-06-05,1657600.0
2019-07-15,1381600.0
2018-12-03,1816000.0
2019-06-13,1075800.0
2019-01-04,1507600.0
2018-08-29,1178900.0
2019-02-05,1300400.0
2018-11-01,2265100.0
2019-08-16,1744800.0
2019-04-10,1661700.0
2019-09-17,1458300.0
2019-10-15,1434500.0
2020-01-02,2605400.0
2020-06-08,2181800.0
2019-10-18,1349300.0
2020-03-24,942300.0
2020-06-11,2080700.0
2020-01-08,2449500.0
2019-04-25,7867100.0
2019-07-30,2906000.0
2019-02-20,2144800.0
2018-07-11,2817600.0
2018-09-13,2090700.0
2018-10-15,1646300.0
2019-06-28,1009900.0
2018-12-18,2050600.0
2018-11-16,1907100.0
2019-10-02,3090400.0
2020-03-27,2197500.0
2020-01-10,2234400.0
2019-10-24,1878900.0
2020-03-30,993400.0
2020-06-17,1174700.0
2020-01-14,1785600.0
2020-04-02,1273500.0
2019-01-02,1115400.0
2019-08-14,866500.0
2018-10-30,960400.0
2019-06-11,1355600.0
2019-05-10,2532200.0
2019-04-08,1112000.0
2018-08-27,1321000.0
2018-07-26,1543000.0
2018-09-28,1537200.0
2019-03-07,1080800.0
2019-10-30,631500.0
2020-01-17,1219000.0
2020-06-23,1474300.0
2020-04-08,2004100.0
2020-06-26,1981500.0
2019-03-22,1478000.0
2019-01-17,1188800.0
2019-08-29,1671800.0
2018-11-14,915600.0
2019-06-26,1551900.0
2018-09-11,1437900.0
2018-07-09,1952900.0
2018-08-10,1490100.0
2019-04-23,1359100.0
2019-09-30,1589600.0
2020-01-23,3701800.0
2019-11-08,1128400.0
2020-04-14,550900.0
2019-11-11,739800.0
2020-01-29,675300.0
2020-04-17,1042600.0
2018-07-24,1018400.0
2018-09-26,1839300.0
2019-05-08,1258200.0
2019-03-05,2237000.0
2019-02-01,1658800.0
2018-12-31,1791800.0
2018-11-29,1743100.0
2019-08-12,2749000.0
2019-07-11,1237800.0
2019-09-13,1834100.0
2019-11-14,1031800.0
2020-04-20,867600.0
2020-02-04,1177000.0
2020-04-23,1116500.0
2018-12-14,1401700.0
2019-08-27,1731100.0
2018-08-08,1994700.0
2018-10-11,2966900.0
2018-11-12,7818700.0
2019-07-26,2623900.0
2019-06-24,1901100.0
2019-05-23,1550800.0
2019-03-20,1645800.0
2019-01-15,1533400.0
2019-11-20,1978300.0
2020-02-07,1538100.0
2020-02-10,1208000.0
2020-04-29,956100.0
2019-11-26,1077200.0
2020-02-13,1109500.0
2019-01-30,1002600.0
2018-08-23,1263200.0
2018-09-24,1162400.0
2018-11-27,921700.0
2018-10-26,1919600.0
2019-07-09,1464400.0
2019-06-07,1762100.0
2019-05-06,1682500.0
2019-04-04,2336300.0
2019-09-11,1809600.0
2019-11-29,3006400.0
2020-05-05,2261100.0
2019-12-02,3011100.0
2020-02-19,1741200.0
2020-05-08,2874000.0
2019-05-21,4340200.0
2019-03-18,3567500.0
2018-09-07,2309800.0
2018-08-06,2406900.0
2018-10-09,3254300.0
2019-02-14,4233000.0
2018-12-12,3577400.0
2019-07-24,3390800.0
2019-09-26,3389400.0
2019-10-28,4061900.0
2019-12-05,4260700.0
2020-05-11,4135000.0
2019-07-03,3940000.0
2020-02-25,6378800.0
2020-05-14,4492600.0
2020-02-28,3991700.0
2019-08-08,3806900.0
2019-06-05,5359700.0
2018-07-20,3498400.0
2018-08-21,2872200.0
2018-10-24,4714800.0
2019-04-02,4735000.0
2019-03-01,4845500.0
2019-01-28,2370100.0
2018-12-27,5212700.0
2019-09-09,2829200.0
2020-03-02,2832300.0
2020-05-20,3102500.0
2019-12-17,3296600.0
2020-03-05,3104200.0
2019-02-12,3253600.0
2019-01-11,3215800.0
2018-12-10,2664500.0
2019-08-23,2529800.0
2018-11-08,4166800.0
2019-07-22,6524700.0
2019-06-20,12025500.0
2018-09-05,7288600.0
2019-04-17,4843500.0
2019-09-24,3535600.0
2019-12-20,3502500.0
2020-05-26,4881100.0
2019-04-30,3471400.0
2019-12-23,3910900.0
2020-03-11,3343100.0
2020-05-29,4031900.0
2019-12-26,4357700.0
2020-06-01,4113200.0
2019-05-02,3781800.0
2019-02-27,3114900.0
2018-11-23,4868000.0
2019-08-06,2832000.0
2018-07-18,6260900.0
2018-09-20,4469800.0
2018-10-22,9817000.0
2019-07-05,7331100.0
2019-06-03,5386400.0
2019-10-09,5923100.0
2019-10-11,17197300.0
2020-03-17,4038400.0
2020-06-04,3790700.0
2019-10-14,4407100.0
2020-03-20,4315400.0
2018-11-06,3571800.0
2019-06-18,8622300.0
2019-05-17,3929400.0
2019-04-15,7106000.0
2019-03-14,3474900.0
2019-01-09,3649700.0
2018-08-02,5991600.0
2018-10-05,2936200.0
2019-08-21,3562900.0
2019-10-17,2528300.0
2020-03-23,30720000.0
2020-06-10,5630200.0
2019-02-25,6055900.0
2020-01-07,3181900.0
2020-03-26,4071200.0
2019-10-23,3463700.0
