Dates,PLD
2018-11-13,56.58055877685547
2018-10-12,58.46209716796875
2019-06-25,58.85568618774414
2020-03-10,59.882850646972656
2020-05-28,59.86365509033203
2019-10-07,59.85404968261719
2020-03-13,60.679622650146484
2019-10-10,60.99641799926758
2020-03-16,61.48600387573242
2020-06-03,62.109981536865234
2018-11-28,62.18677520751953
2018-09-25,62.465171813964844
2018-07-23,62.13877868652344
2018-08-24,63.3675422668457
2019-07-10,64.03950500488281
2019-05-07,64.83628845214844
2019-04-05,65.65225982666016
2019-03-04,66.39144897460938
2019-01-31,66.63143157958984
2019-09-12,66.86182403564453
2019-12-31,67.14022064208984
2020-03-19,66.6986312866211
2020-01-03,67.61060333251953
2020-06-09,67.99459075927734
2019-02-15,68.19618225097656
2019-01-14,67.7737808227539
2018-07-06,67.98497772216797
2018-08-07,68.0137939453125
2018-10-10,68.34017181396484
2018-12-13,68.52256774902344
2019-08-26,67.50501251220703
2019-07-25,68.18657684326172
2019-05-22,68.7529525756836
2019-03-19,68.40737915039062
2020-01-06,68.19618225097656
2020-03-25,67.3514175415039
2020-06-12,67.25540161132812
2019-10-22,67.0826187133789
2020-01-09,67.5241928100586
2020-06-15,67.5241928100586
2019-10-25,67.36101531982422
2020-03-31,66.73703002929688
2020-06-18,67.14022064208984
2019-04-03,68.14817810058594
2018-08-22,68.7529525756836
2018-10-25,69.4825439453125
2019-01-29,69.41484069824219
2018-12-28,69.27946472167969
2018-11-26,68.51548767089844
2019-08-09,68.10933685302734
2019-07-08,68.58318328857422
2019-06-06,69.68562316894531
2019-09-10,68.72823333740234
2020-01-15,68.61219787597656
2020-04-03,69.78233337402344
2019-10-31,69.23110961914062
2020-04-06,69.74365234375
2020-06-24,69.57923889160156
2018-11-09,69.8306884765625
2019-07-23,70.73003387451172
2019-06-21,70.73971557617188
2019-05-20,70.44960021972656
2019-04-18,70.65265655517578
2018-09-06,70.48826599121094
2018-10-08,69.99507904052734
2019-02-13,71.13619995117188
2018-12-11,71.13619995117188
2019-09-25,71.97752380371094
2020-01-21,71.30059051513672
2020-04-09,70.37222290039062
2019-11-06,69.87903594970703
2020-01-24,71.14586639404297
2020-01-27,70.5269546508789
2020-04-15,71.7551040649414
2018-12-26,72.82852935791016
2019-08-07,72.97358703613281
2019-06-04,73.59249877929688
2018-09-21,72.89622497558594
2018-07-19,74.14372253417969
2018-08-20,75.04308319091797
2018-10-23,73.81492614746094
2019-05-03,74.24041748046875
2019-04-01,73.72789001464844
2019-02-28,71.87115478515625
2019-11-12,71.93885040283203
2020-01-30,72.18061065673828
2019-11-15,73.0702896118164
2020-04-21,72.58677673339844
2019-04-16,72.81886291503906
2019-03-15,73.5054702758789
2019-02-11,74.3371353149414
2019-01-10,74.08570098876953
2019-08-22,73.09931182861328
2018-11-07,74.29845428466797
2018-08-03,74.02767944335938
2018-09-04,73.91163635253906
2019-06-19,72.92525482177734
2019-09-23,71.91950225830078
2019-11-18,70.73971557617188
2020-02-05,70.90409851074219
2020-04-24,71.24256896972656
2019-03-29,72.62545776367188
2019-11-21,72.52875518798828
2020-04-27,74.91737365722656
2020-02-11,75.5652847290039
2020-04-30,75.61363983154297
2019-05-01,75.8263931274414
2019-02-26,76.23255920410156
2019-01-25,76.72908020019531
2018-12-24,77.81951904296875
2019-09-06,77.84872436523438
2018-07-17,78.78337097167969
2018-09-19,78.35499572753906
2019-08-05,79.37726593017578
2019-10-08,80.30218505859375
2019-12-11,79.18255615234375
2019-11-27,78.47181701660156
2020-02-14,77.67347717285156
2020-05-06,76.07677459716797
2019-01-08,77.26456451416016
2018-12-07,77.98502349853516
2019-08-20,77.80977630615234
2018-11-05,79.43568420410156
2019-07-19,80.41901397705078
2018-10-04,80.25350952148438
2019-06-17,80.13666534423828
2019-05-16,80.4384994506836
2018-08-01,80.82791900634766
2019-03-13,78.88072967529297
2019-12-03,77.91687774658203
2020-02-20,77.82925415039062
2019-12-06,79.30911254882812
2020-05-12,79.45514678955078
2019-12-09,80.25350952148438
2020-02-26,78.60812377929688
2020-05-15,79.03650665283203
2019-03-28,80.40927124023438
2018-09-17,80.08799743652344
2018-08-16,79.29937744140625
2018-10-19,79.94194793701172
2019-04-29,80.4482192993164
2019-01-23,79.84459686279297
2019-09-04,78.48155212402344
2018-11-20,78.6470718383789
2019-07-02,78.38419342041016
2019-05-31,76.5635757446289
2019-12-12,77.8389892578125
2020-05-18,78.37445831298828
2019-09-27,80.0003662109375
2020-03-03,79.66934967041016
2020-05-21,79.53304290771484
2019-05-14,79.65960693359375
2018-08-31,78.14080047607422
2018-07-30,79.06571197509766
2018-10-02,80.21456146240234
2019-04-12,81.64574432373047
2019-03-11,80.27297973632812
2019-02-07,81.10054016113281
2019-07-17,81.77230834960938
2019-09-19,79.7277603149414
2019-10-21,80.4482192993164
2019-12-18,79.84459686279297
2020-03-06,80.65267181396484
2019-10-03,81.50945281982422
2020-03-09,81.4120864868164
2020-05-27,82.33699798583984
2019-12-24,83.11587524414062
2020-03-12,82.3564682006836
2018-12-20,82.55119323730469
2019-08-01,82.3954086303711
2018-08-14,81.07131958007812
2018-07-13,80.3119125366211
2018-10-17,81.82099151611328
2019-05-29,81.96703338623047
2019-03-26,82.96984100341797
2019-02-22,84.15762329101562
2019-10-04,83.3203353881836
2019-11-05,83.29093933105469
2019-12-27,82.63455963134766
2020-06-02,82.8990707397461
2019-12-30,82.50720977783203
2020-03-18,83.37911224365234
2020-06-05,84.51551055908203
2019-07-15,84.03548431396484
2018-12-03,83.48686981201172
2019-06-13,82.53660583496094
2019-01-04,82.53660583496094
2018-08-29,83.7709732055664
2019-02-05,84.43714904785156
2018-11-01,84.0158920288086
2019-08-16,83.40850067138672
2019-04-10,83.75138092041016
2019-09-17,84.06486511230469
2019-10-15,84.0942611694336
2020-01-02,84.50572204589844
2020-06-08,87.29776000976562
2019-10-18,87.22918701171875
2020-03-24,87.34674835205078
2020-06-11,87.78759765625
2020-01-08,88.77704620361328
2019-04-25,88.96318817138672
2019-07-30,90.00164031982422
2019-02-20,90.21715545654297
2018-07-11,89.01216888427734
2018-09-13,84.14324951171875
2018-10-15,84.8877944946289
2019-06-28,85.8968505859375
2018-12-18,85.9752197265625
2018-11-16,85.6617202758789
2019-10-02,85.9850082397461
2020-03-27,84.15304565429688
2020-01-10,85.78907775878906
2019-10-24,85.48538970947266
2020-03-30,85.29925537109375
2020-06-17,85.54415893554688
2020-01-14,84.86819458007812
2020-04-02,86.14176177978516
2019-01-02,87.30755615234375
2019-08-14,87.2879638671875
2018-10-30,88.06189727783203
2019-06-11,89.1787109375
2019-05-10,89.68814086914062
2019-04-08,89.00237274169922
2018-08-27,88.71826934814453
2018-07-26,89.01216888427734
2018-09-28,90.45227813720703
2019-03-07,90.5208511352539
2019-10-30,89.68814086914062
2020-01-17,88.17945861816406
2020-06-23,88.88481903076172
2020-04-08,89.2472915649414
2020-06-26,89.4922103881836
2019-03-22,89.5705795288086
2019-01-17,89.52159118652344
2019-08-29,89.28648376464844
2018-11-14,87.9737319946289
2019-06-26,87.11162567138672
2018-09-11,86.73934936523438
2018-07-09,86.56301879882812
2018-08-10,85.53436279296875
2019-04-23,86.29331970214844
2019-09-30,86.05675506591797
2020-01-23,86.76642608642578
2019-11-08,86.34259796142578
2020-04-14,86.59886169433594
2019-11-11,87.14097595214844
2020-01-29,87.3972396850586
2020-04-17,87.58451080322266
2018-07-24,87.8604965209961
2018-09-26,87.13111114501953
2019-05-08,88.10690307617188
2019-03-05,87.76192474365234
2019-02-01,87.20011138916016
2018-12-31,87.6732177734375
2018-11-29,87.68307495117188
2019-08-12,88.15618896484375
2019-07-11,90.48231506347656
2019-09-13,89.3291015625
2019-11-14,90.88642120361328
2020-04-20,92.01005554199219
2020-02-04,92.91685485839844
2020-04-23,94.19819641113281
2018-12-14,92.59159088134766
2019-08-27,94.32633209228516
2018-08-08,94.7698745727539
2018-10-11,93.62651824951172
2018-11-12,94.1883316040039
2019-07-26,95.1148452758789
2019-06-24,94.82901000976562
2019-05-23,91.54680633544922
2019-03-20,90.55131530761719
2019-01-15,92.07906341552734
2019-11-20,91.4088134765625
2020-02-07,91.77350616455078
2020-02-10,91.8030776977539
2020-04-29,93.30126190185547
2019-11-26,94.82901000976562
2020-02-13,95.40068817138672
2019-01-30,95.08528137207031
2018-08-23,96.1497802734375
2018-09-24,96.93829345703125
2018-11-27,96.36661529541016
2018-10-26,97.52967834472656
2019-07-09,97.8056640625
2019-06-07,94.60231018066406
2019-05-06,90.38374328613281
2019-04-04,89.95006561279297
2019-09-11,85.46537017822266
2019-11-29,83.07025146484375
2020-05-05,87.00297546386719
2019-12-02,88.10690307617188
2020-02-19,93.01541900634766
2020-05-08,88.42230987548828
2019-05-21,84.64728546142578
2019-03-18,76.65369415283203
2018-09-07,79.6993408203125
2018-08-06,72.63226318359375
2018-10-09,69.17264556884766
2019-02-14,77.34217071533203
2018-12-12,63.98469161987305
2019-07-24,70.25595092773438
2019-09-26,67.38369750976562
2019-10-28,63.517581939697266
2019-12-05,62.43427276611328
2020-05-11,62.98089599609375
2019-07-03,70.11681365966797
2020-02-25,71.74674224853516
2020-05-14,77.21297454833984
2020-02-28,78.68388366699219
2019-08-08,82.37110137939453
2019-06-05,79.87651824951172
2018-07-20,72.81017303466797
2018-08-21,75.04635620117188
2018-10-24,73.13813781738281
2019-04-02,79.73738098144531
2019-03-01,80.45294952392578
2019-01-28,85.65084075927734
2018-12-27,91.16676330566406
2019-09-09,85.87943267822266
2020-03-02,88.60260772705078
2020-05-20,86.00862884521484
2019-12-17,87.65843200683594
2020-03-05,89.6660385131836
2019-02-12,87.95659637451172
2019-01-11,88.45352172851562
2018-12-10,87.3304672241211
2019-08-23,86.21733856201172
2018-11-08,88.49327850341797
2019-07-22,91.27608489990234
2019-06-20,89.03990173339844
2018-09-05,89.60640716552734
2019-04-17,88.68211364746094
2019-09-24,86.31672668457031
2019-12-20,86.59500122070312
2020-05-26,87.20125579833984
2019-04-30,86.40617370605469
2019-12-23,87.52923583984375
2020-03-11,89.41757202148438
2020-05-29,88.33425903320312
2019-12-26,83.70287322998047
2020-06-01,82.33134460449219
2019-05-02,83.56373596191406
2019-02-27,82.76864624023438
2018-11-23,86.2968521118164
2019-08-06,84.16004943847656
2018-07-18,86.58506774902344
2018-09-20,85.86949157714844
2018-10-22,87.0124282836914
2019-07-05,89.46725463867188
2019-06-03,91.19657897949219
2019-10-09,92.4786605834961
2019-10-11,90.93817138671875
2020-03-17,93.12466430664062
2020-06-04,94.87385559082031
2019-10-14,96.7224349975586
2020-03-20,92.77680969238281
2018-11-06,95.12232208251953
2019-06-18,97.16967010498047
2019-05-17,96.73237609863281
2019-04-15,95.81803131103516
2019-03-14,90.35179901123047
2019-01-09,93.87999725341797
2018-08-02,94.38999938964844
2018-10-05,96.9000015258789
2019-08-21,96.69999694824219
2019-10-17,95.08999633789062
2020-03-23,91.87000274658203
2020-06-10,92.55999755859375
2019-02-25,91.44999694824219
2020-01-07,89.80000305175781
2020-03-26,91.47000122070312
2019-10-23,89.83000183105469
