Dates,PLD
2018-06-20,64.11000061035156
2018-06-21,63.95000076293945
2018-06-25,64.30999755859375
2018-06-22,64.13999938964844
2018-06-26,64.0199966430664
2018-06-27,64.41000366210938
2018-06-28,65.1500015258789
2018-06-29,65.69000244140625
2018-07-02,64.5199966430664
2018-07-03,65.05000305175781
2018-07-05,65.9800033569336
2018-07-16,66.19999694824219
2018-09-18,65.80000305175781
2019-01-24,65.83000183105469
2019-09-05,65.4000015258789
2018-11-21,65.66999816894531
2020-01-13,65.52999877929688
2020-04-01,65.04000091552734
2020-06-19,63.41999816894531
2019-10-29,62.970001220703125
2020-01-16,63.5
2020-06-22,62.439998626708984
2018-10-03,62.56999969482422
2018-07-31,62.36000061035156
2019-03-12,63.7599983215332
2019-02-08,65.13999938964844
2019-01-07,65.0
2018-12-06,65.0
2019-08-19,65.62000274658203
2019-07-18,66.11000061035156
2019-05-15,65.8499984741211
2019-09-20,66.80999755859375
2019-11-01,66.4800033569336
2020-04-07,65.66000366210938
2020-06-25,65.69999694824219
2020-06-16,65.37000274658203
2019-11-04,64.56999969482422
2020-01-22,64.43000030517578
2019-11-07,64.05000305175781
2020-04-13,64.51000213623047
2019-07-01,65.6500015258789
2019-05-30,67.43000030517578
2018-08-15,67.75
2018-10-18,65.75
2019-03-27,65.16000366210938
2019-01-22,64.52999877929688
2018-12-21,66.08999633789062
2019-09-03,65.95999908447266
2018-11-19,67.33999633789062
2019-08-02,67.20999908447266
2020-01-28,66.87999725341797
2020-04-16,67.18000030517578
2019-11-13,66.2300033569336
2020-01-31,67.23999786376953
2018-12-04,67.18000030517578
2018-11-02,66.0
2019-07-16,66.54000091552734
2018-08-30,66.38999938964844
2018-10-01,66.43000030517578
2019-06-14,67.58999633789062
2019-05-13,67.2300033569336
2019-04-11,67.5199966430664
2019-02-06,66.7300033569336
2019-09-18,65.94999694824219
2020-02-03,67.36000061035156
2020-04-22,67.48999786376953
2019-11-19,66.31999969482422
2020-02-06,66.37999725341797
2019-11-22,65.98999786376953
2019-03-25,66.45999908447266
2019-02-21,67.79000091552734
2018-12-19,67.23999786376953
2018-07-12,66.41999816894531
2018-09-14,66.02999877929688
2018-08-13,65.52999877929688
2018-10-16,65.23999786376953
2019-07-31,66.19999694824219
2019-05-28,67.05999755859375
2019-04-26,65.55999755859375
2020-04-28,62.84000015258789
2019-11-25,62.540000915527344
2020-02-12,63.06999969482422
2020-05-01,63.86000061035156
2020-05-04,62.86000061035156
2019-06-12,63.06999969482422
2019-04-09,63.59000015258789
2019-03-08,63.2599983215332
2019-02-04,64.04000091552734
2018-07-27,65.2699966430664
2018-08-28,65.88999938964844
2019-01-03,64.43000030517578
2019-08-15,65.30000305175781
2018-10-31,65.62000274658203
2019-09-16,64.47000122070312
2020-02-18,64.76000213623047
2020-05-07,64.3499984741211
2018-08-17,65.06999969482422
2019-12-04,65.91000366210938
2020-02-21,67.08000183105469
2018-12-17,67.12000274658203
2019-08-30,67.56999969482422
2018-11-15,67.76000213623047
2019-07-29,67.55000305175781
2019-06-27,67.55999755859375
2019-04-24,66.72000122070312
2018-07-10,67.30999755859375
2018-09-12,67.69999694824219
2019-02-19,66.69999694824219
2019-01-18,66.91999816894531
2020-02-24,66.95999908447266
2020-05-13,66.36000061035156
2019-12-10,66.66000366210938
2020-02-27,67.3499984741211
2019-12-13,67.18000030517578
2020-05-19,67.33999633789062
2019-03-06,68.6500015258789
2018-11-30,66.86000061035156
2019-08-13,68.4800033569336
2019-07-12,66.83999633789062
2019-06-10,65.94000244140625
2019-05-09,66.47000122070312
2018-07-25,64.63999938964844
2018-09-27,65.12000274658203
2018-10-29,64.80999755859375
2019-10-16,61.52000045776367
2019-12-16,62.630001068115234
2020-03-04,61.25
2020-05-22,60.369998931884766
2019-10-01,58.869998931884766
2019-12-19,55.939998626708984
2018-09-10,57.970001220703125
2019-05-24,58.0
2018-08-09,58.4900016784668
2019-04-22,58.720001220703125
2019-03-21,57.029998779296875
2019-01-16,56.56999969482422
2019-08-28,58.0
2018-11-13,58.939998626708984
2018-10-12,60.900001525878906
2019-06-25,61.310001373291016
2020-03-10,62.380001068115234
2020-05-28,62.36000061035156
2019-10-07,62.349998474121094
2020-03-13,63.209999084472656
2019-10-10,63.540000915527344
2020-03-16,64.05000305175781
2020-06-03,64.69999694824219
2018-11-28,64.77999877929688
2018-09-25,65.06999969482422
2018-07-23,64.7300033569336
2018-08-24,66.01000213623047
2019-07-10,66.70999908447266
2019-05-07,67.54000091552734
2019-04-05,68.38999938964844
2019-03-04,69.16000366210938
2019-01-31,69.41000366210938
2019-09-12,69.6500015258789
2019-12-31,69.94000244140625
2020-03-19,69.4800033569336
2020-01-03,70.43000030517578
2020-06-09,70.83000183105469
2019-02-15,71.04000091552734
2019-01-14,70.5999984741211
2018-07-06,70.81999969482422
2018-08-07,70.8499984741211
2018-10-10,71.19000244140625
2018-12-13,71.37999725341797
2019-08-26,70.31999969482422
2019-07-25,71.02999877929688
2019-05-22,71.62000274658203
2019-03-19,71.26000213623047
2020-01-06,71.04000091552734
2020-03-25,70.16000366210938
2020-06-12,70.05999755859375
2019-10-22,69.87999725341797
2020-01-09,70.33999633789062
2020-06-15,70.33999633789062
2019-10-25,70.16999816894531
2020-03-31,69.5199966430664
2020-06-18,69.94000244140625
2019-04-03,70.98999786376953
2018-08-22,71.62000274658203
2018-10-25,72.37999725341797
2019-01-29,71.77999877929688
2018-12-28,71.63999938964844
2018-11-26,70.8499984741211
2019-08-09,70.43000030517578
2019-07-08,70.91999816894531
2019-06-06,72.05999755859375
2019-09-10,71.06999969482422
2020-01-15,70.94999694824219
2020-04-03,72.16000366210938
2019-10-31,71.58999633789062
2020-04-06,72.12000274658203
2020-06-24,71.94999694824219
2018-11-09,72.20999908447266
2019-07-23,73.13999938964844
2019-06-21,73.1500015258789
2019-05-20,72.8499984741211
2019-04-18,73.05999755859375
2018-09-06,72.88999938964844
2018-10-08,72.37999725341797
2019-02-13,73.55999755859375
2018-12-11,73.55999755859375
2019-09-25,74.43000030517578
2020-01-21,73.7300033569336
2020-04-09,72.7699966430664
2019-11-06,72.26000213623047
2020-01-24,73.56999969482422
