Dates,PLD
2018-06-20,63.54999923706055
2018-06-21,63.59000015258789
2018-06-25,63.709999084472656
2018-06-22,63.630001068115234
2018-06-26,63.93000030517578
2018-06-27,63.939998626708984
2018-06-28,64.41000366210938
2018-06-29,64.56999969482422
2018-07-02,63.77000045776367
2018-07-03,64.68000030517578
2018-07-05,65.16999816894531
2018-07-16,65.5
2018-09-18,65.48999786376953
2019-01-24,65.44999694824219
2019-09-05,65.30999755859375
2018-11-21,65.26000213623047
2020-01-13,65.29000091552734
2020-04-01,64.48999786376953
2020-06-19,63.0
2019-10-29,62.29999923706055
2020-01-16,62.54999923706055
2020-06-22,62.36000061035156
2018-10-03,62.16999816894531
2018-07-31,61.880001068115234
2019-03-12,62.4900016784668
2019-02-08,63.060001373291016
2019-01-07,64.94000244140625
2018-12-06,64.80999755859375
2019-08-19,65.05999755859375
2019-07-18,64.97000122070312
2019-05-15,65.63999938964844
2019-09-20,65.7300033569336
2019-11-01,66.4800033569336
2020-04-07,65.48999786376953
2020-06-25,65.20999908447266
2020-06-16,65.33000183105469
2019-11-04,64.5199966430664
2020-01-22,64.19999694824219
2019-11-07,64.0
2020-04-13,63.90999984741211
2019-07-01,64.33999633789062
2019-05-30,65.62999725341797
2018-08-15,67.16000366210938
2018-10-18,65.08000183105469
2019-03-27,64.69000244140625
2019-01-22,64.37000274658203
2018-12-21,64.51000213623047
2019-09-03,65.30999755859375
2018-11-19,65.81999969482422
2019-08-02,67.0999984741211
2020-01-28,66.7300033569336
2020-04-16,66.86000061035156
2019-11-13,66.02999877929688
2020-01-31,65.69000244140625
2018-12-04,67.06999969482422
2018-11-02,65.9000015258789
2019-07-16,66.20999908447266
2018-08-30,66.04000091552734
2018-10-01,66.1500015258789
2019-06-14,66.7300033569336
2019-05-13,66.3499984741211
2019-04-11,66.91999816894531
2019-02-06,66.4800033569336
2019-09-18,65.66000366210938
2020-02-03,65.91000366210938
2020-04-22,66.93000030517578
2019-11-19,65.83000183105469
2020-02-06,66.0999984741211
2019-11-22,65.88999938964844
2019-03-25,66.01000213623047
2019-02-21,66.45999908447266
2018-12-19,67.13999938964844
2018-07-12,66.41999816894531
2018-09-14,65.83000183105469
2018-08-13,64.94999694824219
2018-10-16,65.12000274658203
2019-07-31,65.2699966430664
2019-05-28,65.87999725341797
2019-04-26,65.52999877929688
2020-04-28,62.560001373291016
2019-11-25,61.970001220703125
2020-02-12,62.40999984741211
2020-05-01,61.91999816894531
2020-05-04,62.459999084472656
2019-06-12,62.63999938964844
2019-04-09,63.06999969482422
2019-03-08,63.09000015258789
2019-02-04,62.68000030517578
2018-07-27,63.869998931884766
2018-08-28,64.44000244140625
2019-01-03,63.91999816894531
2019-08-15,64.80999755859375
2018-10-31,65.0999984741211
2019-09-16,64.4000015258789
2020-02-18,64.16000366210938
2020-05-07,63.54999923706055
2018-08-17,64.33999633789062
2019-12-04,64.83999633789062
2020-02-21,65.83999633789062
2018-12-17,66.44000244140625
2019-08-30,66.55000305175781
2018-11-15,67.47000122070312
2019-07-29,66.7300033569336
2019-06-27,67.08000183105469
2019-04-24,66.20999908447266
2018-07-10,66.47000122070312
2018-09-12,66.68000030517578
2019-02-19,66.69999694824219
2019-01-18,66.45999908447266
2020-02-24,66.16999816894531
2020-05-13,66.33999633789062
2019-12-10,65.87000274658203
2020-02-27,66.36000061035156
2019-12-13,66.69999694824219
2020-05-19,66.72000122070312
2019-03-06,67.29000091552734
2018-11-30,66.73999786376953
2019-08-13,64.63999938964844
2019-07-12,66.69999694824219
2019-06-10,64.83999633789062
2019-05-09,66.19000244140625
2018-07-25,64.62000274658203
2018-09-27,64.66999816894531
2018-10-29,64.22000122070312
2019-10-16,61.29999923706055
2019-12-16,62.060001373291016
2020-03-04,61.0099983215332
2020-05-22,59.630001068115234
2019-10-01,58.790000915527344
2019-12-19,55.939998626708984
2018-09-10,55.209999084472656
2019-05-24,55.91999816894531
2018-08-09,57.849998474121094
2019-04-22,57.56999969482422
2019-03-21,56.63999938964844
2019-01-16,56.400001525878906
2019-08-28,56.689998626708984
2018-11-13,58.029998779296875
2018-10-12,59.209999084472656
2019-06-25,60.33000183105469
2020-03-10,60.810001373291016
2020-05-28,61.689998626708984
2019-10-07,61.720001220703125
2020-03-13,62.439998626708984
2019-10-10,62.66999816894531
2020-03-16,63.29999923706055
2020-06-03,63.9900016784668
