Dates,PLD
2018-06-20,64.44000244140625
2018-06-21,64.5
2018-06-25,64.76000213623047
2018-06-22,64.6500015258789
2018-06-26,64.47000122070312
2018-06-27,64.80999755859375
2018-06-28,65.2300033569336
2018-06-29,66.2300033569336
2018-07-02,65.77999877929688
2018-07-03,65.80000305175781
2018-07-05,66.0199966430664
2018-07-16,66.3499984741211
2018-09-18,66.43000030517578
2019-01-24,66.05999755859375
2019-09-05,65.97000122070312
2018-11-21,65.76000213623047
2020-01-13,66.06999969482422
2020-04-01,65.56999969482422
2020-06-19,66.26000213623047
2019-10-29,63.689998626708984
2020-01-16,63.79999923706055
2020-06-22,63.279998779296875
2018-10-03,62.720001220703125
2018-07-31,62.47999954223633
2019-03-12,63.790000915527344
2019-02-08,65.20999908447266
2019-01-07,65.61000061035156
2018-12-06,65.29000091552734
2019-08-19,66.05000305175781
2019-07-18,66.1500015258789
2019-05-15,66.33999633789062
2019-09-20,66.80999755859375
2019-11-01,67.13999938964844
2020-04-07,66.37999725341797
2020-06-25,65.87000274658203
2020-06-16,65.91999816894531
2019-11-04,65.4000015258789
2020-01-22,64.80999755859375
2019-11-07,64.6500015258789
2020-04-13,64.58000183105469
2019-07-01,65.70999908447266
2019-05-30,67.48999786376953
2018-08-15,68.19999694824219
2018-10-18,67.58999633789062
2019-03-27,65.44999694824219
2019-01-22,65.3499984741211
2018-12-21,66.11000061035156
2019-09-03,66.2699966430664
2018-11-19,67.36000061035156
2019-08-02,67.94000244140625
2020-01-28,67.38999938964844
2020-04-16,67.48999786376953
2019-11-13,67.30999755859375
2020-01-31,67.44000244140625
2018-12-04,67.58000183105469
2018-11-02,66.80999755859375
2019-07-16,66.7699966430664
2018-08-30,66.61000061035156
2018-10-01,66.87000274658203
2019-06-14,67.66000366210938
2019-05-13,67.23999786376953
2019-04-11,67.63999938964844
2019-02-06,67.55999755859375
2019-09-18,66.83999633789062
2020-02-03,67.38999938964844
2020-04-22,67.86000061035156
2019-11-19,67.54000091552734
2020-02-06,66.9000015258789
2019-11-22,66.61000061035156
2019-03-25,66.66999816894531
2019-02-21,67.80999755859375
2018-12-19,67.98999786376953
2018-07-12,67.1500015258789
2018-09-14,67.05999755859375
2018-08-13,66.01000213623047
2018-10-16,66.0
2019-07-31,66.51000213623047
2019-05-28,67.16999816894531
2019-04-26,67.25
2020-04-28,65.63999938964844
2019-11-25,63.63999938964844
2020-02-12,63.75
2020-05-01,64.20999908447266
2020-05-04,63.81999969482422
2019-06-12,63.72999954223633
2019-04-09,63.95000076293945
2019-03-08,63.959999084472656
2019-02-04,64.18000030517578
2018-07-27,65.80999755859375
2018-08-28,66.2300033569336
2019-01-03,65.81999969482422
2019-08-15,65.76000213623047
2018-10-31,66.08999633789062
2019-09-16,66.55999755859375
2020-02-18,65.0199966430664
2020-05-07,64.97000122070312
2018-08-17,65.52999877929688
2019-12-04,65.95999908447266
2020-02-21,67.0999984741211
2018-12-17,67.13999938964844
2019-08-30,67.62000274658203
2018-11-15,68.12999725341797
2019-07-29,67.88999938964844
2019-06-27,67.9800033569336
2019-04-24,67.18000030517578
2018-07-10,67.54000091552734
2018-09-12,68.04000091552734
2019-02-19,68.0
2019-01-18,67.55000305175781
2020-02-24,67.38999938964844
2020-05-13,67.58999633789062
2019-12-10,66.88999938964844
2020-02-27,67.41000366210938
2019-12-13,67.48999786376953
2020-05-19,67.88999938964844
2019-03-06,68.66000366210938
2018-11-30,68.94999694824219
2019-08-13,68.80000305175781
2019-07-12,68.44999694824219
2019-06-10,66.77999877929688
2019-05-09,67.30000305175781
2018-07-25,67.13999938964844
2018-09-27,65.9000015258789
2018-10-29,65.29000091552734
2019-10-16,64.56999969482422
2019-12-16,63.279998779296875
2020-03-04,62.7599983215332
2020-05-22,61.45000076293945
2019-10-01,61.029998779296875
2019-12-19,58.83000183105469
2018-09-10,57.970001220703125
2019-05-24,58.0
2018-08-09,59.0099983215332
2019-04-22,58.7599983215332
2019-03-21,58.150001525878906
2019-01-16,57.849998474121094
2019-08-28,58.31999969482422
2018-11-13,59.459999084472656
2018-10-12,61.029998779296875
2019-06-25,61.36000061035156
2020-03-10,62.47999954223633
2020-05-28,62.45000076293945
2019-10-07,62.56999969482422
2020-03-13,63.47999954223633
2019-10-10,63.7400016784668
2020-03-16,64.08000183105469
2020-06-03,64.94000244140625
2018-11-28,66.69999694824219
2018-09-25,65.19000244140625
2018-07-23,65.16000366210938
2018-08-24,66.05999755859375
2019-07-10,66.87000274658203
2019-05-07,67.66000366210938
2019-04-05,68.55000305175781
2019-03-04,69.44999694824219
2019-01-31,69.45999908447266
2019-09-12,69.6500015258789
2019-12-31,69.98999786376953
2020-03-19,69.93000030517578
2020-01-03,70.62999725341797
2020-06-09,70.88999938964844
2019-02-15,71.29000091552734
2019-01-14,71.23999786376953
2018-07-06,71.01000213623047
2018-08-07,71.20999908447266
