Dates,PLD
2018-06-20,63.61000061035156
2018-06-21,64.12000274658203
2018-06-25,64.12000274658203
2018-06-22,64.41999816894531
2018-06-26,64.4000015258789
2018-06-27,64.1500015258789
2018-06-28,64.41000366210938
2018-06-29,65.12000274658203
2018-07-02,65.58999633789062
2018-07-03,64.7699966430664
2018-07-05,65.56999969482422
2018-07-16,66.12000274658203
2018-09-18,66.23999786376953
2019-01-24,65.70999908447266
2019-09-05,65.75
2018-11-21,65.41999816894531
2020-01-13,65.83000183105469
2020-04-01,65.4000015258789
2020-06-19,66.19000244140625
2019-10-29,62.900001525878906
2020-01-16,62.720001220703125
2020-06-22,63.13999938964844
2018-10-03,62.4900016784668
2018-07-31,62.47999954223633
2019-03-12,62.58000183105469
2019-02-08,63.849998474121094
2019-01-07,65.37999725341797
2018-12-06,65.13999938964844
2019-08-19,65.23999786376953
2019-07-18,65.23999786376953
2019-05-15,66.0199966430664
2019-09-20,65.91999816894531
2019-11-01,66.80999755859375
2020-04-07,66.37999725341797
2020-06-25,65.75
2020-06-16,65.61000061035156
2019-11-04,65.26000213623047
2020-01-22,64.55000305175781
2019-11-07,64.45999908447266
2020-04-13,64.0199966430664
2019-07-01,64.54000091552734
2019-05-30,65.7300033569336
2018-08-15,67.62999725341797
2018-10-18,67.58000183105469
2019-03-27,65.05000305175781
2019-01-22,65.30000305175781
2018-12-21,64.51000213623047
2019-09-03,66.2699966430664
2018-11-19,66.08000183105469
2019-08-02,67.4800033569336
2020-01-28,67.30000305175781
2020-04-16,66.87000274658203
2019-11-13,67.11000061035156
2020-01-31,65.69000244140625
2018-12-04,67.41000366210938
2018-11-02,66.80999755859375
2019-07-16,66.41000366210938
2018-08-30,66.1500015258789
2018-10-01,66.56999969482422
2019-06-14,66.9800033569336
2019-05-13,67.0999984741211
2019-04-11,67.2699966430664
2019-02-06,67.41000366210938
2019-09-18,66.7300033569336
2020-02-03,66.19999694824219
2020-04-22,67.44999694824219
2019-11-19,67.5
2020-02-06,66.55000305175781
2019-11-22,66.26000213623047
2019-03-25,66.16000366210938
2019-02-21,66.45999908447266
2018-12-19,67.69000244140625
2018-07-12,67.05999755859375
2018-09-14,66.62000274658203
2018-08-13,65.87999725341797
2018-10-16,65.47000122070312
2019-07-31,65.3499984741211
2019-05-28,66.30000305175781
2019-04-26,66.88999938964844
2020-04-28,65.63999938964844
2019-11-25,63.36000061035156
2020-02-12,62.4900016784668
2020-05-01,62.79999923706055
2020-05-04,63.54999923706055
2019-06-12,62.810001373291016
2019-04-09,63.06999969482422
2019-03-08,63.63999938964844
2019-02-04,62.93000030517578
2018-07-27,63.959999084472656
2018-08-28,65.19000244140625
2019-01-03,65.66000366210938
2019-08-15,65.0
2018-10-31,65.52999877929688
2019-09-16,65.58000183105469
2020-02-18,64.61000061035156
2020-05-07,64.97000122070312
2018-08-17,64.37999725341797
2019-12-04,65.2300033569336
2020-02-21,66.31999969482422
2018-12-17,66.83000183105469
2019-08-30,67.12999725341797
2018-11-15,67.47000122070312
2019-07-29,67.83000183105469
2019-06-27,67.83000183105469
2019-04-24,67.18000030517578
2018-07-10,66.69000244140625
2018-09-12,67.4000015258789
2019-02-19,67.63999938964844
2019-01-18,66.6500015258789
2020-02-24,66.76000213623047
2020-05-13,67.33000183105469
2019-12-10,66.38999938964844
2020-02-27,66.55999755859375
2019-12-13,67.38999938964844
2020-05-19,67.37000274658203
2019-03-06,67.44000244140625
2018-11-30,68.68000030517578
2019-08-13,66.27999877929688
2019-07-12,68.05000305175781
2019-06-10,66.77999877929688
2019-05-09,66.41999816894531
2018-07-25,66.9800033569336
2018-09-27,64.70999908447266
2018-10-29,64.80999755859375
2019-10-16,64.5199966430664
2019-12-16,62.68000030517578
2020-03-04,62.63999938964844
2020-05-22,61.25
2019-10-01,60.0099983215332
2019-12-19,58.66999816894531
2018-09-10,56.33000183105469
2019-05-24,57.47999954223633
2018-08-09,58.529998779296875
2019-04-22,58.61000061035156
2019-03-21,58.040000915527344
2019-01-16,56.93000030517578
2019-08-28,56.95000076293945
2018-11-13,58.060001373291016
2018-10-12,59.209999084472656
2019-06-25,60.83000183105469
2020-03-10,61.130001068115234
2020-05-28,62.08000183105469
2019-10-07,61.880001068115234
2020-03-13,62.4900016784668
2019-10-10,63.099998474121094
2020-03-16,63.29999923706055
2020-06-03,64.33999633789062
2018-11-28,65.0
2018-09-25,64.87999725341797
2018-07-23,64.95999908447266
2018-08-24,65.04000091552734
2019-07-10,65.7699966430664
2019-05-07,66.7300033569336
2019-04-05,67.5199966430664
2019-03-04,68.2300033569336
2019-01-31,69.44000244140625
2019-09-12,69.19000244140625
2019-12-31,69.51000213623047
2020-03-19,69.80000305175781
2020-01-03,69.2699966430664
2020-06-09,70.04000091552734
2019-02-15,70.8499984741211
2019-01-14,71.13999938964844
2018-07-06,70.41999816894531
2018-08-07,70.7300033569336
2018-10-10,71.08000183105469
2018-12-13,71.08999633789062
2019-08-26,71.27999877929688
2019-07-25,70.05000305175781
2019-05-22,71.16999816894531
2019-03-19,71.83999633789062
2020-01-06,71.37000274658203
2020-03-25,70.61000061035156
2020-06-12,70.01000213623047
2019-10-22,70.05999755859375
2020-01-09,70.2699966430664
2020-06-15,70.33999633789062
2019-10-25,70.37999725341797
2020-03-31,70.26000213623047
2020-06-18,69.0999984741211
2019-04-03,70.2300033569336
2018-08-22,71.12999725341797
2018-10-25,72.06999969482422
2019-01-29,71.94000244140625
2018-12-28,71.56999969482422
2018-11-26,71.7699966430664
2019-08-09,70.87000274658203
2019-07-08,70.48999786376953
2019-06-06,70.70999908447266
2019-09-10,72.06999969482422
2020-01-15,71.19000244140625
2020-04-03,71.36000061035156
2019-10-31,72.1500015258789
2020-04-06,71.66999816894531
2020-06-24,72.37999725341797
2018-11-09,72.01000213623047
2019-07-23,72.44000244140625
2019-06-21,73.1500015258789
2019-05-20,73.1500015258789
2019-04-18,72.69000244140625
2018-09-06,73.0999984741211
2018-10-08,72.79000091552734
2019-02-13,72.75
2018-12-11,73.75
2019-09-25,73.51000213623047
