Dates,ETFC
2018-06-20,64.88999938964844
2018-06-21,64.43000030517578
2018-06-25,64.77999877929688
2018-06-22,62.189998626708984
2018-06-26,62.400001525878906
2018-06-27,61.15999984741211
2018-06-28,60.900001525878906
2018-06-29,61.13999938964844
2018-07-02,60.25
2018-07-03,60.630001068115234
2018-07-05,59.77000045776367
2018-07-16,59.5
2018-09-18,61.04999923706055
2019-01-24,60.65999984741211
2019-09-05,60.349998474121094
2018-11-21,60.27000045776367
2020-01-13,59.11000061035156
2020-04-01,59.779998779296875
2020-06-19,60.0
2019-10-29,61.5099983215332
2020-01-16,60.939998626708984
2020-06-22,57.65999984741211
2018-10-03,59.36000061035156
2018-07-31,59.9900016784668
2019-03-12,59.38999938964844
2019-02-08,60.4900016784668
2019-01-07,60.84000015258789
2018-12-06,59.790000915527344
2019-08-19,59.15999984741211
2019-07-18,59.380001068115234
2019-05-15,59.58000183105469
2019-09-20,59.650001525878906
2019-11-01,59.58000183105469
2020-04-07,60.540000915527344
2020-06-25,60.72999954223633
2020-06-16,61.06999969482422
2019-11-04,60.2599983215332
2020-01-22,60.0099983215332
2019-11-07,59.150001525878906
2020-04-13,59.810001373291016
2019-07-01,60.290000915527344
2019-05-30,60.54999923706055
2018-08-15,60.93000030517578
2018-10-18,58.04999923706055
2019-03-27,58.220001220703125
2019-01-22,58.02000045776367
2018-12-21,58.43000030517578
2019-09-03,59.060001373291016
2018-11-19,59.52000045776367
2019-08-02,59.33000183105469
2020-01-28,58.439998626708984
2020-04-16,58.08000183105469
2019-11-13,58.540000915527344
2020-01-31,58.2400016784668
2018-12-04,55.29999923706055
2018-11-02,54.900001525878906
2019-07-16,54.59000015258789
2018-08-30,53.84000015258789
2018-10-01,53.02000045776367
2019-06-14,53.11000061035156
2019-05-13,53.459999084472656
2019-04-11,53.040000915527344
2019-02-06,53.4900016784668
2019-09-18,54.72999954223633
2020-02-03,55.29999923706055
2020-04-22,54.58000183105469
2019-11-19,53.939998626708984
2020-02-06,53.959999084472656
2019-11-22,52.900001525878906
2019-03-25,52.630001068115234
2019-02-21,52.25
2018-12-19,51.5
2018-07-12,51.0099983215332
2018-09-14,51.75
2018-08-13,52.22999954223633
2018-10-16,52.209999084472656
2019-07-31,52.2599983215332
2019-05-28,52.66999816894531
2019-04-26,50.77000045776367
2020-04-28,49.150001525878906
2019-11-25,48.790000915527344
2020-02-12,49.220001220703125
2020-05-01,49.20000076293945
2020-05-04,49.650001525878906
2019-06-12,48.709999084472656
2019-04-09,48.0099983215332
2019-03-08,48.04999923706055
2019-02-04,47.08000183105469
2018-07-27,46.63999938964844
2018-08-28,46.869998931884766
2019-01-03,45.970001220703125
2019-08-15,46.95000076293945
2018-10-31,46.790000915527344
2019-09-16,48.7400016784668
2020-02-18,49.439998626708984
2020-05-07,50.88999938964844
2018-08-17,50.65999984741211
2019-12-04,51.529998779296875
2020-02-21,52.45000076293945
2018-12-17,53.0099983215332
2019-08-30,52.5
2018-11-15,51.869998931884766
2019-07-29,52.0099983215332
2019-06-27,50.970001220703125
2019-04-24,50.540000915527344
2018-07-10,51.09000015258789
2018-09-12,50.83000183105469
2019-02-19,49.959999084472656
2019-01-18,50.09000015258789
2020-02-24,50.2599983215332
2020-05-13,51.34000015258789
2019-12-10,51.5
2020-02-27,51.720001220703125
2019-12-13,51.45000076293945
2020-05-19,51.41999816894531
2019-03-06,52.65999984741211
2018-11-30,48.290000915527344
2019-08-13,46.099998474121094
2019-07-12,45.5
2019-06-10,44.34000015258789
2019-05-09,44.849998474121094
2018-07-25,45.33000183105469
2018-09-27,44.02000045776367
2018-10-29,43.47999954223633
2019-10-16,43.08000183105469
2019-12-16,43.27000045776367
2020-03-04,42.810001373291016
2020-05-22,42.119998931884766
2019-10-01,41.70000076293945
2019-12-19,41.0099983215332
2018-09-10,40.40999984741211
2019-05-24,41.97999954223633
2018-08-09,43.06999969482422
2019-04-22,43.25
2019-03-21,43.02000045776367
2019-01-16,43.33000183105469
2019-08-28,44.02000045776367
2018-11-13,44.849998474121094
2018-10-12,45.41999816894531
2019-06-25,46.47999954223633
2020-03-10,46.84000015258789
2020-05-28,46.86000061035156
2019-10-07,47.29999923706055
2020-03-13,46.9900016784668
2019-10-10,48.209999084472656
2020-03-16,48.47999954223633
2020-06-03,49.38999938964844
2018-11-28,49.58000183105469
