Dates,ETFC
2018-07-24,1380600.0
2018-09-26,1742200.0
2019-05-08,1931700.0
2019-03-05,2225900.0
2019-02-01,2284700.0
2018-12-31,2997900.0
2018-11-29,1966700.0
2019-08-12,3624800.0
2019-07-11,2724000.0
2019-09-13,1598700.0
2019-11-14,1700000.0
2020-04-20,2205900.0
2020-02-04,3550600.0
2020-04-23,3409900.0
2018-12-14,2190200.0
2019-08-27,2269600.0
2018-08-08,5631400.0
2018-10-11,3645500.0
2018-11-12,2404300.0
2019-07-26,2166500.0
2019-06-24,2173200.0
2019-05-23,4657600.0
2019-03-20,4083900.0
2019-01-15,3623800.0
2019-11-20,2063400.0
2020-02-07,2616100.0
2020-02-10,2201700.0
2020-04-29,2790600.0
2019-11-26,2019600.0
2020-02-13,2006600.0
2019-01-30,1362100.0
2018-08-23,2323900.0
2018-09-24,3131200.0
2018-11-27,2036100.0
2018-10-26,42360400.0
2019-07-09,17220000.0
2019-06-07,12165800.0
2019-05-06,8518600.0
2019-04-04,7787400.0
2019-09-11,9153600.0
2019-11-29,10812700.0
2020-05-05,8540000.0
2019-12-02,7987600.0
2020-02-19,7843600.0
2020-05-08,7799700.0
2019-05-21,12162600.0
2019-03-18,6861600.0
2018-09-07,7598400.0
2018-08-06,5054300.0
2018-10-09,6737200.0
2019-02-14,10981100.0
2018-12-12,6985200.0
2019-07-24,7726400.0
2019-09-26,7522600.0
2019-10-28,7358700.0
2019-12-05,7934900.0
2020-05-11,8122600.0
2019-07-03,7696600.0
2020-02-25,7842700.0
2020-05-14,5814800.0
2020-02-28,5880700.0
2019-08-08,5173900.0
2019-06-05,4089800.0
2018-07-20,7196000.0
2018-08-21,5113200.0
2018-10-24,6325300.0
2019-04-02,6357900.0
2019-03-01,8165700.0
2019-01-28,4352900.0
2018-12-27,6810600.0
2019-09-09,3364100.0
2020-03-02,2906800.0
2020-05-20,3008600.0
2019-12-17,5169800.0
2020-03-05,5902200.0
2019-02-12,4618100.0
2019-01-11,2852500.0
2018-12-10,2357400.0
2019-08-23,2184700.0
2018-11-08,1452500.0
2019-07-22,1789500.0
2019-06-20,1757600.0
2018-09-05,4217400.0
2019-04-17,2410600.0
2019-09-24,2575000.0
2019-12-20,4687700.0
2020-05-26,2471800.0
2019-04-30,2077800.0
2019-12-23,4001800.0
2020-03-11,2368400.0
2020-05-29,3333500.0
2019-12-26,2811000.0
2020-06-01,2469700.0
2019-05-02,1871900.0
2019-02-27,2380000.0
2018-11-23,3081900.0
2019-08-06,1727100.0
2018-07-18,1946600.0
2018-09-20,1892600.0
2018-10-22,1464300.0
2019-07-05,3165700.0
2019-06-03,6132700.0
2019-10-09,3169800.0
2019-10-11,3743800.0
2020-03-17,2531400.0
2020-06-04,3032600.0
2019-10-14,1426900.0
2020-03-20,2273100.0
2018-11-06,2587800.0
2019-06-18,1917500.0
2019-05-17,4202200.0
2019-04-15,1882200.0
2019-03-14,2960600.0
2019-01-09,2390300.0
2018-08-02,2557400.0
2018-10-05,3133600.0
2019-08-21,3295300.0
2019-10-17,1644300.0
2020-03-23,3809300.0
2020-06-10,1882000.0
2019-02-25,3265100.0
2020-01-07,2352500.0
2020-03-26,2796500.0
2019-10-23,4108300.0
