Dates,SLB
2019-09-12,44.650001525878906
2019-12-31,45.27000045776367
2020-03-19,45.220001220703125
2020-01-03,44.869998931884766
2020-06-09,43.5
2019-02-15,43.7400016784668
2019-01-14,44.36000061035156
2018-07-06,45.130001068115234
2018-08-07,44.52000045776367
2018-10-10,45.099998474121094
2018-12-13,45.79999923706055
2019-08-26,46.349998474121094
2019-07-25,45.95000076293945
2019-05-22,45.13999938964844
2019-03-19,45.0099983215332
2020-01-06,45.150001525878906
2020-03-25,44.779998779296875
2020-06-12,44.540000915527344
2019-10-22,45.189998626708984
2020-01-09,45.65999984741211
2020-06-15,45.27000045776367
2019-10-25,44.709999084472656
2020-03-31,43.459999084472656
2020-06-18,41.790000915527344
2019-04-03,42.31999969482422
2018-08-22,42.91999816894531
2018-10-25,43.29999923706055
2019-01-29,43.5
2018-12-28,43.15999984741211
2018-11-26,43.650001525878906
2019-08-09,43.9900016784668
2019-07-08,44.599998474121094
2019-06-06,44.38999938964844
2019-09-10,43.970001220703125
2020-01-15,42.54999923706055
2020-04-03,43.720001220703125
2019-10-31,43.279998779296875
2020-04-06,43.68000030517578
2020-06-24,44.349998474121094
2018-11-09,44.9900016784668
2019-07-23,45.45000076293945
2019-06-21,44.83000183105469
2019-05-20,44.11000061035156
2019-04-18,45.540000915527344
2018-09-06,46.2400016784668
2018-10-08,46.040000915527344
2019-02-13,46.0
2018-12-11,45.90999984741211
2019-09-25,46.45000076293945
2020-01-21,46.83000183105469
2020-04-09,47.54999923706055
2019-11-06,47.959999084472656
2020-01-24,48.880001068115234
2020-01-27,46.18000030517578
2020-04-15,46.09000015258789
2018-12-26,45.810001373291016
2019-08-07,44.189998626708984
2019-06-04,43.470001220703125
2018-09-21,44.369998931884766
2018-07-19,43.900001525878906
2018-08-20,42.88999938964844
2018-10-23,41.54999923706055
2019-05-03,41.810001373291016
2019-04-01,41.4900016784668
2019-02-28,40.7599983215332
2019-11-12,40.599998474121094
2020-01-30,40.45000076293945
2019-11-15,40.119998931884766
2020-04-21,39.150001525878906
2019-04-16,39.970001220703125
2019-03-15,39.439998626708984
2019-02-11,40.0099983215332
2019-01-10,39.75
2019-08-22,39.15999984741211
2018-11-07,39.72999954223633
2018-08-03,39.2599983215332
2018-09-04,37.529998779296875
2019-06-19,37.900001525878906
2019-09-23,37.130001068115234
2019-11-18,36.27000045776367
2020-02-05,36.279998779296875
2020-04-24,34.939998626708984
2019-03-29,35.650001525878906
2019-11-21,35.97999954223633
2020-04-27,35.849998474121094
2020-02-11,35.56999969482422
2020-04-30,36.150001525878906
2019-05-01,36.220001220703125
2019-02-26,37.02000045776367
2019-01-25,36.79999923706055
2018-12-24,36.959999084472656
2019-09-06,36.70000076293945
2018-07-17,36.72999954223633
2018-09-19,37.380001068115234
2019-08-05,37.130001068115234
2019-10-08,38.349998474121094
2019-12-11,38.90999984741211
2019-11-27,39.18000030517578
2020-02-14,38.7400016784668
2020-05-06,39.75
2019-01-08,39.349998474121094
2018-12-07,39.779998779296875
2019-08-20,40.630001068115234
2018-11-05,39.439998626708984
2019-07-19,39.5099983215332
2018-10-04,39.599998474121094
2019-06-17,40.099998474121094
2019-05-16,40.220001220703125
2018-08-01,40.88999938964844
2019-03-13,41.0
2019-12-03,41.400001525878906
2020-02-20,41.0
2019-12-06,40.7599983215332
2020-05-12,40.06999969482422
2019-12-09,38.779998779296875
2020-02-26,39.34000015258789
2020-05-15,39.7599983215332
2019-03-28,40.16999816894531
2018-09-17,40.689998626708984
2018-08-16,40.59000015258789
2018-10-19,40.310001373291016
2019-04-29,40.0
2019-01-23,39.7599983215332
2019-09-04,40.61000061035156
2018-11-20,39.45000076293945
2019-07-02,38.72999954223633
2019-05-31,36.79999923706055
2019-12-12,36.38999938964844
2020-05-18,35.0099983215332
2019-09-27,35.22999954223633
2020-03-03,35.290000915527344
2020-05-21,34.529998779296875
2019-05-14,35.7599983215332
2018-08-31,33.810001373291016
2018-07-30,32.150001525878906
2018-10-02,32.779998779296875
2019-04-12,34.31999969482422
2019-03-11,34.16999816894531
2019-02-07,34.43000030517578
2019-07-17,34.369998931884766
2019-09-19,33.33000183105469
2019-10-21,32.63999938964844
2019-12-18,32.0099983215332
2020-03-06,32.099998474121094
2019-10-03,32.689998626708984
2020-03-09,33.119998931884766
2020-05-27,31.860000610351562
2019-12-24,33.43000030517578
2020-03-12,34.79999923706055
2018-12-20,34.47999954223633
2019-08-01,36.459999084472656
2018-08-14,38.38999938964844
2018-07-13,38.83000183105469
2018-10-17,37.060001373291016
2019-05-29,38.08000183105469
2019-03-26,40.25
2019-02-22,38.970001220703125
2019-10-04,38.439998626708984
2019-11-05,38.58000183105469
2019-12-27,38.04999923706055
2020-06-02,37.5
2019-12-30,37.220001220703125
2020-03-18,35.54999923706055
2020-06-05,35.099998474121094
2019-07-15,34.93000030517578
2018-12-03,34.470001220703125
2019-06-13,34.56999969482422
2019-01-04,32.75
2018-08-29,32.310001373291016
2019-02-05,32.40999984741211
2018-11-01,32.619998931884766
2019-08-16,31.860000610351562
2019-04-10,31.15999984741211
2019-09-17,31.389999389648438
2019-10-15,32.91999816894531
2020-01-02,32.83000183105469
2020-06-08,33.5099983215332
2019-10-18,33.06999969482422
2020-03-24,32.310001373291016
2020-06-11,33.20000076293945
2020-01-08,33.79999923706055
2019-04-25,35.189998626708984
2019-07-30,35.650001525878906
2019-02-20,35.52000045776367
2018-07-11,35.310001373291016
2018-09-13,35.560001373291016
2018-10-15,35.0099983215332
2019-06-28,34.75
2018-12-18,33.119998931884766
2018-11-16,34.529998779296875
2019-10-02,36.459999084472656
2020-03-27,37.06999969482422
2020-01-10,36.720001220703125
2019-10-24,36.779998779296875
2020-03-30,36.5099983215332
2020-06-17,36.5
2020-01-14,37.20000076293945
2020-04-02,36.060001373291016
2019-01-02,35.349998474121094
2019-08-14,35.720001220703125
2018-10-30,35.0
2019-06-11,34.68000030517578
2019-05-10,36.22999954223633
2019-04-08,36.91999816894531
2018-08-27,37.09000015258789
2018-07-26,37.20000076293945
2018-09-28,37.220001220703125
2019-03-07,36.939998626708984
2019-10-30,36.47999954223633
2020-01-17,37.02000045776367
2020-06-23,35.38999938964844
2020-04-08,36.36000061035156
2020-06-26,36.470001220703125
2019-03-22,37.029998779296875
2019-01-17,37.459999084472656
2019-08-29,37.47999954223633
2018-11-14,38.5
2019-06-26,39.63999938964844
2018-09-11,39.5099983215332
2018-07-09,39.84000015258789
2018-08-10,39.91999816894531
2019-04-23,40.0
2019-09-30,39.83000183105469
2020-01-23,39.970001220703125
2019-11-08,40.88999938964844
2020-04-14,40.93000030517578
2019-11-11,40.880001068115234
2020-01-29,40.380001068115234
2020-04-17,40.75
2018-07-24,40.220001220703125
2018-09-26,40.720001220703125
2019-05-08,41.13999938964844
2019-03-05,41.08000183105469
2019-02-01,40.61000061035156
2018-12-31,40.439998626708984
2018-11-29,40.09000015258789
2019-08-12,40.09000015258789
2019-07-11,39.84000015258789
2019-09-13,39.529998779296875
2019-11-14,39.36000061035156
2020-04-20,38.93000030517578
2020-02-04,39.970001220703125
2020-04-23,37.72999954223633
2018-12-14,36.81999969482422
2019-08-27,36.529998779296875
2018-08-08,36.220001220703125
2018-10-11,34.7400016784668
2018-11-12,34.22999954223633
2019-07-26,34.630001068115234
2019-06-24,34.08000183105469
2019-05-23,33.86000061035156
2019-03-20,33.70000076293945
2019-01-15,34.72999954223633
2019-11-20,35.65999984741211
2020-02-07,35.220001220703125
2020-02-10,34.7599983215332
2020-04-29,34.369998931884766
2019-11-26,34.349998474121094
2020-02-13,35.380001068115234
2019-01-30,35.02000045776367
2018-08-23,34.869998931884766
2018-09-24,33.9900016784668
2018-11-27,34.34000015258789
2018-10-26,34.709999084472656
2019-07-09,33.54999923706055
2019-06-07,31.989999771118164
2019-05-06,31.049999237060547
2019-04-04,29.739999771118164
2019-09-11,28.280000686645508
2019-11-29,27.15999984741211
2020-05-05,27.790000915527344
2019-12-02,27.90999984741211
2020-02-19,27.3799991607666
2020-05-08,26.25
2019-05-21,25.15999984741211
2019-03-18,17.899999618530273
2018-09-07,19.229999542236328
2018-08-06,18.139999389648438
2018-10-09,16.690000534057617
2019-02-14,16.170000076293945
2018-12-12,16.040000915527344
2019-07-24,14.5600004196167
2019-09-26,13.720000267028809
2019-10-28,14.279999732971191
2019-12-05,14.579999923706055
2020-05-11,14.430000305175781
2019-07-03,14.930000305175781
2020-02-25,15.869999885559082
2020-05-14,15.640000343322754
2020-02-28,14.699999809265137
2019-08-08,13.6899995803833
2019-06-05,13.890000343322754
2018-07-20,13.1899995803833
2018-08-21,14.989999771118164
2018-10-24,14.600000381469727
2019-04-02,15.819999694824219
2019-03-01,17.700000762939453
2019-01-28,17.389999389648438
2018-12-27,18.600000381469727
2019-09-09,16.81999969482422
2020-03-02,16.450000762939453
2020-05-20,14.979999542236328
2019-12-17,14.789999961853027
2020-03-05,15.399999618530273
2019-02-12,15.739999771118164
2019-01-11,15.619999885559082
2018-12-10,16.040000915527344
2019-08-23,16.850000381469727
2018-11-08,17.399999618530273
2019-07-22,16.389999389648438
2019-06-20,16.65999984741211
2018-09-05,18.25
2019-04-17,18.25
2019-09-24,16.649999618530273
2019-12-20,16.260000228881836
2020-05-26,17.329999923706055
2019-04-30,16.559999465942383
2019-12-23,17.049999237060547
2020-03-11,18.100000381469727
2020-05-29,17.940000534057617
2019-12-26,17.81999969482422
2020-06-01,16.959999084472656
2019-05-02,16.530000686645508
2019-02-27,16.510000228881836
2018-11-23,18.09000015258789
2019-08-06,17.860000610351562
2018-07-18,18.25
2018-09-20,18.5
2018-10-22,17.719999313354492
2019-07-05,18.670000076293945
2019-06-03,19.270000457763672
2019-10-09,19.360000610351562
2019-10-11,18.729999542236328
2020-03-17,18.860000610351562
2020-06-04,19.040000915527344
2019-10-14,19.709999084472656
2020-03-20,20.610000610351562
2018-11-06,23.09000015258789
2019-06-18,23.739999771118164
2019-05-17,22.8799991607666
2019-04-15,22.059999465942383
2019-03-14,19.719999313354492
2019-01-09,19.81999969482422
2018-08-02,19.610000610351562
2018-10-05,20.670000076293945
2019-08-21,20.040000915527344
2019-10-17,20.229999542236328
2020-03-23,20.959999084472656
2020-06-10,20.0
2019-02-25,20.1299991607666
2020-01-07,19.200000762939453
2020-03-26,18.59000015258789
2019-10-23,18.190000534057617
