Dates,SLB
2018-10-31,12235800.0
2019-09-16,13260600.0
2020-02-18,10799400.0
2020-05-07,8458000.0
2018-08-17,8644900.0
2019-12-04,6433500.0
2020-02-21,9417300.0
2018-12-17,10936000.0
2019-08-30,13347100.0
2018-11-15,10256900.0
2019-07-29,19044100.0
2019-06-27,17285400.0
2019-04-24,16015200.0
2018-07-10,11775800.0
2018-09-12,9449600.0
2019-02-19,12276800.0
2019-01-18,9262500.0
2020-02-24,8001400.0
2020-05-13,11263600.0
2019-12-10,11644400.0
2020-02-27,10630200.0
2019-12-13,13565000.0
2020-05-19,16183600.0
2019-03-06,12790700.0
2018-11-30,12979400.0
2019-08-13,23678300.0
2019-07-12,14196900.0
2019-06-10,15376600.0
2019-05-09,19863000.0
2018-07-25,13509300.0
2018-09-27,15276200.0
2018-10-29,18278300.0
2019-10-16,20140600.0
2019-12-16,20384400.0
2020-03-04,25769400.0
2020-05-22,24543700.0
2019-10-01,30594300.0
2019-12-19,14037400.0
2018-09-10,19950500.0
2019-05-24,16779100.0
2018-08-09,15785500.0
2019-04-22,19349800.0
2019-03-21,15926100.0
2019-01-16,20007900.0
2019-08-28,19506600.0
2018-11-13,15736900.0
2018-10-12,13070200.0
2019-06-25,17909200.0
2020-03-10,13299600.0
2020-05-28,13330500.0
2019-10-07,11804200.0
2020-03-13,9398400.0
2019-10-10,12481600.0
2020-03-16,13889800.0
2020-06-03,26638600.0
2018-11-28,21523500.0
2018-09-25,13765800.0
2018-07-23,10990900.0
2018-08-24,15921400.0
2019-07-10,11225300.0
2019-05-07,8097500.0
2019-04-05,7961500.0
2019-03-04,15458100.0
2019-01-31,8583700.0
2019-09-12,12786700.0
2019-12-31,10662700.0
2020-03-19,6945800.0
2020-01-03,12647300.0
2020-06-09,9173500.0
2019-02-15,9541800.0
2019-01-14,8981100.0
2018-07-06,11036100.0
2018-08-07,9671200.0
2018-10-10,8174900.0
2018-12-13,10039200.0
2019-08-26,8565600.0
2019-07-25,9527400.0
2019-05-22,5716500.0
2019-03-19,6033300.0
2020-01-06,5853200.0
2020-03-25,7442700.0
2020-06-12,8846900.0
2019-10-22,8811700.0
2020-01-09,6946300.0
2020-06-15,7391100.0
2019-10-25,9948900.0
2020-03-31,8086500.0
2020-06-18,12739200.0
2019-04-03,9494500.0
2018-08-22,8230600.0
2018-10-25,8822800.0
2019-01-29,7934400.0
2018-12-28,14144900.0
2018-11-26,13518800.0
2019-08-09,8834700.0
2019-07-08,9512500.0
2019-06-06,6168400.0
2019-09-10,7892200.0
2020-01-15,6390000.0
2020-04-03,6500500.0
2019-10-31,5254400.0
2020-04-06,7419800.0
2020-06-24,7984800.0
2018-11-09,9717800.0
2019-07-23,6899400.0
2019-06-21,7230600.0
2019-05-20,6670900.0
2019-04-18,9149600.0
2018-09-06,11421400.0
2018-10-08,7577500.0
2019-02-13,6148800.0
2018-12-11,5291400.0
2019-09-25,8667000.0
2020-01-21,11178400.0
2020-04-09,7654400.0
2019-11-06,8346300.0
2020-01-24,15721600.0
2020-01-27,7901000.0
2020-04-15,8539400.0
2018-12-26,8941800.0
2019-08-07,9404900.0
2019-06-04,8527500.0
2018-09-21,8927300.0
2018-07-19,12163700.0
2018-08-20,10523300.0
2018-10-23,9108300.0
2019-05-03,7184800.0
2019-04-01,6571600.0
2019-02-28,10438900.0
2019-11-12,9237900.0
2020-01-30,12928500.0
2019-11-15,12810800.0
2020-04-21,16732200.0
2019-04-16,12042900.0
2019-03-15,10558400.0
2019-02-11,7632500.0
2019-01-10,7252400.0
2019-08-22,5922600.0
2018-11-07,6716300.0
2018-08-03,7429900.0
2018-09-04,12398900.0
2019-06-19,7665200.0
2019-09-23,11869600.0
2019-11-18,10072100.0
2020-02-05,11763600.0
2020-04-24,11445600.0
2019-03-29,9878700.0
2019-11-21,8021100.0
2020-04-27,9098900.0
2020-02-11,12356100.0
2020-04-30,12881200.0
2019-05-01,12121000.0
2019-02-26,12121500.0
2019-01-25,12258800.0
2018-12-24,14336200.0
2019-09-06,11571500.0
2018-07-17,7574600.0
2018-09-19,10127400.0
2019-08-05,10273200.0
2019-10-08,13067900.0
2019-12-11,16111400.0
2019-11-27,9348100.0
2020-02-14,7969100.0
2020-05-06,8362900.0
2019-01-08,6417500.0
2018-12-07,9742700.0
2019-08-20,13081000.0
2018-11-05,8732500.0
2019-07-19,4954500.0
2018-10-04,5885500.0
2019-06-17,10899100.0
2019-05-16,8699200.0
2018-08-01,7003300.0
2019-03-13,9695200.0
2019-12-03,6788100.0
2020-02-20,6903800.0
2019-12-06,9257000.0
2020-05-12,12523600.0
2019-12-09,13566200.0
2020-02-26,12811700.0
2020-05-15,10961200.0
2019-03-28,10610500.0
2018-09-17,10763300.0
2018-08-16,7701100.0
2018-10-19,6731100.0
2019-04-29,6549500.0
2019-01-23,9256500.0
2019-09-04,10673300.0
2018-11-20,13280000.0
2019-07-02,8738200.0
2019-05-31,10771600.0
2019-12-12,11639900.0
2020-05-18,12162700.0
2019-09-27,10805500.0
2020-03-03,7866600.0
2020-05-21,7506600.0
2019-05-14,11075400.0
2018-08-31,12761500.0
2018-07-30,20155700.0
2018-10-02,13561300.0
2019-04-12,11073600.0
2019-03-11,7770100.0
2019-02-07,6427200.0
2019-07-17,6975600.0
2019-09-19,13952100.0
2019-10-21,11611200.0
2019-12-18,10000600.0
2020-03-06,11557000.0
2019-10-03,12614300.0
2020-03-09,12443800.0
2020-05-27,9366900.0
2019-12-24,11018400.0
2020-03-12,12117900.0
2018-12-20,11976700.0
2019-08-01,13461600.0
2018-08-14,19638200.0
2018-07-13,17918600.0
2018-10-17,13089500.0
2019-05-29,8453300.0
2019-03-26,22533100.0
2019-02-22,13493400.0
2019-10-04,6949000.0
2019-11-05,6234900.0
2019-12-27,17917800.0
2020-06-02,5849400.0
2019-12-30,12212700.0
2020-03-18,11344800.0
2020-06-05,12359300.0
2019-07-15,9969900.0
2018-12-03,9583500.0
2019-06-13,12617900.0
2019-01-04,13468900.0
2018-08-29,11557200.0
2019-02-05,10554400.0
2018-11-01,15854500.0
2019-08-16,16807100.0
2019-04-10,12176900.0
2019-09-17,12784900.0
2019-10-15,12652600.0
2020-01-02,9294400.0
2020-06-08,8943600.0
2019-10-18,22004600.0
2020-03-24,15730800.0
2020-06-11,17218300.0
2020-01-08,16441100.0
2019-04-25,17598700.0
2019-07-30,12862300.0
2019-02-20,11551700.0
2018-07-11,12385700.0
2018-09-13,12727500.0
2018-10-15,10309100.0
2019-06-28,13940300.0
2018-12-18,10079200.0
2018-11-16,11094400.0
2019-10-02,14206000.0
2020-03-27,15720300.0
2020-01-10,10647900.0
2019-10-24,8832400.0
2020-03-30,8382200.0
2020-06-17,8804100.0
2020-01-14,11652100.0
2020-04-02,9728100.0
2019-01-02,14068000.0
2019-08-14,9017400.0
2018-10-30,11671500.0
2019-06-11,10174100.0
2019-05-10,15805500.0
2019-04-08,11451700.0
2018-08-27,7515000.0
2018-07-26,8711700.0
2018-09-28,9578300.0
2019-03-07,6538200.0
2019-10-30,5445400.0
2020-01-17,8583000.0
2020-06-23,10351800.0
2020-04-08,9780100.0
2020-06-26,6836700.0
2019-03-22,8525400.0
2019-01-17,8713500.0
2019-08-29,9497000.0
2018-11-14,15742800.0
2019-06-26,13609000.0
2018-09-11,11981100.0
2018-07-09,12149000.0
2018-08-10,9658500.0
2019-04-23,9204400.0
2019-09-30,7048600.0
2020-01-23,13465800.0
2019-11-08,9911300.0
2020-04-14,3860400.0
2019-11-11,7629700.0
2020-01-29,6769100.0
2020-04-17,8155800.0
2018-07-24,10649000.0
2018-09-26,9147400.0
2019-05-08,9752000.0
2019-03-05,15534100.0
2019-02-01,10971700.0
2018-12-31,11327600.0
2018-11-29,12186000.0
2019-08-12,8089700.0
2019-07-11,11665600.0
2019-09-13,13958700.0
2019-11-14,13737700.0
2020-04-20,11771100.0
2020-02-04,17644600.0
2020-04-23,16710200.0
2018-12-14,12796800.0
2019-08-27,11844000.0
2018-08-08,10408600.0
2018-10-11,17360600.0
2018-11-12,10938000.0
2019-07-26,9003800.0
2019-06-24,10489600.0
2019-05-23,16887900.0
2019-03-20,9205600.0
2019-01-15,12373600.0
2019-11-20,11399900.0
2020-02-07,7980300.0
2020-02-10,8582100.0
2020-04-29,7197400.0
2019-11-26,8825600.0
2020-02-13,9094900.0
2019-01-30,11718000.0
2018-08-23,7904500.0
2018-09-24,11792800.0
2018-11-27,6592300.0
2018-10-26,7836000.0
2019-07-09,7246300.0
2019-06-07,16714900.0
2019-05-06,18709700.0
2019-04-04,19240700.0
2019-09-11,23762100.0
2019-11-29,26832500.0
2020-05-05,23253000.0
2019-12-02,22020400.0
2020-02-19,16155900.0
2020-05-08,15754600.0
2019-05-21,23793200.0
2019-03-18,86148000.0
2018-09-07,40409000.0
2018-08-06,33291900.0
2018-10-09,47922900.0
2019-02-14,29182100.0
2018-12-12,24971100.0
2019-07-24,25536500.0
2019-09-26,28198200.0
2019-10-28,25449300.0
2019-12-05,32875200.0
2020-05-11,24393500.0
2019-07-03,25812600.0
2020-02-25,24201200.0
2020-05-14,22180200.0
2020-02-28,21794500.0
2019-08-08,25981500.0
2019-06-05,25754200.0
2018-07-20,25393800.0
2018-08-21,33976500.0
2018-10-24,24822900.0
2019-04-02,24572200.0
2019-03-01,29091500.0
2019-01-28,16039000.0
2018-12-27,25107500.0
2019-09-09,16740700.0
2020-03-02,20214400.0
2020-05-20,22681400.0
2019-12-17,18242900.0
2020-03-05,33939700.0
2019-02-12,21290600.0
2019-01-11,22926600.0
2018-12-10,20604000.0
2019-08-23,20619600.0
2018-11-08,22714200.0
2019-07-22,17717100.0
2019-06-20,18234000.0
2018-09-05,19406700.0
2019-04-17,25778200.0
2019-09-24,18752100.0
2019-12-20,23079600.0
2020-05-26,15936300.0
2019-04-30,8990700.0
2019-12-23,14609800.0
2020-03-11,16423600.0
2020-05-29,12656700.0
2019-12-26,14169600.0
2020-06-01,15827300.0
2019-05-02,13323200.0
2019-02-27,10347800.0
2018-11-23,22665400.0
2019-08-06,12776600.0
2018-07-18,14142800.0
2018-09-20,17533800.0
2018-10-22,9974700.0
2019-07-05,11760900.0
2019-06-03,13778600.0
2019-10-09,10372900.0
2019-10-11,21019700.0
2020-03-17,10251700.0
2020-06-04,16286900.0
2019-10-14,13986600.0
2020-03-20,20361300.0
2018-11-06,26486400.0
2019-06-18,21082500.0
2019-05-17,17914700.0
2019-04-15,16602500.0
2019-03-14,19638300.0
2019-01-09,14644600.0
2018-08-02,12742000.0
2018-10-05,17831200.0
2019-08-21,15813100.0
2019-10-17,15867700.0
2020-03-23,22249100.0
2020-06-10,9110100.0
2019-02-25,18440100.0
2020-01-07,17967800.0
2020-03-26,18885600.0
2019-10-23,18480300.0
