Dates,SRE
2018-06-20,113.12000274658203
2018-06-21,114.93000030517578
2018-06-25,115.41000366210938
2018-06-22,116.80000305175781
2018-06-26,117.25
2018-06-27,117.33999633789062
2018-06-28,117.62999725341797
2018-06-29,116.8499984741211
2018-07-02,116.37000274658203
2018-07-03,117.02999877929688
2018-07-05,117.36000061035156
2018-07-16,118.18000030517578
2018-09-18,118.36000061035156
2019-01-24,117.68000030517578
2019-09-05,116.19000244140625
2018-11-21,116.69000244140625
2020-01-13,116.77999877929688
2020-04-01,116.62999725341797
2020-06-19,116.33000183105469
2019-10-29,115.5999984741211
2020-01-16,115.93000030517578
2020-06-22,116.5
2018-10-03,115.33999633789062
2018-07-31,114.86000061035156
2019-03-12,115.58999633789062
2019-02-08,116.4000015258789
2019-01-07,116.44000244140625
2018-12-06,115.29000091552734
2019-08-19,115.68000030517578
2019-07-18,115.0999984741211
2019-05-15,116.2300033569336
2019-09-20,117.9000015258789
2019-11-01,116.94999694824219
2020-04-07,116.0999984741211
2020-06-25,116.0199966430664
2020-06-16,115.7699966430664
2019-11-04,115.72000122070312
2020-01-22,115.01000213623047
2019-11-07,115.58000183105469
2020-04-13,115.44000244140625
2019-07-01,116.12000274658203
2019-05-30,118.05999755859375
2018-08-15,118.0199966430664
2018-10-18,117.22000122070312
2019-03-27,116.6500015258789
2019-01-22,116.31999969482422
2018-12-21,116.5199966430664
2019-09-03,116.80000305175781
2018-11-19,116.30000305175781
2019-08-02,116.87000274658203
2020-01-28,117.5999984741211
2020-04-16,117.3499984741211
2019-11-13,117.44999694824219
2020-01-31,118.27999877929688
2018-12-04,118.97000122070312
2018-11-02,117.58999633789062
2019-07-16,118.19999694824219
2018-08-30,118.19999694824219
2018-10-01,118.29000091552734
2019-06-14,119.05999755859375
2019-05-13,127.22000122070312
2019-04-11,119.72000122070312
2019-02-06,120.0
2019-09-18,117.33999633789062
2020-02-03,114.86000061035156
2020-04-22,115.9800033569336
2019-11-19,115.30000305175781
2020-02-06,113.51000213623047
2019-11-22,113.37000274658203
2019-03-25,112.7699966430664
2019-02-21,113.95999908447266
2018-12-19,114.31999969482422
2018-07-12,115.81999969482422
2018-09-14,116.55000305175781
2018-08-13,114.95999908447266
2018-10-16,116.54000091552734
2019-07-31,117.27999877929688
2019-05-28,117.1500015258789
2019-04-26,117.88999938964844
2020-04-28,116.48999786376953
2019-11-25,115.36000061035156
2020-02-12,115.87999725341797
2020-05-01,116.69999694824219
2020-05-04,116.33999633789062
2019-06-12,116.91999816894531
2019-04-09,117.11000061035156
