Dates,SRE
2019-12-16,115.4000015258789
2020-03-04,114.29000091552734
2020-05-22,114.33999633789062
2019-10-01,113.52999877929688
2019-12-19,112.4800033569336
2018-09-10,107.27999877929688
2019-05-24,107.83999633789062
2018-08-09,107.16999816894531
2019-04-22,107.56999969482422
2019-03-21,107.9800033569336
2019-01-16,106.7699966430664
2019-08-28,106.55000305175781
2018-11-13,110.22000122070312
2018-10-12,110.70999908447266
2019-06-25,113.54000091552734
2020-03-10,112.66999816894531
2020-05-28,114.43000030517578
2019-10-07,113.06999969482422
2020-03-13,111.41999816894531
2019-10-10,112.33000183105469
2020-03-16,112.1500015258789
2020-06-03,113.05000305175781
2018-11-28,112.5999984741211
2018-09-25,112.18000030517578
2018-07-23,113.55000305175781
2018-08-24,113.08999633789062
2019-07-10,113.11000061035156
2019-05-07,113.33999633789062
2019-04-05,113.5
2019-03-04,114.87000274658203
2019-01-31,116.66000366210938
2019-09-12,116.16999816894531
2019-12-31,117.08000183105469
2020-03-19,117.05000305175781
2020-01-03,117.62000274658203
2020-06-09,118.20999908447266
2019-02-15,117.91000366210938
2019-01-14,115.38999938964844
2018-07-06,113.56999969482422
2018-08-07,114.47000122070312
2018-10-10,114.5999984741211
2018-12-13,114.16999816894531
2019-08-26,116.0999984741211
2019-07-25,116.38999938964844
2019-05-22,118.02999877929688
2019-03-19,118.5999984741211
2020-01-06,119.37999725341797
2020-03-25,118.9000015258789
2020-06-12,120.19999694824219
2019-10-22,120.37000274658203
2020-01-09,121.98999786376953
2020-06-15,121.3499984741211
2019-10-25,121.2300033569336
2020-03-31,121.5
2020-06-18,121.87000274658203
2019-04-03,122.43000030517578
2018-08-22,123.5
2018-10-25,123.44999694824219
2019-01-29,124.33999633789062
2018-12-28,124.54000091552734
2018-11-26,124.55000305175781
2019-08-09,124.7300033569336
2019-07-08,124.33000183105469
2019-06-06,124.06999969482422
2019-09-10,126.0
2020-01-15,126.05000305175781
2020-04-03,124.97000122070312
2019-10-31,125.43000030517578
2020-04-06,125.88999938964844
2020-06-24,124.29000091552734
2018-11-09,125.97000122070312
2019-07-23,126.70999908447266
2019-06-21,126.77999877929688
2019-05-20,127.5999984741211
2019-04-18,127.33000183105469
2018-09-06,128.02000427246094
2018-10-08,128.0500030517578
2019-02-13,128.33999633789062
2018-12-11,127.41999816894531
2019-09-25,127.86000061035156
2020-01-21,129.9600067138672
2020-04-09,128.6699981689453
2019-11-06,127.36000061035156
2020-01-24,127.4000015258789
2020-01-27,127.25
2020-04-15,125.52999877929688
2018-12-26,126.4800033569336
2019-08-07,126.0
2019-06-04,127.8499984741211
2018-09-21,126.9000015258789
2018-07-19,125.91000366210938
2018-08-20,127.75
2018-10-23,125.87999725341797
2019-05-03,126.19999694824219
2019-04-01,127.08999633789062
2019-02-28,126.8499984741211
2019-11-12,126.33999633789062
2020-01-30,125.01000213623047
2019-11-15,126.27999877929688
2020-04-21,128.58999633789062
2019-04-16,129.75999450683594
2019-03-15,129.49000549316406
2019-02-11,129.6300048828125
2019-01-10,129.60000610351562
2019-08-22,130.89999389648438
2018-11-07,131.4199981689453
2018-08-03,133.0399932861328
2018-09-04,134.1699981689453
2019-06-19,135.97000122070312
2019-09-23,134.82000732421875
2019-11-18,133.3699951171875
2020-02-05,131.24000549316406
2020-04-24,131.44000244140625
2019-03-29,132.0500030517578
2019-11-21,131.91000366210938
2020-04-27,132.19000244140625
2020-02-11,133.85000610351562
2020-04-30,136.0
2019-05-01,133.8800048828125
2019-02-26,133.83999633789062
2019-01-25,135.4600067138672
2018-12-24,136.25999450683594
2019-09-06,136.82000732421875
2018-07-17,137.85000610351562
2018-09-19,139.19000244140625
2019-08-05,136.63999938964844
2019-10-08,139.88999938964844
2019-12-11,140.02000427246094
2019-11-27,141.08999633789062
2020-02-14,140.91000366210938
2020-05-06,140.30999755859375
2019-01-08,136.6999969482422
2018-12-07,135.3300018310547
2019-08-20,137.49000549316406
2018-11-05,137.35000610351562
2019-07-19,137.49000549316406
2018-10-04,136.55999755859375
2019-06-17,138.7899932861328
2019-05-16,138.3800048828125
2018-08-01,139.4499969482422
2019-03-13,139.64999389648438
2019-12-03,140.66000366210938
2020-02-20,139.66000366210938
2019-12-06,139.85000610351562
2020-05-12,139.77999877929688
2019-12-09,139.80999755859375
2020-02-26,140.8800048828125
2020-05-15,140.60000610351562
2019-03-28,140.1300048828125
2018-09-17,139.36000061035156
2018-08-16,139.6199951171875
2018-10-19,140.72999572753906
2019-04-29,140.25999450683594
2019-01-23,139.22000122070312
2019-09-04,136.64999389648438
2018-11-20,134.44000244140625
2019-07-02,135.1199951171875
2019-05-31,136.02000427246094
2019-12-12,132.02000427246094
2020-05-18,134.25999450683594
2019-09-27,135.16000366210938
2020-03-03,136.99000549316406
2020-05-21,137.69000244140625
2019-05-14,133.89999389648438
2018-08-31,137.72000122070312
2018-07-30,136.8800048828125
2018-10-02,138.58999633789062
2019-04-12,138.58999633789062
2019-03-11,139.77999877929688
2019-02-07,139.6699981689453
2019-07-17,140.89999389648438
2019-09-19,140.4199981689453
2019-10-21,139.07000732421875
2019-12-18,142.5
2020-03-06,141.57000732421875
2019-10-03,142.3300018310547
2020-03-09,142.91000366210938
2020-05-27,141.42999267578125
2019-12-24,144.07000732421875
2020-03-12,142.94000244140625
2018-12-20,142.39999389648438
2019-08-01,141.5800018310547
2018-08-14,140.97000122070312
2018-07-13,141.5399932861328
2018-10-17,144.07000732421875
2019-05-29,143.02000427246094
2019-03-26,142.02000427246094
2019-02-22,142.0800018310547
2019-10-04,143.72999572753906
2019-11-05,139.97999572753906
2019-12-27,141.25
2020-06-02,141.9199981689453
2019-12-30,142.77999877929688
2020-03-18,144.10000610351562
2020-06-05,144.47000122070312
2019-07-15,145.07000732421875
2018-12-03,145.41000366210938
2019-06-13,147.42999267578125
2019-01-04,145.39999389648438
2018-08-29,144.02000427246094
2019-02-05,145.86000061035156
2018-11-01,146.92999267578125
2019-08-16,146.27999877929688
2019-04-10,146.22000122070312
2019-09-17,146.39999389648438
2019-10-15,146.22999572753906
2020-01-02,146.0399932861328
2020-06-08,145.57000732421875
2019-10-18,144.86000061035156
2020-03-24,144.85000610351562
2020-06-11,144.99000549316406
2020-01-08,146.17999267578125
2019-04-25,146.67999267578125
2019-07-30,147.25
2019-02-20,147.91000366210938
2018-07-11,148.50999450683594
2018-09-13,142.89999389648438
2018-10-15,141.1999969482422
2019-06-28,141.25
2018-12-18,142.05999755859375
2018-11-16,146.02000427246094
2019-10-02,147.3000030517578
2020-03-27,145.1999969482422
2020-01-10,143.35000610351562
2019-10-24,142.67999267578125
2020-03-30,141.67999267578125
2020-06-17,142.2100067138672
2020-01-14,142.7100067138672
2020-04-02,145.19000244140625
2019-01-02,147.2100067138672
2019-08-14,145.30999755859375
2018-10-30,146.6300048828125
2019-06-11,147.47000122070312
2019-05-10,147.3300018310547
2019-04-08,147.72000122070312
2018-08-27,146.82000732421875
2018-07-26,146.6999969482422
2018-09-28,147.17999267578125
2019-03-07,147.0500030517578
2019-10-30,147.82000732421875
2020-01-17,146.3699951171875
2020-06-23,146.8000030517578
2020-04-08,147.11000061035156
2020-06-26,147.2899932861328
2019-03-22,147.25
2019-01-17,145.92999267578125
2019-08-29,146.19000244140625
2018-11-14,147.17999267578125
2019-06-26,148.52999877929688
2018-09-11,146.57000732421875
2018-07-09,149.0500030517578
2018-08-10,150.75
2019-04-23,150.14999389648438
2019-09-30,151.55999755859375
2020-01-23,154.25999450683594
2019-11-08,151.97999572753906
2020-04-14,150.57000732421875
2019-11-11,151.52999877929688
2020-01-29,150.72999572753906
2020-04-17,150.85000610351562
2018-07-24,151.1699981689453
2018-09-26,151.3300018310547
2019-05-08,148.7899932861328
2019-03-05,147.74000549316406
2019-02-01,148.35000610351562
2018-12-31,149.3300018310547
2018-11-29,149.75999450683594
2019-08-12,149.25
2019-07-11,149.8000030517578
2019-09-13,151.25
2019-11-14,151.77999877929688
2020-04-20,154.52000427246094
2020-02-04,155.47999572753906
2020-04-23,157.02000427246094
2018-12-14,158.17999267578125
2019-08-27,157.4499969482422
2018-08-08,159.7899932861328
2018-10-11,159.14999389648438
2018-11-12,158.9499969482422
2019-07-26,159.47000122070312
2019-06-24,158.77000427246094
2019-05-23,160.5500030517578
2019-03-20,161.2899932861328
2019-01-15,160.67999267578125
2019-11-20,158.94000244140625
2020-02-07,159.33999633789062
2020-02-10,160.66000366210938
2020-04-29,158.69000244140625
2019-11-26,158.52999877929688
2020-02-13,157.91000366210938
2019-01-30,158.7899932861328
2018-08-23,159.6199951171875
2018-09-24,161.5
2018-11-27,160.64999389648438
2018-10-26,159.3300018310547
2019-07-09,159.57000732421875
2019-06-07,157.83999633789062
2019-05-06,154.49000549316406
2019-04-04,149.9499969482422
2019-09-11,147.55999755859375
2019-11-29,138.10000610351562
2020-05-05,140.4600067138672
2019-12-02,142.64999389648438
2020-02-19,142.6999969482422
2020-05-08,144.9199981689453
2019-05-21,138.11000061035156
2019-03-18,134.10000610351562
2018-09-07,129.86000061035156
2018-08-06,127.2699966430664
2018-10-09,116.41999816894531
2019-02-14,109.77999877929688
2018-12-12,98.0
2019-07-24,89.29000091552734
2019-09-26,92.98999786376953
2019-10-28,101.45999908447266
2019-12-05,99.1500015258789
2020-05-11,100.30999755859375
2019-07-03,96.66999816894531
2020-02-25,104.16000366210938
2020-05-14,111.3499984741211
2020-02-28,118.94999694824219
2019-08-08,122.62999725341797
2019-06-05,118.3499984741211
2018-07-20,108.3499984741211
2018-08-21,102.18000030517578
2018-10-24,104.6500015258789
2019-04-02,108.94999694824219
2019-03-01,117.66000366210938
2019-01-28,117.6500015258789
2018-12-27,122.9800033569336
2019-09-09,129.77000427246094
2020-03-02,130.0399932861328
2020-05-20,124.06999969482422
2019-12-17,121.66000366210938
2020-03-05,120.2300033569336
2019-02-12,122.94000244140625
2019-01-11,120.16000366210938
2018-12-10,121.02999877929688
2019-08-23,124.22000122070312
2018-11-08,126.44000244140625
2019-07-22,128.0800018310547
2019-06-20,130.75
2018-09-05,130.0
2019-04-17,128.57000732421875
2019-09-24,122.05000305175781
2019-12-20,120.1500015258789
2020-05-26,122.91000366210938
2019-04-30,124.76000213623047
2019-12-23,123.80000305175781
2020-03-11,125.2300033569336
2020-05-29,123.20999908447266
2019-12-26,124.75
2020-06-01,121.11000061035156
2019-05-02,117.0999984741211
2019-02-27,119.88999938964844
2018-11-23,122.87000274658203
2019-08-06,123.80000305175781
2018-07-18,126.29000091552734
2018-09-20,122.44999694824219
2018-10-22,121.13999938964844
2019-07-05,125.72000122070312
2019-06-03,128.49000549316406
2019-10-09,127.33000183105469
2019-10-11,126.47000122070312
2020-03-17,126.30000305175781
2020-06-04,130.08999633789062
2019-10-14,131.3699951171875
2020-03-20,130.64999389648438
2018-11-06,130.7100067138672
2019-06-18,135.11000061035156
2019-05-17,133.10000610351562
2019-04-15,130.5
2019-03-14,125.16999816894531
2019-01-09,127.69000244140625
2018-08-02,122.04000091552734
2018-10-05,128.64999389648438
2019-08-21,124.9800033569336
2019-10-17,123.12999725341797
2020-03-23,125.95999908447266
2020-06-10,117.3499984741211
2019-02-25,120.91000366210938
2020-01-07,118.02999877929688
2020-03-26,118.30999755859375
2019-10-23,116.88999938964844
