Dates,SRE
2018-06-20,112.55999755859375
2018-06-21,113.08999633789062
2018-06-25,115.13999938964844
2018-06-22,116.61000061035156
2018-06-26,115.7300033569336
2018-06-27,115.93000030517578
2018-06-28,115.11000061035156
2018-06-29,116.11000061035156
2018-07-02,115.54000091552734
2018-07-03,116.12000274658203
2018-07-05,117.30000305175781
2018-07-16,117.77999877929688
2018-09-18,115.62999725341797
2019-01-24,117.30000305175781
2019-09-05,115.68000030517578
2018-11-21,115.62999725341797
2020-01-13,116.51000213623047
2020-04-01,115.76000213623047
2020-06-19,115.61000061035156
2019-10-29,114.31999969482422
2020-01-16,115.30999755859375
2020-06-22,114.26000213623047
2018-10-03,113.56999969482422
2018-07-31,114.5
2019-03-12,115.47000122070312
2019-02-08,115.7699966430664
2019-01-07,114.97000122070312
2018-12-06,114.4800033569336
2019-08-19,115.58999633789062
2019-07-18,114.9000015258789
2019-05-15,116.02999877929688
2019-09-20,116.79000091552734
2019-11-01,115.3499984741211
2020-04-07,115.97000122070312
2020-06-25,115.06999969482422
2020-06-16,114.7300033569336
2019-11-04,114.44000244140625
2020-01-22,114.88999938964844
2019-11-07,114.23999786376953
2020-04-13,114.44999694824219
2019-07-01,116.0199966430664
2019-05-30,116.8499984741211
2018-08-15,116.94999694824219
2018-10-18,116.2300033569336
2019-03-27,115.4800033569336
2019-01-22,115.68000030517578
2018-12-21,116.4000015258789
2019-09-03,115.63999938964844
2018-11-19,115.56999969482422
2019-08-02,116.66999816894531
2020-01-28,116.5999984741211
2020-04-16,116.08000183105469
2019-11-13,116.98999786376953
2020-01-31,118.13999938964844
2018-12-04,118.02999877929688
2018-11-02,116.8499984741211
2019-07-16,117.5999984741211
2018-08-30,117.22000122070312
2018-10-01,117.77999877929688
2019-06-14,118.66999816894531
2019-05-13,118.7300033569336
2019-04-11,118.87000274658203
2019-02-06,117.2699966430664
2019-09-18,115.13999938964844
2020-02-03,114.31999969482422
2020-04-22,115.20999908447266
2019-11-19,113.58000183105469
2020-02-06,112.47000122070312
2019-11-22,111.05999755859375
2019-03-25,112.0
2019-02-21,113.75
2018-12-19,113.83000183105469
2018-07-12,115.73999786376953
2018-09-14,114.62000274658203
2018-08-13,114.88999938964844
2018-10-16,116.19999694824219
2019-07-31,116.55000305175781
2019-05-28,116.4000015258789
2019-04-26,115.45999908447266
2020-04-28,114.47000122070312
2019-11-25,115.02999877929688
2020-02-12,115.0999984741211
2020-05-01,115.76000213623047
2020-05-04,115.30000305175781
2019-06-12,115.91000366210938
2019-04-09,116.61000061035156
2019-03-08,115.62000274658203
2019-02-04,114.19000244140625
2018-07-27,115.9000015258789
2018-08-28,115.04000091552734
2019-01-03,112.80999755859375
2019-08-15,112.54000091552734
2018-10-31,111.80000305175781
2019-09-16,110.12000274658203
2020-02-18,110.05000305175781
2020-05-07,109.05000305175781
2018-08-17,112.56999969482422
2019-12-04,113.19999694824219
2020-02-21,117.55999755859375
2018-12-17,117.97000122070312
2019-08-30,116.69999694824219
2018-11-15,115.4000015258789
2019-07-29,116.01000213623047
2019-06-27,112.76000213623047
2019-04-24,110.9800033569336
2018-07-10,114.87000274658203
2018-09-12,115.23999786376953
2019-02-19,113.93000030517578
2019-01-18,112.01000213623047
2020-02-24,112.11000061035156
2020-05-13,112.04000091552734
2019-12-10,112.69000244140625
2020-02-27,113.23999786376953
2019-12-13,112.66999816894531
