Dates,LNC
2018-06-20,65.05000305175781
2018-06-21,64.97000122070312
2018-06-25,65.37000274658203
2018-06-22,64.8499984741211
2018-06-26,64.23999786376953
2018-06-27,62.09000015258789
2018-06-28,62.25
2018-06-29,62.25
2018-07-02,63.0099983215332
2018-07-03,62.88999938964844
2018-07-05,63.279998779296875
2018-07-16,63.36000061035156
2018-09-18,65.3499984741211
2019-01-24,64.70999908447266
2019-09-05,63.68000030517578
2018-11-21,63.59000015258789
2020-01-13,63.540000915527344
2020-04-01,64.30999755859375
2020-06-19,64.7300033569336
2019-10-29,65.91000366210938
2020-01-16,64.81999969482422
2020-06-22,64.56999969482422
2018-10-03,65.5
2018-07-31,65.87999725341797
2019-03-12,66.0
2019-02-08,67.11000061035156
2019-01-07,67.55999755859375
2018-12-06,68.11000061035156
2019-08-19,68.0999984741211
2019-07-18,67.66000366210938
2019-05-15,65.69999694824219
2019-09-20,66.62999725341797
2019-11-01,66.80999755859375
2020-04-07,67.11000061035156
2020-06-25,67.41999816894531
2020-06-16,66.69000244140625
2019-11-04,64.66000366210938
2020-01-22,64.20999908447266
2019-11-07,65.41000366210938
2020-04-13,64.5
2019-07-01,65.12999725341797
2019-05-30,65.23999786376953
2018-08-15,65.47000122070312
2018-10-18,66.54000091552734
2019-03-27,66.13999938964844
2019-01-22,65.41999816894531
2018-12-21,65.62000274658203
2019-09-03,66.87999725341797
2018-11-19,67.01000213623047
2019-08-02,66.69999694824219
2020-01-28,65.80999755859375
2020-04-16,65.58000183105469
2019-11-13,65.8499984741211
2020-01-31,66.62000274658203
2018-12-04,65.3499984741211
2018-11-02,65.05999755859375
2019-07-16,64.87000274658203
2018-08-30,64.66000366210938
2018-10-01,64.19000244140625
2019-06-14,65.20999908447266
2019-05-13,67.23999786376953
2019-04-11,66.47000122070312
2019-02-06,67.62999725341797
2019-09-18,69.33000183105469
2020-02-03,70.13999938964844
2020-04-22,70.31999969482422
2019-11-19,68.93000030517578
2020-02-06,68.62999725341797
2019-11-22,67.75
2019-03-25,67.9000015258789
2019-02-21,67.66000366210938
2018-12-19,68.05000305175781
2018-07-12,68.05999755859375
2018-09-14,69.47000122070312
2018-08-13,69.83999633789062
2018-10-16,69.9000015258789
2019-07-31,70.58000183105469
2019-05-28,70.11000061035156
2019-04-26,68.02999877929688
2020-04-28,63.9900016784668
2019-11-25,64.19999694824219
2020-02-12,63.779998779296875
2020-05-01,64.47000122070312
2020-05-04,65.63999938964844
2019-06-12,63.79999923706055
