Dates,LNC
2020-06-23,55.709999084472656
2020-04-08,56.2599983215332
2020-06-26,56.54999923706055
2019-03-22,57.560001373291016
2019-01-17,57.27000045776367
2019-08-29,57.54999923706055
2018-11-14,57.4900016784668
2019-06-26,57.7400016784668
2018-09-11,59.47999954223633
2018-07-09,60.09000015258789
2018-08-10,60.22999954223633
2019-04-23,60.68000030517578
2019-09-30,59.97999954223633
2020-01-23,60.0
2019-11-08,59.18000030517578
2020-04-14,58.9900016784668
2019-11-11,59.209999084472656
2020-01-29,58.65999984741211
2020-04-17,58.45000076293945
2018-07-24,58.380001068115234
2018-09-26,58.900001525878906
2019-05-08,57.619998931884766
2019-03-05,56.83000183105469
2019-02-01,57.599998474121094
2018-12-31,58.13999938964844
2018-11-29,58.779998779296875
2019-08-12,58.81999969482422
2019-07-11,58.84000015258789
2019-09-13,58.93000030517578
2019-11-14,57.970001220703125
2020-04-20,58.45000076293945
2020-02-04,59.150001525878906
2020-04-23,58.40999984741211
2018-12-14,58.470001220703125
2019-08-27,57.209999084472656
2018-08-08,55.939998626708984
2018-10-11,54.540000915527344
2018-11-12,54.84000015258789
2019-07-26,55.060001373291016
2019-06-24,54.0099983215332
2019-05-23,54.11000061035156
2019-03-20,54.400001525878906
2019-01-15,55.5
2019-11-20,56.90999984741211
2020-02-07,59.09000015258789
2020-02-10,58.54999923706055
2020-04-29,58.77000045776367
2019-11-26,60.02000045776367
2020-02-13,60.86000061035156
2019-01-30,60.47999954223633
2018-08-23,60.63999938964844
2018-09-24,59.65999984741211
2018-11-27,60.290000915527344
2018-10-26,60.52000045776367
2019-07-09,59.33000183105469
2019-06-07,54.25
2019-05-06,51.66999816894531
2019-04-04,51.15999984741211
2019-09-11,47.720001220703125
2019-11-29,44.029998779296875
2020-05-05,44.84000015258789
2019-12-02,44.150001525878906
2020-02-19,42.810001373291016
2020-05-08,40.709999084472656
2019-05-21,37.130001068115234
2019-03-18,30.5
2018-09-07,33.20000076293945
2018-08-06,31.290000915527344
2018-10-09,23.260000228881836
2019-02-14,23.670000076293945
2018-12-12,21.450000762939453
2019-07-24,19.309999465942383
2019-09-26,16.950000762939453
2019-10-28,17.34000015258789
2019-12-05,16.959999084472656
2020-05-11,16.110000610351562
2019-07-03,18.780000686645508
2020-02-25,22.530000686645508
2020-05-14,24.860000610351562
2020-02-28,25.799999237060547
2019-08-08,25.360000610351562
2019-06-05,26.100000381469727
2018-07-20,23.290000915527344
2018-08-21,22.760000228881836
2018-10-24,22.649999618530273
2019-04-02,25.010000228881836
2019-03-01,29.030000686645508
2019-01-28,29.670000076293945
2018-12-27,32.95000076293945
2019-09-09,31.43000030517578
2020-03-02,31.56999969482422
2020-05-20,28.8799991607666
2019-12-17,27.469999313354492
2020-03-05,28.81999969482422
2019-02-12,27.81999969482422
2019-01-11,26.969999313354492
2018-12-10,27.780000686645508
2019-08-23,28.65999984741211
2018-11-08,28.790000915527344
2019-07-22,30.440000534057617
2019-06-20,32.689998626708984
2018-09-05,35.439998626708984
2019-04-17,34.27000045776367
2019-09-24,31.920000076293945
2019-12-20,30.700000762939453
2020-05-26,32.349998474121094
2019-04-30,29.81999969482422
2019-12-23,32.900001525878906
2020-03-11,34.779998779296875
2020-05-29,34.7400016784668
2019-12-26,33.029998779296875
2020-06-01,30.229999542236328
2019-05-02,28.530000686645508
2019-02-27,31.270000457763672
2018-11-23,34.45000076293945
2019-08-06,34.650001525878906
2018-07-18,35.33000183105469
2018-09-20,35.47999954223633
2018-10-22,34.40999984741211
2019-07-05,37.40999984741211
2019-06-03,40.0
2019-10-09,39.15999984741211
2019-10-11,37.59000015258789
2020-03-17,37.33000183105469
2020-06-04,38.54999923706055
2019-10-14,40.099998474121094
2020-03-20,39.79999923706055
2018-11-06,46.59000015258789
2019-06-18,48.290000915527344
2019-05-17,47.02000045776367
2019-04-15,43.90999984741211
2019-03-14,38.2599983215332
2019-01-09,38.83000183105469
2018-08-02,37.52000045776367
2018-10-05,41.220001220703125
2019-08-21,40.650001525878906
2019-10-17,39.63999938964844
2020-03-23,38.959999084472656
2020-06-10,38.349998474121094
2019-02-25,38.619998931884766
2020-01-07,35.81999969482422
2020-03-26,35.31999969482422
2019-10-23,34.34000015258789
