Dates,GOLD
2020-01-02,7096800.0
2020-01-03,13759300.0
2020-01-08,14286900.0
2020-01-06,12084100.0
2020-01-07,14582200.0
2020-01-09,11537900.0
2020-01-10,8361600.0
2020-01-13,8410700.0
2020-01-14,10064900.0
2020-01-15,10445100.0
2020-01-16,10178800.0
2020-01-27,9789200.0
2020-02-20,14625700.0
2020-02-12,10563200.0
2020-04-16,13182200.0
2020-02-04,14750800.0
2020-05-28,21295700.0
2020-07-08,16125200.0
2020-06-19,8479500.0
2020-05-12,13839700.0
2020-06-22,11002500.0
2020-06-03,11759300.0
2020-05-15,15578600.0
2020-03-06,7388300.0
2020-02-27,7471800.0
2020-04-15,8733600.0
2020-02-03,8164900.0
2020-02-11,10385000.0
2020-02-19,11832200.0
2020-04-07,15270200.0
2020-03-30,20194400.0
2020-04-23,27961900.0
2020-05-01,20183200.0
2020-07-14,16593500.0
2020-06-25,19956000.0
2020-06-16,29354200.0
2020-05-18,26511700.0
2020-06-09,18550700.0
2020-05-21,28271500.0
2020-01-17,40590000.0
2020-03-13,25295800.0
2020-03-05,32518300.0
2020-02-26,23388100.0
2020-02-18,27916600.0
2020-04-22,28052900.0
2020-02-10,23635700.0
2020-04-14,23015800.0
2020-04-06,22061600.0
2020-04-30,33552400.0
2020-06-12,31110800.0
2020-06-15,36620600.0
2020-05-27,32058700.0
2020-05-08,30257400.0
2020-07-07,22990000.0
2020-03-31,20170900.0
2020-06-18,33801100.0
2020-04-13,34579500.0
2020-03-20,30961900.0
2020-03-12,24263100.0
2020-01-24,22450000.0
2020-03-04,22511900.0
2020-02-25,19294400.0
2020-04-21,18073100.0
2020-04-29,24917600.0
2020-05-07,14226600.0
2020-05-11,17449100.0
2020-07-10,16499800.0
2020-06-02,11599500.0
2020-05-14,31777400.0
2020-07-13,32986800.0
2020-06-24,33199200.0
2020-06-05,20342200.0
2020-02-28,19300400.0
2020-01-23,28513300.0
2020-04-20,18048000.0
2020-02-24,17345500.0
2020-01-31,21034500.0
2020-03-19,30865400.0
2020-03-27,27633700.0
2020-03-11,15222800.0
2020-03-03,17129300.0
2020-04-28,20809600.0
2020-05-06,17773000.0
2020-06-08,19597900.0
2020-05-20,16474300.0
2020-07-01,16835400.0
2020-06-30,17043600.0
2020-06-11,16302200.0
2020-03-10,12740800.0
2020-03-02,19128100.0
2020-01-22,13108900.0
2020-01-30,12920900.0
2020-02-07,17395100.0
2020-04-03,19240600.0
2020-03-26,17293500.0
2020-03-18,17810600.0
2020-04-27,16291200.0
2020-05-05,22018800.0
2020-05-26,11271100.0
2020-07-06,30232600.0
2020-06-17,37015100.0
2020-05-29,19102000.0
2020-07-09,20339200.0
2020-06-01,16352500.0
2020-01-21,16069500.0
2020-01-29,23448500.0
2020-03-25,21961100.0
2020-03-17,28169100.0
2020-03-09,15541600.0
2020-02-14,21508000.0
2020-02-06,21908200.0
2020-04-02,30986200.0
2020-05-04,15303700.0
2020-04-24,15853500.0
2020-05-13,16296600.0
2020-06-23,9226300.0
2020-06-04,12574700.0
2020-07-15,19198700.0
2020-04-08,17414300.0
2020-06-26,16212000.0
2020-05-19,19762900.0
2020-04-09,10068700.0
2020-04-01,12116300.0
2020-03-24,10296300.0
2020-03-16,15373000.0
2020-01-28,15634500.0
2020-02-05,12824100.0
2020-02-13,11302100.0
2020-02-21,12200500.0
2020-04-17,17430100.0
2020-03-23,13002700.0
2020-06-29,11545900.0
2020-06-10,15524700.0
2020-05-22,12752400.0
2020-07-02,13993700.0
